"specificEpithet","n","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass"
"umbellata",200,15834054,"FLAS",NA,NA,NA,"","Florida","clay","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834054",-81.8454227997933,29.9715746155264,"county_centroid"
"umbellata",200,16668533,"FSU",NA,NA,NA,"","Georgia","elbert","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668533",-82.838635322698,34.1122056007686,"county_centroid"
"umbellata",200,25330494,"MMNS",NA,NA,NA,"1986-04-08","Georgia","Lowndes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25330494",-83.3392,30.8464,"geo_referenced"
"umbellata",200,21269005,"UAM",1984,4,15,"1984-04-15","Arkansas","perry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269005",-92.9415163009449,34.9423457912257,"county_centroid"
"umbellata",200,3850984,"APSC",2002,4,6,"2002-04-06","Georgia","cobb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850984",-84.5920424185478,33.9368503735581,"county_centroid"
"umbellata",200,15837480,"FLAS",NA,NA,NA,"","Florida","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837480",-85.2135871850139,30.4146682008845,"county_centroid"
"umbellata",200,16040540,"FLAS",1990,2,14,"1990-02-14","Florida","duval","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16040540",-81.665833899398,30.3151469529002,"county_centroid"
"umbellata",200,16064794,"FLAS",2003,2,23,"2003-02-23","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16064794",-82.3577509977993,29.6691779326888,"county_centroid"
"umbellata",200,24924833,"BRIT",1945,5,13,"1945-05-13","Texas","newton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24924833",-93.7512627519058,30.803785873531,"county_centroid"
"umbellata",200,16894680,"NCU",NA,NA,NA,"","South Carolina","horry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894680",-78.9856841697592,33.9220156722184,"county_centroid"
"umbellata",200,16894658,"NCU",NA,NA,NA,"","South Carolina","georgetown","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894658",-79.3307802667065,33.4451055380152,"county_centroid"
"umbellata",200,16080137,"FLAS",2010,4,28,"2010-04-28","Florida","Madison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080137",-83.1932,30.39175,"geo_referenced"
"umbellata",200,4161804,"TTRS",1980,4,22,"1980-04-22","Florida","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161804",-84.79966536,29.89014672,"geo_referenced"
"umbellata",200,24486765,"NCU",NA,NA,NA,"","North Carolina","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24486765",-81.9277398771883,35.4071794306615,"county_centroid"
"umbellata",200,11589692,"IND",1941,8,4,"1941-08-04","Georgia","Oglethorpe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589692",-83.002787,33.966539,"geo_referenced"
"umbellata",200,13378668,"HTTU",NA,NA,NA,"","Tennessee","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13378668",-84.4976517449758,36.4305308801729,"county_centroid"
"umbellata",200,6774915,"UWFP",2010,8,18,"2010-08-18","Florida","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774915",-85.2135871850139,30.4146682008845,"county_centroid"
"umbellata",200,16080106,"FLAS",2010,3,16,"2010-03-16","Florida","Alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080106",-82.3545167,29.6115,"geo_referenced"
"umbellata",200,4161797,"TTRS",1994,3,4,"1994-03-04","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161797",-84.27766976,30.45845973,"geo_referenced"
"umbellata",200,6774909,"UWFP",1984,3,27,"1984-03-27","Florida","santa rosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774909",-87.0301389117869,30.7456314183418,"county_centroid"
"umbellata",200,13939878,"COLO",NA,NA,NA,"","South Carolina","mccormick","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939878",-82.3194539263726,33.9115396509489,"county_centroid"
"umbellata",200,19701727,"CLEMS",1975,6,6,"1975-06-06","South Carolina","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701727",-82.6460750573428,34.5197149611676,"county_centroid"
"umbellata",200,15833807,"FLAS",NA,NA,NA,"","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833807",-82.3577509977993,29.6691779326888,"county_centroid"
"umbellata",200,15838014,"FLAS",NA,NA,NA,"","Florida","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838014",-85.2269997549971,30.7991946872238,"county_centroid"
"umbellata",200,15834248,"FLAS",NA,NA,NA,"","Florida","walton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834248",-86.171778828104,30.6721687574374,"county_centroid"
"umbellata",200,12522638,"WCUH",NA,NA,NA,"","Florida","marion","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12522638",-82.0545517600799,29.2032406000838,"county_centroid"
"umbellata",200,19705284,"CLEMS",1978,4,8,"1978-04-08","Georgia","elbert","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705284",-82.838635322698,34.1122056007686,"county_centroid"
"umbellata",200,22879305,"NCU",NA,NA,NA,"","Alabama","autauga","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22879305",-86.645648613572,32.5400914839585,"county_centroid"
"umbellata",200,7444132,"NCSC",NA,NA,NA,"","Georgia","bartow","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444132",-84.8552528692741,34.2297658104632,"county_centroid"
"umbellata",200,15369743,"NCU",1966,7,8,"1966-07-08","Georgia","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369743",-82.5407902509955,32.1719083769649,"county_centroid"
"umbellata",200,14367708,"FMUH",NA,NA,NA,"","South Carolina","florence","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14367708",-79.6886844267726,34.0240752171534,"county_centroid"
"umbellata",200,24517829,"ICHAUWAY",2018,6,26,"2018-06-26","Georgia","Baker","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24517829",-84.4789,31.2611,"geo_referenced"
"umbellata",200,16080120,"FLAS",2010,4,28,"2010-04-28","Florida","Marion","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080120",-82.15915,29.0295167,"geo_referenced"
"umbellata",200,16080205,"FLAS",2010,7,7,"2010-07-07","Florida","Lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080205",-83.2595333,30.1164333,"geo_referenced"
"umbellata",200,16912252,"NCU",NA,NA,NA,"","Alabama","macon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912252",-85.6951135852852,32.3938581216574,"county_centroid"
"umbellata",200,13285028,"TENN",NA,NA,NA,"","North Carolina","cabarrus","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285028",-80.5602667513382,35.3859649407496,"county_centroid"
"umbellata",200,13422318,"LL",1959,3,14,"1959-03-14","Texas","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422318",-95.8653200357644,32.2284491228756,"county_centroid"
"umbellata",200,5895062,"MISS",1970,5,9,"1970-05-09","Mississippi","De Soto","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895062",-90.160557,34.835795,"geo_referenced"
"umbellata",200,13285043,"TENN",NA,NA,NA,"","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285043",-82.0772373051214,28.6913158909746,"county_centroid"
"umbellata",200,16668594,"FSU",NA,NA,NA,"","Mississippi","george","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668594",-88.6399210052468,30.8637824024284,"county_centroid"
"umbellata",200,6774900,"UWFP",1981,3,11,"1981-03-11","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774900",-87.3965743324358,30.7209762048748,"county_centroid"
"umbellata",200,22877005,"USCH",1953,6,16,"1953-06-16","South Carolina","Aiken County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22877005",-81.631127,33.351896,"geo_referenced"
"umbellata",200,15369837,"NCU",2005,6,22,"2005-06-22","North Carolina","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369837",-81.9277398771883,35.4071794306615,"county_centroid"
"umbellata",200,13285044,"TENN",NA,NA,NA,"","Florida","sumter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285044",-82.0772373051214,28.6913158909746,"county_centroid"
"umbellata",200,21517546,"CM",1995,5,8,"1995-05-08","Pennsylvania","Bedford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21517546",-78.25,39.98333,"geo_referenced"
"umbellata",200,19705281,"CLEMS",1979,4,10,"1979-04-10","North Carolina","cabarrus","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705281",-80.5602667513382,35.3859649407496,"county_centroid"
"umbellata",200,7444123,"NCSC",NA,NA,NA,"","Florida","leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444123",-84.2734271511782,30.4608522248895,"county_centroid"
"umbellata",200,10246843,"APCR",1996,7,11,"1996-07-11","Arkansas","jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246843",-91.9317523534047,34.2758679338275,"county_centroid"
"umbellata",200,16668613,"FSU",NA,NA,NA,"","South Carolina","chester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668613",-81.1568504920845,34.6931095094143,"county_centroid"
"umbellata",200,15819355,"MISS",1999,10,2,"1999-10-02","Alabama","barbour","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15819355",-85.3973271768391,31.8740298930476,"county_centroid"
"umbellata",200,16668544,"FSU",NA,NA,NA,"","Arkansas","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668544",-92.8870999576128,33.5975916385369,"county_centroid"
"umbellata",200,16080487,"FLAS",2012,10,26,"2012-10-26","Florida","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080487",-85.2269997549971,30.7991946872238,"county_centroid"
"umbellata",200,13176439,"GEO",1938,7,17,"1938-07-17","Georgia","DeKalb County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13176439",-84.146728,33.806062,"geo_referenced"
"umbellata",200,11327058,"LSUS",1976,3,27,"1976-03-27","Louisiana","claiborne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327058",-92.995141578664,32.8254574917373,"county_centroid"
"umbellata",200,19701728,"CLEMS",2007,7,13,"2007-07-13","South Carolina","aiken","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701728",-81.6469379362918,33.5511792297719,"county_centroid"
"umbellata",200,22081737,"SALK",2018,3,9,"2018-03-09","South Carolina","Colleton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22081737",-80.68018,32.89614,"geo_referenced"
"umbellata",200,5741374,"LSU",2005,7,14,"2005-07-14","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5741374",-93.8884327797248,32.5912473883289,"county_centroid"
"umbellata",200,16041063,"FLAS",1992,6,25,"1992-06-25","Florida","columbia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16041063",-82.6211550835981,30.2127659368687,"county_centroid"
"umbellata",200,4161812,"TTRS",1980,7,29,"1980-07-29","Florida","Gadsden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161812",-84.61353416,30.57974529,"geo_referenced"
"umbellata",200,3850988,"APSC",2010,7,0,"2010-07-00","Arkansas","Ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850988",-93.024777,33.660317,"geo_referenced"
"umbellata",200,16056016,"FLAS",2002,2,17,"2002-02-17","Florida","alachua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16056016",-82.3577509977993,29.6691779326888,"county_centroid"
"umbellata",200,10246846,"APCR",NA,NA,NA,"","Arkansas","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246846",-92.6011336955415,33.1707978383891,"county_centroid"
"umbellata",200,9328130,"USCH",1952,7,18,"1952-07-18","South Carolina","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9328130",-81.651407,33.345547,"geo_referenced"
"umbellata",200,4161805,"TTRS",1981,3,12,"1981-03-12","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161805",-84.27766976,30.45845973,"geo_referenced"
"umbellata",200,5667988,"LSU",1969,4,5,"1969-04-05","Louisiana","rapides","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667988",-92.5301100720082,31.2051079744881,"county_centroid"
"umbellata",200,13285045,"TENN",NA,NA,NA,"","Georgia","cobb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285045",-84.5920424185478,33.9368503735581,"county_centroid"
"umbellata",200,19701712,"CLEMS",NA,NA,NA,"","South Carolina","oconee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701712",-83.0787554718119,34.7472885613343,"county_centroid"
"umbellata",200,15833450,"FLAS",NA,NA,NA,"","Florida","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833450",-85.2269997549971,30.7991946872238,"county_centroid"
"umbellata",200,5667993,"LSU",1989,4,1,"1989-04-01","Louisiana","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667993",-90.0337872338962,30.8586752513415,"county_centroid"
"umbellata",200,9177251,"LSU",1974,7,20,"1974-07-20","Louisiana","bienville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177251",-93.0484688900898,32.3501944215807,"county_centroid"
"umbellata",200,13278810,"GAS",1963,3,16,"1963-03-16","Georgia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13278810",-81.7,32.4666667,"geo_referenced"
"umbellata",200,19396565,"USF",1963,3,7,"1963-03-07","Louisiana","Lincoln Parish","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19396565",-92.75,32.5167,"geo_referenced"
"umbellata",200,15369799,"NCU",1967,4,22,"1967-04-22","Georgia","burke","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369799",-82.005414108651,33.0622907372477,"county_centroid"
"umbellata",200,16080142,"FLAS",2010,5,5,"2010-05-05","Florida","Pasco","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080142",-82.2419167,28.4134833,"geo_referenced"
"umbellata",200,15835298,"FLAS",NA,NA,NA,"","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835298",-87.3965743324358,30.7209762048748,"county_centroid"
"umbellata",200,13449702,"LL",1946,6,6,"1946-06-06","Texas","morris","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449702",-94.7322287678319,33.1398265306864,"county_centroid"
"umbellata",200,6774893,"UWFP",1981,3,9,"1981-03-09","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774893",-87.3965743324358,30.7209762048748,"county_centroid"
"umbellata",200,13285036,"TENN",NA,NA,NA,"","Florida","highlands","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285036",-81.3362279980267,27.3447790156207,"county_centroid"
"umbellata",200,13759918,"GA",1995,5,10,"1995-05-10","Georgia","DeKalb County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13759918",-84.131996,33.804244,"geo_referenced"
"umbellata",200,13179012,"GEO",1938,7,17,"1938-07-17","Georgia","DeKalb County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13179012",-84.146728,33.806062,"geo_referenced"
"umbellata",200,5706474,"LSU",2003,8,26,"2003-08-26","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5706474",-93.8884327797248,32.5912473883289,"county_centroid"
"umbellata",200,19701704,"CLEMS",1997,4,1,"1997-04-01","South Carolina","pickens","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701704",-82.7352240716608,34.8929714931613,"county_centroid"
"umbellata",200,21269016,"UAM",1988,7,16,"1988-07-16","Arkansas","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269016",-92.6011336955415,33.1707978383891,"county_centroid"
"umbellata",200,10246840,"APCR",NA,NA,NA,"","Arkansas","hot spring","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246840",-92.9384466993522,34.3223661057806,"county_centroid"
"umbellata",200,11589666,"IND",1949,7,18,"1949-07-18","North Carolina","Union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589666",-80.455119,35.163676,"geo_referenced"
"umbellata",200,15835277,"FLAS",NA,NA,NA,"","Florida","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835277",-85.6836689401603,30.626716755089,"county_centroid"
"umbellata",200,21269010,"UAM",1986,4,23,"1986-04-23","Louisiana","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269010",-92.6649459825186,32.6056550184709,"county_centroid"
"umbellata",200,16080449,"FLAS",2012,7,9,"2012-07-09","Arkansas","Saline","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080449",-92.37143,34.58145,"geo_referenced"
"umbellata",200,6774895,"UWFP",1981,3,11,"1981-03-11","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774895",-87.3965743324358,30.7209762048748,"county_centroid"
"umbellata",200,16912289,"NCU",NA,NA,NA,"","Georgia","elbert","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912289",-82.838635322698,34.1122056007686,"county_centroid"
"umbellata",200,16894717,"NCU",NA,NA,NA,"","South Carolina","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894717",-80.8981695906763,34.0255461104166,"county_centroid"
"umbellata",200,24926094,"BRIT",1947,5,21,"1947-05-21","Texas","sabine","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926094",-93.8669826464543,31.357135153617,"county_centroid"
"umbellata",200,5895087,"MISS",1997,2,23,"1997-02-23","Louisiana","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895087",-92.1593802032179,32.4833014034865,"county_centroid"
"umbellata",200,16521702,"NCU",NA,NA,NA,"","South Carolina","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521702",-82.6460750573428,34.5197149611676,"county_centroid"
"umbellata",200,19701720,"CLEMS",1987,7,6,"1987-07-06","South Carolina","colleton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701720",-80.6710321198708,32.871462921947,"county_centroid"
"umbellata",200,4161801,"TTRS",1988,10,8,"1988-10-08","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161801",-84.27766976,30.45845973,"geo_referenced"
"umbellata",200,19701725,"CLEMS",1984,4,15,"1984-04-15","South Carolina","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701725",-80.7783987823267,33.6868133788728,"county_centroid"
"umbellata",200,15837014,"FLAS",NA,NA,NA,"","Florida","hillsborough","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837014",-82.3082357570496,27.9283642506514,"county_centroid"
"umbellata",200,16080484,"FLAS",2012,10,26,"2012-10-26","Florida","Holmes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080484",-85.93558,30.714168,"geo_referenced"
"umbellata",200,6774906,"UWFP",1978,6,10,"1978-06-10","Florida","santa rosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774906",-87.0301389117869,30.7456314183418,"county_centroid"
"umbellata",200,6028963,"USMS",1964,5,11,"1964-05-11","Florida","leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028963",-84.2734271511782,30.4608522248895,"county_centroid"
"umbellata",200,15833786,"FLAS",NA,NA,NA,"","Florida","lafayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833786",-83.181943555853,29.9849334803309,"county_centroid"
"umbellata",200,15369769,"NCU",1969,7,22,"1969-07-22","North Carolina","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369769",-79.8963833433497,35.3387741455021,"county_centroid"
"umbellata",200,15369718,"NCU",1966,6,13,"1966-06-13","Georgia","effingham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369718",-81.340249613533,32.3718093122437,"county_centroid"
"umbellata",200,19452799,"UCHT",NA,NA,NA,"","Georgia","cobb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452799",-84.5920424185478,33.9368503735581,"county_centroid"
"umbellata",200,10382317,"USCS",NA,NA,NA,"","South Carolina","cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10382317",-81.6238273018638,35.0567044227905,"county_centroid"
"umbellata",200,15369733,"NCU",1998,4,23,"1998-04-23","Mississippi","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369733",-88.6320734072752,30.5611930828825,"county_centroid"
"umbellata",200,9785707,"VSC",2014,3,18,"2014-03-18","Georgia","Coffee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9785707",-82.86083,31.74854,"geo_referenced"
"umbellata",200,13284147,"TENN",NA,NA,NA,"","Alabama","marengo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284147",-87.7783120188051,32.2512324336624,"county_centroid"
"umbellata",200,12749316,"NCU",2003,6,26,"2003-06-26","Georgia","Clarke","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12749316",-83.318461,33.960934,"geo_referenced"
"umbellata",200,16049024,"FLAS",1990,1,31,"1990-01-31","Florida","columbia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16049024",-82.6211550835981,30.2127659368687,"county_centroid"
"umbellata",200,9358333,"USCH",2007,5,18,"2007-05-18","South Carolina","Richland County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9358333",-81.11901728,34.12396045,"geo_referenced"
"umbellata",200,15369740,"NCU",1966,7,8,"1966-07-08","Georgia","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369740",-82.5407902509955,32.1719083769649,"county_centroid"
"umbellata",200,6774883,"UWFP",1980,6,14,"1980-06-14","Florida","escambia","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774883",-87.3965743324358,30.7209762048748,"county_centroid"
"umbellata",200,4161811,"TTRS",1980,4,27,"1980-04-27","Florida","Gadsden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161811",-84.61353416,30.57974529,"geo_referenced"
"umbellata",200,12947647,"UARK",NA,NA,NA,"","Arkansas","dallas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12947647",-92.64901096306,33.9706926330338,"county_centroid"
"umbellata",200,5858375,"DSC",1990,7,1,"1990-07-01","Mississippi","leflore","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5858375",-90.3053751367642,33.5528211333081,"county_centroid"
"umbellata",200,16668591,"FSU",NA,NA,NA,"","Alabama","pickens","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668591",-88.0868871809606,33.2804353735732,"county_centroid"
"umbellata",200,15835620,"FLAS",NA,NA,NA,"","Florida","highlands","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835620",-81.3362279980267,27.3447790156207,"county_centroid"
"umbellata",200,9330840,"USCH",2008,8,1,"2008-08-01","South Carolina","Aiken County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9330840",-81.7895718,33.6734193,"geo_referenced"
"umbellata",200,19701723,"CLEMS",1982,3,20,"1982-03-20","South Carolina","charleston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701723",-79.9689201172288,32.8393812412025,"county_centroid"
"umbellata",200,16912251,"NCU",NA,NA,NA,"","Alabama","lee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912251",-85.3552633638516,32.6099175076918,"county_centroid"
"umbellata",200,24642152,"NY",1977,3,19,"1977-03-19","Texas","Grimes Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642152",-95.839395,30.494151,"geo_referenced"
"umbellata",200,16080506,"FLAS",2011,6,22,"2011-06-22","Florida","Lake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080506",-81.7204167,28.5472333,"geo_referenced"
"umbellata",200,4161806,"TTRS",1981,3,1,"1981-03-01","Florida","Jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161806",-83.89531977,30.43808791,"geo_referenced"
"umbellata",200,15369717,"NCU",1966,6,13,"1966-06-13","Georgia","effingham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369717",-81.340249613533,32.3718093122437,"county_centroid"
"umbellata",200,11589655,"IND",1966,6,19,"1966-06-19","South Carolina","McCormick","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589655",-82.149295,33.688546,"geo_referenced"
"umbellata",200,16912236,"NCU",NA,NA,NA,"","Alabama","hale","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912236",-87.622197625348,32.7649017598769,"county_centroid"
"umbellata",200,10258246,"CONV",NA,NA,NA,"","Florida","lake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258246",-81.6996555923468,28.7501841761481,"county_centroid"
"umbellata",200,19701710,"CLEMS",1990,3,3,"1990-03-03","South Carolina","orangeburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701710",-80.7999693644032,33.4457385605682,"county_centroid"
"umbellata",200,6189250,"USMS",2013,3,29,"2013-03-29","Mississippi","Wayne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6189250",-88.695749,31.838262,"geo_referenced"
"umbellata",200,15369665,"NCU",1956,9,21,"1956-09-21","North Carolina","anson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369665",-80.1035784107533,34.9770781201423,"county_centroid"
"umbellata",200,6774913,"UWFP",1990,6,17,"1990-06-17","Florida","okaloosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774913",-86.6027941962372,30.7398897133176,"county_centroid"
"umbellata",200,15369836,"NCU",2005,6,21,"2005-06-21","North Carolina","mcdowell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369836",-82.0595486644074,35.682782130409,"county_centroid"
"umbellata",200,5858370,"DSC",1986,3,14,"1986-03-14","Mississippi","yazoo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5858370",-90.4038663556703,32.7873691693559,"county_centroid"
"umbellata",200,14635116,"NBYC",NA,NA,NA,"","South Carolina","greenwood","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635116",-82.1188212023564,34.158552763961,"county_centroid"
"umbellata",200,13285023,"TENN",NA,NA,NA,"","Louisiana","bienville","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285023",-93.0484688900898,32.3501944215807,"county_centroid"
"umbellata",200,3850989,"APSC",2004,5,4,"2004-05-04","Arkansas","Saline","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850989",-92.25789,34.58068,"geo_referenced"
"umbellata",200,16080130,"FLAS",2010,4,28,"2010-04-28","Florida","Leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080130",-84.3587667,30.5784167,"geo_referenced"
"umbellata",200,15836238,"FLAS",NA,NA,NA,"","Florida","hernando","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15836238",-82.4324998337003,28.5556975583208,"county_centroid"
"umbellata",200,15369796,"NCU",1979,6,5,"1979-06-05","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369796",-93.8884327797248,32.5912473883289,"county_centroid"
"umbellata",200,5676689,"LSU",1977,7,9,"1977-07-09","Louisiana","rapides","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676689",-92.5301100720082,31.2051079744881,"county_centroid"
"umbellata",200,16668588,"FSU",NA,NA,NA,"","South Carolina","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668588",-80.8981695906763,34.0255461104166,"county_centroid"
"umbellata",200,16912257,"NCU",NA,NA,NA,"","Arkansas","nevada","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912257",-93.3071693984676,33.6637179685923,"county_centroid"
