coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
23734265,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:e9782a3d-d0fa-47b2-bfa7-fc8c1eaf9d6b,"2020-02-13 13:52:16"
23734266,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:4ae7ac5b-3e89-49e2-901e-d819598349c0,"2020-02-13 13:52:16"
23734267,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:d514d44f-3af3-4e11-919c-c6437be6a41c,"2020-02-13 13:52:16"
23734268,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:e5782129-82e6-42a1-ad79-2655b2871ca7,"2020-02-13 13:52:16"
23734269,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:64573b62-90d7-474f-a542-2e922cc1582d,"2020-02-13 13:52:16"
23734270,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:0a100412-1460-45f8-9686-7f5b1d476993,"2020-02-13 13:52:16"
23734271,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:266dcf5c-2e77-4a34-8c89-c76205af18dd,"2020-02-13 13:52:16"
23734272,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:85da0f59-c5a6-483c-8f1b-b1f6c61c77f0,"2020-02-13 13:52:16"
23734273,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:025b586b-33f0-4122-9597-680dca92cfe9,"2020-02-13 13:52:16"
23734274,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2606e305-63bb-403b-8e19-a6006bbc1cfe,"2020-02-13 13:52:16"
23734275,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b3aa1f11-ff6d-4181-9862-440fc9f421ba,"2020-02-13 13:52:16"
23734276,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:8564e20f-bf46-48a9-b0ef-1c3b9a50345a,"2020-02-13 13:52:16"
23734277,"not specified",,2002-07-18,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:0df7e439-2e15-4170-bf21-7018b04c177c,"2020-05-27 10:57:17"
23734277,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:ffb5b7e1-e4fb-4fb9-9753-4a14fad9155b,"2020-02-13 13:52:16"
23734278,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:54f39a9e-713f-4be2-ad84-2119881dddb3,"2020-02-13 13:52:16"
23734279,"not specified",,1935-06-07,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:946b1941-a0ea-44f6-8b84-ce7d0c0f8509,"2020-05-27 10:57:17"
23734279,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b58bab24-015c-41df-acf3-c13bc0c02ba5,"2020-02-13 13:52:16"
23734280,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:58ce9747-4f60-42f9-b940-3f56cda5b119,"2020-02-13 13:52:16"
23734281,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:fb2a609d-756a-4c95-a34c-01826b99e0e7,"2020-02-13 13:52:16"
23734282,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:f3ff19f5-98bf-485b-8451-5e2b93638b80,"2020-02-13 13:52:16"
23734283,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:4781bc99-ae42-426b-9ead-2b88192cdeb3,"2020-02-13 13:52:16"
23734284,"not specified",,1935-01-17,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:729b7a2c-3f8b-4773-9416-f44b1aa4287a,"2020-05-27 10:57:17"
23734284,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:d207a54f-4e3d-401f-8aa0-e74b7999fb01,"2020-02-13 13:52:16"
23734285,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:49016261-84ca-4d35-b5e0-9016c5caef7f,"2020-02-13 13:52:16"
23734286,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2b4ca7b0-0dbc-4437-be20-616806f1f40e,"2020-02-13 13:52:16"
23734287,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b1f5e761-cba4-4cb4-ae68-cb8b2169086d,"2020-02-13 13:52:16"
23734288,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a6ef60c4-8215-46f0-93f7-4a4334954b65,"2020-02-13 13:52:16"
23734289,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7de38ed2-f965-4a71-b0f6-01be7c48eaa7,"2020-02-13 13:52:16"
23734290,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7fa8ee16-5b11-490c-aa1f-89c8a3577654,"2020-02-13 13:52:16"
23734291,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:d0c55d37-2778-45e1-8723-d9316cdf9326,"2020-02-13 13:52:16"
23734292,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:ae93673e-93e7-4ec0-90ab-63de828763eb,"2020-02-13 13:52:16"
23734293,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:6355f83e-f523-41d0-aa49-8e2b1e8228fc,"2020-02-13 13:52:16"
23734294,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:aa95399a-2402-42a3-8bfc-0ace688a49ab,"2020-02-13 13:52:16"
23734295,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2677389b-dbfa-403d-bd10-be885567982c,"2020-02-13 13:52:16"
23734296,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:27495bcb-3334-450b-830b-1d593cbcf686,"2020-02-13 13:52:16"
23734297,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:af6c8424-4960-4203-ad60-be56da68ee93,"2020-02-13 13:52:16"
23734298,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:f452866d-ce64-46e3-a435-cffd7db93186,"2020-02-13 13:52:16"
23734299,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:cb052cc2-7478-4f06-a428-3d34d084dcd6,"2020-02-13 13:52:16"
23734300,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:71c5f081-7db7-4a3c-978d-7ec00922f0cf,"2020-02-13 13:52:16"
23734301,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7c7e1010-30ed-43f5-b718-07419a5fec97,"2020-02-13 13:52:16"
23734302,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:cf6924e5-d7b6-4323-bc65-f842832b1813,"2020-02-13 13:52:16"
23734303,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:311edec5-bc40-4e83-b5b1-49c2ff49035a,"2020-02-13 13:52:16"
23734304,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:0e0a47d9-990c-48d2-8873-b99958796749,"2020-02-13 13:52:16"
23734305,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2ff6cfbe-36a1-49f7-ad64-df1ef0127faf,"2020-02-13 13:52:16"
23734306,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:9a3f9cc2-1120-477e-98df-988062fe5356,"2020-02-13 13:52:16"
23734307,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2ca18897-d241-47c8-8ecd-bf8718ce62f6,"2020-02-13 13:52:16"
23734308,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:46d4f2ba-3187-452d-a46d-e32dd8dfb8b0,"2020-02-13 13:52:16"
23734309,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:33a97d56-5434-4d99-ac27-a687e8889610,"2020-02-13 13:52:16"
23734310,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:206e100b-f1f8-4d5e-a393-f25f7830c2c5,"2020-02-13 13:52:16"
23734311,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:bd7b7fd1-ff3a-441d-8a37-f28fd23c9b6f,"2020-02-13 13:52:16"
23734312,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:3dbadc26-a501-4fd7-b5fc-764108113cc8,"2020-02-13 13:52:16"
23734313,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:e022f843-bf88-4f75-a792-83392416bf0b,"2020-02-13 13:52:16"
23734314,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:dea402c8-a9df-4119-9148-733523d66e42,"2020-02-13 13:52:16"
23734315,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:4bb71494-67f9-4211-aa3f-fbfeaf77d04d,"2020-02-13 13:52:16"
23734316,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:38d5148b-59d8-410b-9bb3-1784c6d0eb37,"2020-02-13 13:52:16"
23734317,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7432cbbd-b5ee-468f-8a5c-40e3054e0a89,"2020-02-13 13:52:16"
23734318,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:c21206cd-a44c-4f60-94d3-99e8d2969235,"2020-02-13 13:52:16"
23734319,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:1acf0057-a21f-4750-a69b-59ae53327646,"2020-02-13 13:52:16"
23734320,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a038dc25-d53f-44ec-805b-f172b81b55d7,"2020-02-13 13:52:16"
23734321,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:1ac87de6-6c11-4735-b562-9e02c5e3e3ea,"2020-02-13 13:52:16"
23734322,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:39c8a2aa-b528-4bbc-964f-42f93f764e0d,"2020-02-13 13:52:16"
23734323,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a2cf1871-ca2c-4695-8ac2-930a8a2803f1,"2020-02-13 13:52:16"
23734324,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7d2fd0b6-bb06-4dbd-845a-0da7e97b94c4,"2020-02-13 13:52:16"
23734325,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:90e8d3d6-3202-46e6-8aa3-3e35487548cc,"2020-02-13 13:52:16"
23734326,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:f6e679a2-85a1-4a5f-95a5-7ba63c7b50b8,"2020-02-13 13:52:16"
23734327,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:c20e2dcf-a74c-461d-9de7-1e4252778694,"2020-02-13 13:52:16"
23734328,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:5d8a308b-381d-439e-8f4c-f7d4570061f2,"2020-02-13 13:52:16"
23734329,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:6004d72c-3d32-4265-8b5e-995c1522c6ff,"2020-02-13 13:52:16"
23734370,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:dc042c81-5008-4bc8-a0bc-58364d3aa455,"2020-02-13 13:52:16"
23734372,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:00ade7ba-a48b-48b2-8ace-d2793191a420,"2020-02-13 13:52:16"
23734374,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:d08350e7-3035-40fc-a5ec-a9f0485e9f1a,"2020-02-13 13:52:16"
23734376,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:f7fa43f6-68df-4f1f-8bb8-2a1eeee732e1,"2020-02-13 13:52:16"
23734379,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:76988d86-e459-4465-b6ca-50df818118ef,"2020-02-13 13:52:16"
23734381,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:19824269-84c3-41fb-ab8e-5a1ed3bba99d,"2020-02-13 13:52:16"
23734383,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a71051d2-afd8-4693-b995-7c8e2ffc2f1f,"2020-02-13 13:52:16"
23734385,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:25d92f80-8e2b-45eb-a5ed-603ae7f0bbe7,"2020-02-13 13:52:16"
23734387,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:dcbfc5c6-91fd-442a-b591-8ce8b3c67eb3,"2020-02-13 13:52:16"
23734389,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:fbbeb364-3243-455c-8ba6-9e3a4802b974,"2020-02-13 13:52:16"
23734391,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:09ec8164-ff26-4d18-9744-6ee8ffc52c29,"2020-02-13 13:52:16"
23734393,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:0b1122f8-ef24-4a69-849d-099398499720,"2020-02-13 13:52:16"
23734394,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:dfd644f9-34ad-4b95-b814-d1a0a823765c,"2020-02-13 13:52:16"
23734396,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7aaf463d-8c9c-4146-8b78-4cd4762bb20a,"2020-02-13 13:52:16"
23734397,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:61d2b154-079f-4348-b01f-4d1f8fb08c3b,"2020-02-13 13:52:16"
23734400,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b3d5e3a5-ef2e-48e0-aca0-0567db96d7d5,"2020-02-13 13:52:16"
23734402,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:be92eb11-604f-46a9-b59d-95feebac7622,"2020-02-13 13:52:16"
23734403,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:93acee3d-356c-4d80-87e5-be52d7779b8b,"2020-02-13 13:52:16"
23734404,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:44c15eba-0f6c-461b-aeb2-9daba28d1243,"2020-02-13 13:52:16"
23734405,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:63e232d6-63b7-4400-96f8-3be8e44c10f7,"2020-02-13 13:52:16"
23734406,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:303b09ef-4939-4c7f-8a06-48ec35c339b8,"2020-02-13 13:52:16"
23734407,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7a62392d-1c87-4fc7-b284-e976b3a45e79,"2020-02-13 13:52:16"
23734408,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a570c6a0-c360-452c-a01e-7dce381be688,"2020-02-13 13:52:16"
23734409,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:49b9363c-45f9-4f81-9b03-c294f0c68cea,"2020-02-13 13:52:16"
23734410,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:a4f87a4a-2dff-4f7a-af56-d7d1d7d90f57,"2020-02-13 13:52:16"
23734411,"Duplicate determined by Lloyd H. Shinners",,1957-07-09,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:c46db2ee-d06e-46e7-b91d-8d743ef1445b,"2020-05-27 10:57:17"
23734411,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:cf47a698-7485-42c2-9ccf-3f752939225c,"2020-02-13 13:52:16"
23734412,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2711c9e4-1b28-4eab-8643-c231e4ef08da,"2020-02-13 13:52:16"
23734413,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:8d2b1572-041c-4c12-a0b0-b439653b2e4f,"2020-02-13 13:52:16"
23734414,"not specified",,2002,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:5df07fad-c522-4ce3-a89b-c2a305482aa6,"2020-06-29 13:57:42"
23734414,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7299bb81-7020-447e-a9f3-36ca4e9844ef,"2020-02-13 13:52:16"
23734415,"not specified",,2002,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:68d063b9-23df-4de7-a72d-f0671f68bba0,"2020-06-29 13:57:42"
23734415,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:560b5728-e262-4870-b33f-7df3853b59c7,"2020-02-13 13:52:16"
23734416,"not specified",,2002-07-18,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:e5fa8cd0-ac2f-463d-95ec-13e89a713530,"2020-06-29 13:57:42"
23734416,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:2e7b633d-0815-40e6-a91f-9fca45fe9d69,"2020-02-13 13:52:16"
23734417,"not specified",,2002,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:20cea152-88ca-45d8-a0b5-994160541de5,"2020-06-29 13:57:42"
23734417,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:18f7d35e-61e4-4df2-9548-27d0ec54db94,"2020-02-13 13:52:16"
23734418,"not specified",,2002-07-18,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:1cc0e45a-0c79-424f-b811-f2fa5ef8779a,"2020-06-29 13:57:42"
23734418,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b343ee1e-6498-4cfb-b8b9-0c0977fee4bd,"2020-02-13 13:52:16"
23734419,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:18408ace-ffe7-4e93-a7eb-b5f7d3ec114c,"2020-02-13 13:52:16"
23734420,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:787515a3-dee4-4c43-a9ee-dde3cfda7c6a,"2020-02-13 13:52:16"
23734421,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:05cb969b-ea0e-4949-816c-2ad37ae7643d,"2020-02-13 13:52:16"
23734422,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:32dc5138-ca30-4b27-b64c-78e2ba1d138f,"2020-02-13 13:52:16"
23734423,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:330edf9f-c41a-4e5c-9c87-01d7c73fe12e,"2020-02-13 13:52:16"
23734424,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7894865f-6076-4edd-ab77-943b9ea9e9e3,"2020-02-13 13:52:16"
23734425,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:26dc825f-c37c-4fc8-b616-9519417c6ecf,"2020-02-13 13:52:16"
23734426,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:889bd5d7-55a7-4ccc-99cb-ab7b6d7c2cd4,"2020-02-13 13:52:16"
23734427,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:111a9dcc-dc2b-46fe-b1c4-8f64b52a36ce,"2020-02-13 13:52:16"
23734428,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:3a9c7bdd-941b-40ff-805e-68f82db50315,"2020-02-13 13:52:16"
23734429,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:cb8d120b-1d48-41df-9c51-de85ce143256,"2020-02-13 13:52:16"
23734430,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:b9f99dd6-9ecd-43b8-b763-0d0f74ffcc79,"2020-02-13 13:52:16"
23734431,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:655f6941-579b-4287-ad36-5e14bf61bf76,"2020-02-13 13:52:16"
23734432,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:c4a83aef-1ceb-484e-b71f-3dc06965a5c8,"2020-02-13 13:52:16"
23734433,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:1f07d343-1c57-4e10-b30b-2e5ade871602,"2020-02-13 13:52:16"
23734434,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:df1df347-ad2f-4be8-9722-af72d82bd71d,"2020-02-13 13:52:16"
23734435,"duplicate determined by L. H. Shinners",,1959-10-27,,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:50436b2c-e5ef-41ab-b01b-96a84c9e705f,"2020-05-27 10:57:17"
23734435,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:86d431a5-06b9-43d7-8025-8527b41a75ec,"2020-02-13 13:52:16"
23734436,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:88718957-6f7f-4242-b6f6-81a56e80c210,"2020-02-13 13:52:16"
23734437,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:c0b7d2cc-b2e2-432c-b5a5-370dd6476621,"2020-02-13 13:52:16"
23734438,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:ec4d9b00-f75b-4a5b-b1cc-cf6a6c847606,"2020-02-13 13:52:16"
23734439,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:18233206-1340-4d1e-b93c-ac4507b2a8dd,"2020-02-13 13:52:16"
23734440,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:bd2c9d4a-7314-48af-8497-a648e3b9c3fa,"2020-02-13 13:52:16"
23734441,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:749d21a4-0a78-4cf1-925d-eff916f1fa5a,"2020-02-13 13:52:16"
23734442,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7eef6ae6-47d9-4df7-9d28-b43bd131330f,"2020-02-13 13:52:16"
23734443,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:50f3a4e2-fd6f-454b-b86c-5b880a183522,"2020-02-13 13:52:16"
23734444,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:3ff8e6e1-c7f0-4486-b1c4-770fb673174b,"2020-02-13 13:52:16"
23734445,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:7ac80d56-21dd-4509-94c1-ddbb210076c9,"2020-02-13 13:52:16"
23734446,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:e7b6dd18-1a9a-4555-aeed-c3a9ead8b15d,"2020-02-13 13:52:16"
23734447,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:569be5e0-3e04-4e43-82c9-b32b7ffc30d8,"2020-02-13 13:52:16"
23734448,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:16c0b972-3091-4490-8d55-1b6607cda726,"2020-02-13 13:52:16"
23734449,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:9d3a2b23-5411-4b7f-8d76-dc78e80aca38,"2020-02-13 13:52:16"
23734450,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:8a32c920-c512-40f2-adce-b484912d6ac8,"2020-02-13 13:52:16"
23734451,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:d5e0b5f6-e379-4d69-b174-78fd09265685,"2020-02-13 13:52:16"
23734452,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:525c4887-80f0-40bb-a781-5f9cf98e81a6,"2020-02-13 13:52:16"
23734453,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:022e86f9-672f-441b-a7f0-56feddfba6f0,"2020-02-13 13:52:16"
23734454,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:f215c4b4-c8c3-4d35-9a44-0900943e7c2d,"2020-02-13 13:52:16"
23734455,"not specified",,"not specified",,"Prunus serotina Ehrhart",0,Ehrhart,,,,,,,urn:uuid:159bdeee-1e9a-474e-aa5b-807b1d89a0fb,"2020-02-13 13:52:16"
