coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
1906363,"A.D. Flesch.",,2004-02-08,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:17bd8c0d-9157-42f6-bd0f-787c45d44db9,"2014-07-25 16:26:02"
1909384,"A.D. Flesch",,2004-01-01,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:3af39c04-5d4e-4ef0-9c32-f231780cbc41,"2014-07-25 16:26:02"
1910279,"P.D. Jenkins",,1994-01-01,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:00044fdc-6f11-45bc-b1ac-ca4b3dd3fece,"2014-07-25 16:26:02"
1910797,"Deming Gustafson",,2010-01-01,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:7f30200a-9c4f-4215-9536-4ca8795cbda1,"2014-07-25 16:26:02"
3239788,"M.E. Caldwell",,1953-01-01,,"Prunus virens",0,"(Woot. And Standl.) Shreve",,,,,,,urn:uuid:9ced5ced-ac43-4840-9fb9-b1ff887a0424,"2014-07-25 16:26:02"
3239928,"Mark Philippart",,1991-01-01,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:bd0e2d65-c236-4656-af8c-2eabc2ecd702,"2014-07-25 16:26:02"
3239928,"J. L. Carter",,1992-01-06,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:74ae84e7-e843-45b4-bfb5-3f3a0c37aa8b,"2014-07-25 16:26:02"
3241204,"A.L. Reina G.",,2010-01-01,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:95f16db8-d46c-462a-927d-cc6bb1718f36,"2014-07-25 16:26:02"
3241225,"A.L. Reina-G.",,2010-01-01,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:ee1cc44d-f378-4147-a68b-6f29dc139745,"2014-07-25 16:26:02"
859163,"Richard R. Halse",,1972,,"Prunus persica",0,"(L.) Batsch",,,,,,,urn:uuid:dc34024e-57ec-4f3c-b35d-114d95d841f2,"2016-05-14 21:21:15"
859163,"Joseph R. Rohrer",,2002,,"Prunus persica",0,"(L.) Batsch",,,,,,,urn:uuid:f8cc585d-70f6-4c07-a938-1e4b423fca18,"2016-05-14 21:21:15"
859163,"Joseph R. Rohrer",,2002-01-01,,"Prunus persica",0,"(L.) Batsch",,,,,,,urn:uuid:75a6b494-a549-454c-bd5f-ccf07b58f405,"2014-07-25 16:26:02"
859167,"L.R. Landrum",,1988-05-03,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:185fd08e-dfe8-4424-87f5-3d12d6d6684f,"2014-07-25 16:26:02"
859178,"Marc A. Baker",,1992-05-01,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:6f3b4fe9-4795-4730-88e2-fcf73392f9b0,"2014-07-25 16:26:02"
859181,"L.J. Toolin",,1980-05-17,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:fba22fff-5bcc-4cc3-b2e2-30341674a04c,"2014-07-25 16:26:02"
859199,"Steve McLaughlin",,1974-04-27,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:860e0522-7b22-45c5-ae05-e05a468ecbd8,"2014-07-25 16:26:02"
859201,"Jack Carter",,1978-04-19,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:427ba07c-0bfe-49cd-b274-8ebc00a3bfe9,"2014-07-25 16:26:02"
859203,"Leslie N. Goodding",,1948,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:16a69b9d-5135-45aa-8fc6-ac692d4d7004,"2016-11-14 14:22:33"
859203,"Leslie N. Goodding",,1948-09-21,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:53d5bb57-486c-4552-9a0d-88e30945e30e,"2014-07-25 16:26:02"
859207,"Gregory J. Imdorf",,1994-04-17,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:d8b53d25-1a13-444a-911b-19ac06f69277,"2014-07-25 16:26:02"
859208,"Vorsila L. Bohrer",,1962-08-19,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:86b730a7-da3e-4c5b-ad92-2823cf5b9c55,"2014-07-25 16:26:02"
859209,"Richard R. Halse",,1971-06-27,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:53e3f48a-834e-4587-b6d7-cd3e417af737,"2014-07-25 16:26:02"
859210,"G. Rink",,2001-05-16,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:b5181ff6-1533-44cb-80f7-a7affe8fd13c,"2014-07-25 16:26:02"
859229,"Elizabeth McClintock",,1952-05-07,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:15a583dd-d30c-49c2-8870-473a2b4924de,"2014-07-25 16:26:02"
859230,"G. J. Harrison",,1931-03-24,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:22e484f9-268e-412c-8e9b-923c9cb259d7,"2014-07-25 16:26:02"
859234,"H. J. Fulton",,1932-04-20,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:62b5262a-a390-4dec-93b4-59a4fca492a0,"2014-07-25 16:26:02"
859237,"Joseph R. Rohrer",,2000-01-01,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:8c2c139a-81c4-4c25-8814-7de5a57ae127,"2014-07-25 16:26:02"
859238,"Elizabeth McClintock",,1952-04-23,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:9c02662f-a32b-42ae-933a-93e14b95235d,"2014-07-25 16:26:02"
859242,"Raymond W. Christian",,1963-04-20,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:3ce6bc90-20bd-4bd4-a362-b9fb6df5bcca,"2014-07-25 16:26:02"
859243,"T. H. Kearney",,1935-09-19,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:10f2d71c-9ade-45a8-9f7a-87f37ebaa72e,"2014-07-25 16:26:02"
859248,"K. Butterfield",,1978-05-17,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:c5157ec6-e123-4bda-88ab-1bd1d43175ec,"2014-07-25 16:26:02"
877524,"S.P. McLalughlin",,1998-04-05,,"Prunus fasciculata var. fasciculata",0,,,,,,,,urn:uuid:9a7256e7-676f-4749-b847-9a14d8a463ac,"2014-07-25 16:26:02"
884310,"H. S. Gentry",,1936-08-30,,"Prunus gentryi",0,Standley,,,,,,,urn:uuid:22e091ba-84ae-42a0-b02e-0e1dab853e2c,"2014-07-25 16:26:02"
884311,"H. S. Gentry",,1936-08-30,,"Prunus gentryi",0,Standley,,,,,,,urn:uuid:87ed472d-9042-4922-81d2-408eedb21120,"2014-07-25 16:26:02"
884312,"J.E. Laferriere",,1988-08-02,,"Prunus gentryi fo. flavipulpa",0,LaFer.,,,,,,,urn:uuid:edd2d357-b83e-4ff0-bf40-24df73ea1447,"2014-07-25 16:26:02"
884313,"E. Matuda",,1938-01-01,,"Prunus lundelliana",0,Standley,,,,,,,urn:uuid:d6afda97-e0e0-4042-ab45-16cf34119336,"2014-07-25 16:26:02"
884314,"C.H. Mueller",,1935-07-05,,"Prunus novoleontis",0,Standley,,,,,,,urn:uuid:318a130c-4d48-4503-8e61-dc8d3b4b29e7,"2014-07-25 16:26:02"
884319,"Mark Fishbein",,1994-04-15,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:6a8334b4-0cf3-4e75-a98b-682ecbefe236,"2014-07-25 16:26:02"
884320,"Michael Chamberland",,2000-04-23,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:bff2c98a-88a7-4a97-8131-cf092d75b14a,"2014-07-25 16:26:02"
888443,"Steven P. McLaughlin",,1992-05-09,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:93f18b55-b54b-42c5-b922-dd12baf77b74,"2014-07-25 16:26:02"
890369,"H.F. Loomis",,1930-04-26,,"Prunus virens",0,"(Woot. And Standl.) Shreve",,,,,,,urn:uuid:784be04b-760d-4b9c-ab8d-5aed92cadbae,"2014-07-25 16:26:02"
890370,"G. J. Harrison",,1926-04-25,,"Prunus virens",0,"(Woot. And Standl.) Shreve",,,,,,,urn:uuid:5fe2ef51-6878-4b6b-8819-135fc2616df5,"2014-07-25 16:26:02"
891022,"Milton Wetherill",,1937-08-08,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:861bfc8c-2f0b-4193-9079-fec00e53530e,"2014-07-25 16:26:02"
923826,"B. Boyle",,2003-10-22,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:2b501d48-97c9-4c84-ab32-ae1a8bc12bb6,"2014-07-25 16:26:02"
923864,"Richard R. Halse - 1973",,s.d.,,"Prunus serotina var. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:facac0ba-a03f-4932-ba34-1ae2ba7f84d8,"2014-07-25 16:26:02"
923873,"J.J. Thornber",,1942-10-15,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:6120e427-c74f-4d3d-9412-aea8bfee3f0a,"2014-07-25 16:26:02"
923873,"Rogers McVaugh",,s.d.,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:77b5a354-8a9f-4690-9041-c3c11193f85b,"2014-07-25 16:26:02"
923887,"A.M. Phillips, III",,1973,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:8724cb1a-d43b-4368-97e1-61351a7ad667,"2018-03-05 15:40:21"
923887,"A.M. Phillips, III - 1973",,s.d.,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:525e608d-3886-41d2-9b50-035f957cd757,"2014-07-25 16:26:02"
923890,"Joseph R. Rohrer",,2000-01-01,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:f49157ce-f0e1-4a22-97de-abd7963b547f,"2014-07-25 16:26:02"
923892,"R.K. Van Devender - 1987",,s.d.,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:df89c90f-7c35-4789-9ddc-fa833726c570,"2014-07-25 16:26:02"
923895,"Meribeth Riffey",,1978,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:cb092e20-2d40-4735-a7a9-17d044e6b447,"2016-11-14 14:22:33"
923895,"Meribeth Riffey",,s.d.,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:471a5163-802b-4cf4-982d-ed84276e693f,"2014-07-25 16:26:02"
936020,"T. R. Van Devender",,2007-03-24,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:1c38e573-b964-4e36-baee-bcbc1dbf8a6c,"2014-07-25 16:26:02"
939484,"Joseph R. Rohrer",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:665e0fbe-03b0-401b-ae2c-68f3e04e3cf4,"2014-07-25 16:26:02"
939486,"Rogers McVaugh",,1950-01-01,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:1307f5bc-2e2d-4767-b85f-5d48fb4f54c6,"2014-07-25 16:26:02"
939486,"Joseph R. Rohrer",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:af50afe3-ebda-41f7-bd76-606022907f63,"2014-07-25 16:26:02"
939489,"Joseph R. Rohrer",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:56313e01-4ba1-4efa-b68a-4ef23b01de8e,"2014-07-25 16:26:02"
939509,"Rogers McVaugh",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:69f177ce-ae92-4fe9-992e-efb0fcf2dbe5,"2014-07-25 16:26:02"
939510,"Rogers McVaugh",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:ffaf84da-4931-4c98-8c41-1f9233152d2a,"2014-07-25 16:26:02"
939511,"Rogers McVaugh",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:f02f6bb0-6b77-4c5a-bde5-8af4be9f60e1,"2014-07-25 16:26:02"
939514,"Rogers McVaugh",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:f79ed492-9877-4ebb-84f6-02049375f632,"2014-07-25 16:26:02"
939520,"Rogers McVaugh",,s.d.,,"Prunus serotina var. rufula",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:0785dfff-2acf-42df-b091-b9636804fafa,"2014-07-25 16:26:02"
942959,"Richard R. Halse",,1971,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:d06d8134-58c9-4065-ac46-ff0b7ac86e63,"2016-05-14 21:21:15"
942959,"Joseph R. Rohrer",,2000,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:c6cca41f-a6bb-4f3c-abab-83eb0fb2e2ea,"2016-05-14 21:21:15"
942959,"Joseph R. Rohrer",,s.d.,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:95b89774-49a7-4555-8e4e-bd6fbcca993a,"2014-07-25 16:26:02"
942960,"Joseph R. Rohrer",,s.d.,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:d2193bd2-64f1-4915-8264-619f083ce5cc,"2014-07-25 16:26:02"
942961,"K. Butterfield",,1979,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:378a7498-09c5-4cd7-9234-94276ed199cd,"2016-11-14 14:22:33"
942961,"Joseph R. Rohrer",,2000,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:cc58316a-b821-45e7-a812-014d9411031b,"2016-11-14 14:22:33"
942961,"Joseph R. Rohrer",,s.d.,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:a4ff7aed-7077-44cb-89af-3d5c085f10ea,"2014-07-25 16:26:02"
942962,"J.J. Thornber",,1942-10-13,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:d527f226-f2fa-4091-a50e-fdf6784b55fe,"2014-07-25 16:26:02"
942962,"Rogers McVaugh",,1950-01-01,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:b74b3d6a-94fb-4422-a90d-243608c1b64b,"2014-07-25 16:26:02"
942962,"Joseph R. Rohrer",,s.d.,,"Prunus virginiana var. demissa",0,"(Nutt.) Torr.",,,,,,,urn:uuid:aad3022b-fc4d-4161-866f-5fbd648a36ec,"2014-07-25 16:26:02"
951684,"F.W. Reichenbacher",,1985-05-09,cf.,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:4a6afbe7-36ae-4f4d-b91e-23b2a8b59a5b,"2014-07-25 16:26:02"
953820,"Joan Tedford",,2008-05-09,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:876e146e-6303-4a37-83c4-453eb2f4dc1b,"2014-07-25 16:26:02"
993480,"A.C. Sanders",,1984-03-24,,"Prunus serotina",0,Ehrh.,,,,,,,urn:uuid:be517dd4-07f9-4c3c-893c-aaab1c3b2f2d,"2014-07-25 16:26:02"
993483,"S.S. White",,1941-09-02,,"Prunus virens",0,"(Woot. And Standl.) Shreve",,,,,,,urn:uuid:fc87e3cf-fe65-44ba-a9de-26fcb783f0eb,"2014-07-25 16:26:02"
993487,"H. S. Gentry",,1939-03-24,,"Prunus virens",0,"(Woot. And Standl.) Shreve",,,,,,,urn:uuid:d597a653-1c77-4a23-96ac-94873c233c98,"2014-07-25 16:26:02"
993496,"J.P. Rebman",,1994-06-14,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:4a003220-c7cc-41ec-9ef3-74f9f3fbd075,"2014-07-25 16:26:02"
993718,"H. S. Gentry",,1945-03-17,,"Prunus serotina subsp. capuli",0,"(Cav.) Hatus.",,,,,,,urn:uuid:902ebbd4-415b-4473-8907-3c763dadd169,"2014-07-25 16:26:02"
993720,"M.D. Robinson",,1969-08-02,,"Prunus serotina subsp. capuli",0,"(Cav.) Hatus.",,,,,,,urn:uuid:d221d657-a8ed-4b92-bad2-c3bbb4537b02,"2014-07-25 16:26:02"
993724,"R. Hernández M.",,1982-07-08,,"Prunus serotina subsp. capuli",0,"(Cav.) Hatus.",,,,,,,urn:uuid:1b92e22c-dda5-45d7-9fc7-80b8a680961c,"2014-07-25 16:26:02"
993725,"P.D. Jenkins",,1993-06-03,,"Prunus serotina subsp. capuli",0,"(Cav.) Hatus.",,,,,,,urn:uuid:2704e244-c8fe-403b-874c-2afbe67e8dce,"2014-07-25 16:26:02"
993726,"J. Freeland",,1971-01-27,,"Prunus serotina subsp. capuli",0,"(Cav.) Hatus.",,,,,,,urn:uuid:fdd9cd02-b964-4a80-ab33-ab3266113030,"2014-07-25 16:26:02"
993743,"D.E. Goldberg",,1975-03-27,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:d000033d-85a7-4fef-97d2-d31299c80211,"2014-07-25 16:26:02"
993744,"M.E. Fishbein",,1992-10-09,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:1fed7bbb-22e7-4855-bac7-e79c6bccd9bb,"2014-07-25 16:26:02"
993745,"M.E. Fishbein",,1992-10-09,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:08eb4920-bdef-4710-a64d-62a348652450,"2014-07-25 16:26:02"
993747,"P. Sundt",,1988-07-29,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:ae5fffcf-335a-4195-a698-35aacdefcdfe,"2014-07-25 16:26:02"
993748,"P.S. Martin",,1989-08-16,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:c49cac6f-0453-4a59-b381-79fbc3c2e37b,"2014-07-25 16:26:02"
993750,"J.E. Laferriere",,1987-04-27,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:85e22e2a-8f8b-4f21-8929-938cad7c05f8,"2014-07-25 16:26:02"
993751,"P. Holm",,1988-07-28,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:f894090c-9502-49c9-9b22-006c43cfc17c,"2014-07-25 16:26:02"
993752,"P.S. Martin",,1987-08-13,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:29ad22a6-6eaa-4fd6-83be-490db1e59b55,"2014-07-25 16:26:02"
993759,"S.S. White",,1940-08-18,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:4ab6bf5f-d06f-48dc-8c38-aae2c2613a46,"2014-07-25 16:26:02"
993760,"P.S. Martin",,1956-06-24,,"Prunus serotina subsp. virens",0,"(Wooton & Standl.) McVaugh",,,,,,,urn:uuid:12defc8f-7965-481f-b47c-6142727bffaa,"2014-07-25 16:26:02"
1004392,"Sarah J. De Groot",,2004-04-26,,"Prunus fasciculata",0,"(Torr.) A. Gray",,,,,,,urn:uuid:1691361c-e59b-4952-9d07-6dd5bb4ec50d,"2014-07-25 16:26:02"
1004393,"Sarah J. De Groot",,2004-04-26,,"Prunus fasciculata var. fasciculata",0,,,,,,,,urn:uuid:7f6a49aa-7158-427e-982b-c4502554d355,"2014-07-25 16:26:02"
1007941,"C.H. Refsdal",,1994-09-04,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:1a29c9f2-7fe7-424d-893b-49175289fa69,"2014-07-25 16:26:02"
1109495,"Brian Reif",,2002-08-05,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:a71ff56b-c3a1-44db-a7f6-9b90cd3cdc55,"2014-07-25 16:26:02"
1021675,"H.D. Hammond",,11/13/2006,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:d7bcbdbd-ad1e-4900-89cf-77a7386e49a7,"2011-08-21 00:01:35"
1045443,"G. Rink",,1/14/2009,,"Agrimonia striata",0,Michx.,,,,,,,urn:uuid:fb75e676-9bef-4350-bdff-e5b506876c57,"2011-08-21 00:06:20"
1045503,"H.D. Hammond",,11/13/2006,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:4c28c2b5-074b-4733-a645-e6eb2ae00063,"2011-08-21 00:06:20"
1045504,"H.D. Hammond",,11/13/2006,,"Prunus serotina subsp. virens",0,"(Woot. & Standl.) McVaugh",,,,,,,urn:uuid:5a695377-3c11-40d4-8a5e-79802190503c,"2011-08-21 00:06:20"
2099081,"H.D. Hammond",,11/13/2006,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:4709f335-04f3-4f68-a0d1-25de057caa1c,"2011-08-21 00:06:20"
2099088,"H. D. Hammond",,11/13/2006,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:0044855f-4632-4f3c-95cd-e3c967eba8c4,"2011-08-21 00:06:20"
2099090,"H.D. Hammond",,11/13/2006,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:9754341b-d63a-4070-81ef-fd0231da9f0f,"2011-08-21 00:06:20"
2099103,"H.D. Hammond",,2/15/1994,,"Prunus virginiana var. melanocarpa",0,"(A. Nels.) Sarg.",,,,,,,urn:uuid:ad9f5467-6a03-4bcb-bd96-a9c9168ec248,"2011-08-21 00:06:20"
2111725,"H.D. Hammond",,11/13/2006,,"Prunus virginiana",0,L.,,,,,,,urn:uuid:325ab170-d536-4988-bf9c-a3c9d3a8c582,"2011-08-21 00:06:20"
3821532,"Joni Ward",,"9 February 2015",,"Prunus emarginata",1,"(Dougl.) Eaton",,,,,,,urn:uuid:255d3290-b91d-4b7f-9ac4-02dd7e4386d0,"2015-02-09 15:04:59"
3821532,"Joni Ward",,unknown,,"Amelanchier utahensis var. utahensis",0,,,,,,,,urn:uuid:fde6b027-85dd-4fa2-b3e3-97c2cc68ea6b,"2015-02-09 15:04:59"
5767789,"Robert L. Dressler",,1952,,"Prunus fasciculata",1,"(Torr.) A. Gray",,,,,,,urn:uuid:e2af74d2-1fbb-48dc-aa60-d6434161629c,"2015-01-27 15:49:31"
5767789,unknown,,unknown,,"Securinega fasciculata var. hallii",0,"(Brandegee) Jeps.",,,,,,,urn:uuid:3bb1ad30-e186-410e-a5eb-8c1151c8e9f5,"2015-01-27 15:49:31"
15827841,"G. Gust (ENLC)",,"7 January 2016",,"Prunus virginiana var. melanocarpa",1,"(A. Nels.) Sarg.",,,,,,,urn:uuid:4e046688-d721-4312-abbf-5cf601be7c64,"2017-08-24 11:57:04"
15827841,"Assumed to be collector",,"Assumed to be year collected",,Prunus,0,L.,,,,,,,urn:uuid:4b21f861-f58b-44bb-a68d-f48114f96102,"2017-08-24 11:57:04"
4013660,unknown,,unknown,,"Prunus serotina var. rufula",1,,Prunus,serotina,var.,rufula,,bb44cfb7-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:0b47532a-5a71-4756-a621-732a2ffea55f,"2014-02-21 18:08:59"
4013661,unknown,,unknown,,"Prunus serotina var. rufula",1,,Prunus,serotina,var.,rufula,,bb44d152-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:8b722280-769e-406a-a3ab-0bf25570428b,"2014-02-21 18:08:59"
4013662,unknown,,unknown,,"Prunus serotina var. rufula",1,,Prunus,serotina,var.,rufula,,bb44d2e3-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:75b53f80-2140-4c82-b8c7-53a0f0027cd7,"2014-02-21 18:08:59"
4013663,"S. Reed,",,1992-01-01,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc93523b-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:91499803-1725-4f28-b71e-7291d89f8340,"2014-02-21 18:08:59"
4013664,unknown,,unknown,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc9353ef-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:018aab2f-52a1-4ad8-86cd-fb020ffad812,"2014-02-21 18:08:59"
4013665,"I. Tidestrom,",,unknown,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc93559a-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:4f57be60-662f-4538-9ee9-f0d27f7c11b9,"2014-02-21 18:08:59"
4013666,unknown,,unknown,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc935741-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:0810dfbe-e3a2-444f-a2c4-23aedd2143c8,"2014-02-21 18:08:59"
4013667,unknown,,unknown,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc9358e5-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:c67a713f-4cdc-4a6e-bde9-434279ef7a95,"2014-02-21 18:08:59"
4013668,unknown,,unknown,,"Prunus virginiana var. melanocarpa",1,,Prunus,virginiana,var.,melanocarpa,,bb44d47a-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:d033ca81-c393-4512-b243-706a98f08241,"2014-02-21 18:08:59"
4013669,unknown,,unknown,,"Prunus virginiana var. melanocarpa",1,,Prunus,virginiana,var.,melanocarpa,,bb44d612-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:0ea3144e-6222-4b7c-8eb2-0d87c7112eb2,"2014-02-21 18:08:59"
4013670,unknown,,1995-01-01,,"Prunus virginiana",1,,Prunus,virginiana,,,,bc935a80-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:f3230199-de22-4ad1-910f-046508757173,"2014-02-21 18:08:59"
4018583,unknown,,unknown,,"Prunus serotina var. virens",1,,Prunus,serotina,var.,virens,,bb58eb3b-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:eaa484ab-8a19-4909-aa94-f3fc572c9d23,"2014-02-21 18:08:59"
4018749,"M. Jespersen,",,unknown,,"Prunus serotina var. virens",1,,Prunus,serotina,var.,virens,,bb594018-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:d9173a5e-b5a7-4042-a571-53172f0f6715,"2014-02-21 18:08:59"
4018774,unknown,,unknown,,"Prunus serotina var. rufula",1,,Prunus,serotina,var.,rufula,,bb594370-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:4aafa9bd-d72d-4172-9ff1-ce57a8fcc593,"2014-02-21 18:08:59"
4019484,unknown,,unknown,,Prunus,1,,Prunus,,,,,c018e741-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:e80aa6a2-0a40-4370-ac5c-619069f6a332,"2014-02-21 18:08:59"
4019485,unknown,,unknown,,Prunus,1,,Prunus,,,,,c018e8eb-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:cedd6988-91cd-4d48-a79b-9761b7d8a63b,"2014-02-21 18:08:59"
4019486,unknown,,unknown,,Prunus,1,,Prunus,,,,,c018ea96-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:35ade248-c666-402b-a96d-587e4458c1dc,"2014-02-21 18:08:59"
