"","specificEpithet","id","references","obs_number","pental_lengh_mm","who_done_it","note"
"365","americana",20393211,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393217",7,5.306,"SC",""
"366","americana",20393211,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393218",8,4.097,"SC",""
"367","americana",20393211,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393219",9,5.286,"SC",""
"368","americana",20393211,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393220",10,5.534,"SC",""
"369","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040021",1,3.392,"SC",""
"370","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040022",2,4.315,"SC",""
"371","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040023",3,3.281,"SC",""
"372","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040024",4,4.098,"SC",""
"373","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040025",5,4,"SC",""
"374","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040026",6,2.676,"SC",""
"375","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040027",7,4.275,"SC",""
"376","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040028",8,4.444,"SC",""
"377","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040029",9,3.618,"SC",""
"378","americana",5040021,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5040030",10,6.102,"SC",""
"379","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620562",1,3.962,"SC",""
"380","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620563",2,3.604,"SC",""
"381","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620564",3,4.82,"SC",""
"382","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620565",4,5.494,"SC",""
"383","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620566",5,3.98,"SC",""
"384","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620567",6,4.754,"SC",""
"385","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620568",7,4.45,"SC",""
"386","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620569",8,4.8,"SC",""
"387","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620570",9,4.052,"SC",""
"388","americana",24620562,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24620571",10,4.88,"SC",""
"389","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105722",1,6.958,"SC",""
"390","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105723",2,7.758,"SC",""
"391","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105724",3,5.074,"SC",""
"392","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105725",4,6.027,"SC",""
"393","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105726",5,5.852,"SC",""
"394","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105727",6,5.705,"SC",""
"395","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105728",7,6.062,"SC",""
"396","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105729",8,5.717,"SC",""
"397","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105730",9,5.541,"SC",""
"398","americana",5105722,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5105731",10,6.224,"SC",""
"399","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276880",1,5.899,"SC",""
"400","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276881",2,5.386,"SC",""
"401","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276882",3,3.715,"SC",""
"402","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276883",4,5.11,"SC",""
"403","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276884",5,5.531,"SC",""
"404","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276885",6,4.855,"SC",""
"405","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276886",7,5.02,"SC",""
"406","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276887",8,3.141,"SC",""
"407","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276888",9,4.855,"SC",""
"408","americana",5276880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5276889",10,4.13,"SC",""
"409","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993322",1,5.762,"SC",""
"410","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993323",2,6.26,"SC",""
"411","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993324",3,6.343,"SC",""
"412","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993325",4,5.92,"SC",""
"413","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993326",5,4.623,"SC",""
"414","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993327",6,5.192,"SC",""
"415","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993328",7,4.478,"SC",""
"416","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993329",8,5.261,"SC",""
"417","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993330",9,4.565,"SC",""
"418","americana",19993322,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993331",10,4.268,"SC",""
"419","americana",11585314,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585314",NA,NA,"SC","only really stamens"
"420","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282433",1,2.561,"SC","not 10 petals"
"421","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282434",2,3.068,"SC",""
"422","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282435",3,4.302,"SC",""
"423","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282436",4,4.339,"SC",""
"424","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282437",5,3.622,"SC",""
"425","americana",5282433,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5282438",6,4.014,"SC",""
"426","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940252",1,3.049,"SC",""
"427","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940253",2,2.911,"SC",""
"428","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940254",3,3.665,"SC",""
"429","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940255",4,3.469,"SC",""
"430","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940256",5,3.254,"SC",""
"431","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940257",6,3.864,"SC",""
"432","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940258",7,4.413,"SC",""
"433","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940259",8,2.955,"SC",""
"434","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940260",9,4.635,"SC",""
"435","americana",4940252,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4940261",10,4.066,"SC",""
"436","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883929",1,5.284,"SC","not 10 petals"
"437","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883930",2,7.438,"SC",""
"438","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883931",3,6.767,"SC",""
"439","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883932",4,7.681,"SC",""
"440","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883933",5,7.34,"SC",""
"441","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883934",6,6.242,"SC",""
"442","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883935",7,8.927,"SC",""
"443","americana",22883929,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883936",8,6.535,"SC",""
"444","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658107",1,4.247,"SC",""
"445","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658108",2,3.659,"SC",""
"446","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658109",3,4.686,"SC",""
"447","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658110",4,3.833,"SC",""
"448","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658111",5,4.58,"SC",""
"449","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658112",6,4.472,"SC",""
"450","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658113",7,4.041,"SC",""
"451","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658114",8,4.361,"SC",""
"452","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658115",9,4.866,"SC",""
"453","americana",16658107,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16658116",10,6.869,"SC",""
"454","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108118",1,4.51,"SC",""
"455","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108119",2,6.139,"SC",""
"456","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108120",3,5.191,"SC",""
"457","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108121",4,4.684,"SC",""
"458","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108122",5,5.004,"SC",""
"459","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108123",6,4.045,"SC",""
"460","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108124",7,5.304,"SC",""
"461","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108125",8,5.126,"SC",""
"462","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108126",9,5.999,"SC",""
"463","americana",5108118,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5108127",10,5.004,"SC",""
"464","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011324",1,7.382,"SC",""
"465","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011325",2,4.482,"SC",""
"466","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011326",3,4.693,"SC",""
"467","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011327",4,3.644,"SC",""
"468","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011328",5,6.044,"SC",""
"469","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011329",6,7.43,"SC",""
"470","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011330",7,5.452,"SC",""
"471","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011331",8,5.258,"SC",""
"472","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011332",9,4.221,"SC",""
"473","americana",5011324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5011333",10,5.969,"SC",""
"474","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209112",1,2.85,"SC",""
"475","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209113",2,4.03,"SC",""
"476","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209114",3,4.91,"SC",""
"477","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209115",4,3.823,"SC",""
"478","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209116",5,3.353,"SC",""
"479","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209117",6,3.051,"SC",""
"480","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209118",7,1.999,"SC",""
"481","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209119",8,3.88,"SC",""
"482","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209120",9,3.259,"SC",""
"483","americana",4209112,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209121",10,4.068,"SC",""
"484","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211221",1,7.023,"SC",""
"485","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211222",2,9.155,"SC",""
"486","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211223",3,6.554,"SC",""
"487","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211224",4,8.54,"SC",""
"488","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211225",5,7.577,"SC",""
"489","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211226",6,9.142,"SC",""
"490","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211227",7,5.122,"SC",""
"491","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211228",8,8.568,"SC",""
"492","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211229",9,8.122,"SC",""
"493","americana",19211221,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211230",10,7.434,"SC",""
"494","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041200",1,5.4,"SC",""
"495","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041201",2,6.183,"SC",""
"496","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041202",3,6.04,"SC",""
"497","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041203",4,6.122,"SC",""
"498","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041204",5,7.266,"SC",""
"499","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041205",6,6.823,"SC",""
"500","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041206",7,5.347,"SC",""
"501","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041207",8,6.013,"SC",""
"502","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041208",9,6.875,"SC",""
"503","americana",5041200,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041209",10,6.464,"SC",""
"504","americana",24069613,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24069613",1,9.024,"SC","not enough petals"
"505","americana",24069613,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24069614",2,6.098,"SC",""
"506","americana",24069613,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24069615",3,8.199,"SC",""
"507","americana",24069613,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24069616",4,7.9,"SC",""
"508","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393209",1,8.115,"SC",""
"509","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393210",2,8.27,"SC",""
"510","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393211",3,8.704,"SC",""
"511","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393212",4,7.38,"SC",""
"512","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393213",5,8.729,"SC",""
"513","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393214",6,6.396,"SC",""
"514","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393215",7,5.152,"SC",""
"515","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393216",8,4.772,"SC",""
"516","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393217",9,7.836,"SC",""
"517","americana",20393209,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393218",10,6.635,"SC",""
"518","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583239",1,4.135,"SC",""
"519","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583240",2,4.7,"SC",""
"520","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583241",3,4.187,"SC",""
"521","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583242",4,4.507,"SC",""
"522","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583243",5,3.173,"SC",""
"523","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583244",6,5.453,"SC",""
"524","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583245",7,5.073,"SC",""
"525","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583246",8,4.497,"SC",""
"526","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583247",9,4.583,"SC",""
"527","americana",11583239,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11583248",10,3.467,"SC",""
"528","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110242",1,3.881,"SC","not enough petals"
"529","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110243",2,4.031,"SC",""
"530","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110244",3,4.123,"SC",""
"531","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110245",4,5.772,"SC",""
"532","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110246",5,4.981,"SC",""
"533","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110247",6,4.562,"SC",""
"534","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110248",7,5.006,"SC",""
"535","americana",9110242,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110249",8,4.809,"SC",""
"536","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444154",1,7.67,"SC",""
"537","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444155",2,7.765,"SC",""
"538","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444156",3,5.58,"SC",""
"539","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444157",4,4.499,"SC",""
"540","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444158",5,6.636,"SC",""
"541","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444159",6,5.294,"SC",""
"542","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444160",7,4.824,"SC",""
"543","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444161",8,7.065,"SC",""
"544","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444162",9,6.063,"SC",""
"545","americana",7444154,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444163",10,5.407,"SC",""
"546","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458084",1,7.467,"SC",""
"547","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458085",2,8.268,"SC",""
"548","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458086",3,5.441,"SC",""
"549","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458087",4,6.315,"SC",""
"550","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458088",5,7.694,"SC",""
"551","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458089",6,8.73,"SC",""
"552","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458090",7,8,"SC",""
"553","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458091",8,7.169,"SC",""
"554","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458092",9,8.49,"SC",""
"555","americana",4458084,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458093",10,6.943,"SC",""
"556","angustifolia",11585664,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585664",NA,NA,"SC","no petals"
"557","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948497",1,5.128,"SC",""
"558","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948498",2,3.488,"SC",""
"559","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948499",3,2.322,"SC",""
"560","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948500",4,2.677,"SC",""
"561","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948501",5,2.114,"SC",""
"562","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948502",6,2.774,"SC",""
"563","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948503",7,2.615,"SC",""
"564","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948504",8,2.64,"SC",""
"565","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948505",9,2.832,"SC",""
"566","angustifolia",15948497,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15948506",10,3.671,"SC",""
"567","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838029",1,2.351,"SC",""
"568","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838030",2,1.739,"SC",""
"569","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838031",3,2.27,"SC",""
"570","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838032",4,2.826,"SC",""
"571","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838033",5,2.618,"SC",""
"572","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838034",6,1.957,"SC",""
"573","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838035",7,1.322,"SC",""
"574","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838036",8,1.753,"SC",""
"575","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838037",9,3.074,"SC",""
"576","angustifolia",15838029,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838038",10,1.698,"SC",""
"577","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535354",1,1.114,"SC",""
"578","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535355",2,2.492,"SC",""
"579","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535356",3,1.529,"SC",""
"580","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535357",4,0.811,"SC",""
"581","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535358",5,0.541,"SC",""
"582","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535359",6,1.081,"SC",""
"583","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535360",7,0.855,"SC",""
"584","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535361",8,2.111,"SC",""
"585","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535362",9,1.949,"SC",""
"586","angustifolia",11535354,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535363",10,1.813,"SC",""
"587","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774784",1,3.562,"SC",""
"588","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774785",2,4.536,"SC",""
"589","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774786",3,3.088,"SC",""
"590","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774787",4,3.44,"SC",""
"591","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774788",5,3.698,"SC",""
"592","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774789",6,3.488,"SC",""
"593","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774790",7,3.44,"SC",""
"594","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774791",8,3.488,"SC",""
"595","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774792",9,4.229,"SC",""
"596","angustifolia",6774784,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774793",10,3.644,"SC",""
"597","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273761",1,3.095,"SC",""
"598","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273762",2,2.906,"SC",""
"599","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273763",3,3.333,"SC",""
"600","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273764",4,1.813,"SC",""
"601","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273765",5,3.579,"SC",""
"602","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273766",6,3.012,"SC",""
"603","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273767",7,3.316,"SC",""
"604","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273768",8,3.095,"SC",""
"605","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273769",9,4.219,"SC",""
"606","angustifolia",13273761,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273770",10,2.945,"SC",""
"607","angustifolia",25287066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25287066",1,2.726,"SC","not enough petals"
"608","angustifolia",25287066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25287067",2,2.067,"SC",""
"609","angustifolia",25287066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25287068",3,2.364,"SC",""
"610","angustifolia",25287066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25287069",4,3.671,"SC",""
"611","angustifolia",25287066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25287070",5,4.013,"SC",""
"612","angustifolia",12508868,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508868",NA,NA,"SC","only stamens/buds"
"613","angustifolia",11326998,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11326998",NA,NA,"SC","only stamens"
