"","specificEpithet","id","references","obs_number","pental_lengh_mm","who_done_it","note"
"1409","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212081",2,3.171,"SC",""
"1410","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212082",3,4.154,"SC",""
"1411","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212083",4,3.794,"SC",""
"1412","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212084",5,3.171,"SC",""
"1413","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212085",6,3.449,"SC",""
"1414","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212086",7,3.492,"SC",""
"1415","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212087",8,3.518,"SC",""
"1416","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212088",9,3.856,"SC",""
"1417","gracilis",19212080,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212089",10,3.317,"SC",""
"1418","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517060",1,2.39,"SC",""
"1419","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517061",2,2.992,"SC",""
"1420","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517062",3,3.239,"SC",""
"1421","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517063",4,3.977,"SC",""
"1422","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517064",5,3.778,"SC",""
"1423","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517065",6,3.251,"SC",""
"1424","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517066",7,4.101,"SC",""
"1425","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517067",8,4.24,"SC",""
"1426","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517068",9,2.792,"SC",""
"1427","gracilis",22517060,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517069",10,2.9,"SC",""
"1428","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422259",1,3.236,"SC",""
"1429","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422260",2,4.472,"SC",""
"1430","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422261",3,3.385,"SC",""
"1431","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422262",4,2.534,"SC",""
"1432","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422263",5,3.158,"SC",""
"1433","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422264",6,5.343,"SC",""
"1434","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422265",7,4.894,"SC",""
"1435","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422266",8,4.222,"SC",""
"1436","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422267",9,4.098,"SC",""
"1437","gracilis",13422259,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422268",10,4.006,"SC",""
"1438","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666977",1,3.328,"SC",""
"1439","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666978",2,5.711,"SC",""
"1440","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666979",3,6.204,"SC",""
"1441","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666980",4,4,"SC",""
"1442","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666981",5,5.838,"SC",""
"1443","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666982",6,4.575,"SC",""
"1444","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666983",7,5.588,"SC",""
"1445","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666984",8,4.851,"SC",""
"1446","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666985",9,5.526,"SC",""
"1447","munsoniana",16666977,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666986",10,4.211,"SC",""
"1448","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426177",1,5.979,"SC","not 10 petals"
"1449","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426178",2,5.174,"SC",""
"1450","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426179",3,3.467,"SC",""
"1451","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426180",4,3.91,"SC",""
"1452","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426181",5,3.317,"SC",""
"1453","munsoniana",10426177,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426182",6,4.322,"SC",""
"1454","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718",1,3.855,"SC",""
"1455","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911719",2,5.091,"SC",""
"1456","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911720",3,5.671,"SC",""
"1457","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911721",4,6.744,"SC",""
"1458","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911722",5,7.075,"SC",""
"1459","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911723",6,7.25,"SC",""
"1460","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911724",7,5.37,"SC",""
"1461","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911725",8,4.734,"SC",""
"1462","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911726",9,6.897,"SC",""
"1463","munsoniana",12911718,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911727",10,5.629,"SC",""
"1464","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535446",1,4.013,"SC",""
"1465","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535447",2,3.914,"SC",""
"1466","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535448",3,5.057,"SC",""
"1467","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535449",4,6.431,"SC",""
"1468","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535450",5,4.707,"SC",""
"1469","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535451",6,5.261,"SC",""
"1470","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535452",7,3.671,"SC",""
"1471","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535453",8,3.855,"SC",""
"1472","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535454",9,4.818,"SC",""
"1473","munsoniana",11535446,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535455",10,3.488,"SC",""
"1474","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663732",1,5.11,"SC",""
"1475","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663733",2,5.795,"SC",""
"1476","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663734",3,6.012,"SC",""
"1477","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663735",4,5.263,"SC",""
"1478","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663736",5,4.243,"SC",""
"1479","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663737",6,3.08,"SC",""
"1480","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663738",7,4.766,"SC",""
"1481","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663739",8,4.251,"SC",""
"1482","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663740",9,6.338,"SC",""
"1483","munsoniana",22663732,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663741",10,6.827,"SC",""
"1484","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620237",1,6.236,"SC",""
"1485","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620238",2,5.999,"SC",""
"1486","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620239",3,4.315,"SC",""
"1487","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620240",4,5.327,"SC",""
"1488","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620241",5,5.366,"SC",""
"1489","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620242",6,5.081,"SC",""
"1490","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243",7,6.01,"SC",""
"1491","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620244",8,5.77,"SC",""
"1492","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245",9,4.914,"SC",""
"1493","munsoniana",22620237,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246",10,6.209,"SC",""
"1494","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369873",1,4.836,"SC",""
"1495","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369874",2,4.159,"SC",""
"1496","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369875",3,3.946,"SC",""
"1497","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369876",4,6.005,"SC",""
"1498","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369877",5,4.092,"SC",""
"1499","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369878",6,3.946,"SC",""
"1500","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369879",7,4.007,"SC",""
"1501","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369880",8,3.72,"SC",""
"1502","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369881",9,4.964,"SC",""
"1503","munsoniana",15369873,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369882",10,4.48,"SC",""
"1504","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675256",1,5.632,"SC",""
"1505","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675257",2,4.838,"SC",""
"1506","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675258",3,5.27,"SC",""
"1507","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675259",4,4.497,"SC",""
"1508","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675260",5,3.982,"SC",""
"1509","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675261",6,6.709,"SC",""
"1510","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675262",7,5.17,"SC",""
"1511","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675263",8,5.843,"SC",""
"1512","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675264",9,6.948,"SC",""
"1513","munsoniana",22675256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675265",10,6.121,"SC",""
"1514","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426164",1,4.809,"SC",""
"1515","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426165",2,3.103,"SC",""
"1516","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426166",3,3.17,"SC",""
"1517","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426167",4,3.414,"SC",""
"1518","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426168",5,4.633,"SC",""
"1519","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426169",6,7.138,"SC",""
"1520","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426170",7,4.555,"SC",""
"1521","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426171",8,3.123,"SC",""
"1522","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426172",9,4.449,"SC",""
"1523","munsoniana",10426164,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426173",10,2.936,"SC",""
"1524","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535447",1,2.643,"SC","only 9 petals"
"1525","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535448",2,2.963,"SC",""
"1526","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535449",3,3.059,"SC",""
"1527","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535450",4,3.09,"SC",""
"1528","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535451",5,3.291,"SC",""
"1529","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535452",6,3.443,"SC",""
"1530","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535453",7,4.175,"SC",""
"1531","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535454",8,2.025,"SC",""
"1532","munsoniana",11535447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535455",9,2.582,"SC",""
"1533","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911717",1,4.145,"SC",""
"1534","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718",2,4.258,"SC",""
"1535","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911719",3,3.6,"SC",""
"1536","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911720",4,4.087,"SC",""
"1537","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911721",5,4.036,"SC",""
"1538","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911722",6,5.172,"SC",""
"1539","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911723",7,4.496,"SC",""
"1540","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911724",8,5.479,"SC",""
"1541","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911725",9,5.708,"SC",""
"1542","munsoniana",12911717,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911726",10,4.901,"SC",""
"1543","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620248",1,4.528,"SC",""
"1544","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249",2,3.431,"SC",""
"1545","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250",3,4.161,"SC",""
"1546","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251",4,4.505,"SC",""
"1547","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620252",5,4.474,"SC",""
"1548","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620253",6,3.37,"SC",""
"1549","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620254",7,4.356,"SC",""
"1550","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620255",8,3.656,"SC",""
"1551","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620256",9,3.768,"SC",""
"1552","munsoniana",22620248,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620257",10,5.476,"SC",""
"1553","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313777",1,4.242,"SC",""
"1554","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313778",2,4.48,"SC",""
"1555","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313779",3,3.739,"SC",""
"1556","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313780",4,3.981,"SC",""
"1557","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313781",5,5.398,"SC",""
"1558","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313782",6,5.593,"SC",""
"1559","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313783",7,6.056,"SC",""
"1560","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313784",8,3.079,"SC",""
"1561","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313785",9,5.524,"SC",""
"1562","munsoniana",11313777,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313786",10,4.654,"SC",""
"1563","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444094",1,3.524,"SC",""
"1564","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444095",2,4.966,"SC",""
"1565","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444096",3,3.272,"SC",""
"1566","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444097",4,4.4,"SC",""
"1567","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444098",5,4.764,"SC",""
"1568","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444099",6,4.097,"SC",""
"1569","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444100",7,4.19,"SC",""
"1570","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444101",8,4.827,"SC",""
"1571","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444102",9,3.337,"SC",""
"1572","munsoniana",7444094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444103",10,4.351,"SC",""
"1573","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245",1,4.94,"SC",""
"1574","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246",2,4.925,"SC",""
"1575","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620247",3,4.269,"SC",""
"1576","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620248",4,4.107,"SC",""
"1577","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249",5,4.069,"SC",""
"1578","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250",6,5.184,"SC",""
"1579","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620251",7,7.278,"SC",""
"1580","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620252",8,5.216,"SC",""
"1581","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620253",9,5.988,"SC",""
"1582","munsoniana",22620245,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620254",10,5.658,"SC",""
"1583","munsoniana",19752198,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752198",1,3.869,"SC","hard to discern petals"
"1584","munsoniana",19752198,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752199",2,3.221,"SC",""
"1585","munsoniana",19752198,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752200",3,2.868,"SC",""
"1586","munsoniana",19752198,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752201",4,3.597,"SC",""
"1587","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848968",1,3.03,"SC",""
"1588","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848969",2,3.455,"SC",""
"1589","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848970",3,3.278,"SC",""
"1590","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848971",4,3.649,"SC",""
"1591","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848972",5,2.571,"SC",""
"1592","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848973",6,3.699,"SC",""
"1593","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848974",7,3.333,"SC",""
"1594","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848975",8,2.794,"SC",""
"1595","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848976",9,4.066,"SC",""
"1596","munsoniana",3848968,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848977",10,4.545,"SC",""
"1597","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816192",1,3.75,"SC",""
"1598","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816193",2,4.039,"SC",""
"1599","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816194",3,5.075,"SC",""
"1600","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195",4,4.475,"SC",""
"1601","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816196",5,5.418,"SC",""
"1602","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197",6,5.207,"SC",""
"1603","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198",7,4.43,"SC",""
"1604","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816199",8,3.62,"SC",""
"1605","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816200",9,4.142,"SC",""
"1606","munsoniana",6816192,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816201",10,3.911,"SC",""
"1607","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453555",1,9.756,"SC",""
"1608","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453556",2,7.462,"SC",""
"1609","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453557",3,9.348,"SC",""
"1610","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453558",4,8.62,"SC",""
"1611","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453559",5,8.706,"SC",""
"1612","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453560",6,8.685,"SC",""
"1613","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453561",7,9.155,"SC",""
"1614","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453562",8,8.878,"SC",""
"1615","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453563",9,7.659,"SC",""
"1616","munsoniana",20453555,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453564",10,7.317,"SC",""
"1617","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649749",1,4.479,"SC",""
"1618","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649750",2,3.369,"SC",""
"1619","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649751",3,3.642,"SC",""
"1620","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649752",4,4.214,"SC",""
"1621","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649753",5,3.677,"SC",""
"1622","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649754",6,5.029,"SC",""
"1623","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649755",7,5.351,"SC",""
"1624","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649756",8,5.013,"SC",""
"1625","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649757",9,3.965,"SC",""
"1626","munsoniana",22649749,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649758",10,6,"SC",""
"1627","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920165",1,4.466,"SC","only 8"
"1628","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920166",2,4.663,"SC",""
"1629","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920167",3,3.722,"SC",""
"1630","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920168",4,2.942,"SC",""
"1631","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920169",5,3.768,"SC",""
"1632","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920170",6,2.684,"SC",""
"1633","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920171",7,3.684,"SC",""
"1634","munsoniana",16920165,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920172",8,4.505,"SC",""
"1635","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446379",1,7.004,"SC",""
"1636","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446380",2,6.021,"SC",""
"1637","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446381",3,6.519,"SC",""
"1638","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446382",4,7.058,"SC",""
"1639","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446383",5,7.159,"SC",""
"1640","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446384",6,6.047,"SC",""
"1641","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446385",7,6.865,"SC",""
"1642","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446386",8,6.265,"SC",""
"1643","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446387",9,7.198,"SC",""
"1644","munsoniana",19446379,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446388",10,6,"SC",""
