"","species","meanspringT"
"1","alleghaniensis",3.65757578250134
"2","americana",5.34296294707391
"3","angustifolia",11.9909910124701
"4","gracilis",13.0313253309353
"5","hortulana",7.33203885311255
"6","maritima",5.71777775662917
"7","mexicana",10.8317708425845
"8","munsoniana",9.0999999972923
"9","nigra",0.603903898180605
"10","rivularis",12.6951515595118
"11","subcordata",7.27333323806524
"12","texana",17.6393939220544
"13","umbellata",14.4941176269569
