"","specificEpithet","id","references","fruit_type","obs_number","fruit_diam_mm","who_done_it","note","certain"
"221","subcordata",2838324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=2838324","pit",1,17.748,"SC","",""
"222","subcordata",2838324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=2838325","pit",2,18.29,"SC","",""
"223","subcordata",2838324,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=2838326","pit",3,18.224,"SC","",""
"224","subcordata",11535476,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535476","dried",1,17.301,"SC","maybe pit?","U"
"225","subcordata",11535476,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535477","dried",2,21.513,"SC","","U"
"226","subcordata",11535476,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535478","dried",3,18.028,"SC","","U"
"227","subcordata",25295447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25295447","dried",1,8.272,"SC","",""
"228","subcordata",25295447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25295448","dried",2,8.055,"SC","",""
"229","subcordata",25295447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25295449","dried",3,7.61,"SC","",""
"230","subcordata",25295447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25295450","dried",4,6.835,"SC","",""
"231","subcordata",25295447,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25295451","dried",5,7.78,"SC","",""
"232","subcordata",14794093,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14794093","dried",1,17.08,"SC","",""
"233","subcordata",14794093,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14794094","dried",2,17.015,"SC","",""
"234","subcordata",14794093,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14794095","dried",3,17.43,"SC","",""
"235","subcordata",14794093,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14794096","dried",4,15.724,"SC","",""
"236","subcordata",14794093,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14794097","dried",5,15.065,"SC","",""
"237","subcordata",23568473,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568473","fleshy",1,20.195,"SC","",""
"238","subcordata",23568471,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568471","fleshy",1,14.337,"SC","",""
"239","subcordata",24642044,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642044","dried",1,16.327,"SC","",""
"240","subcordata",24642044,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642045","dried",2,6.934,"SC","",""
"241","subcordata",7356603,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7356603","dried",1,15.027,"SC","",""
"242","subcordata",23568472,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568472","dried",1,10.93,"SC","",""
"243","subcordata",23568472,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568473","dried",2,12.569,"SC","",""
"244","subcordata",23568472,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568474","dried",3,9.843,"SC","",""
"245","subcordata",23568472,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568475","dried",4,11.186,"SC","",""
"246","subcordata",23568496,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23568496","dried",1,14.66,"SC","",""
"247","umbellata",13284143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284143","fleshy",1,11.042,"SC","",""
"248","umbellata",13284143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284144","fleshy",2,11.466,"SC","",""
"249","umbellata",13284143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284145","fleshy",3,10.888,"SC","",""
"250","umbellata",13284143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284146","fleshy",4,11.382,"SC","",""
"251","umbellata",13284143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284147","fleshy",5,10.997,"SC","",""
"252","umbellata",6774888,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774888","fleshy",1,13.18,"SC","",""
"253","umbellata",6774888,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774889","fleshy",2,13.952,"SC","",""
"254","umbellata",6774888,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774890","fleshy",3,13.323,"SC","",""
"255","umbellata",6774888,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774891","fleshy",4,13.18,"SC","",""
"256","umbellata",6774888,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774892","fleshy",5,13.003,"SC","",""
"257","umbellata",16080148,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080148","dried",1,11.625,"SC","",""
"258","umbellata",15369836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369836","dried",1,10.693,"SC","",""
"259","umbellata",15369836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369837","dried",2,9.324,"SC","",""
"260","umbellata",15369836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369838","dried",3,9.939,"SC","",""
"261","umbellata",15369836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369839","dried",4,10.013,"SC","",""
"262","umbellata",6028963,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028963","fleshy",1,13.114,"SC","i think half of these are pits? or dried ","U"
"263","umbellata",6028963,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028964","fleshy",2,11.869,"SC","","U"
"264","umbellata",6028963,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028965","fleshy",3,14.465,"SC","","U"
"265","umbellata",6028963,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6028966","fleshy",4,11.607,"SC","","U"
"266","umbellata",24486765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24486765","dried",1,8.703,"SC","",""
"267","umbellata",24486765,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24486766","dried",2,9.429,"SC","",""
"268","umbellata",16080120,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080120","dried",1,13.321,"SC","",""
"269","umbellata",16080120,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080121","dried",2,14.848,"SC","",""
"270","umbellata",16080120,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080122","dried",3,15.504,"SC","",""
"271","umbellata",16080120,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080123","dried",4,13.812,"SC","",""
"272","umbellata",16080120,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080124","dried",5,14.695,"SC","",""
"273","umbellata",16521694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521694","dried",1,8.945,"SC","",""
"274","umbellata",16521694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521695","dried",2,8.108,"SC","",""
"275","umbellata",16521694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521696","dried",3,9.092,"SC","",""
"276","umbellata",16521694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521697","dried",4,10.134,"SC","",""
"277","umbellata",16521694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521698","dried",5,8.864,"SC","",""
"278","umbellata",15369769,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369769","fleshy",1,9.812,"SC","",""
"279","umbellata",15369769,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369770","fleshy",2,8.774,"SC","",""
"280","umbellata",15369769,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369771","fleshy",3,8.989,"SC","",""
"281","umbellata",15369769,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369772","fleshy",4,9.49,"SC","",""
"282","umbellata",12749316,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12749316","fleshy",1,8.62,"SC","","U"
"283","umbellata",15834054,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834054","fleshy",1,10.222,"SC","",""
"284","umbellata",15834054,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834055","fleshy",2,9.702,"SC","",""
"285","umbellata",15834054,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834056","fleshy",3,8.712,"SC","",""
"286","umbellata",4161804,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161804","dried",1,10.34,"SC","",""
"287","umbellata",4161804,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161805","dried",2,9.558,"SC","",""
"288","umbellata",4161804,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161806","dried",3,9.328,"SC","",""
"289","umbellata",4161804,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161807","dried",4,8.015,"SC","",""
"290","umbellata",4161804,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161808","dried",5,10.12,"SC","",""
"291","umbellata",16894658,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894658","dried",1,9.957,"SC","",""
"292","umbellata",16894658,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894659","dried",2,9.044,"SC","",""
"293","umbellata",15369796,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369796","dried",1,9.193,"SC","",""
"294","umbellata",15369740,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369740","fleshy",1,9.167,"SC","","U"
"295","umbellata",4161811,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161811","dried",1,9.449,"SC","",""
"296","umbellata",4161811,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161812","dried",2,7.397,"SC","",""
"297","umbellata",4161811,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161813","dried",3,9.286,"SC","",""
"298","umbellata",4161811,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161814","dried",4,8.444,"SC","",""
"299","umbellata",4161811,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161815","dried",5,9.78,"SC","",""
"300","umbellata",19701730,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701730","fleshy",1,15.209,"SC","",""
"301","umbellata",19701730,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701731","fleshy",2,13.44,"SC","",""
"302","umbellata",19701730,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701732","fleshy",3,12.75,"SC","",""
"303","umbellata",15835277,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835277","fleshy",1,18.025,"SC","",""
"304","umbellata",15835277,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835278","fleshy",2,17.978,"SC","",""
"305","umbellata",19701725,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701725","dried",1,5.618,"SC","","U"
"306","umbellata",19701725,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701726","dried",2,5.751,"SC","","U"
"307","umbellata",19701725,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701727","dried",3,5.251,"SC","","U"
"308","umbellata",19701725,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701728","dried",4,5.274,"SC","","U"
"309","umbellata",19701725,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701729","dried",5,5.222,"SC","","U"
"310","umbellata",5706474,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5706474","dried",1,17.317,"SC","",""
"311","umbellata",15369799,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369799","dried",1,8.604,"SC","",""
"312","umbellata",14635274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635274","fleshy",1,9.491,"SC","",""
"313","umbellata",14635274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635275","fleshy",2,9.333,"SC","",""
"314","umbellata",14635274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635276","fleshy",3,9.828,"SC","",""
"315","umbellata",14635274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635277","fleshy",4,10.572,"SC","",""
"316","umbellata",14635274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635278","fleshy",5,10.211,"SC","",""
"317","umbellata",19396572,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19396572","fleshy",1,15.074,"SC","",""
"318","umbellata",19396572,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19396573","fleshy",2,13.785,"SC","",""
"319","umbellata",6774906,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774906","dried",1,10.062,"SC","",""
"320","umbellata",6774906,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774907","dried",2,10.773,"SC","",""
"321","umbellata",6774906,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774908","dried",3,10.247,"SC","",""
"322","umbellata",6774906,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774909","dried",4,9.097,"SC","",""
"323","umbellata",19701727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701727","dried",1,8.764,"SC","",""
"324","umbellata",19701727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701728","dried",2,9.503,"SC","",""
"325","umbellata",19701727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701729","dried",3,7.159,"SC","",""
"326","umbellata",19701727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701730","dried",4,8.839,"SC","",""
"327","umbellata",19701727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701731","dried",5,10.198,"SC","",""
"328","umbellata",9328130,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9328130","fleshy",1,10.878,"SC","",""
"329","umbellata",9328130,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9328131","fleshy",2,10.781,"SC","",""
"330","umbellata",24926094,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926094","dried",1,12.399,"SC","",""
"331","umbellata",5676689,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676689","dried",1,9.532,"SC","",""
"332","umbellata",5676689,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676690","dried",2,9.708,"SC","",""
"333","umbellata",5676689,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676691","dried",3,9.92,"SC","",""
"334","umbellata",5676689,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676692","dried",4,10.219,"SC","",""
"335","umbellata",5676689,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5676693","dried",5,10.055,"SC","",""
"336","umbellata",25330494,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25330494","dried",1,10.579,"SC","",""
"337","umbellata",9177349,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177349","dried",1,9.706,"SC","",""
"338","umbellata",9177349,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177350","dried",2,9.904,"SC","",""
"339","umbellata",9177349,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177351","dried",3,10.903,"SC","",""
"340","gracilis",22667131,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22667131","dried",1,11.918,"SC","",""
"341","gracilis",22667131,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22667132","dried",2,8.992,"SC","",""
"342","gracilis",22667131,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22667133","dried",3,10.758,"SC","",""
"343","gracilis",22667131,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22667134","dried",4,8.56,"SC","",""
"344","gracilis",22667131,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22667135","dried",5,10.758,"SC","",""
"345","gracilis",13497847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497847","dried",1,12.806,"SC","",""
"346","gracilis",13497847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497848","dried",2,10.758,"SC","",""
"347","gracilis",13497847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497849","dried",3,10.856,"SC","",""
"348","gracilis",24641974,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641974","dried",1,12.512,"SC","",""
"349","gracilis",24641974,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641975","dried",2,10.937,"SC","",""
"350","gracilis",24641974,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641976","dried",3,11.547,"SC","",""
"351","gracilis",24641974,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641977","dried",4,11.67,"SC","",""
"352","gracilis",13573847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573847","dried",1,13.393,"SC","",""
"353","gracilis",13573847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573848","dried",2,12.517,"SC","",""
"354","gracilis",13573847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573849","dried",3,13.984,"SC","",""
"355","gracilis",13573847,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573850","dried",4,13.714,"SC","",""
"356","gracilis",16787698,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16787698","dried",1,12.584,"SC","",""
"357","gracilis",16787698,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16787699","dried",2,12.704,"SC","",""
"358","gracilis",16787698,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16787700","dried",3,13.942,"SC","",""
"359","gracilis",13273941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273941","dried",1,9.964,"SC","",""
"360","gracilis",13273941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273942","dried",2,11.998,"SC","",""
"361","gracilis",13273941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273943","dried",3,10.889,"SC","",""
"362","gracilis",13273941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273944","dried",4,9.525,"SC","",""
"363","gracilis",24663402,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663402","dried",1,10.077,"SC","",""
"364","gracilis",24663402,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663403","dried",2,10.885,"SC","",""
"365","gracilis",24663402,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663404","dried",3,9.935,"SC","",""
"366","gracilis",24663402,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663405","dried",4,9.529,"SC","",""
"367","gracilis",13422256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422256","dried",1,7.806,"SC","",""
"368","gracilis",13422256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422257","dried",2,8.297,"SC","",""
"369","gracilis",13422256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422258","dried",3,8.089,"SC","",""
"370","gracilis",13422256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422259","dried",4,7.876,"SC","",""
"371","gracilis",13422256,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422260","dried",5,7.882,"SC","",""
"372","gracilis",22705276,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22705276","dried",1,13.533,"SC","",""
"373","gracilis",22705276,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22705277","dried",2,11.795,"SC","",""
"374","gracilis",22471776,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22471776","dried",1,12.102,"SC","",""
"375","gracilis",22471776,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22471777","dried",2,11.649,"SC","",""
"376","gracilis",22524100,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22524100","fleshy",1,18.356,"SC","fruit partly broken, may not be most accurate measurement","U"
"377","gracilis",16666808,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666808","pit",1,6.064,"SC","pit? dried? something else?","U"
"378","gracilis",16666808,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666809","pit",2,6.06,"SC","","U"
"379","gracilis",16666808,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666810","pit",3,7.052,"SC","","U"
"380","gracilis",16666808,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666811","pit",4,5.83,"SC","","U"
"381","gracilis",16666808,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666812","pit",5,5.841,"SC","","U"
"382","gracilis",9176735,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176735","dried",1,11.259,"SC","",""
"383","gracilis",9176735,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176736","dried",2,11.435,"SC","",""
"384","gracilis",9176735,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176737","dried",3,10.637,"SC","",""
"385","gracilis",9176735,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176738","dried",4,9.821,"SC","",""
"386","gracilis",9176735,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176739","dried",5,10.444,"SC","",""
"387","gracilis",22698461,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22698461","dried",1,8.771,"SC","",""
"388","gracilis",22698461,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22698462","dried",2,10.56,"SC","",""
"389","gracilis",11535251,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535251","dried",1,10.541,"SC","",""
"390","gracilis",11535251,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535252","dried",2,11.265,"SC","",""
"391","gracilis",25286605,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286605","dried",1,5.481,"SC","or pit?","U"
"392","gracilis",22661957,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661957","fleshy",1,15.767,"SC","",""
"393","gracilis",22661957,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661958","fleshy",2,15.114,"SC","",""
"394","gracilis",22661957,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661959","fleshy",3,13.115,"SC","",""
"395","gracilis",22661957,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661960","fleshy",4,16.609,"SC","",""
"396","gracilis",22661957,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22661961","fleshy",5,13.546,"SC","",""
"397","gracilis",13273940,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273940","dried",1,9.953,"SC","",""
"398","gracilis",13273940,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273941","dried",2,8.846,"SC","",""
"399","gracilis",13273940,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273942","dried",3,10.762,"SC","",""
"400","gracilis",25286611,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286611","dried",1,5.374,"SC","",""
"401","gracilis",25286611,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286612","dried",2,13.923,"SC","",""
"402","gracilis",13449650,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449650","dried",1,9.558,"SC","",""
"403","gracilis",13449650,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449651","dried",2,8.007,"SC","",""
"404","gracilis",13449650,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449652","dried",3,9.127,"SC","",""
"405","gracilis",13449650,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449653","dried",4,8.004,"SC","",""
"406","gracilis",13449650,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449654","dried",5,9.993,"SC","",""
"407","gracilis",9176727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176727","dried",1,9.266,"SC","",""
"408","gracilis",9176727,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176728","dried",2,8.321,"SC","",""
"409","gracilis",12508913,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508913","dried",1,10.03,"SC","",""
"410","gracilis",12508913,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508914","dried",2,11.073,"SC","",""
"411","gracilis",12508913,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508915","dried",3,9.501,"SC","",""
"412","gracilis",12508913,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508916","dried",4,11.358,"SC","",""
"413","gracilis",12508913,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508917","dried",5,10.866,"SC","",""
"414","gracilis",9176738,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176738","dried",1,9.333,"SC","",""
"415","gracilis",25305837,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25305837","fleshy",1,22.208,"SC","",""
"416","gracilis",25286600,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286600","dried",1,15.697,"SC","",""
"417","gracilis",25286600,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286601","dried",2,14.711,"SC","",""
"418","gracilis",25286600,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286602","dried",3,15.314,"SC","",""
"419","gracilis",9176731,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176731","dried",1,3.592,"SC","",""
"420","gracilis",9176731,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176732","dried",2,3.384,"SC","",""
"421","gracilis",9176731,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176733","dried",3,6.261,"SC","",""
"422","gracilis",9176731,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176734","dried",4,6.995,"SC","",""
"423","gracilis",9176731,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176735","dried",5,7.281,"SC","",""
"424","gracilis",5668024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5668024","dried",1,7.408,"SC","",""
"425","gracilis",5668024,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5668025","dried",2,6.051,"SC","",""
"426","gracilis",13449653,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449653","dried",1,9.868,"SC","",""
"427","gracilis",13497841,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497841","fleshy",1,13.055,"SC","",""
"428","gracilis",13497841,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497842","fleshy",2,9.763,"SC","",""
"429","gracilis",22988244,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988244","dried",1,10.504,"SC","",""
"430","gracilis",22988244,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988245","dried",2,11.354,"SC","",""
"431","gracilis",22988244,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988246","dried",3,10.527,"SC","",""
"432","gracilis",22988244,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988247","dried",4,10.086,"SC","",""
"433","munsoniana",25203850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203850","dried",1,18.963,"SC","",""
"434","munsoniana",25203850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203851","dried",2,20.918,"SC","",""
"435","munsoniana",25203850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203852","dried",3,20.557,"SC","",""
"436","munsoniana",25203850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203853","dried",4,21.278,"SC","",""
"437","munsoniana",25203850,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203854","dried",5,19.496,"SC","",""
"438","munsoniana",12509355,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509355","dried",1,20.459,"SC","",""
"439","munsoniana",12509355,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509356","dried",2,21.992,"SC","",""
"440","munsoniana",12509355,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509357","dried",3,18.089,"SC","",""
"441","munsoniana",12509355,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509358","dried",4,22.048,"SC","",""
"442","munsoniana",21186208,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186208","dried",1,13.462,"SC","or pit?","U"
"443","munsoniana",21186208,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186209","dried",2,14.149,"SC","","U"
"444","munsoniana",21186208,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186210","dried",3,14.932,"SC","","U"
"445","munsoniana",9176003,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176003","dried",1,13.074,"SC","",""
