"","specificEpithet","id","references","fruit_type","obs_number","fruit_diam_mm","who_done_it","note","certain"
"671","nigra",7444231,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444231","fleshy",1,28.824,"SC","","U"
"672","nigra",7444231,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444232","fleshy",2,36.229,"SC","","U"
"673","nigra",5285102,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5285102","dried",1,15.476,"SC","",""
"674","nigra",5285102,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5285103","dried",2,17.15,"SC","",""
"675","nigra",24114880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114880","fleshy",1,23.205,"SC","",""
"676","nigra",24047220,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24047220","dried",1,20.131,"SC","","U"
"677","nigra",5181710,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181710","dried",1,27.829,"SC","","U"
"678","nigra",5181710,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181711","dried",2,26.975,"SC","","U"
"679","nigra",5181710,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181712","dried",3,29.13,"SC","","U"
"680","nigra",5181710,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181713","dried",4,28.958,"SC","","U"
"681","nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079339","dried",1,18.799,"SC","","U"
"682","nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079340","dried",2,18.883,"SC","","U"
"683","nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079341","dried",3,18.055,"SC","","U"
"684","nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079342","dried",4,19.852,"SC","","U"
"685","nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079343","dried",5,19.088,"SC","","U"
"686","nigra",5605726,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5605726","fleshy",1,16.513,"SC","","U"
"687","nigra",5605726,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5605727","fleshy",2,16.495,"SC","","U"
"688","nigra",5210945,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210945","dried",1,17.399,"SC","",""
"689","nigra",5210945,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210946","dried",2,20.001,"SC","",""
"690","nigra",5210945,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210947","dried",3,19.778,"SC","",""
"691","nigra",6816197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197","fleshy",1,9.311,"SC","","U"
"692","nigra",6816197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198","fleshy",2,6.816,"SC","","U"
"693","nigra",5068046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5068046","dried",1,18.861,"SC","",""
"694","nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659110","fleshy",1,24.638,"SC","",""
"695","nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659111","fleshy",2,21.966,"SC","",""
"696","nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659112","fleshy",3,20.605,"SC","",""
"697","nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659113","fleshy",4,20.761,"SC","",""
"698","nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659114","fleshy",5,20.975,"SC","",""
"699","nigra",24123161,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24123161","fleshy",1,19.905,"SC","",""
"700","nigra",22988367,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988367","dried",1,20.593,"SC","",""
"701","nigra",22988367,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988368","dried",2,22.269,"SC","",""
"702","nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199900","dried",1,16.797,"SC","",""
"703","nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199901","dried",2,16.696,"SC","",""
"704","nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199902","dried",3,20.47,"SC","",""
"705","nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199903","dried",4,17.356,"SC","",""
"706","nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199904","dried",5,18.271,"SC","",""
"707","nigra",24074368,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24074368","fleshy",1,27.622,"SC","",""
"708","nigra",24074368,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24074369","fleshy",2,24.482,"SC","",""
"709","nigra",5094083,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094083","dried",1,22.044,"SC","",""
"710","nigra",5094083,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094084","dried",2,16.745,"SC","",""
"711","nigra",5094083,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094085","dried",3,17.738,"SC","",""
"712","nigra",5144467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144467","fleshy",1,16.224,"SC","",""
"713","nigra",5144467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144468","fleshy",2,17.813,"SC","",""
"714","nigra",5144467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144469","fleshy",3,18.282,"SC","",""
"715","nigra",5144467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144470","fleshy",4,18.933,"SC","",""
"716","nigra",5000607,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5000607","fleshy",1,23.23,"SC","",""
"717","nigra",5057274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5057274","fleshy",1,25.722,"SC","",""
"718","alleghaniensis",23603143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23603143","dried",1,11.591,"SC","",""
"719","alleghaniensis",11166897,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11166897","fleshy",1,8.337,"SC","",""
"720","alleghaniensis",16080180,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080180","dried",1,10.799,"SC","","U"
"721","alleghaniensis",16080180,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080181","dried",2,10.672,"SC","","U"
"722","alleghaniensis",19211144,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211144","pit",1,4.804,"SC","","U"
"723","alleghaniensis",19211144,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211145","pit",2,4.059,"SC","","U"
"724","alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080179","dried",1,8.822,"SC","","U"
"725","alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080180","dried",2,7.915,"SC","","U"
"726","alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080181","dried",3,9.048,"SC","","U"
"727","alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080182","dried",4,8.151,"SC","","U"
"728","alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080183","dried",5,8.548,"SC","","U"
"729","alleghaniensis",7444141,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444141","",NA,NA,"SC","crushed, can't measure",""
"730","alleghaniensis",15369860,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369860","fleshy",1,10.159,"SC","",""
"731","alleghaniensis",11071046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071046","dried",1,8.838,"SC","",""
"732","alleghaniensis",11071046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071047","dried",2,9.598,"SC","",""
"733","alleghaniensis",11071046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071048","dried",3,7.241,"SC","",""
"734","alleghaniensis",19211139,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211139","fleshy",1,15.505,"SC","",""
"735","alleghaniensis",19211139,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211140","fleshy",2,15.377,"SC","",""
"736","alleghaniensis",3850956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850956","pit",1,4.943,"SC","","U"
"737","alleghaniensis",3850956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850957","pit",2,5.009,"SC","","U"
"738","alleghaniensis",3850956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850958","pit",3,4.502,"SC","","U"
"739","alleghaniensis",17566696,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566696","pit",1,2.544,"SC","","U"
"740","alleghaniensis",6550184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550184","dried",1,9.481,"SC","",""
"741","alleghaniensis",6550184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550185","dried",2,9.295,"SC","",""
"742","alleghaniensis",6550184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550186","dried",3,9.185,"SC","",""
"743","alleghaniensis",6550184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550187","dried",4,10.78,"SC","",""
"744","alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211146","pit",1,3.654,"SC","","U"
"745","alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211147","pit",2,3.348,"SC","","U"
"746","alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211148","pit",3,3.355,"SC","","U"
"747","alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211149","pit",4,4.054,"SC","","U"
"748","alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211150","pit",5,2.396,"SC","","U"
"749","alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816039","dried",1,11.282,"SC","",""
"750","alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816040","dried",2,11.187,"SC","",""
"751","alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816041","dried",3,11.24,"SC","",""
"752","alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816042","dried",4,10.687,"SC","",""
"753","alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816043","dried",5,10.279,"SC","",""
"754","alleghaniensis",17566694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566694","pit",1,4.246,"SC","",""
"755","alleghaniensis",17566694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566695","pit",2,3.23,"SC","",""
"756","alleghaniensis",17566694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566696","pit",3,3.254,"SC","",""
"757","alleghaniensis",17566694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566697","pit",4,2.66,"SC","",""
"758","alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595023","dried",1,10.579,"SC","",""
"759","alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595024","dried",2,10.952,"SC","",""
"760","alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595025","dried",3,11.795,"SC","",""
"761","alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595026","dried",4,12.025,"SC","",""
"762","alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595027","dried",5,11.582,"SC","",""
"763","hortulana",21204162,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204162","dried",1,15.437,"SC","",""
"764","hortulana",21204162,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204163","dried",2,14.3,"SC","",""
"765","hortulana",21204162,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204164","dried",3,13.435,"SC","",""
"766","hortulana",16080191,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191","dried",1,19.756,"SC","",""
"767","hortulana",16080191,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080192","dried",2,15.869,"SC","",""
"768","hortulana",16080191,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080193","dried",3,18.226,"SC","",""
"769","hortulana",16080191,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080194","dried",4,18.01,"SC","",""
"770","hortulana",21204152,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204152","dried",1,15.49,"SC","",""
"771","hortulana",16080413,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080413","",NA,NA,"SC","fruit is obscured",""
"772","hortulana",22620151,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620151","dried",1,12.673,"SC","",""
"773","hortulana",5465829,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465829","dried",1,18.362,"SC","","U"
"774","hortulana",5465829,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465830","dried",2,18.403,"SC","","U"
"775","hortulana",7188896,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188896","dried",1,20.779,"SC","",""
"776","hortulana",21186187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186187","dried",1,18.402,"SC","",""
"777","hortulana",21186187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186188","dried",2,20.381,"SC","",""
"778","hortulana",21186187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186189","dried",3,22.105,"SC","",""
"779","hortulana",21204140,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204140","dried",1,17.495,"SC","",""
"780","hortulana",21204140,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204141","dried",2,16.637,"SC","",""
"781","hortulana",21204153,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204153","dried",1,19.127,"SC","",""
"782","hortulana",3848988,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848988","dried",1,14.596,"SC","","U"
"783","hortulana",3848988,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848989","dried",2,14.053,"SC","","U"
"784","hortulana",3848988,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848990","dried",3,13.295,"SC","","U"
"785","hortulana",3848988,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848991","dried",4,15.085,"SC","","U"
"786","hortulana",16080184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080184","dried",1,13.49,"SC","",""
"787","hortulana",16080184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080185","dried",2,15.257,"SC","",""
"788","hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258301","dried",1,15.585,"SC","",""
"789","hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258302","dried",2,16.661,"SC","",""
"790","hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258303","dried",3,10.587,"SC","",""
"791","hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258304","dried",4,16.222,"SC","",""
"792","hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258305","dried",5,14.219,"SC","",""
"793","hortulana",10258302,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258302","dried",1,11.275,"SC","",""
"794","hortulana",10258302,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258303","dried",2,15.211,"SC","",""
"795","hortulana",10258302,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258304","dried",3,17.432,"SC","",""
"796","hortulana",10258302,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258305","dried",4,16.674,"SC","",""
"797","hortulana",13273948,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273948","fleshy",1,21.675,"SC","","U"
"798","hortulana",21204156,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204156","dried",1,18.201,"SC","",""
"799","hortulana",6816174,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174","fleshy",1,32.623,"SC","fruit broken","U"
"800","hortulana",12876946,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876946","dried",1,16.078,"SC","",""
"801","hortulana",6816167,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816167","dried",1,12.73,"SC","",""
"802","hortulana",21204132,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204132","dried",1,21.648,"SC","",""
"803","hortulana",21204132,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204133","dried",2,22.471,"SC","",""
"804","hortulana",21204132,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204134","dried",3,21.289,"SC","",""
"805","hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816172","dried",1,8.043,"SC","",""
"806","hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816173","dried",2,8.778,"SC","",""
"807","hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174","dried",3,8.584,"SC","",""
"808","hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816175","dried",4,7.812,"SC","",""
"809","hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816176","dried",5,8.351,"SC","",""
"810","hortulana",12876941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876941","pit",1,14.286,"SC","","U"
"811","hortulana",12876941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876942","pit",2,15.725,"SC","","U"
"812","hortulana",16988203,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988203","fleshy",1,23.409,"SC","","U"
"813","hortulana",16988203,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988204","fleshy",2,27.483,"SC","","U"
"814","hortulana",16988203,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988205","fleshy",3,22.507,"SC","","U"
"815","hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080414","dried",1,19.248,"SC","",""
"816","hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080415","dried",2,19.911,"SC","",""
"817","hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080416","dried",3,18.378,"SC","",""
"818","hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080417","dried",4,19.832,"SC","",""
"819","hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080418","dried",5,18.289,"SC","",""
