,id,type,modified,language,license,rightsHolder,accessRights,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,sex,reproductiveCondition,occurrenceStatus,preparations,disposition,otherCatalogNumbers,associatedMedia,samplingProtocol,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,higherGeography,continent,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,typeStatus,scientificName,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
70,61fd5581-e766-4222-bc09-175620fc7ef0,http://purl.org/dc/dcmitype/PhysicalObject,10:27.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/61fd5581-e766-4222-bc09-175620fc7ef0/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",61fd5581-e766-4222-bc09-175620fc7ef0,barcode-01722447,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Garland County;,North America,NA,NA,United States of America,US,Arkansas,Garland County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
71,7be55ebe-9df1-45a7-80b1-8a8676779059,http://purl.org/dc/dcmitype/PhysicalObject,13:39.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/7be55ebe-9df1-45a7-80b1-8a8676779059/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",7be55ebe-9df1-45a7-80b1-8a8676779059,barcode-01722454,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Garland County;,North America,NA,NA,United States of America,US,Arkansas,Garland County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
72,14a379b0-2106-4b89-84db-91ae943202d8,http://purl.org/dc/dcmitype/PhysicalObject,14:23.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/14a379b0-2106-4b89-84db-91ae943202d8/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",14a379b0-2106-4b89-84db-91ae943202d8,barcode-01722457,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Garland County;,North America,NA,NA,United States of America,US,Arkansas,Garland County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
73,de972c6b-2b70-49c3-9efc-b5a705e05a96,http://purl.org/dc/dcmitype/PhysicalObject,46:40.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/de972c6b-2b70-49c3-9efc-b5a705e05a96/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",de972c6b-2b70-49c3-9efc-b5a705e05a96,barcode-01722488,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Garland County;,North America,NA,NA,United States of America,US,Arkansas,Garland County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
74,68d342b0-9ea0-4684-aaf6-1fe214097484,http://purl.org/dc/dcmitype/PhysicalObject,05:31.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/68d342b0-9ea0-4684-aaf6-1fe214097484/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",68d342b0-9ea0-4684-aaf6-1fe214097484,barcode-01722536,NA,42008,E. J. Palmer,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,7/28/33,NA,NA,1933,7,28,,Open woods along small stream,42008,North America;United States of America;Oklahoma;Garvin County;,North America,NA,NA,United States of America,US,Oklahoma,Garvin County,,"Arbuckle Mtns, near Turner Falls State Park","Arbuckle Mtns, near Turner Falls State Park",,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
75,4be85191-c67d-4e6e-be8d-036aa425766d,http://purl.org/dc/dcmitype/PhysicalObject,46:13.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/4be85191-c67d-4e6e-be8d-036aa425766d/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",4be85191-c67d-4e6e-be8d-036aa425766d,barcode-01722767,NA,8285,V. L. Cory,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/16/34,NA,NA,1934,4,16,,,8285,North America;United States of America;Texas;Gonzales County;,North America,NA,NA,United States of America,US,Texas,Gonzales County,,Gonzales,Gonzales,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
76,faf3c4b2-6c2e-4577-832b-38ae9cfbb983,http://purl.org/dc/dcmitype/PhysicalObject,46:48.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/faf3c4b2-6c2e-4577-832b-38ae9cfbb983/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",faf3c4b2-6c2e-4577-832b-38ae9cfbb983,barcode-01722768,NA,8283,V. L. Cory,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/16/34,NA,NA,1934,4,16,,,8283,North America;United States of America;Texas;Gonzales County;,North America,NA,NA,United States of America,US,Texas,Gonzales County,,Cottonwood Springs,Cottonwood Springs,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
77,106dc762-518c-49c2-9e35-b7e252c7b7da,http://purl.org/dc/dcmitype/PhysicalObject,11:57.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/106dc762-518c-49c2-9e35-b7e252c7b7da/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",106dc762-518c-49c2-9e35-b7e252c7b7da,barcode-01722611,NA,1,T. V. Munson,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,6/19/14,NA,NA,1914,6,19,,,1,North America;United States of America;Texas;Grayson County;,North America,NA,NA,United States of America,US,Texas,Grayson County,Denison,[no additional data],[no additional data],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
78,4ac50e95-ae9e-4e54-9b6f-b0a40499607f,http://purl.org/dc/dcmitype/PhysicalObject,17:14.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/4ac50e95-ae9e-4e54-9b6f-b0a40499607f/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",4ac50e95-ae9e-4e54-9b6f-b0a40499607f,barcode-01722617,NA,,C. S. Sargent,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,3/25/09,NA,NA,1909,3,25,,,,North America;United States of America;Texas;Grayson County;,North America,NA,NA,United States of America,US,Texas,Grayson County,Denison,[no additional data],[no additional data],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
79,4ee3cf78-a5c5-4db4-9098-d68be23a12b5,http://purl.org/dc/dcmitype/PhysicalObject,41:35.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/4ee3cf78-a5c5-4db4-9098-d68be23a12b5/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",4ee3cf78-a5c5-4db4-9098-d68be23a12b5,barcode-01722654,NA,3372,P. L. Ricker,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/5/10,NA,NA,1910,4,5,,,3372,North America;United States of America;Texas;Grayson County;,North America,NA,NA,United States of America,US,Texas,Grayson County,Denison,[no additional data],[no additional data],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
80,a3ed9371-e187-4f88-93db-81137206c388,http://purl.org/dc/dcmitype/PhysicalObject,30:45.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/a3ed9371-e187-4f88-93db-81137206c388/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",a3ed9371-e187-4f88-93db-81137206c388,barcode-01722762,NA,7129,E. J. Palmer,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/2/15,NA,NA,1915,4,2,,Upland woods,7129,North America;United States of America;Texas;Gregg County;,North America,NA,NA,United States of America,US,Texas,Gregg County,,Longview,Longview,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
81,25fb3c6e-45d7-4530-b801-9765cd0b24a7,http://purl.org/dc/dcmitype/PhysicalObject,31:19.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/25fb3c6e-45d7-4530-b801-9765cd0b24a7/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",25fb3c6e-45d7-4530-b801-9765cd0b24a7,barcode-01722764,NA,7131,E. J. Palmer,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/2/15,NA,NA,1915,4,2,,Fertile ground,7131,North America;United States of America;Texas;Gregg County;,North America,NA,NA,United States of America,US,Texas,Gregg County,,Longview,Longview,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
82,137b3db6-0354-4b6b-ac5a-054d98271b1d,http://purl.org/dc/dcmitype/PhysicalObject,56:16.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/137b3db6-0354-4b6b-ac5a-054d98271b1d/image,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,NA,GH,GH,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",137b3db6-0354-4b6b-ac5a-054d98271b1d,barcode-01722589,NA,263,A. Traverse,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,3/3/57,NA,NA,1957,3,3,,"under large pine, roadside, near slope of ravine, well drained, Beaumont clay w. 2-3 soil zone",263,North America;United States of America;Texas;Harris County;,North America,NA,NA,United States of America,US,Texas,Harris County,,"N side of Memorial Dr., ca. 250 yds. E of Post Oak Rd., Houston Memorial Park","N side of Memorial Dr., ca. 250 yds. E of Post Oak Rd., Houston Memorial Park",55',NA,NA,,NA,NA,,NA,Duplicate determined by Lloyd H. Shinners,7/8/57,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
83,9f81f675-e5a2-420e-b770-fe513b039854,http://purl.org/dc/dcmitype/PhysicalObject,26:01.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/9f81f675-e5a2-420e-b770-fe513b039854/image,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,NA,GH,GH,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",9f81f675-e5a2-420e-b770-fe513b039854,barcode-01722700,NA,185,E. Hall,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,1872-04-10,NA,NA,1872,4,10,,Woods,185,North America;United States of America;Texas;Harris County;,North America,NA,NA,United States of America,US,Texas,Harris County,Houston,Eastern Texas,Eastern Texas,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
84,dd954f31-f0a0-49a0-9874-f73ca8c0f019,http://purl.org/dc/dcmitype/PhysicalObject,30:26.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/dd954f31-f0a0-49a0-9874-f73ca8c0f019/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",dd954f31-f0a0-49a0-9874-f73ca8c0f019,barcode-01722751,NA,3306,P. L. Ricker,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,3/22/10,NA,NA,1910,3,22,,,3306,North America;United States of America;Texas;Harris County;,North America,NA,NA,United States of America,US,Texas,Harris County,Houston,[no additional data],[no additional data],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
85,5fadadd1-0b7b-4344-9187-cf4578954598,http://purl.org/dc/dcmitype/PhysicalObject,56:56.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/5fadadd1-0b7b-4344-9187-cf4578954598/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",5fadadd1-0b7b-4344-9187-cf4578954598,barcode-01722761,NA,5321,E. J. Palmer,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,4/19/14,NA,NA,1914,4,19,,Sandy uplands,5321,North America;United States of America;Texas;Harris County;,North America,NA,NA,United States of America,US,Texas,Harris County,,Marshall,Marshall,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
86,05e2636d-c130-4c29-857a-4ae3dd3a6471,http://purl.org/dc/dcmitype/PhysicalObject,12:19.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/05e2636d-c130-4c29-857a-4ae3dd3a6471/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",05e2636d-c130-4c29-857a-4ae3dd3a6471,barcode-01722702,NA,6850,E. J. Palmer,undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,10/17/14,NA,NA,1914,10,17,,Sandy woods,6850,North America;United States of America;Texas;Harrison County;,North America,NA,NA,United States of America,US,Texas,Harrison County,,Marshall,Marshall,,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
87,742f49d2-69ed-415c-8baf-38f9bc67afc5,http://purl.org/dc/dcmitype/PhysicalObject,54:41.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/742f49d2-69ed-415c-8baf-38f9bc67afc5/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",742f49d2-69ed-415c-8baf-38f9bc67afc5,barcode-01722426,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
88,22f1662c-def1-4d02-8742-b6b1823dd990,http://purl.org/dc/dcmitype/PhysicalObject,58:51.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/22f1662c-def1-4d02-8742-b6b1823dd990/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",22f1662c-def1-4d02-8742-b6b1823dd990,barcode-01722432,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
89,b010896b-a8f6-4a44-a9cd-db43e87cfd40,http://purl.org/dc/dcmitype/PhysicalObject,59:06.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/b010896b-a8f6-4a44-a9cd-db43e87cfd40/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",b010896b-a8f6-4a44-a9cd-db43e87cfd40,barcode-01722433,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
90,d124a353-b6fd-4cf9-bc3a-603e8053fba4,http://purl.org/dc/dcmitype/PhysicalObject,59:24.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/d124a353-b6fd-4cf9-bc3a-603e8053fba4/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",d124a353-b6fd-4cf9-bc3a-603e8053fba4,barcode-01722434,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
91,20410d7f-4b18-43e6-b0b3-d87d3a7b803a,http://purl.org/dc/dcmitype/PhysicalObject,59:59.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/20410d7f-4b18-43e6-b0b3-d87d3a7b803a/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",20410d7f-4b18-43e6-b0b3-d87d3a7b803a,barcode-01722435,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
92,38df89dd-7484-41bb-a207-10eb2ea273ca,http://purl.org/dc/dcmitype/PhysicalObject,02:46.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/38df89dd-7484-41bb-a207-10eb2ea273ca/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",38df89dd-7484-41bb-a207-10eb2ea273ca,barcode-01722437,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
93,62e30bfe-c81b-4880-9e99-4395278a4ff5,http://purl.org/dc/dcmitype/PhysicalObject,03:12.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/62e30bfe-c81b-4880-9e99-4395278a4ff5/image,urn:lsid:biocol.org:col:15406,urn:lsid:biocol.org:col:15406,NA,A,A,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",62e30bfe-c81b-4880-9e99-4395278a4ff5,barcode-01722438,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
94,75eb0bd5-e450-461a-bf76-5855c29b578a,http://purl.org/dc/dcmitype/PhysicalObject,11:05.0,en,https://huh.harvard.edu/pages/use,President and Fellows of Harvard College,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,http://data.huh.harvard.edu/75eb0bd5-e450-461a-bf76-5855c29b578a/image,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,NA,GH,GH,Harvard University Herbaria: All Records,PreservedSpecimen,NA,NA,"{huh_taxonomic_group: Vascular, huh_project_id: 7, huh_project_name: US and Canada - Mass Digitization}",75eb0bd5-e450-461a-bf76-5855c29b578a,barcode-01722449,NA,,[data not captured],undetermined,NotDetermined,present,Sheet,in collection,,[see Simple Media extension],NA,,NA,NA,NA,NA,NA,,,,North America;United States of America;Arkansas;Hempstead County;,North America,NA,NA,United States of America,US,Arkansas,Hempstead County,,[data not captured],[data not captured],,NA,NA,,NA,NA,,NA,,,,,NA,,Prunus mexicana S. Watson,Rosaceae,Prunus,mexicana,,S. Watson
