datetime,date,doy,time,distance,transect,lai.unmasked,sel.unmasked,lai.masked,sel.masked
2008-09-29T13:55:00,9/29/08,273,13:55:00,300,300,3.42,0.15,3.99,NA
2008-09-29T10:47:00,9/29/08,273,10:47:00,300,315,3.67,0.15,4.49,NA
2008-09-29T13:52:00,9/29/08,273,13:52:00,300,315,3.1,0.09,3.57,NA
2008-09-29T13:49:00,9/29/08,273,13:49:00,300,330,3.8,0.31,4.4,NA
2008-09-29T13:41:00,9/29/08,273,13:41:00,300,345,3.11,0.09,3.59,NA
2008-09-29T12:58:00,9/29/08,273,12:58:00,400,225,2.94,0.18,3.45,NA
2008-09-29T13:02:00,9/29/08,273,13:02:00,400,240,3.29,0.16,3.8,NA
2008-09-29T13:06:00,9/29/08,273,13:06:00,400,255,2.87,0.03,3.29,NA
2008-09-29T13:09:00,9/29/08,273,13:09:00,400,270,3.5,0.29,4.1,NA
2008-09-29T13:17:00,9/29/08,273,13:17:00,400,285,3.65,0.44,4.41,NA
2008-09-29T13:23:00,9/29/08,273,13:23:00,400,300,3.18,0.3,3.65,NA
2008-09-29T13:28:00,9/29/08,273,13:28:00,400,315,3.07,0.34,3.68,NA
2008-09-29T13:31:00,9/29/08,273,13:31:00,400,330,4.29,0.12,4.95,NA
2008-09-29T13:36:00,9/29/08,273,13:36:00,400,345,4.5,0.3,5.28,NA
2008-10-09T09:32:00,10/9/08,283,9:32:00,100,225,3.75,0.07,4.25,NA
2008-10-09T09:30:00,10/9/08,283,9:30:00,100,240,3.54,0.15,4.06,NA
2008-10-09T09:27:00,10/9/08,283,9:27:00,100,255,3.63,0.09,4.2,NA
2008-10-09T09:24:00,10/9/08,283,9:24:00,100,270,4.41,0.16,5.08,NA
2008-10-09T09:22:00,10/9/08,283,9:22:00,100,285,3.75,0.06,4.35,NA
2008-10-09T09:19:00,10/9/08,283,9:19:00,100,300,3.9,0.05,4.49,NA
2008-10-09T09:16:00,10/9/08,283,9:16:00,100,315,3.87,0.23,4.5,NA
2008-10-09T09:14:00,10/9/08,283,9:14:00,100,330,3.94,0.11,4.47,NA
2008-10-09T09:10:00,10/9/08,283,9:10:00,100,345,4.77,0.12,5.55,NA
2008-10-09T09:37:00,10/9/08,283,9:37:00,200,225,3.93,0.13,4.49,NA
2008-10-09T09:39:00,10/9/08,283,9:39:00,200,240,3.65,0.07,4.1,NA
2008-10-09T09:43:00,10/9/08,283,9:43:00,200,255,5.14,0.21,5.82,NA
2008-10-10T06:52:00,10/10/08,284,6:52:00,200,315,3.29,0.23,3.7,NA
2008-10-10T06:54:00,10/10/08,284,6:54:00,200,330,3.93,0.1,4.34,NA
2008-10-10T07:12:00,10/10/08,284,7:12:00,300,225,3.79,0.07,4.24,NA
2008-10-10T07:09:00,10/10/08,284,7:09:00,300,240,3.58,0.1,4,NA
2008-10-10T07:07:00,10/10/08,284,7:07:00,300,255,4,0.17,4.44,NA
2008-10-10T07:05:00,10/10/08,284,7:05:00,300,270,3.85,0.09,4.37,NA
2008-10-10T07:02:00,10/10/08,284,7:02:00,300,285,3.4,0.09,3.82,NA
2008-10-10T06:59:00,10/10/08,284,6:59:00,300,300,3.43,0.08,3.91,NA
2008-10-10T06:57:00,10/10/08,284,6:57:00,300,315,3.39,0.08,3.74,NA
2008-10-10T07:14:00,10/10/08,284,7:14:00,400,225,3.64,0.08,4.09,NA
2008-10-10T07:17:00,10/10/08,284,7:17:00,400,240,3.75,0.08,4.13,NA
2008-10-10T07:20:00,10/10/08,284,7:20:00,400,255,3.31,0.04,3.6,NA
2008-10-10T07:23:00,10/10/08,284,7:23:00,400,270,3.85,0.23,4.32,NA
2008-10-10T07:27:00,10/10/08,284,7:27:00,400,285,3.36,0.38,3.65,NA
2008-10-10T07:31:00,10/10/08,284,7:31:00,400,300,3.04,0,3.46,NA
2009-05-03T17:31:54,5/3/09,123,17:31:54,100,225,NA,NA,0.72,0.03
2009-05-03T17:30:24,5/3/09,123,17:30:24,100,240,NA,NA,0.65,0.04
2009-05-03T17:28:07,5/3/09,123,17:28:07,100,255,NA,NA,0.77,0.03
2009-05-03T17:41:26,5/3/09,123,17:41:26,100,255,NA,NA,1.8,0.25
2009-05-03T17:26:28,5/3/09,123,17:26:28,100,270,NA,NA,0.92,0.02
2009-05-03T17:25:01,5/3/09,123,17:25:01,100,285,NA,NA,0.89,0.02
2009-05-03T17:23:23,5/3/09,123,17:23:23,100,300,NA,NA,0.85,0.02
2009-05-03T17:21:47,5/3/09,123,17:21:47,100,315,NA,NA,0.85,0.06
2009-05-03T17:20:15,5/3/09,123,17:20:15,100,330,NA,NA,0.94,0
2009-05-03T17:18:44,5/3/09,123,17:18:44,100,345,NA,NA,1.94,0.3
2009-05-03T17:34:44,5/3/09,123,17:34:44,200,225,NA,NA,1.5,0.09
2009-05-03T17:39:30,5/3/09,123,17:39:30,200,240,NA,NA,1.2,0.07
2009-05-03T17:43:04,5/3/09,123,17:43:04,200,270,NA,NA,3.15,0.14
2009-05-03T17:45:10,5/3/09,123,17:45:10,200,285,NA,NA,2.96,0.06
2009-05-03T17:47:17,5/3/09,123,17:47:17,200,300,NA,NA,0.94,0.04
2009-05-03T17:49:41,5/3/09,123,17:49:41,200,315,NA,NA,1.06,0.22
2009-05-03T17:52:06,5/3/09,123,17:52:06,200,330,NA,NA,1.18,0.12
2009-05-03T18:46:55,5/3/09,123,18:46:55,200,345,NA,NA,2.35,0.19
2009-05-03T18:13:58,5/3/09,123,18:13:58,300,225,NA,NA,1.35,0.09
2009-05-03T18:11:29,5/3/09,123,18:11:29,300,240,NA,NA,1.14,0.03
2009-05-03T18:07:20,5/3/09,123,18:07:20,300,255,NA,NA,3.62,0
2009-05-03T18:07:43,5/3/09,123,18:07:43,300,255,NA,NA,1.41,0.21
2009-05-03T18:04:56,5/3/09,123,18:04:56,300,270,NA,NA,1.15,0.08
2009-05-03T18:02:38,5/3/09,123,18:02:38,300,285,NA,NA,1.15,0.06
2009-05-03T18:00:18,5/3/09,123,18:00:18,300,300,NA,NA,0.83,0.04
2009-05-03T17:57:47,5/3/09,123,17:57:47,300,315,NA,NA,0.86,0.05
2009-05-03T17:55:01,5/3/09,123,17:55:01,300,330,NA,NA,1.26,0.17
2009-05-03T18:44:04,5/3/09,123,18:44:04,300,345,NA,NA,0.87,0.05
2009-05-03T18:16:10,5/3/09,123,18:16:10,400,225,NA,NA,1.14,0.11
2009-05-03T18:20:25,5/3/09,123,18:20:25,400,240,NA,NA,0.87,0.04
2009-05-03T18:23:20,5/3/09,123,18:23:20,400,255,NA,NA,0.95,0.03
2009-05-03T18:26:30,5/3/09,123,18:26:30,400,270,NA,NA,1.44,0.07
2009-05-03T18:29:31,5/3/09,123,18:29:31,400,285,NA,NA,1.42,0.26
2009-05-03T18:32:44,5/3/09,123,18:32:44,400,300,NA,NA,1.08,0.06
2009-05-03T18:35:04,5/3/09,123,18:35:04,400,315,NA,NA,0.97,0.03
2009-05-03T18:37:28,5/3/09,123,18:37:28,400,330,NA,NA,1.9,0.15
2009-05-03T18:41:01,5/3/09,123,18:41:01,400,345,NA,NA,2.01,0.38
2009-05-11T18:11:47,5/11/09,131,18:11:47,100,225,NA,NA,1.17,0
2009-05-11T18:09:27,5/11/09,131,18:09:27,100,240,NA,NA,1.26,0
2009-05-11T18:06:39,5/11/09,131,18:06:39,100,255,NA,NA,1.54,0
2009-05-11T18:03:54,5/11/09,131,18:03:54,100,270,NA,NA,1.29,0
2009-05-11T18:01:41,5/11/09,131,18:01:41,100,285,NA,NA,1.36,0
2009-05-11T17:59:40,5/11/09,131,17:59:40,100,300,NA,NA,1.67,0
2009-05-11T17:57:18,5/11/09,131,17:57:18,100,315,NA,NA,1.67,0.09
2009-05-11T17:54:41,5/11/09,131,17:54:41,100,330,NA,NA,1.89,0.01
2009-05-11T17:50:51,5/11/09,131,17:50:51,100,345,NA,NA,2.97,0
2009-05-11T18:17:39,5/11/09,131,18:17:39,200,225,NA,NA,2.38,0
2009-05-11T18:20:00,5/11/09,131,18:20:00,200,240,NA,NA,2.17,0
2009-05-11T18:22:18,5/11/09,131,18:22:18,200,255,NA,NA,3.18,0
2009-05-11T18:24:37,5/11/09,131,18:24:37,200,270,NA,NA,4.15,0
2009-05-11T18:27:09,5/11/09,131,18:27:09,200,285,NA,NA,4.14,0
2009-05-11T18:29:37,5/11/09,131,18:29:37,200,300,NA,NA,2.01,0
2009-05-11T18:31:46,5/11/09,131,18:31:46,200,315,NA,NA,1.97,0
2009-05-11T18:34:15,5/11/09,131,18:34:15,200,330,NA,NA,2.16,0
2009-05-11T18:37:36,5/11/09,131,18:37:36,200,345,NA,NA,3.62,0
2009-05-11T19:13:38,5/11/09,131,19:13:38,300,225,NA,NA,2.22,0
2009-05-11T19:09:58,5/11/09,131,19:09:58,300,240,NA,NA,1.95,0
2009-05-11T19:07:00,5/11/09,131,19:07:00,300,255,NA,NA,2.57,0
2009-05-11T19:04:09,5/11/09,131,19:04:09,300,270,NA,NA,2.17,0
2009-05-11T19:01:25,5/11/09,131,19:01:25,300,285,NA,NA,2.1,0
2009-05-11T18:58:12,5/11/09,131,18:58:12,300,300,NA,NA,1.75,0
2009-05-11T18:53:26,5/11/09,131,18:53:26,300,315,NA,NA,1.76,0
2009-05-11T18:50:36,5/11/09,131,18:50:36,300,330,NA,NA,2.5,0
2009-05-11T18:47:06,5/11/09,131,18:47:06,300,345,NA,NA,2.19,0
2009-05-11T19:25:19,5/11/09,131,19:25:19,400,240,NA,NA,1.82,0
2009-05-11T19:28:46,5/11/09,131,19:28:46,400,255,NA,NA,1.89,0
2009-05-11T19:31:59,5/11/09,131,19:31:59,400,270,NA,NA,2.43,0
2009-05-11T19:36:16,5/11/09,131,19:36:16,400,285,NA,NA,3,0
2009-05-18T09:49:39,5/18/09,138,9:49:39,100,225,NA,NA,2.25,0
2009-05-18T09:47:35,5/18/09,138,9:47:35,100,240,NA,NA,2.13,0
2009-05-18T09:45:33,5/18/09,138,9:45:33,100,255,NA,NA,2.44,0
2009-05-18T09:43:40,5/18/09,138,9:43:40,100,270,NA,NA,2.89,0
2009-05-18T09:41:55,5/18/09,138,9:41:55,100,285,NA,NA,2.43,0
2009-05-18T09:40:20,5/18/09,138,9:40:20,100,300,NA,NA,2.59,0
2009-05-18T09:38:40,5/18/09,138,9:38:40,100,315,NA,NA,2.79,0
2009-05-18T09:34:54,5/18/09,138,9:34:54,100,330,NA,NA,2.61,0
2009-05-18T09:33:04,5/18/09,138,9:33:04,100,345,NA,NA,4.22,0
2009-05-18T09:52:48,5/18/09,138,9:52:48,200,225,NA,NA,3.31,0
2009-05-18T09:55:00,5/18/09,138,9:55:00,200,240,NA,NA,2.93,0
2009-05-18T09:57:30,5/18/09,138,9:57:30,200,255,NA,NA,4.22,0
2009-05-18T09:59:31,5/18/09,138,9:59:31,200,270,NA,NA,4.94,0
2009-05-18T10:01:44,5/18/09,138,10:01:44,200,285,NA,NA,4.96,0
2009-05-18T10:03:47,5/18/09,138,10:03:47,200,300,NA,NA,2.86,0
2009-05-18T10:05:53,5/18/09,138,10:05:53,200,315,NA,NA,2.87,0
2009-05-18T10:07:59,5/18/09,138,10:07:59,200,330,NA,NA,3.21,0
2009-05-18T10:11:44,5/18/09,138,10:11:44,200,345,NA,NA,4.09,0
2009-05-18T10:42:31,5/18/09,138,10:42:31,300,225,NA,NA,2.75,0
2009-05-18T10:39:58,5/18/09,138,10:39:58,300,240,NA,NA,2.63,0
2009-05-18T10:37:01,5/18/09,138,10:37:01,300,255,NA,NA,3.35,0
2009-05-18T10:30:44,5/18/09,138,10:30:44,300,270,NA,NA,2.89,0
2009-05-18T10:28:03,5/18/09,138,10:28:03,300,285,NA,NA,2.97,0
2009-05-18T10:24:51,5/18/09,138,10:24:51,300,300,NA,NA,2.81,0
2009-05-18T10:22:18,5/18/09,138,10:22:18,300,315,NA,NA,2.69,0
2009-05-18T10:19:23,5/18/09,138,10:19:23,300,330,NA,NA,3.59,0
2009-05-18T10:15:22,5/18/09,138,10:15:22,300,345,NA,NA,2.45,0
2009-05-18T10:46:25,5/18/09,138,10:46:25,400,225,NA,NA,2.62,0
2009-05-18T10:49:14,5/18/09,138,10:49:14,400,240,NA,NA,2.43,0
2009-05-18T10:53:09,5/18/09,138,10:53:09,400,255,NA,NA,2.54,0
2009-05-18T10:55:57,5/18/09,138,10:55:57,400,270,NA,NA,3.11,0
2009-05-18T11:01:32,5/18/09,138,11:01:32,400,285,NA,NA,2.55,0
2009-05-18T11:09:31,5/18/09,138,11:09:31,400,300,NA,NA,3.07,0
2009-05-18T11:14:53,5/18/09,138,11:14:53,400,315,NA,NA,2.59,0
2009-05-18T11:18:55,5/18/09,138,11:18:55,400,330,NA,NA,4.23,0
2009-05-18T11:25:29,5/18/09,138,11:25:29,400,345,NA,NA,4.05,0
2009-05-26T18:46:00,5/26/09,146,18:46:00,100,225,NA,NA,3.75,0.04
2009-05-26T18:44:28,5/26/09,146,18:44:28,100,240,NA,NA,3.6,0.14
2009-05-26T18:42:49,5/26/09,146,18:42:49,100,255,NA,NA,3.88,0.23
2009-05-26T18:41:21,5/26/09,146,18:41:21,100,270,NA,NA,4.54,0.15
2009-05-26T18:40:01,5/26/09,146,18:40:01,100,285,NA,NA,3.89,0.07
2009-05-26T18:38:48,5/26/09,146,18:38:48,100,300,NA,NA,4.24,0.06
2009-05-26T18:37:10,5/26/09,146,18:37:10,100,315,NA,NA,3.94,0.23
2009-05-26T18:36:01,5/26/09,146,18:36:01,100,330,NA,NA,4.16,0.02
2009-05-26T18:34:29,5/26/09,146,18:34:29,100,345,NA,NA,5.45,0.1
2009-05-26T18:49:30,5/26/09,146,18:49:30,200,225,NA,NA,4.58,0.16
2009-05-26T18:51:43,5/26/09,146,18:51:43,200,240,NA,NA,4.08,0.2
2009-05-26T18:53:42,5/26/09,146,18:53:42,200,255,NA,NA,5.61,0.28
2009-05-26T18:55:27,5/26/09,146,18:55:27,200,270,NA,NA,5.72,0.05
2009-05-26T18:57:44,5/26/09,146,18:57:44,200,285,NA,NA,5.91,0.15
2009-05-26T19:00:02,5/26/09,146,19:00:02,200,300,NA,NA,4.26,0.19
2009-05-26T19:02:00,5/26/09,146,19:02:00,200,315,NA,NA,4.08,0.27
2009-05-26T19:04:13,5/26/09,146,19:04:13,200,330,NA,NA,4.58,0.24
2009-05-26T19:06:16,5/26/09,146,19:06:16,200,345,NA,NA,4.97,0.1
2009-05-26T19:32:07,5/26/09,146,19:32:07,300,225,NA,NA,3.84,0.19
2009-05-26T19:29:23,5/26/09,146,19:29:23,300,240,NA,NA,3.72,0.3
2009-05-26T19:26:23,5/26/09,146,19:26:23,300,255,NA,NA,4.56,0.12
2009-05-26T19:23:22,5/26/09,146,19:23:22,300,270,NA,NA,4.18,0.2
2009-05-26T19:20:46,5/26/09,146,19:20:46,300,285,NA,NA,4.1,0.05
2009-05-26T19:18:21,5/26/09,146,19:18:21,300,300,NA,NA,4.19,0.11
2009-05-26T19:15:49,5/26/09,146,19:15:49,300,315,NA,NA,3.86,0.16
2009-05-26T19:13:10,5/26/09,146,19:13:10,300,330,NA,NA,4.85,0.17
2009-05-26T19:10:04,5/26/09,146,19:10:04,300,345,NA,NA,3.51,0.08
2009-05-26T19:35:19,5/26/09,146,19:35:19,400,225,NA,NA,3.66,0.16
2009-05-26T19:38:22,5/26/09,146,19:38:22,400,240,NA,NA,3.83,0.09
2009-05-26T19:41:42,5/26/09,146,19:41:42,400,255,NA,NA,3.6,0.03
2009-05-26T19:45:40,5/26/09,146,19:45:40,400,270,NA,NA,4.02,0.24
2009-05-26T19:49:34,5/26/09,146,19:49:34,400,285,NA,NA,3.63,0.75
2009-06-03T05:57:05,6/3/09,154,5:57:05,100,225,NA,NA,3.92,0.06
2009-06-03T05:55:35,6/3/09,154,5:55:35,100,240,NA,NA,3.8,0.16
2009-06-03T05:54:00,6/3/09,154,5:54:00,100,255,NA,NA,4.04,0.23
2009-06-03T05:52:06,6/3/09,154,5:52:06,100,270,NA,NA,4.73,0.14
2009-06-03T05:50:23,6/3/09,154,5:50:23,100,285,NA,NA,4.08,0.1
2009-06-03T05:49:06,6/3/09,154,5:49:06,100,300,NA,NA,4.22,0.06
2009-06-03T05:47:06,6/3/09,154,5:47:06,100,315,NA,NA,4.27,0.18
2009-06-03T05:45:50,6/3/09,154,5:45:50,100,330,NA,NA,4.35,0.03
2009-06-03T05:44:17,6/3/09,154,5:44:17,100,345,NA,NA,5.68,0.15
2009-06-03T06:00:18,6/3/09,154,6:00:18,200,225,NA,NA,4.73,0.12
2009-06-03T06:03:28,6/3/09,154,6:03:28,200,240,NA,NA,4.23,0.29
2009-06-03T06:05:28,6/3/09,154,6:05:28,200,255,NA,NA,5.73,0.04
2009-06-03T06:07:15,6/3/09,154,6:07:15,200,270,NA,NA,6.02,0.04
2009-06-03T06:09:26,6/3/09,154,6:09:26,200,285,NA,NA,6.26,0.06
2009-06-03T06:12:05,6/3/09,154,6:12:05,200,300,NA,NA,4.45,0.22
2009-06-03T06:14:03,6/3/09,154,6:14:03,200,315,NA,NA,4.23,0.28
2009-06-03T06:17:16,6/3/09,154,6:17:16,200,330,NA,NA,4.68,0.22
2009-06-03T06:19:40,6/3/09,154,6:19:40,200,345,NA,NA,5.13,0.13
2009-06-03T06:46:52,6/3/09,154,6:46:52,300,225,NA,NA,3.95,0.19
2009-06-03T06:43:59,6/3/09,154,6:43:59,300,240,NA,NA,3.83,0.21
2009-06-03T06:40:49,6/3/09,154,6:40:49,300,255,NA,NA,4.76,0.17
2009-06-03T06:37:30,6/3/09,154,6:37:30,300,270,NA,NA,4.46,0.19
2009-06-03T06:35:07,6/3/09,154,6:35:07,300,285,NA,NA,4.46,0.06
2009-06-03T06:32:34,6/3/09,154,6:32:34,300,300,NA,NA,4.46,0.08
2009-06-03T06:29:37,6/3/09,154,6:29:37,300,315,NA,NA,4.09,0.16
2009-06-03T06:26:30,6/3/09,154,6:26:30,300,330,NA,NA,5.21,0.24
2009-06-03T06:23:36,6/3/09,154,6:23:36,300,345,NA,NA,3.74,0.07
2009-06-03T06:49:45,6/3/09,154,6:49:45,400,225,NA,NA,3.86,0.1
2009-06-03T06:53:03,6/3/09,154,6:53:03,400,240,NA,NA,3.96,0.11
2009-06-03T07:02:29,6/3/09,154,7:02:29,400,255,NA,NA,3.85,0.02
2009-06-03T07:05:45,6/3/09,154,7:05:45,400,270,NA,NA,4.35,0.26
2009-06-03T07:09:37,6/3/09,154,7:09:37,400,285,NA,NA,3.79,0.81
2009-06-03T07:14:47,6/3/09,154,7:14:47,400,300,NA,NA,4.52,0.24
2009-06-03T07:18:09,6/3/09,154,7:18:09,400,315,NA,NA,3.86,0.06
2009-06-03T07:21:27,6/3/09,154,7:21:27,400,330,NA,NA,5.65,0.11
2009-06-03T07:25:54,6/3/09,154,7:25:54,400,345,NA,NA,5.53,0.29
2009-06-16T06:33:49,6/16/09,167,6:33:49,100,225,NA,NA,4.08,0.08
2009-06-16T06:30:35,6/16/09,167,6:30:35,100,240,NA,NA,3.98,0.09
2009-06-16T06:28:47,6/16/09,167,6:28:47,100,255,NA,NA,4.23,0.22
2009-06-16T06:26:43,6/16/09,167,6:26:43,100,270,NA,NA,5.04,0.21
2009-06-16T06:24:37,6/16/09,167,6:24:37,100,285,NA,NA,4.27,0.01
2009-06-16T06:23:12,6/16/09,167,6:23:12,100,300,NA,NA,4.47,0.1
2009-06-16T06:21:45,6/16/09,167,6:21:45,100,315,NA,NA,4.72,0.36
2009-06-16T06:20:25,6/16/09,167,6:20:25,100,330,NA,NA,4.49,0.02
2009-06-16T06:18:52,6/16/09,167,6:18:52,100,345,NA,NA,5.89,0.14
2009-06-16T06:37:28,6/16/09,167,6:37:28,200,225,NA,NA,4.88,0.17
2009-06-16T06:39:36,6/16/09,167,6:39:36,200,240,NA,NA,4.47,0.32
2009-06-16T06:42:03,6/16/09,167,6:42:03,200,255,NA,NA,6.06,0.24
2009-06-16T06:44:08,6/16/09,167,6:44:08,200,270,NA,NA,6.39,0.05
2009-06-16T06:46:40,6/16/09,167,6:46:40,200,285,NA,NA,6.36,0.08
2009-06-16T06:48:59,6/16/09,167,6:48:59,200,300,NA,NA,4.8,0.2
2009-06-16T06:51:08,6/16/09,167,6:51:08,200,315,NA,NA,4.49,0.23
2009-06-16T06:53:46,6/16/09,167,6:53:46,200,330,NA,NA,4.94,0.27
2009-06-16T06:56:56,6/16/09,167,6:56:56,200,345,NA,NA,5.35,0.16
2009-06-16T07:35:42,6/16/09,167,7:35:42,300,225,NA,NA,4.14,0.28
2009-06-16T07:32:31,6/16/09,167,7:32:31,300,240,NA,NA,4.06,0.33
2009-06-16T07:29:23,6/16/09,167,7:29:23,300,255,NA,NA,4.85,0.07
2009-06-16T07:26:16,6/16/09,167,7:26:16,300,270,NA,NA,4.48,0.27
2009-06-16T07:23:20,6/16/09,167,7:23:20,300,285,NA,NA,4.48,0.03
2009-06-16T07:19:27,6/16/09,167,7:19:27,300,300,NA,NA,4.3,0.05
2009-06-16T07:16:02,6/16/09,167,7:16:02,300,315,NA,NA,4.11,0.16
2009-06-16T07:05:12,6/16/09,167,7:05:12,300,330,NA,NA,5.39,0.31
2009-06-16T07:01:20,6/16/09,167,7:01:20,300,345,NA,NA,3.86,0.07
2009-06-16T07:38:52,6/16/09,167,7:38:52,400,225,NA,NA,3.79,0.17
2009-06-16T07:42:03,6/16/09,167,7:42:03,400,240,NA,NA,4.18,0.1
2009-06-16T07:45:48,6/16/09,167,7:45:48,400,255,NA,NA,3.82,0.05
2009-06-16T07:52:08,6/16/09,167,7:52:08,400,270,NA,NA,4.76,0.22
2009-06-16T07:55:18,6/16/09,167,7:55:18,400,285,NA,NA,3.96,0.87
2009-06-16T08:00:14,6/16/09,167,8:00:14,400,300,NA,NA,4.66,0.38
2009-06-16T08:03:31,6/16/09,167,8:03:31,400,315,NA,NA,3.7,0.04
2009-06-16T08:07:31,6/16/09,167,8:07:31,400,330,NA,NA,5.66,0.13
2009-06-16T08:12:17,6/16/09,167,8:12:17,400,345,NA,NA,5.78,0.26
2009-06-21T10:46:21,6/21/09,233,10:46:21,100,225,NA,NA,4.69,0.13
2009-06-21T10:48:16,6/21/09,233,10:48:16,100,240,NA,NA,4.83,0.16
2009-06-21T10:50:08,6/21/09,233,10:50:08,100,255,NA,NA,4.81,0.32
2009-06-21T10:51:32,6/21/09,233,10:51:32,100,270,NA,NA,5.51,0.22
2009-06-21T10:53:16,6/21/09,233,10:53:16,100,285,NA,NA,5.3,0.09
2009-06-21T10:54:49,6/21/09,233,10:54:49,100,300,NA,NA,5.56,0.08
2009-06-21T10:56:41,6/21/09,233,10:56:41,100,315,NA,NA,5.74,0.41
2009-06-21T10:58:00,6/21/09,233,10:58:00,100,330,NA,NA,5.33,0.09
2009-06-21T10:59:28,6/21/09,233,10:59:28,100,345,NA,NA,6.6,0.21
2009-06-21T10:43:16,6/21/09,233,10:43:16,200,225,NA,NA,5.41,0.23
2009-06-21T10:27:13,6/21/09,233,10:27:13,200,230,NA,NA,6.01,0.27
2009-06-21T10:41:09,6/21/09,233,10:41:09,200,240,NA,NA,4.87,0.22
2009-06-21T10:38:52,6/21/09,233,10:38:52,200,255,NA,NA,6.26,0.22
2009-06-21T10:36:54,6/21/09,233,10:36:54,200,270,NA,NA,6.78,0.07
2009-06-21T10:33:24,6/21/09,233,10:33:24,200,285,NA,NA,7.11,0.15
2009-06-21T10:31:15,6/21/09,233,10:31:15,200,300,NA,NA,5.91,0.07
2009-06-21T10:29:05,6/21/09,233,10:29:05,200,315,NA,NA,5.34,0.25
2009-06-21T10:24:31,6/21/09,233,10:24:31,200,345,NA,NA,6.28,0.18
2009-06-21T09:56:44,6/21/09,233,9:56:44,300,225,NA,NA,4.39,0.15
2009-06-21T09:59:05,6/21/09,233,9:59:05,300,240,NA,NA,4.49,0.24
2009-06-21T10:02:04,6/21/09,233,10:02:04,300,255,NA,NA,5.43,0.26
2009-06-21T10:05:07,6/21/09,233,10:05:07,300,270,NA,NA,4.99,0.24
2009-06-21T10:08:03,6/21/09,233,10:08:03,300,285,NA,NA,5.92,0.04
2009-06-21T10:12:52,6/21/09,233,10:12:52,300,300,NA,NA,6.18,0.06
2009-06-21T10:15:11,6/21/09,233,10:15:11,300,315,NA,NA,6.32,0.21
2009-06-21T10:17:38,6/21/09,233,10:17:38,300,330,NA,NA,6.79,0.23
2009-06-21T10:20:57,6/21/09,233,10:20:57,300,345,NA,NA,5.26,0.11
2009-06-21T09:53:58,6/21/09,233,9:53:58,400,225,NA,NA,4.59,0.24
2009-06-21T09:50:47,6/21/09,233,9:50:47,400,240,NA,NA,4.91,0.05
2009-06-21T09:47:21,6/21/09,233,9:47:21,400,255,NA,NA,5.05,0.02
2009-06-21T09:44:33,6/21/09,233,9:44:33,400,270,NA,NA,5.43,0.35
2009-06-21T09:41:12,6/21/09,233,9:41:12,400,285,NA,NA,4.96,0.85
2009-06-21T09:36:17,6/21/09,233,9:36:17,400,300,NA,NA,5.65,0.3
2009-06-21T09:33:23,6/21/09,233,9:33:23,400,315,NA,NA,5.25,0.24
2009-06-21T09:24:15,6/21/09,233,9:24:15,400,330,NA,NA,7.73,0.3
2009-06-21T09:29:52,6/21/09,233,9:29:52,400,345,NA,NA,7.16,0.11
2009-09-10T17:07:42,9/10/09,253,17:07:42,100,225,NA,NA,4.07,0.24
2009-09-10T17:06:08,9/10/09,253,17:06:08,100,240,NA,NA,4.23,0.11
2009-09-10T17:04:34,9/10/09,253,17:04:34,100,255,NA,NA,4.41,0.3
2009-09-10T17:03:20,9/10/09,253,17:03:20,100,270,NA,NA,4.99,0.19
2009-09-10T17:02:01,9/10/09,253,17:02:01,100,285,NA,NA,4.43,0.07
2009-09-10T17:00:53,9/10/09,253,17:00:53,100,300,NA,NA,4.75,0.15
2009-09-10T16:59:42,9/10/09,253,16:59:42,100,315,NA,NA,4.9,0.47
2009-09-10T16:58:40,9/10/09,253,16:58:40,100,330,NA,NA,4.79,0.16
2009-09-10T16:56:11,9/10/09,253,16:56:11,100,345,NA,NA,6.25,0.09
2009-09-10T17:10:29,9/10/09,253,17:10:29,200,225,NA,NA,5.23,0.25
2009-09-10T17:13:54,9/10/09,253,17:13:54,200,240,NA,NA,4.61,0.15
2009-09-10T17:15:39,9/10/09,253,17:15:39,200,255,NA,NA,6.23,0.15
2009-09-10T17:17:01,9/10/09,253,17:17:01,200,270,NA,NA,6.21,0.08
2009-09-10T17:18:43,9/10/09,253,17:18:43,200,285,NA,NA,6.77,0.03
2009-09-10T17:20:36,9/10/09,253,17:20:36,200,300,NA,NA,4.78,0.16
2009-09-10T17:22:19,9/10/09,253,17:22:19,200,315,NA,NA,4.7,0.32
2009-09-10T17:24:49,9/10/09,253,17:24:49,200,330,NA,NA,5.03,0.21
2009-09-10T17:26:46,9/10/09,253,17:26:46,200,345,NA,NA,5.61,0.14
2009-09-10T17:49:23,9/10/09,253,17:49:23,300,225,NA,NA,4.6,0.2
2009-09-10T17:46:59,9/10/09,253,17:46:59,300,240,NA,NA,4.47,0.25
2009-09-10T17:44:30,9/10/09,253,17:44:30,300,255,NA,NA,5.26,0.18
2009-09-10T17:41:49,9/10/09,253,17:41:49,300,270,NA,NA,4.77,0.23
2009-09-10T17:39:20,9/10/09,253,17:39:20,300,285,NA,NA,4.69,0.09
2009-09-10T17:36:58,9/10/09,253,17:36:58,300,300,NA,NA,4.53,0.14
2009-09-10T17:34:55,9/10/09,253,17:34:55,300,315,NA,NA,4.48,0.11
2009-09-10T17:32:45,9/10/09,253,17:32:45,300,330,NA,NA,5.41,0.18
2009-09-10T17:30:24,9/10/09,253,17:30:24,300,345,NA,NA,4.18,0.11
