"","id","name","GEN.SPA","treatment","Force","Light","Chill","good_flaskid","treatcode","Flo.poss.","Dead.alive","photoperiod","temp_day","temp_night","chilldays","p_z","f_z","c_z","phase","DOY","surv","floposs"
"116","PRUPEN 23 HF DB_CS0_14","PRUPEN 23 HF DB","PRU.PEN","CS0","C","S",0,"CS0_14","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"117","COMPER 6 HF DB_CS0_13","COMPER 6 HF DB","COM.PER","CS0","C","S",0,"CS0_13","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"118","ILEMUC 10 HF DB_CS0_13","ILEMUC 10 HF DB","ILE.MUC","CS0","C","S",0,"CS0_13","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"119","ILEMUC 12 HF DB_CS0_12","ILEMUC 12 HF DB","ILE.MUC","CS0","C","S",0,"CS0_12","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"120","PRUVIR 3 HF DB_CS0_12","PRUVIR 3 HF DB","PRU.VIR","CS0","C","S",0,"CS0_12","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"121","VACCOR 3 HF DB_CS0_11","VACCOR 3 HF DB","VAC.COR","CS0","C","S",0,"CS0_11","C_S_0","Y","A",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"122","VIBACE4 HF DB_CS0_11","VIBACE4 HF DB","VIB.ACE","CS0","C","S",0,"CS0_11","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"123","ACEPEN14 HF DB_CS0_10","ACEPEN14 HF DB","ACE.PEN","CS0","C","S",0,"CS0_10","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"124","ACEPEN20 HF DB_CS0_1","ACEPEN20 HF DB","ACE.PEN","CS0","C","S",0,"CS0_1","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"125","CORCOR06 HF_CS0_1","CORCOR06 HF","COR.COR","CS0","C","S",0,"CS0_1","C_S_0","Y","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"126","PRUVIR 2 HF DB_CS0_1","PRUVIR 2 HF DB","PRU.VIR","CS0","C","S",0,"CS0_1","C_S_0","?","?",8,18,12,28,3.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"127","COMPER 1 HF DB_CL0_8","COMPER 1 HF DB","COM.PER","CL0","C","L",0,"CL0_8","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"128","PRUVIR 5 HF DB_CL0_8","PRUVIR 5 HF DB","PRU.VIR","CL0","C","L",0,"CL0_8","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"129","ACEPEN20 HF DB_CL0_7","ACEPEN20 HF DB","ACE.PEN","CL0","C","L",0,"CL0_7","C_L_0","?","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"130","ACERUB25 HF DB_CL0_7","ACERUB25 HF DB","ACE.RUB","CL0","C","L",0,"CL0_7","C_L_0","?","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"131","ACEPEN18 HF DB_CL0_6","ACEPEN18 HF DB","ACE.PEN","CL0","C","L",0,"CL0_6","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",93,0,1
"132","ACERUB25 HF DB_CL0_6","ACERUB25 HF DB","ACE.RUB","CL0","C","L",0,"CL0_6","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"133","ILEMUC 10 HF DB_CL0_6","ILEMUC 10 HF DB","ILE.MUC","CL0","C","L",0,"CL0_6","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"134","ACEPEN16 HF DB_CL0_5","ACEPEN16 HF DB","ACE.PEN","CL0","C","L",0,"CL0_5","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"135","ILEMUC 13 HF DB_CL0_5","ILEMUC 13 HF DB","ILE.MUC","CL0","C","L",0,"CL0_5","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",73,0,1
"136","VIBACE06 HF DB_CL0_5","VIBACE06 HF DB","VIB.ACE","CL0","C","L",0,"CL0_5","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"137","COMPER 2 HF DB_CL0_4","COMPER 2 HF DB","COM.PER","CL0","C","L",0,"CL0_4","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"138","PRUVIR 2 HF DB_CL0_4","PRUVIR 2 HF DB","PRU.VIR","CL0","C","L",0,"CL0_4","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"139","COMPER 4 HF DB_CL0_3","COMPER 4 HF DB","COM.PER","CL0","C","L",0,"CL0_3","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",30,0,1
"140","CORCOR07_HF_CL0_3","CORCOR07_HF","COR.COR","CL0","C","L",0,"CL0_3","C_L_0","?","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"141","ILEMUC 13 HF DB_CL0_3","ILEMUC 13 HF DB","ILE.MUC","CL0","C","L",0,"CL0_3","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",107,0,1
"142","COMPER 4 HF DB_CL0_24","COMPER 4 HF DB","COM.PER","CL0","C","L",0,"CL0_24","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",33,0,1
"143","PRUPEN17 HF DB_CL0_24","PRUPEN17 HF DB","PRU.PEN","CL0","C","L",0,"CL0_24","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"144","PRUVIR 4 HF DB_CL0_24","PRUVIR 4 HF DB","PRU.VIR","CL0","C","L",0,"CL0_24","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"145","PRUPEN 23 HF DB_CL0_23","PRUPEN 23 HF DB","PRU.PEN","CL0","C","L",0,"CL0_23","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"146","VACCOR 11 HF DB_CL0_23","VACCOR 11 HF DB","VAC.COR","CL0","C","L",0,"CL0_23","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",33,0,1
"147","ACEPEN19 HF DB_CL0_22","ACEPEN19 HF DB","ACE.PEN","CL0","C","L",0,"CL0_22","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",87,0,1
"148","VIBACE06 HF DB_CL0_22","VIBACE06 HF DB","VIB.ACE","CL0","C","L",0,"CL0_22","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"149","VACCOR 3 HF DB_CL0_21","VACCOR 3 HF DB","VAC.COR","CL0","C","L",0,"CL0_21","C_L_0","Y","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",93,0,1
"150","CORCOR10_HF_CL0_20","CORCOR10_HF","COR.COR","CL0","C","L",0,"CL0_20","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",52,0,1
"151","PRUVIR 2 HF DB_CL0_20","PRUVIR 2 HF DB","PRU.VIR","CL0","C","L",0,"CL0_20","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"152","ILEVER04 HF DB_CL0_2","ILEVER04 HF DB","ILE.VER","CL0","C","L",0,"CL0_2","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"153","ACERUB23 HF DB_CL0_19","ACERUB23 HF DB","ACE.RUB","CL0","C","L",0,"CL0_19","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"154","PRUVIR 6 HF DB_CL0_19","PRUVIR 6 HF DB","PRU.VIR","CL0","C","L",0,"CL0_19","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"155","VACCOR 11 HF DB_CL0_19","VACCOR 11 HF DB","VAC.COR","CL0","C","L",0,"CL0_19","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",45,0,1
"156","COMPER 6 HF DB_CL0_18","COMPER 6 HF DB","COM.PER","CL0","C","L",0,"CL0_18","C_L_0","Y","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"157","ILEMUC 12 HF DB_CL0_18","ILEMUC 12 HF DB","ILE.MUC","CL0","C","L",0,"CL0_18","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"158","VIBACE10 HF DB_CL0_18","VIBACE10 HF DB","VIB.ACE","CL0","C","L",0,"CL0_18","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"159","ACERUB23 HF DB_CL0_17","ACERUB23 HF DB","ACE.RUB","CL0","C","L",0,"CL0_17","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",61,0,1
"160","CORCOR 16 HF DB_CL0_17","CORCOR 16 HF DB","COR.COR","CL0","C","L",0,"CL0_17","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",82,0,1
"161","CORCOR09_HF_CL0_16","CORCOR09_HF","COR.COR","CL0","C","L",0,"CL0_16","C_L_0","?","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"162","VACCOR 1 HF DB_CL0_16","VACCOR 1 HF DB","VAC.COR","CL0","C","L",0,"CL0_16","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",40,0,1
"163","VIBACE01 HF DB_CL0_16","VIBACE01 HF DB","VIB.ACE","CL0","C","L",0,"CL0_16","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"164","CORCOR07_HF_CL0_15","CORCOR07_HF","COR.COR","CL0","C","L",0,"CL0_15","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",68,0,1
"165","ACERUB26 HF DB_CL0_14","ACERUB26 HF DB","ACE.RUB","CL0","C","L",0,"CL0_14","C_L_0","?","?",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",120,1,1
"166","VACCOR 10 HF DB_CL0_13","VACCOR 10 HF DB","VAC.COR","CL0","C","L",0,"CL0_13","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",40,0,1
"167","ILEMUC 12 HF DB_CL0_10","ILEMUC 12 HF DB","ILE.MUC","CL0","C","L",0,"CL0_10","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",96,0,1
"168","COMPER 2 HF DB_CL0_1","COMPER 2 HF DB","COM.PER","CL0","C","L",0,"CL0_1","C_L_0","Y","A",12,18,12,28,7.00434216321592,11.0060790285023,25.0026052979295,"flo_day.60.",30,0,1
"169","ACERUB25 HF DB_WS1_9","ACERUB25 HF DB","ACE.RUB","WS1","W","S",1,"WS1_9","W_S_1","?","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"170","CORCOR10_HF_WS1_9","CORCOR10_HF","COR.COR","WS1","W","S",1,"WS1_9","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",42,0,1
"171","VACCOR 9 HF DB_WS1_9","VACCOR 9 HF DB","VAC.COR","WS1","W","S",1,"WS1_9","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",24,0,1
"172","COMPER 3 HF DB_WS1_8","COMPER 3 HF DB","COM.PER","WS1","W","S",1,"WS1_8","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",24,0,1
"173","VACCOR 3 HF DB_WS1_8","VACCOR 3 HF DB","VAC.COR","WS1","W","S",1,"WS1_8","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",22,0,1
"174","VACCOR ? HF DB_WS1_7","VACCOR ? HF DB","VAC.COR","WS1","W","S",1,"WS1_7","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",26,0,1
"175","CORCOR 17 HF DB_WS1_4","CORCOR 17 HF DB","COR.COR","WS1","W","S",1,"WS1_4","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"176","PRUVIR 5 HF DB_WS1_4","PRUVIR 5 HF DB","PRU.VIR","WS1","W","S",1,"WS1_4","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",54,0,1
"177","ACEPEN18 HF DB_WS1_3","ACEPEN18 HF DB","ACE.PEN","WS1","W","S",1,"WS1_3","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
"178","PRUPEN 24 HF DB_WS1_24","PRUPEN 24 HF DB","PRU.PEN","WS1","W","S",1,"WS1_24","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",26,0,1
"179","VACCOR 1 HF DB_WS1_23","VACCOR 1 HF DB","VAC.COR","WS1","W","S",1,"WS1_23","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",19,0,1
"180","ACERUB28 HF DB_WS1_21","ACERUB28 HF DB","ACE.RUB","WS1","W","S",1,"WS1_21","W_S_1","?","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"181","COMPER 8 HF DB_WS1_21","COMPER 8 HF DB","COM.PER","WS1","W","S",1,"WS1_21","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",14,0,1
"182","CORCOR14 HF DB_WS1_20","CORCOR14 HF DB","COR.COR","WS1","W","S",1,"WS1_20","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",24,0,1
"183","PRUPEN 24 HF DB_WS1_20","PRUPEN 24 HF DB","PRU.PEN","WS1","W","S",1,"WS1_20","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",26,0,1
"184","CORCOR08_HF_WS1_2","CORCOR08_HF","COR.COR","WS1","W","S",1,"WS1_2","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
"185","ACEPEN19 HF DB_WS1_19","ACEPEN19 HF DB","ACE.PEN","WS1","W","S",1,"WS1_19","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",42,0,1
"186","ACEPEN16 HF DB_WS1_17","ACEPEN16 HF DB","ACE.PEN","WS1","W","S",1,"WS1_17","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",40,0,1
"187","ACERUB26 HF DB_WS1_17","ACERUB26 HF DB","ACE.RUB","WS1","W","S",1,"WS1_17","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",56,0,1
"188","ILEMUC 10 HF DB_WS1_16","ILEMUC 10 HF DB","ILE.MUC","WS1","W","S",1,"WS1_16","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",89,0,1
"189","PRUPEN17 HF DB_WS1_15","PRUPEN17 HF DB","PRU.PEN","WS1","W","S",1,"WS1_15","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",24,0,1
"190","ACERUB28 HF DB_WS1_14","ACERUB28 HF DB","ACE.RUB","WS1","W","S",1,"WS1_14","W_S_1","?","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"191","ILEMUC 12 HF DB_WS1_14","ILEMUC 12 HF DB","ILE.MUC","WS1","W","S",1,"WS1_14","W_S_1","?","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"192","COMPER 3 HF DB_WS1_13","COMPER 3 HF DB","COM.PER","WS1","W","S",1,"WS1_13","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",12,0,1
"193","PRUVIR 4 HF DB_WS1_13","PRUVIR 4 HF DB","PRU.VIR","WS1","W","S",1,"WS1_13","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",45,0,1
"194","VACCOR 1 HF DB_WS1_13","VACCOR 1 HF DB","VAC.COR","WS1","W","S",1,"WS1_13","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",17,0,1
"195","COMPER 3 HF DB_WS1_12","COMPER 3 HF DB","COM.PER","WS1","W","S",1,"WS1_12","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"196","ILEMUC 12 HF DB_WS1_12","ILEMUC 12 HF DB","ILE.MUC","WS1","W","S",1,"WS1_12","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",79,0,1
"197","COMPER 2 HF DB_WS1_11","COMPER 2 HF DB","COM.PER","WS1","W","S",1,"WS1_11","W_S_1","Y","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",9,0,1
"198","ACERUB25 HF DB_WS1_1","ACERUB25 HF DB","ACE.RUB","WS1","W","S",1,"WS1_1","W_S_1","?","A",8,24,18,56,3.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"199","COMPER ? HF DB_WL1_9","COMPER ? HF DB","COM.PER","WL1","W","L",1,"WL1_9","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",14,0,1
"200","ILEMUC 13 HF DB_WL1_9","ILEMUC 13 HF DB","ILE.MUC","WL1","W","L",1,"WL1_9","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"201","ACERUB25 HF DB_WL1_8","ACERUB25 HF DB","ACE.RUB","WL1","W","L",1,"WL1_8","W_L_1","?","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"202","COMPER 4 HF DB_WL1_8","COMPER 4 HF DB","COM.PER","WL1","W","L",1,"WL1_8","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",12,0,1
"203","PRUPEN17 HF DB_WL1_6","PRUPEN17 HF DB","PRU.PEN","WL1","W","L",1,"WL1_6","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",22,0,1
"204","PRUPEN 24 HF DB_WL1_3","PRUPEN 24 HF DB","PRU.PEN","WL1","W","L",1,"WL1_3","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",22,0,1
"205","ACEPEN14 HF DB_WL1_24","ACEPEN14 HF DB","ACE.PEN","WL1","W","L",1,"WL1_24","W_L_1","?","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"206","ILEVER06 HF DB_WL1_24","ILEVER06 HF DB","ILE.VER","WL1","W","L",1,"WL1_24","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",62,0,1
"207","VACCOR 7 HF DB_WL1_23","VACCOR 7 HF DB","VAC.COR","WL1","W","L",1,"WL1_23","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",17,0,1
"208","ILEMUC 13 HF DB_WL1_21","ILEMUC 13 HF DB","ILE.MUC","WL1","W","L",1,"WL1_21","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"209","VACCOR 2 HF DB_WL1_21","VACCOR 2 HF DB","VAC.COR","WL1","W","L",1,"WL1_21","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",19,0,1
"210","ACERUB23 HF DB_WL1_20","ACERUB23 HF DB","ACE.RUB","WL1","W","L",1,"WL1_20","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",28,0,1
"211","COMPER 6 HF DB_WL1_20","COMPER 6 HF DB","COM.PER","WL1","W","L",1,"WL1_20","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",17,0,1
"212","COMPER 5 HF DB_WL1_2","COMPER 5 HF DB","COM.PER","WL1","W","L",1,"WL1_2","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",17,0,1
"213","CORCOR16 HF_WL1_18","CORCOR16 HF","COR.COR","WL1","W","L",1,"WL1_18","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",28,0,1
"214","ACERUB28 HF DB_WL1_16","ACERUB28 HF DB","ACE.RUB","WL1","W","L",1,"WL1_16","W_L_1","?","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"215","ACERUB23 HF DB_WL1_15","ACERUB23 HF DB","ACE.RUB","WL1","W","L",1,"WL1_15","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",33,0,1
"216","COMPER 5 HF DB_WL1_14","COMPER 5 HF DB","COM.PER","WL1","W","L",1,"WL1_14","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",12,0,1
"217","COMPER 3 HF DB_WL1_13","COMPER 3 HF DB","COM.PER","WL1","W","L",1,"WL1_13","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
"218","PRUVIR 3 HF DB_WL1_12","PRUVIR 3 HF DB","PRU.VIR","WL1","W","L",1,"WL1_12","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",40,0,1
"219","PRUVIR 6 HF DB_WL1_11","PRUVIR 6 HF DB","PRU.VIR","WL1","W","L",1,"WL1_11","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"220","VACCOR 7 HF DB_WL1_11","VACCOR 7 HF DB","VAC.COR","WL1","W","L",1,"WL1_11","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",19,0,1
"221","VACCOR 6 HF DB_WL1_10","VACCOR 6 HF DB","VAC.COR","WL1","W","L",1,"WL1_10","W_L_1","Y","A",12,24,18,56,7.00434216321592,17.0060790285023,53.0026052979295,"flo_day.60.",24,0,1
"222","COMPER 8 HF DB_CS1_9","COMPER 8 HF DB","COM.PER","CS1","C","S",1,"CS1_9","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",35,0,1
"223","ACEPEN18 HF DB_CS1_6","ACEPEN18 HF DB","ACE.PEN","CS1","C","S",1,"CS1_6","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",51,0,1
"224","ACERUB28 HF DB_CS1_5","ACERUB28 HF DB","ACE.RUB","CS1","C","S",1,"CS1_5","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"225","COMPER 8 HF DB_CS1_4","COMPER 8 HF DB","COM.PER","CS1","C","S",1,"CS1_4","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",28,0,1
"226","VIBACE10 HF DB_CS1_4","VIBACE10 HF DB","VIB.ACE","CS1","C","S",1,"CS1_4","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",82,0,1
"227","ILEVER03 HF DB_CS1_3","ILEVER03 HF DB","ILE.VER","CS1","C","S",1,"CS1_3","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",107,0,1
"228","ACERUB23 HF DB_CS1_24","ACERUB23 HF DB","ACE.RUB","CS1","C","S",1,"CS1_24","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"229","VACCOR 3 HF DB_CS1_24","VACCOR 3 HF DB","VAC.COR","CS1","C","S",1,"CS1_24","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
"230","VIBACE02 HF DB_CS1_24","VIBACE02 HF DB","VIB.ACE","CS1","C","S",1,"CS1_24","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",97,0,1
"231","CORCOR 15 HF DB_CS1_23","CORCOR 15 HF DB","COR.COR","CS1","C","S",1,"CS1_23","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",40,0,1
"232","ILEMUC 12 HF DB_CS1_23","ILEMUC 12 HF DB","ILE.MUC","CS1","C","S",1,"CS1_23","C_S_1","?","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",120,1,1
"233","COMPER 6 HF DB_CS1_22","COMPER 6 HF DB","COM.PER","CS1","C","S",1,"CS1_22","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",28,0,1
"234","CORCOR 15 HF DB_CS1_22","CORCOR 15 HF DB","COR.COR","CS1","C","S",1,"CS1_22","C_S_1","Y","A",8,18,12,56,3.00434216321592,11.0060790285023,53.0026052979295,"flo_day.60.",37,0,1
