specificEpithet,id,institutionCode,year,month,day,eventDate,stateProvince,county,references,lon,lat,geoclass,flowers,leaves,bbch.f,bbch.v,doy,bbch.v.scale,species,YEAR.hin
munsoniana,3848968,APSC,1973,3,21,3/21/73,Tennessee,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848968,-87.3853334,36.4974526,county_centroid,Y,Y,65,9,80,2,munsoniana,0
munsoniana,12911708,UARK,1975,4,5,4/5/75,Arkansas,madison,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911708,-93.73086152,36.00389701,county_centroid,Y,Y,65,10,95,3,munsoniana,0
munsoniana,22620154,KANU,1967,4,3,4/3/67,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620154,-95.18843,37.56809,geo_referenced,Y,Y,65,11,93,3,munsoniana,0
munsoniana,12911718,UARK,1983,4,11,4/11/83,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718,-94.22168881,35.97609413,county_centroid,Y,Y,65,15,101,4,munsoniana,3
munsoniana,22709645,KANU,1999,5,1,5/1/99,Kansas,Allen,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22709645,-95.140038,38.024257,geo_referenced,Y,Y,67,17,121,5,munsoniana,19
munsoniana,22620246,KANU,1965,4,17,4/17/65,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246,-94.65105,37.1661,geo_referenced,Y,Y,65,17,107,5,munsoniana,0
munsoniana,21350347,APSC,1989,4,1,4/1/89,Kentucky,monroe,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350347,-85.72022687,36.71435791,county_centroid,Y,N,65,0,91,1,munsoniana,9
munsoniana,22620235,KANU,1964,4,14,4/14/64,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620235,-95.25678,37.56806,geo_referenced,Y,Y,65,11,105,3,munsoniana,0
munsoniana,19451480,UCHT,1984,4,15,4/15/84,Missouri,taney,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451480,-93.04882907,36.65886916,county_centroid,Y,N,65,0,106,1,munsoniana,4
munsoniana,16666978,FSU,1981,3,14,3/14/81,Mississippi,pearl river,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666978,-89.57988952,30.77800527,county_centroid,Y,Y,67,15,73,4,munsoniana,1
munsoniana,25203979,APSC,1983,4,8,4/8/83,Kentucky,marshall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203979,-88.32570868,36.88036773,county_centroid,Y,Y,67,9,98,2,munsoniana,3
munsoniana,13271314,TENN,2002,4,7,4/7/02,Tennessee,rhea,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271314,-84.92720955,35.60748189,county_centroid,Y,Y,65,10,97,3,munsoniana,22
munsoniana,21199440,EIU,1973,4,4,4/4/73,Illinois,lawrence,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199440,-87.73387519,38.71959657,county_centroid,Y,Y,65,15,94,4,munsoniana,0
munsoniana,21268907,UAM,1994,3,31,3/31/94,Kansas,labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268907,-95.31115367,37.19977557,county_centroid,Y,N,65,0,90,1,munsoniana,14
munsoniana,22988365,ASU,1989,4,15,4/15/89,Missouri,barry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988365,-93.84152373,36.71533273,county_centroid,Y,Y,65,9,105,2,munsoniana,9
munsoniana,22675256,KANU,1969,4,14,4/14/69,Oklahoma,Osage,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675256,-96.19676,36.41401,geo_referenced,Y,Y,65,15,104,4,munsoniana,0
munsoniana,20453555,VCU,1969,4,20,4/20/69,Virginia,chesterfield,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453555,-77.57630417,37.38879869,county_centroid,Y,Y,65,11,110,3,munsoniana,0
munsoniana,5895099,MISS,1997,3,12,3/12/97,Mississippi,Calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895099,-89.300104,33.940452,geo_referenced,Y,N,65,0,71,1,munsoniana,17
munsoniana,16574061,VDB,2000,3,26,3/26/00,Kansas,douglas,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574061,-95.31219549,38.8892202,county_centroid,Y,Y,62,9,86,2,munsoniana,20
munsoniana,19752198,APSC,1983,4,19,4/19/83,Kentucky,franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752198,-84.8770812,38.22962421,county_centroid,Y,N,65,0,109,1,munsoniana,3
munsoniana,13271313,TENN,2015,4,12,4/12/15,Tennessee,marshall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271313,-86.76219348,35.47690411,county_centroid,Y,N,65,0,102,1,munsoniana,35
munsoniana,13271296,TENN,2001,4,10,4/10/01,Tennessee,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271296,-84.18804503,36.12118775,county_centroid,Y,Y,65,9,100,2,munsoniana,21
munsoniana,21350453,APSC,1972,4,17,4/17/72,Kentucky,warren,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350453,-86.42019692,36.99772179,county_centroid,Y,Y,67,17,108,5,munsoniana,0
munsoniana,22620155,KANU,1965,4,18,4/18/65,Kansas,Miami,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620155,-94.783961,38.40703,geo_referenced,Y,Y,65,15,108,4,munsoniana,0
munsoniana,12911709,UARK,1988,3,23,3/23/88,Arkansas,pulaski,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911709,-92.3127229,34.77183315,county_centroid,Y,N,65,0,83,1,munsoniana,8
munsoniana,10426170,MTSU,1987,4,2,4/2/87,Tennessee,rutherford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426170,-86.40416137,35.84989937,county_centroid,Y,N,65,0,92,1,munsoniana,7
munsoniana,12911714,UARK,1967,3,28,3/28/67,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911714,-94.22168881,35.97609413,county_centroid,Y,Y,65,11,87,3,munsoniana,0
munsoniana,5465896,EKY,1999,4,10,4/10/99,Kentucky,clinton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465896,-85.13786471,36.72983687,county_centroid,Y,N,65,0,100,1,munsoniana,19
munsoniana,25203980,APSC,1983,4,10,4/10/83,Kentucky,bullitt,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203980,-85.69815512,37.96743528,county_centroid,Y,Y,67,11,100,3,munsoniana,3
munsoniana,21268904,UAM,1984,3,25,3/25/84,Arkansas,drew,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268904,-91.72331533,33.58639516,county_centroid,Y,N,65,0,85,1,munsoniana,4
munsoniana,21268902,UAM,2004,4,1,4/1/04,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268902,-94.22168881,35.97609413,county_centroid,Y,Y,65,15,92,4,munsoniana,24
munsoniana,13271312,TENN,1959,4,5,4/5/59,Tennessee,marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271312,-85.61795333,35.12598209,county_centroid,Y,N,65,0,95,1,munsoniana,0
munsoniana,13271315,TENN,1951,4,2,4/3/51,Tennessee,roane,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271315,-84.51270263,35.85237704,county_centroid,Y,Y,63,7,92,2,munsoniana,0
munsoniana,22620226,KANU,1969,4,21,4/21/69,Kansas,Wilson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620226,-95.84753,37.53339,geo_referenced,Y,Y,67,17,111,5,munsoniana,0
munsoniana,6816192,GMUF,1979,4,19,4/19/79,Virginia,prince william,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816192,-77.48393684,38.70821642,county_centroid,Y,Y,65,11,109,3,munsoniana,0
texana,13497916,TEX,1995,3,14,3/14/95,Texas,GOLIAD,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497916,-97.313333,28.866667,geo_referenced,Y,Y,67,17,73,5,texana,15
texana,19452747,UCHT,2002,3,16,3/16/02,Texas,goliad,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747,-97.42760509,28.65732462,county_centroid,Y,Y,65,11,75,3,texana,22
texana,13283622,TENN,2002,3,16,3/16/02,Texas,goliad,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283622,-97.42760509,28.65732462,county_centroid,Y,Y,65,11,75,3,texana,22
texana,13497912,TEX,1929,4,15,1929-00-00,Texas,kleberg,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497912,-97.76652034,27.44342002,county_centroid,Y,Y,67,15,105,4,texana,0
texana,5734266,LSU,1984,2,25,2/25/84,Texas,bexar,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734266,-98.52547249,29.45110519,county_centroid,Y,Y,65,10,56,3,texana,4
texana,19452746,UCHT,2002,3,16,3/16/02,Texas,goliad,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452746,-97.42760509,28.65732462,county_centroid,Y,Y,65,11,75,3,texana,22
texana,13426398,LL,1966,3,18,3/18/66,Texas,starr,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13426398,-98.74476286,26.569175,county_centroid,Y,Y,67,17,77,5,texana,0
texana,19452744,UCHT,2002,3,16,3/16/02,Texas,goliad,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452744,-97.42760509,28.65732462,county_centroid,Y,Y,65,15,75,4,texana,22
texana,13497914,TEX,1931,2,21,2/21/31,Texas,llano,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497914,-98.68997391,30.70058622,county_centroid,Y,Y,65,10,52,3,texana,0
texana,13497913,TEX,1928,5,14,5/14/28,Texas,kenedy,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497913,-97.74774243,26.93197368,county_centroid,Y,Y,67,15,135,4,texana,0
texana,13497915,TEX,1995,3,13,3/13/95,Texas,BEXAR,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497915,-98.422222,29.191667,geo_referenced,Y,Y,67,15,72,4,texana,15
maritima,17184397,NY,1909,5,16,5/16/09,New Jersey,Middlesex Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17184397,-74.332092,40.434273,geo_referenced,Y,Y,67,17,136,5,maritima,0
maritima,17193164,NY,1892,5,8,1892-05-08,New York,Richmond Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17193164,-74.1782,40.612604,geo_referenced,Y,Y,65,9,129,2,maritima,0
maritima,13273986,TENN,2001,5,14,5/14/01,Massachusetts,essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273986,-70.97771424,42.66979675,county_centroid,Y,Y,65,17,134,5,maritima,21
maritima,21371568,DOV,1999,4,26,4/26/99,Delaware,sussex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371568,-75.40668896,38.66573496,county_centroid,Y,Y,65,9,116,2,maritima,19
maritima,24059553,VT,1906,5,20,5/20/06,Massachusetts,Nantucket,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24059553,-70.11468,41.31079,geo_referenced,Y,Y,65,9,140,2,maritima,0
maritima,24121162,VT,1897,5,23,1897-05-23,Massachusetts,Suffolk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121162,-70.99732,42.42183,geo_referenced,Y,Y,65,15,143,4,maritima,0
maritima,20412790,PH,1886,5,9,1886-05-09,New Jersey,Mercer,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412790,-74.72381,40.2167,geo_referenced,Y,Y,67,15,129,4,maritima,0
maritima,20412752,PH,1930,5,2,5/2/30,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412752,-74.85724,39.853549,geo_referenced,Y,N,65,0,122,1,maritima,0
maritima,20412795,PH,1916,5,14,5/14/16,New Jersey,Middlesex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412795,-74.365427,40.414829,geo_referenced,Y,Y,65,9,135,2,maritima,0
maritima,17198149,NY,1968,5,17,5/17/68,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17198149,-73.119842,40.65445,geo_referenced,Y,Y,65,15,138,4,maritima,0
maritima,17182649,NY,1980,4,15,,Massachusetts,Essex Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182649,-70.841161,42.67926,geo_referenced,Y,Y,65,11,106,3,maritima,0
maritima,24508016,CHRB,1985,4,20,4/20/85,New Jersey,atlantic,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508016,-74.67417523,39.4805908,county_centroid,Y,N,65,0,110,1,maritima,5
maritima,20412771,PH,1940,5,9,5/9/40,New Jersey,Camden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412771,-75.01878,39.891501,geo_referenced,Y,Y,65,10,130,3,maritima,0
maritima,17192911,NY,1873,5,15,1873-05-00,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17192911,-72.618295,40.970488,geo_referenced,Y,Y,65,9,135,2,maritima,0
maritima,24051683,VT,1906,5,20,5/20/06,Massachusetts,Nantucket,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051683,-70.11468,41.31079,geo_referenced,Y,N,65,0,140,1,maritima,0
maritima,17200603,NY,1927,5,21,5/21/27,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17200603,-73.346005,40.902488,geo_referenced,Y,Y,67,17,141,5,maritima,0
maritima,12548005,CHRB,1985,4,20,4/20/85,New Jersey,atlantic,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548005,-74.67417523,39.4805908,county_centroid,Y,Y,61,0,110,1,maritima,5
maritima,20412766,PH,1877,6,15,1877-06-00,New Jersey,Camden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412766,-74.887386,39.769838,geo_referenced,Y,Y,65,17,166,5,maritima,0
maritima,24122092,VT,1921,5,13,5/13/21,Massachusetts,Essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122092,-71.1911,42.73394,geo_referenced,Y,Y,65,0,133,1,maritima,0
maritima,24766351,NY,1886,5,15,1886-05-00,New York,Queens Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24766351,-73.82849,40.7617,geo_referenced,Y,Y,65,11,135,3,maritima,0
maritima,20412789,PH,1950,4,16,4/16/50,New Jersey,Mercer,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412789,-74.580873,40.138259,geo_referenced,Y,Y,67,17,106,5,maritima,0
maritima,20412777,PH,1872,4,15,1872-04-00,New Jersey,Cape May,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412777,-74.897079,38.938318,geo_referenced,Y,Y,65,0,106,1,maritima,0
maritima,20412769,PH,1900,5,2,5/2/00,New Jersey,Camden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412769,-74.982944,39.811503,geo_referenced,Y,Y,67,15,122,4,maritima,0
maritima,12652473,UT,1985,5,4,5/4/85,New Jersey,atlantic,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652473,-74.67417523,39.4805908,county_centroid,Y,N,62,0,124,1,maritima,5
maritima,12547822,CHRB,1930,5,11,5/11/30,New Jersey,ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547822,-74.28385628,39.91416146,county_centroid,Y,Y,65,9,131,2,maritima,0
maritima,20412779,PH,1953,4,28,4/28/53,New Jersey,cape may,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412779,-74.80786238,39.15103809,county_centroid,Y,Y,67,19,118,6,maritima,0
maritima,20412759,PH,1946,4,27,4/27/46,New Jersey,burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412759,-74.6657928,39.8845274,county_centroid,Y,N,67,0,117,1,maritima,0
maritima,20412760,PH,1930,5,2,5/2/30,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412760,-74.85724,39.853549,geo_referenced,Y,N,65,0,122,1,maritima,0
maritima,21371564,DOV,1935,5,8,5/8/35,Delaware,sussex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371564,-75.40668896,38.66573496,county_centroid,Y,Y,65,0,128,1,maritima,0
maritima,20412421,PH,1931,5,17,5/17/31,New Jersey,Ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412421,-74.331088,40.003496,geo_referenced,Y,N,65,0,137,1,maritima,0
maritima,21371575,DOV,1935,4,27,4/27/35,Delaware,sussex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371575,-75.40668896,38.66573496,county_centroid,Y,N,64,0,117,1,maritima,0
maritima,19989475,NY,1903,5,16,5/16/03,New York,Richmond Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19989475,-74.239502,40.508526,geo_referenced,Y,Y,65,9,136,2,maritima,0
maritima,17194889,NY,1926,5,17,5/17/26,New York,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17194889,-72.952297,40.854732,geo_referenced,Y,Y,65,15,137,4,maritima,0
maritima,24087852,VT,1887,6,19,1887-06-19,Maine,York,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24087852,-70.62949,43.32509,geo_referenced,Y,Y,60,9,170,2,maritima,0
maritima,20412753,PH,1905,4,30,4/30/05,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412753,-74.576292,39.969408,geo_referenced,Y,Y,65,9,120,2,maritima,0
maritima,19212150,UCHT,2001,5,1,5/1/01,Massachusetts,essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212150,-70.97771424,42.66979675,county_centroid,Y,Y,67,17,121,5,maritima,21
maritima,20412837,PH,1922,4,30,4/30/22,New Jersey,Atlantic,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412837,-74.778776,39.515116,geo_referenced,Y,Y,65,9,120,2,maritima,0
maritima,20412796,PH,1953,5,4,5/4/53,New Jersey,Monmouth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412796,-74.104863,40.233421,geo_referenced,Y,Y,65,11,124,3,maritima,0
maritima,17566672,SIM,1907,5,12,5/12/07,New York,Richmond,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566672,-74.21773,40.541151,geo_referenced,Y,N,60,0,132,1,maritima,0
maritima,20412799,PH,1938,5,8,5/8/38,New Jersey,Monmouth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412799,-74.091193,40.287345,geo_referenced,Y,Y,65,9,128,2,maritima,0
maritima,11659099,MUHW,1925,5,24,5/24/25,Massachusetts,essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659099,-70.97771424,42.66979675,county_centroid,Y,N,67,0,144,1,maritima,0
maritima,20412748,PH,1875,5,14,1875-05-14,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412748,-74.682936,39.972058,geo_referenced,Y,Y,65,9,134,2,maritima,0
maritima,15369801,NCU,1978,4,30,4/30/78,Delaware,sussex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369801,-75.40668896,38.66573496,county_centroid,Y,N,65,0,120,1,maritima,0
maritima,20013583,NY,1882,5,29,1882-05-29,New York,Orange Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20013583,-73.955972,41.391483,geo_referenced,Y,Y,65,11,149,3,maritima,0
maritima,20412787,PH,1897,5,15,1897-05-00,New Jersey,Cape May,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412787,-74.814889,38.99178,geo_referenced,Y,Y,65,11,135,3,maritima,0
maritima,12548021,CHRB,1939,4,30,4/30/39,New Jersey,gloucester,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548021,-75.13739449,39.71494423,county_centroid,Y,N,65,0,120,1,maritima,0
maritima,12547818,CHRB,1910,4,30,4/30/10,New Jersey,cape may,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547818,-74.80786238,39.15103809,county_centroid,Y,Y,60,10,120,3,maritima,0
maritima,24512934,CHRB,1958,5,17,5/17/58,New Jersey,ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24512934,-74.28385628,39.91416146,county_centroid,Y,Y,65,17,137,5,maritima,0
maritima,12548020,CHRB,1973,5,3,5/3/73,New Jersey,ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548020,-74.28385628,39.91416146,county_centroid,Y,Y,65,10,123,3,maritima,0
maritima,20412756,PH,1900,5,6,5/6/00,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412756,-74.823496,39.900947,geo_referenced,Y,N,65,0,126,1,maritima,0
maritima,21371570,DOV,1967,4,24,4/24/67,Delaware,sussex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371570,-75.40668896,38.66573496,county_centroid,Y,Y,64,7,114,2,maritima,0
maritima,24070933,VT,1881,6,15,1881-06-00,Massachusetts,Barnstable,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24070933,-70.59874,41.58565,geo_referenced,Y,Y,67,15,166,4,maritima,0
maritima,20412803,PH,1938,5,8,5/8/38,New Jersey,Monmouth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412803,-74.091193,40.287345,geo_referenced,Y,Y,65,15,128,4,maritima,0
maritima,13273988,TENN,2001,5,16,5/16/01,New York,suffolk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273988,-72.84617815,40.86685832,county_centroid,Y,N,65,0,136,1,maritima,21
maritima,17566666,SIM,1879,5,10,1879-05-10,New York,Richmond,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566666,-74.249312,40.511217,geo_referenced,Y,Y,63,10,130,3,maritima,0
maritima,20412781,PH,1899,5,10,1899-05-10,New Jersey,Cape May,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412781,-74.82093,38.979083,geo_referenced,Y,Y,67,17,130,5,maritima,0
maritima,20412755,PH,1907,5,30,5/30/07,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412755,-74.710011,39.976453,geo_referenced,Y,Y,67,17,150,5,maritima,0
maritima,16666854,FSU,1957,5,10,5/10/57,New Jersey,ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666854,-74.28385628,39.91416146,county_centroid,Y,N,65,0,130,1,maritima,0
maritima,17566674,SIM,1925,5,3,5/3/25,New York,Richmond,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566674,-74.249312,40.511217,geo_referenced,Y,Y,67,17,123,5,maritima,0
maritima,20412754,PH,1926,5,8,5/8/26,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412754,-74.844199,39.981884,geo_referenced,Y,Y,65,11,128,3,maritima,0
maritima,17193302,NY,1898,5,30,1898-05-30,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17193302,-72.410387,40.864927,geo_referenced,Y,Y,65,9,150,2,maritima,0
maritima,11586392,IND,1936,5,15,5/15/36,Massachusetts,Essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586392,-70.873065,42.760027,geo_referenced,Y,Y,67,11,136,3,maritima,0
maritima,24096177,VT,1976,4,29,4/29/76,Massachusetts,Barnstable,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24096177,-70.06702,41.74543,geo_referenced,Y,N,65,0,120,1,maritima,0
maritima,17192162,NY,1920,5,27,5/27/20,New York,Nassau Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17192162,-73.646312,40.725207,geo_referenced,Y,Y,69,15,148,4,maritima,0
maritima,17566673,SIM,1907,5,12,5/12/07,New York,Richmond,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566673,-74.213478,40.55566,geo_referenced,Y,Y,65,10,132,3,maritima,0
maritima,20412420,PH,1905,4,30,4/30/05,New Jersey,Ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412420,-74.530709,40.067614,geo_referenced,Y,Y,65,9,120,2,maritima,0
maritima,14682261,NY,2015,5,18,5/18/15,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14682261,-71.90233,41.07206,geo_referenced,Y,Y,65,10,138,3,maritima,35
maritima,12547819,CHRB,1985,5,15,1985-05-00,New Jersey,atlantic,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547819,-74.67417523,39.4805908,county_centroid,Y,Y,60,15,135,4,maritima,5
maritima,24508024,CHRB,1923,4,28,4/28/23,New Jersey,burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508024,-74.6657928,39.8845274,county_centroid,Y,Y,65,9,118,2,maritima,0
maritima,24103016,VT,1876,6,15,1876-09-00,Massachusetts,Dukes,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24103016,-70.65456,41.40013,geo_referenced,Y,Y,65,11,167,3,maritima,0
maritima,24699122,NY,1885,5,22,1885-05-22,New Jersey,Ocean Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24699122,-74.163931,40.00215,geo_referenced,Y,N,64,0,142,1,maritima,0
maritima,17198148,NY,1966,5,12,5/12/66,New York,Suffolk Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17198148,-73.119842,40.65445,geo_referenced,Y,Y,65,0,132,1,maritima,0
maritima,20003453,NY,1884,4,15,1884-00-00,New York,Richmond Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20003453,-74.239502,40.508526,geo_referenced,Y,Y,67,15,106,4,maritima,0
maritima,17566671,SIM,1903,4,26,4/26/03,New Jersey,Ocean,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566671,-74.311257,40.014561,geo_referenced,Y,N,62,0,116,1,maritima,0
maritima,24086287,VT,1910,5,27,5/27/10,Massachusetts,Essex,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24086287,-70.80036,42.75266,geo_referenced,Y,Y,67,17,147,5,maritima,0
rivularis,25114018,SAT,1990,3,24,3/24/90,Texas,mitchell,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114018,-100.9201946,32.29813475,county_centroid,Y,Y,65,11,83,3,rivularis,10
rivularis,25174277,SAT,2008,3,17,3/17/08,Texas,kerr,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25174277,-99.3564152,30.03887905,county_centroid,Y,Y,65,9,77,2,rivularis,28
rivularis,19993923,NY,1991,5,8,5/8/91,Colorado,Baca Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993923,-103.0778,37.1412,geo_referenced,Y,Y,65,19,128,6,rivularis,11
rivularis,13283347,TENN,2002,3,19,3/19/02,Texas,williamson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283347,-97.60538469,30.64929589,county_centroid,Y,Y,65,9,78,2,rivularis,22
rivularis,25141962,SAT,1998,4,4,4/4/98,Texas,concho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25141962,-99.87990241,31.32956439,county_centroid,Y,Y,65,15,94,4,rivularis,18
rivularis,25145280,SAT,1998,4,4,4/4/98,Texas,concho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145280,-99.87990241,31.32956439,county_centroid,Y,Y,65,17,94,5,rivularis,18
rivularis,16514059,COLO,1997,3,28,3/28/97,Texas,gillespie,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514059,-98.93732734,30.30096526,county_centroid,Y,Y,65,11,87,3,rivularis,17
rivularis,13498917,TEX,1997,3,29,3/29/97,Texas,schleicher,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13498917,-100.5442188,30.88557287,county_centroid,Y,Y,65,11,88,3,rivularis,17
rivularis,25155967,SAT,1992,3,14,3/14/92,Texas,kimble,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25155967,-99.74423801,30.45792874,county_centroid,Y,N,65,0,74,1,rivularis,12
