specificEpithet,id,institutionCode,year,month,day,eventDate,stateProvince,county,references,lon,lat,geoclass,flowers,leaves,bbch.f,bbch.v,doy,bbch.v.scale,species,YEAR.hin
umbellata,13422322,LL,1942,3,25,3/25/42,Texas,tyler,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422322,-94.38683284,30.79082789,county_centroid,Y,Y,65,17,84,5,umbellata,0
umbellata,16668533,FSU,1978,4,8,4/8/78,Georgia,elbert,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668533,-82.83863532,34.1122056,county_centroid,Y,Y,65,9,98,2,umbellata,0
umbellata,21269005,UAM,1984,4,15,4/15/84,Arkansas,perry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269005,-92.9415163,34.94234579,county_centroid,Y,Y,65,11,106,3,umbellata,4
umbellata,16040540,FLAS,1990,2,14,2/14/90,Florida,duval,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16040540,-81.6658339,30.31514695,county_centroid,Y,Y,65,10,45,3,umbellata,10
umbellata,16064794,FLAS,2003,2,23,2/23/03,Florida,alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16064794,-82.357751,29.66917793,county_centroid,Y,Y,65,10,54,3,umbellata,23
umbellata,13378668,HTTU,1998,4,4,4/4/98,Tennessee,scott,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13378668,-84.49765174,36.43053088,county_centroid,Y,Y,65,9,94,2,umbellata,18
umbellata,16080106,FLAS,2010,3,16,3/16/10,Florida,Alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080106,-82.3545167,29.6115,geo_referenced,Y,Y,67,17,75,5,umbellata,30
umbellata,4161797,TTRS,1994,3,4,3/4/94,Florida,Leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161797,-84.27766976,30.45845973,geo_referenced,Y,Y,65,0,63,1,umbellata,14
umbellata,22879305,NCU,1996,3,31,3/31/96,Alabama,autauga,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22879305,-86.64564861,32.54009148,county_centroid,Y,Y,67,0,91,1,umbellata,16
umbellata,13422318,LL,1959,3,14,3/14/59,Texas,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422318,-95.86532004,32.22844912,county_centroid,Y,Y,65,10,73,3,umbellata,0
umbellata,13285043,TENN,2002,2,2,2/2/02,Florida,sumter,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285043,-82.07723731,28.69131589,county_centroid,Y,Y,65,9,33,2,umbellata,22
umbellata,16668594,FSU,1957,3,14,3/14/57,Mississippi,george,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668594,-88.63992101,30.8637824,county_centroid,Y,N,65,0,73,1,umbellata,0
umbellata,6774900,UWFP,1981,3,11,3/11/81,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774900,-87.39657433,30.7209762,county_centroid,Y,N,65,0,70,1,umbellata,1
umbellata,13285044,TENN,2002,2,2,2/2/02,Florida,sumter,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285044,-82.07723731,28.69131589,county_centroid,Y,Y,65,11,33,3,umbellata,22
umbellata,21517546,CM,1995,5,8,5/8/95,Pennsylvania,Bedford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21517546,-78.25,39.98333,geo_referenced,Y,Y,65,9,128,2,umbellata,15
umbellata,19705281,CLEMS,1979,4,10,4/10/79,North Carolina,cabarrus,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705281,-80.56026675,35.38596494,county_centroid,Y,Y,65,11,100,3,umbellata,0
umbellata,7444123,NCSC,1955,3,9,3/9/55,Florida,leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444123,-84.27342715,30.46085222,county_centroid,Y,N,65,0,68,1,umbellata,0
umbellata,16668613,FSU,1987,4,2,4/2/87,South Carolina,chester,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668613,-81.15685049,34.69310951,county_centroid,Y,Y,64,9,92,2,umbellata,7
umbellata,11327058,LSUS,1976,3,27,3/27/76,Louisiana,claiborne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327058,-92.99514158,32.82545749,county_centroid,Y,N,65,0,87,1,umbellata,0
umbellata,22081737,SALK,2018,3,9,3/9/18,South Carolina,Colleton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22081737,-80.68018,32.89614,geo_referenced,Y,N,65,0,68,1,umbellata,38
umbellata,16056016,FLAS,2002,2,17,2/17/02,Florida,alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16056016,-82.357751,29.66917793,county_centroid,Y,Y,65,11,48,3,umbellata,22
umbellata,4161805,TTRS,1981,3,12,3/12/81,Florida,Leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161805,-84.27766976,30.45845973,geo_referenced,Y,N,65,0,71,1,umbellata,1
umbellata,5667988,LSU,1969,4,5,4/5/69,Louisiana,rapides,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667988,-92.53011007,31.20510797,county_centroid,Y,Y,65,11,95,3,umbellata,0
umbellata,13285045,TENN,2002,2,6,4/6/02,Georgia,cobb,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285045,-84.59204242,33.93685037,county_centroid,Y,Y,67,17,37,5,umbellata,22
umbellata,19701712,CLEMS,2012,3,15,3/15/12,South Carolina,oconee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701712,-83.07875547,34.74728856,county_centroid,Y,Y,65,11,75,3,umbellata,32
umbellata,15833450,FLAS,1937,3,15,3/15/37,Florida,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833450,-85.22699975,30.79919469,county_centroid,Y,N,65,0,74,1,umbellata,0
umbellata,13278810,GAS,1963,3,16,3/16/63,Georgia,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13278810,-81.7,32.4666667,geo_referenced,Y,Y,65,9,75,2,umbellata,0
umbellata,19396565,USF,1963,3,7,3/7/63,Louisiana,Lincoln Parish,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19396565,-92.75,32.5167,geo_referenced,Y,N,65,0,66,1,umbellata,0
umbellata,6774893,UWFP,1981,3,9,3/9/81,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774893,-87.39657433,30.7209762,county_centroid,Y,N,65,0,68,1,umbellata,1
umbellata,13285036,TENN,2002,2,2,2/2/02,Florida,highlands,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285036,-81.336228,27.34477902,county_centroid,Y,Y,65,15,33,4,umbellata,22
umbellata,19701704,CLEMS,1997,4,1,4/1/97,South Carolina,pickens,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701704,-82.73522407,34.89297149,county_centroid,Y,Y,65,0,91,1,umbellata,17
umbellata,6774895,UWFP,1981,3,11,3/11/81,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774895,-87.39657433,30.7209762,county_centroid,Y,Y,65,7,70,2,umbellata,1
umbellata,16912289,NCU,1978,4,4,4/4/78,Georgia,elbert,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912289,-82.83863532,34.1122056,county_centroid,Y,Y,65,11,94,3,umbellata,0
umbellata,5895087,MISS,1997,2,23,2/23/97,Louisiana,ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895087,-92.1593802,32.4833014,county_centroid,Y,N,60,0,54,1,umbellata,17
umbellata,15837014,FLAS,1969,2,14,2/14/69,Florida,hillsborough,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837014,-82.30823576,27.92836425,county_centroid,Y,Y,60,9,45,2,umbellata,0
umbellata,9785707,VSC,2014,3,18,3/18/14,Georgia,Coffee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9785707,-82.86083,31.74854,geo_referenced,Y,Y,65,15,77,4,umbellata,34
umbellata,13284147,TENN,1968,4,1,4/1/68,Alabama,marengo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13284147,-87.77831202,32.25123243,county_centroid,Y,Y,65,11,92,3,umbellata,0
umbellata,16049024,FLAS,1990,1,31,1/31/90,Florida,columbia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16049024,-82.62115508,30.21276594,county_centroid,Y,N,65,0,31,1,umbellata,10
umbellata,16668591,FSU,1968,4,5,4/5/68,Alabama,pickens,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668591,-88.08688718,33.28043537,county_centroid,Y,Y,65,15,96,4,umbellata,0
umbellata,15835620,FLAS,1960,2,23,2/23/60,Florida,highlands,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835620,-81.336228,27.34477902,county_centroid,Y,Y,65,17,54,5,umbellata,0
umbellata,19701723,CLEMS,1982,3,20,3/20/82,South Carolina,charleston,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701723,-79.96892012,32.83938124,county_centroid,Y,Y,65,9,79,2,umbellata,2
umbellata,24642152,NY,1977,3,19,3/19/77,Texas,Grimes Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642152,-95.839395,30.494151,geo_referenced,Y,Y,65,9,78,2,umbellata,0
umbellata,4161806,TTRS,1981,3,1,3/1/81,Florida,Jefferson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161806,-83.89531977,30.43808791,geo_referenced,Y,Y,65,10,60,3,umbellata,1
umbellata,10258246,CONV,1968,3,25,3/25/68,Florida,lake,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258246,-81.69965559,28.75018418,county_centroid,Y,N,65,0,85,1,umbellata,0
umbellata,19701710,CLEMS,1990,3,3,3/3/90,South Carolina,orangeburg,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701710,-80.79996936,33.44573856,county_centroid,Y,N,65,0,62,1,umbellata,10
umbellata,6189250,USMS,2013,3,29,3/29/13,Mississippi,Wayne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6189250,-88.695749,31.838262,geo_referenced,Y,Y,65,11,88,3,umbellata,33
umbellata,5858370,DSC,1986,3,14,3/14/86,Mississippi,yazoo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5858370,-90.40386636,32.78736917,county_centroid,Y,Y,67,11,73,3,umbellata,6
umbellata,14635116,NBYC,1988,3,25,3/25/88,South Carolina,greenwood,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14635116,-82.1188212,34.15855276,county_centroid,Y,N,65,0,85,1,umbellata,8
umbellata,13285023,TENN,1998,3,7,3/7/98,Louisiana,bienville,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285023,-93.04846889,32.35019442,county_centroid,Y,Y,67,0,66,1,umbellata,18
umbellata,13574015,TEX,1941,4,13,4/13/41,Texas,jasper,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574015,-94.02564815,30.7541731,county_centroid,Y,Y,65,15,103,4,umbellata,0
umbellata,12509004,DUKE,1937,3,15,3/15/37,Florida,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509004,-85.22699975,30.79919469,county_centroid,Y,N,65,0,74,1,umbellata,0
umbellata,15369635,NCU,1931,4,1,4/1/31,North Carolina,Orange,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369635,-79.048944,35.913689,geo_referenced,Y,Y,67,11,91,3,umbellata,0
umbellata,9177318,LSU,1997,2,23,2/23/97,Louisiana,ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177318,-92.1593802,32.4833014,county_centroid,Y,N,62,0,54,1,umbellata,17
umbellata,21269017,UAM,1976,4,3,4/3/76,Arkansas,polk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269017,-94.23785272,34.49701429,county_centroid,Y,Y,65,0,94,1,umbellata,0
umbellata,13422326,LL,1964,3,10,3/10/64,Texas,brazoria,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422326,-95.46680542,29.21466373,county_centroid,Y,Y,67,17,70,5,umbellata,0
umbellata,4161807,TTRS,1993,3,24,3/24/93,Georgia,Decatur,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161807,-84.57904505,30.87862008,geo_referenced,Y,Y,65,10,83,3,umbellata,13
umbellata,16816233,UA,1973,3,29,3/29/73,Alabama,Shelby,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16816233,-86.72417,33.34417,geo_referenced,Y,N,65,0,88,1,umbellata,0
umbellata,4161809,TTRS,1994,2,25,2/25/94,Florida,Wakulla,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161809,-84.40394371,30.17056524,geo_referenced,Y,N,65,0,56,1,umbellata,14
umbellata,19701699,CLEMS,1980,4,2,4/2/80,South Carolina,pickens,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701699,-82.73522407,34.89297149,county_centroid,Y,N,65,0,93,1,umbellata,0
umbellata,16080110,FLAS,2010,3,16,3/16/10,Florida,Alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080110,-82.3000833,29.52075,geo_referenced,Y,Y,67,15,75,4,umbellata,30
umbellata,16668576,FSU,1967,3,12,3/12/67,Alabama,geneva,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668576,-85.8443776,31.09992203,county_centroid,Y,N,65,0,71,1,umbellata,0
umbellata,21269015,UAM,1988,4,9,4/9/88,Arkansas,drew,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269015,-91.72331533,33.58639516,county_centroid,Y,Y,67,11,100,3,umbellata,8
umbellata,16912305,NCU,1967,3,17,3/17/67,Georgia,worth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912305,-83.87770693,31.54633994,county_centroid,Y,Y,65,9,76,2,umbellata,0
umbellata,20847135,GA,1990,2,3,2/3/90,Florida,marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20847135,-82.05455176,29.2032406,county_centroid,Y,N,65,0,34,1,umbellata,10
umbellata,16668530,FSU,1981,3,12,3/12/81,Alabama,houston,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668530,-85.31543021,31.15254068,county_centroid,Y,N,65,0,71,1,umbellata,1
umbellata,12947762,UARK,2005,4,7,4/7/05,Arkansas,saline,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12947762,-92.67230801,34.65007785,county_centroid,Y,Y,65,15,97,4,umbellata,25
umbellata,25330535,MMNS,2003,3,21,3/21/13,Georgia,Miller,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25330535,-84.80658,31.21909,geo_referenced,Y,N,65,0,80,1,umbellata,23
umbellata,19452789,UCHT,2001,4,3,4/3/01,Mississippi,perry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452789,-88.99231724,31.17828137,county_centroid,Y,Y,65,11,93,3,umbellata,21
umbellata,16668612,FSU,1980,3,30,3/30/80,Mississippi,lauderdale,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668612,-88.66104765,32.40521687,county_centroid,Y,N,65,0,90,1,umbellata,0
umbellata,13285035,TENN,1977,2,15,2/15/77,Florida,de soto,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285035,-81.84804122,27.18256275,county_centroid,Y,Y,65,17,46,5,umbellata,0
gracilis,13497842,TEX,1931,3,6,3/6/31,Texas,caldwell,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497842,-97.62428808,29.8413881,county_centroid,Y,Y,65,11,65,3,gracilis,0
gracilis,22516046,KANU,1950,4,9,4/9/50,Oklahoma,Kingfisher,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22516046,-97.91083,36.03941,geo_referenced,Y,Y,65,9,99,2,gracilis,0
gracilis,22666773,KANU,1969,4,15,4/15/69,Oklahoma,Osage,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22666773,-96.48511,36.41414,geo_referenced,Y,Y,65,9,105,2,gracilis,0
gracilis,16666808,FSU,1963,4,9,4/9/63,Texas,smith,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666808,-95.27767534,32.39535776,county_centroid,Y,Y,67,17,99,5,gracilis,0
gracilis,5733560,LSU,1991,3,23,3/23/91,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5733560,-96.9832886,30.78348317,county_centroid,Y,Y,65,11,82,3,gracilis,11
gracilis,22672003,KANU,1967,4,1,4/1/67,Oklahoma,Cleveland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22672003,-97.247492,35.233374,geo_referenced,Y,Y,65,15,91,4,gracilis,0
gracilis,19212080,UCHT,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212080,-96.9832886,30.78348317,county_centroid,Y,Y,65,9,78,2,gracilis,22
gracilis,25286596,NY,1980,4,15,,Texas,Blanco Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286596,-98.42141,30.097986,geo_referenced,Y,Y,65,15,106,4,gracilis,0
gracilis,22691169,KANU,1967,4,1,4/1/67,Oklahoma,Pottawatomie,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22691169,-97.06074,35.25772,geo_referenced,Y,N,65,0,91,1,gracilis,0
gracilis,21384060,ASC,1977,3,23,3/23/77,Oklahoma,cleveland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21384060,-97.3299363,35.20120619,county_centroid,Y,N,65,0,82,1,gracilis,0
gracilis,22475188,KANU,1967,4,1,4/1/67,Oklahoma,Cleveland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22475188,-97.247492,35.233374,geo_referenced,Y,N,65,0,91,1,gracilis,0
gracilis,13422262,LL,1964,4,8,4/8/64,Texas,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422262,-95.86532004,32.22844912,county_centroid,Y,Y,65,19,99,6,gracilis,0
gracilis,13273937,TENN,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273937,-96.9832886,30.78348317,county_centroid,Y,Y,65,10,78,3,gracilis,22
gracilis,13573842,TEX,1933,3,13,3/13/33,Texas,bastrop,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573842,-97.31850459,30.09957763,county_centroid,Y,Y,67,17,72,5,gracilis,0
gracilis,3850953,APSC,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850953,-96.9832886,30.78348317,county_centroid,Y,N,64,0,78,1,gracilis,22
gracilis,11327026,LSUS,1995,4,1,4/1/95,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327026,-93.88843278,32.59124739,county_centroid,Y,Y,65,11,91,3,gracilis,15
gracilis,13573841,TEX,1997,3,20,3/20/97,Texas,harrison,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573841,-94.380427,32.57996175,county_centroid,Y,N,65,0,79,1,gracilis,17
gracilis,22531788,KANU,1969,4,15,4/15/69,Oklahoma,Pawnee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22531788,-96.57184,36.28095,geo_referenced,Y,Y,65,11,105,3,gracilis,0
gracilis,13422264,LL,1944,3,25,3/25/44,Texas,cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422264,-95.17025573,31.85497886,county_centroid,Y,N,65,0,85,1,gracilis,0
gracilis,6497905,NY,1844,4,15,1844-00-00,Texas,Austin Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6497905,-96.502193,29.972446,geo_referenced,Y,Y,67,11,106,3,gracilis,0
gracilis,25160653,SAT,1978,4,8,4/8/78,Texas,mcculloch,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160653,-99.36576394,31.20210662,county_centroid,Y,Y,67,17,98,5,gracilis,0
gracilis,5667969,LSU,1969,4,12,4/12/69,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667969,-93.88843278,32.59124739,county_centroid,Y,Y,67,17,102,5,gracilis,0
gracilis,13449647,LL,1959,3,14,3/14/59,Texas,cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449647,-95.17025573,31.85497886,county_centroid,Y,Y,65,15,73,4,gracilis,0
gracilis,13273936,TENN,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273936,-96.9832886,30.78348317,county_centroid,Y,Y,65,10,78,3,gracilis,22
gracilis,22680316,KANU,2007,4,9,4/9/07,Oklahoma,Ellis,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22680316,-99.4928,36.0217,geo_referenced,Y,Y,65,15,99,4,gracilis,27
gracilis,12652466,UT,1985,4,8,4/8/85,Texas,hartley,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652466,-102.6043207,35.83135778,county_centroid,Y,N,65,0,98,1,gracilis,5
gracilis,13422259,LL,1962,3,31,3/31/62,Texas,wood,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422259,-95.38278553,32.80893886,county_centroid,Y,Y,65,17,90,5,gracilis,0
gracilis,16574339,VDB,1964,4,2,4/2/64,Texas,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574339,-95.86532004,32.22844912,county_centroid,Y,Y,65,15,93,4,gracilis,0
gracilis,3426462,ASC,2008,4,9,4/9/08,New Mexico,Quay,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3426462,-103.33,35.42,geo_referenced,Y,N,65,0,100,1,gracilis,28
gracilis,16574186,VDB,1950,3,17,3/17/50,Texas,bastrop,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574186,-97.31850459,30.09957763,county_centroid,Y,Y,65,11,76,3,gracilis,0
gracilis,13939784,COLO,1967,3,30,3/30/67,Texas,bowie,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939784,-94.43264575,33.47239968,county_centroid,Y,Y,65,9,89,2,gracilis,0
gracilis,21186511,ANHC,2014,3,27,3/27/14,Arkansas,Miller,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186511,-94.03904,33.14999,geo_referenced,Y,Y,65,17,86,5,gracilis,34
gracilis,24631866,NY,1944,4,24,4/24/44,Oklahoma,Cleveland Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24631866,-97.261912,35.222437,geo_referenced,Y,Y,65,10,115,3,gracilis,0
gracilis,13273939,TENN,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273939,-96.9832886,30.78348317,county_centroid,Y,N,65,0,78,1,gracilis,22
gracilis,5465826,EKY,1988,4,27,4/27/88,Oklahoma,cleveland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465826,-97.3299363,35.20120619,county_centroid,Y,Y,65,15,118,4,gracilis,8
gracilis,22620150,KANU,1968,4,1,4/1/68,Kansas,Morton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620150,-101.88972,37.080567,geo_referenced,Y,N,60,0,92,1,gracilis,0
gracilis,25176509,SAT,2012,3,31,3/31/12,Texas,eastland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25176509,-98.82767183,32.32892145,county_centroid,Y,Y,65,11,91,3,gracilis,32
gracilis,22702259,KANU,1969,4,14,4/14/69,Oklahoma,Osage,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22702259,-96.19676,36.41401,geo_referenced,Y,N,65,0,104,1,gracilis,0
gracilis,25286595,NY,1868,4,15,1868-00-00,Oklahoma,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286595,-97.812368,34.981232,geo_referenced,Y,N,65,0,106,1,gracilis,0
gracilis,25143210,SAT,1994,3,18,3/18/94,Texas,mcculloch,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25143210,-99.36576394,31.20210662,county_centroid,Y,Y,67,11,77,3,gracilis,14
gracilis,5666956,LSU,1995,4,1,4/1/95,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5666956,-93.88843278,32.59124739,county_centroid,Y,Y,67,11,91,3,gracilis,15
gracilis,24591974,NCU,1933,4,9,4/9/43,North Carolina,guilford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24591974,-79.78689405,36.07109854,county_centroid,Y,Y,65,19,99,6,gracilis,0
gracilis,13422261,LL,1962,3,29,3/29/62,Texas,freestone,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422261,-96.15428096,31.71576227,county_centroid,Y,Y,65,15,88,4,gracilis,0
gracilis,25160659,SAT,1968,5,5,5/5/68,Texas,bailey,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160659,-102.8344513,34.06131084,county_centroid,Y,Y,67,11,126,3,gracilis,0
gracilis,22517060,KANU,1967,4,1,4/1/67,Oklahoma,Cleveland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517060,-97.247492,35.233374,geo_referenced,Y,Y,65,0,91,1,gracilis,0
gracilis,13449648,LL,1944,3,25,3/25/44,Texas,cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449648,-95.17025573,31.85497886,county_centroid,Y,Y,67,19,85,6,gracilis,0
gracilis,13573840,TEX,1967,3,25,3/25/67,Texas,wood,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573840,-95.38278553,32.80893886,county_centroid,Y,Y,65,11,84,3,gracilis,0
gracilis,4117567,UNM,2008,4,9,4/9/08,New Mexico,Quay,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4117567,-103.33495,35.42075,geo_referenced,Y,Y,65,0,100,1,gracilis,28
gracilis,5668023,LSU,1994,3,21,3/21/94,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5668023,-93.88843278,32.59124739,county_centroid,Y,Y,61,0,80,1,gracilis,14
gracilis,13273930,TENN,2002,3,19,3/19/02,Texas,cass,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273930,-94.34450749,33.10337808,county_centroid,Y,Y,61,7,78,2,gracilis,22
gracilis,19212083,UCHT,2002,3,19,3/20/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212083,-96.9832886,30.78348317,county_centroid,Y,Y,65,9,78,2,gracilis,22
gracilis,25160656,SAT,1966,4,11,4/11/66,Texas,wheeler,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160656,-100.2719071,35.39736411,county_centroid,Y,Y,65,11,101,3,gracilis,0
gracilis,25160651,SAT,1985,3,12,3/12/85,Texas,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160651,-95.86532004,32.22844912,county_centroid,Y,Y,64,9,71,2,gracilis,5
gracilis,13273932,TENN,1968,4,20,4/20/68,Texas,collingsworth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273932,-100.2724062,34.96406165,county_centroid,Y,Y,65,7,111,2,gracilis,0
gracilis,13497849,TEX,1947,3,23,3/23/47,Texas,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497849,-95.65829296,31.82821406,county_centroid,Y,Y,65,7,82,2,gracilis,0
gracilis,25160655,SAT,1978,4,8,4/8/78,Texas,mcculloch,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160655,-99.36576394,31.20210662,county_centroid,Y,Y,65,19,98,6,gracilis,0
gracilis,24668112,NY,1969,4,15,4/15/69,Oklahoma,Pawnee Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24668112,-96.699299,36.316927,geo_referenced,Y,Y,65,11,105,3,gracilis,0
gracilis,19212079,UCHT,2002,3,19,3/19/02,Texas,milam,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212079,-96.9832886,30.78348317,county_centroid,Y,N,65,0,78,1,gracilis,22
gracilis,20329942,TAC,2007,3,23,3/23/07,Texas,Erath,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20329942,-98.210033,32.24815,geo_referenced,Y,Y,65,15,82,4,gracilis,27
gracilis,24641972,NY,1971,3,11,3/11/71,Texas,Robertson Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641972,-96.512789,31.027042,geo_referenced,Y,Y,64,11,70,3,gracilis,0
