"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"905","6865","45.5667,14.25","14.25","45.5667","424","106","20","1968",99,99,0
"906","6866","46.5667,15.95","15.95","46.5667","310","106","20","1968",97,95,-2
"907","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1968",106,105,-1
"908","6870","45.8,15.1833","15.1833","45.8","220","106","20","1968",104,105,1
"909","6872","46.5,13.7167","13.7167","46.5","864","106","20","1968",122,120,-2
"910","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1968",100,96,-4
"911","6874","46.8333,16.3","16.3","46.8333","308","106","20","1968",103,101,-2
"912","6875","46.2,15.5333","15.5333","46.2","245","106","20","1968",101,106,5
"913","19291","45.6,17.233","17.233","45.6","161","106","20","1968",94,95,1
"914","19293","44.533,15.4","15.4","44.533","566","106","20","1968",117,114,-3
"915","19295","46.033,16.55","16.55","46.033","138","106","20","1968",98,100,2
"916","19297","45.267,15.283","15.283","45.267","325","106","20","1968",100,98,-2
"917","19300","45.817,16.033","16.033","45.817","121","106","20","1968",92,91,-1
"920","6862","46.0167,15.7","15.7","46.0167","179","106","20","1969",117,116,-1
"921","6863","46.25,15.25","15.25","46.25","244","106","20","1969",113,113,0
"922","6864","45.9333,15.5833","15.5833","45.9333","150","106","20","1969",114,113,-1
"923","6865","45.5667,14.25","14.25","45.5667","424","106","20","1969",118,114,-4
"924","6866","46.5667,15.95","15.95","46.5667","310","106","20","1969",119,118,-1
"925","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1969",119,118,-1
"926","6870","45.8,15.1833","15.1833","45.8","220","106","20","1969",117,116,-1
"927","6872","46.5,13.7167","13.7167","46.5","864","106","20","1969",127,125,-2
"928","6873","46.4667,15.7667","15.7667","46.4667","240","106","20","1969",114,112,-2
"929","6874","46.8333,16.3","16.3","46.8333","308","106","20","1969",118,117,-1
"930","6875","46.2,15.5333","15.5333","46.2","245","106","20","1969",118,117,-1
"931","19291","45.6,17.233","17.233","45.6","161","106","20","1969",104,101,-3
"932","19293","44.533,15.4","15.4","44.533","566","106","20","1969",125,121,-4
"933","19295","46.033,16.55","16.55","46.033","138","106","20","1969",113,110,-3
"934","19297","45.267,15.283","15.283","45.267","325","106","20","1969",116,116,0
"935","19300","45.817,16.033","16.033","45.817","121","106","20","1969",105,106,1
"938","6862","46.0167,15.7","15.7","46.0167","179","106","20","1970",121,120,-1
"939","6863","46.25,15.25","15.25","46.25","244","106","20","1970",118,115,-3
"940","6864","45.9333,15.5833","15.5833","45.9333","150","106","20","1970",110,109,-1
"941","6865","45.5667,14.25","14.25","45.5667","424","106","20","1970",111,114,3
"942","6866","46.5667,15.95","15.95","46.5667","310","106","20","1970",108,111,3
"943","6868","46.0667,14.5167","14.5167","46.0667","299","106","20","1970",121,117,-4
"944","6870","45.8,15.1833","15.1833","45.8","220","106","20","1970",115,114,-1
"945","6872","46.5,13.7167","13.7167","46.5","864","106","20","1970",137,139,2
