"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"84","19296","45.367,18.233","18.233","45.367","231","222","130","1978",100,104,4
"85","19297","45.267,15.283","15.283","45.267","325","222","130","1978",108,114,6
"86","19298","44.75,14.767","14.767","44.75","26","222","130","1978",93,95,2
"87","19291","45.6,17.233","17.233","45.6","161","222","130","1980",104,109,5
"88","19293","44.533,15.4","15.4","44.533","566","222","130","1980",128,130,2
"89","19295","46.033,16.55","16.55","46.033","138","222","130","1980",107,111,4
"90","19296","45.367,18.233","18.233","45.367","231","222","130","1980",103,107,4
"91","19297","45.267,15.283","15.283","45.267","325","222","130","1980",113,115,2
"92","19298","44.75,14.767","14.767","44.75","26","222","130","1980",90,95,5
"93","19291","45.6,17.233","17.233","45.6","161","222","130","1981",96,98,2
"94","19293","44.533,15.4","15.4","44.533","566","222","130","1981",110,116,6
"95","19295","46.033,16.55","16.55","46.033","138","222","130","1981",95,103,8
"96","19297","45.267,15.283","15.283","45.267","325","222","130","1981",96,99,3
"97","19298","44.75,14.767","14.767","44.75","26","222","130","1981",89,95,6
"98","19291","45.6,17.233","17.233","45.6","161","222","130","1982",110,114,4
"99","19293","44.533,15.4","15.4","44.533","566","222","130","1982",126,128,2
"100","19295","46.033,16.55","16.55","46.033","138","222","130","1982",110,115,5
"101","19296","45.367,18.233","18.233","45.367","231","222","130","1982",106,108,2
"102","19297","45.267,15.283","15.283","45.267","325","222","130","1982",117,122,5
"103","19298","44.75,14.767","14.767","44.75","26","222","130","1982",95,102,7
"104","19291","45.6,17.233","17.233","45.6","161","222","130","1983",98,102,4
"105","19293","44.533,15.4","15.4","44.533","566","222","130","1983",116,120,4
"106","19295","46.033,16.55","16.55","46.033","138","222","130","1983",102,109,7
"107","19296","45.367,18.233","18.233","45.367","231","222","130","1983",95,99,4
"108","19297","45.267,15.283","15.283","45.267","325","222","130","1983",102,106,4
"109","19298","44.75,14.767","14.767","44.75","26","222","130","1983",96,100,4
"110","19291","45.6,17.233","17.233","45.6","161","222","130","1984",105,112,7
"111","19293","44.533,15.4","15.4","44.533","566","222","130","1984",120,122,2
"112","19295","46.033,16.55","16.55","46.033","138","222","130","1984",107,110,3
"113","19296","45.367,18.233","18.233","45.367","231","222","130","1984",108,109,1
"114","19297","45.267,15.283","15.283","45.267","325","222","130","1984",116,119,3
"115","19298","44.75,14.767","14.767","44.75","26","222","130","1984",98,107,9
"116","19291","45.6,17.233","17.233","45.6","161","222","130","1985",101,107,6
