"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"1010","4395","50.2667,10.5333","10.5333","50.2667","300","129","70","1952",188,129,-59
"1013","4405","49.85,9.6","9.6","49.85","150","129","70","1952",179,114,-65
"1017","4413","50.4333,10.3","10.3","50.4333","270","129","70","1952",168,108,-60
"1022","4437","50.0167,10.2833","10.2833","50.0167","230","129","70","1952",172,111,-61
"1023","4443","49.6833,9.91667","9.91667","49.6833","300","129","70","1952",125,125,0
"1028","4474","48.6,10.5167","10.5167","48.6","420","129","70","1952",155,114,-41
"1034","4495","48.4333,10.4167","10.4167","48.4333","460","129","70","1952",185,120,-65
"1035","4501","48.4833,10.3667","10.3667","48.4833","450","129","70","1952",187,123,-64
"1036","4503","48.15,10.25","10.25","48.15","550","129","70","1952",169,121,-48
"1042","4528","48.25,10.3667","10.3667","48.25","510","129","70","1952",166,129,-37
"1044","4539","47.9667,10.15","10.15","47.9667","610","129","70","1952",181,133,-48
"1047","4563","48.3,10.15","10.15","48.3","500","129","70","1952",185,121,-64
"1049","4568","48.8167,10.65","10.65","48.8167","410","129","70","1952",181,121,-60
"1051","4593","48.5667,10.6833","10.6833","48.5667","420","129","70","1952",180,124,-56
"1080","57","54.7,9.55","9.55","54.7","40","129","70","1953",184,122,-62
"1097","307","54.15,9.28333","9.28333","54.15","35","129","70","1953",178,122,-56
"1103","417","52.3,9.8","9.8","52.3","60","129","70","1953",175,110,-65
"1108","466","52.4333,9.26667","9.26667","52.4333","50","129","70","1953",181,113,-68
"1109","480","51.5333,9.93333","9.93333","51.5333","150","129","70","1953",176,113,-63
"1110","484","51.9833,9.81667","9.81667","51.9833","90","129","70","1953",173,111,-62
"1114","531","51.95,9.73333","9.73333","51.95","200","129","70","1953",179,114,-65
"1121","589","52.6333,10.0833","10.0833","52.6333","50","129","70","1953",166,111,-55
"1128","642","52.8667,9.6","9.6","52.8667","35","129","70","1953",171,115,-56
"1138","987","52.3167,8.36667","8.36667","52.3167","65","129","70","1953",169,113,-56
"1148","1318","51.5167,6.31667","6.31667","51.5167","25","129","70","1953",177,124,-53
"1164","1713","51.5833,9.3","9.3","51.5833","230","129","70","1953",182,114,-68
"1171","1904","50.75,9.26667","9.26667","50.75","260","129","70","1953",181,126,-55
"1178","1924","49.6,8.46667","8.46667","49.6","90","129","70","1953",171,112,-59
"1180","1936","50.3667,9.15","9.15","50.3667","300","129","70","1953",180,112,-68
"1181","1937","50.2667,9.1","9.1","50.2667","150","129","70","1953",162,105,-57
"1187","1958","49.8667,8.93333","8.93333","49.8667","170","129","70","1953",167,107,-60
"1191","1990","50.2333,8.86667","8.86667","50.2333","130","129","70","1953",176,115,-61
"1198","2009","50.5167,8.81667","8.81667","50.5167","170","129","70","1953",171,110,-61
"1199","2010","50.5167,8.91667","8.91667","50.5167","190","129","70","1953",174,112,-62
"1200","2011","50.6667,8.73333","8.73333","50.6667","210","129","70","1953",171,107,-64
