name,GEN.SPA,Force,Light,Chill,good_flaskid,term.F,term.L,lat.F,lat.L,date
ILEMUC 13 HF DB,ILE.MUC,W,L,0,WL0_5,0,0,0,0,1/14/18
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_4,0,0,0,0,1/14/18
ILEVER01 HF DB,ILE.VER,W,L,0,WL0_4,0,15,0,15,1/14/18
VIBACE HF9 DB,VIB.ACE,W,L,0,WL0_4,0,0,0,0,1/14/18
COMPER 8 HF DB,COM.PER,W,L,0,WL0_3,0,15,0,15,1/14/18
ILEVER08 HF DB,ILE.VER,W,L,0,WL0_3,0,15,0,15,1/14/18
VIBACE08 HF DB,VIB.ACE,W,L,0,WL0_3,0,0,0,0,1/14/18
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_24,0,0,0,0,1/14/18
ILEVER01 HF DB,ILE.VER,W,L,0,WL0_24,0,15,0,15,1/14/18
PRUVIR 4 HF DB,PRU.VIR,W,L,0,WL0_24,0,0,0,0,1/14/18
CORCOR 16 HF DB,COR.COR,W,L,0,WL0_23,0,0,0,0,1/14/18
PRUPEN 26 HF DB,PRU.PEN,W,L,0,WL0_23,0,11,0,15,1/14/18
VACCOR 6 HF DB,VAC.COR,W,L,0,WL0_23,NA,0,NA,0,1/14/18
ACEPEN14 HF DB,ACE.PEN,W,L,0,WL0_22,0,0,0,0,1/14/18
ACESAC13 HF DB,ACE.SAC,W,L,0,WL0_22,0,0,0,0,1/14/18
COMPER ? HF DB,COM.PER,W,L,0,WL0_22,0,0,51-F,0,1/14/18
ACEPEN17 HF DB,ACE.PEN,W,L,0,WL0_21,0,0,0,0,1/14/18
ACESAC16 HF DB,ACE.SAC,W,L,0,WL0_21,0,0,0,0,1/14/18
ILEMUC 11 HF DB,ILE.MUC,W,L,0,WL0_21,0,0,0,0,1/14/18
ACEPEN15 HF DB,ACE.PEN,W,L,0,WL0_20,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,W,L,0,WL0_20,0,0,0,0,1/14/18
PRUPEN 21 HF DB,PRU.PEN,W,L,0,WL0_20,NA,NA,0,15,1/14/18
ACEPEN17 HF DB,ACE.PEN,W,L,0,WL0_2,0,0,0,0,1/14/18
PRUPEN 23 HF DB,PRU.PEN,W,L,0,WL0_2,0,11,0,0,1/14/18
PRUVIR 6 HF DB,PRU.VIR,W,L,0,WL0_2,0,0,0,0,1/14/18
ACESAC17 HF DB,ACE.SAC,W,L,0,WL0_19,0,0,0,0,1/14/18
ILEMUC 10 HF DB,ILE.MUC,W,L,0,WL0_19,0,0,0,0,1/14/18
PRUVIR 3 HF DB,PRU.VIR,W,L,0,WL0_19,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,W,L,0,WL0_18,0,0,0,0,1/14/18
BETALL32 HF DB,BET.ALL,W,L,0,WL0_18,0,0,0,15,1/14/18
VACCOR 7 HF DB,VAC.COR,W,L,0,WL0_18,69,15,NA,15,1/14/18
ACERUB22 HF DB,ACE.RUB,W,L,0,WL0_17,0,0,0,0,1/14/18
ILEMUC 10 HF DB,ILE.MUC,W,L,0,WL0_17,0,0,0,0,1/14/18
VIBACE5 HF DB,VIB.ACE,W,L,0,WL0_17,0,0,0,7,1/14/18
ACESAC17 HF DB,ACE.SAC,W,L,0,WL0_16,0,0,0,0,1/14/18
VACCOR 11 HF DB,VAC.COR,W,L,0,WL0_16,69,NA,69,15,1/14/18
VIBACE01 HF DB,VIB.ACE,W,L,0,WL0_16,0,0,0,0,1/14/18
ACEPEN18 HF DB,ACE.PEN,W,L,0,WL0_15,0,0,0,0,1/14/18
ACERUB23 HF DB,ACE.RUB,W,L,0,WL0_15,0,0,0,0,1/14/18
BETALL32 HF DB,BET.ALL,W,L,0,WL0_15,0,0,0,0,1/14/18
COMPER 3 HF DB,COM.PER,W,L,0,WL0_14,0,0,0,0,1/14/18
ILEVER10 HF DB,ILE.VER,W,L,0,WL0_14,0,0,0,0,1/14/18
VACCOR 2 HF DB,VAC.COR,W,L,0,WL0_14,0,9,0,0,1/14/18
COMPER 5 HF DB,COM.PER,W,L,0,WL0_13,0,0,0,0,1/14/18
ILEVER07 HF DB,ILE.VER,W,L,0,WL0_13,0,15,0,15,1/14/18
PRUPEN 24 HF DB,PRU.PEN,W,L,0,WL0_13,0,9,0,9,1/14/18
BETALL25 HF DB,BET.ALL,W,L,0,WL0_12,0,0,0,0,1/14/18
ILEVER04 HF DB,ILE.VER,W,L,0,WL0_12,X,X,X,X,1/14/18
VACCOR 11 HF DB,VAC.COR,W,L,0,WL0_12,"69,55",15,NA,11,1/14/18
COMPER 5 HF DB,COM.PER,W,L,0,WL0_11,1,1,60-F,1,1/14/18
PRUPEN 23 HF DB,PRU.PEN,W,L,0,WL0_11,0,15,0,15,1/14/18
PRUVIR 5 HF DB,PRU.VIR,W,L,0,WL0_11,0,0,0,11,1/14/18
ACESAC18 HF DB,ACE.SAC,W,L,0,WL0_10,0,0,0,0,1/14/18
COMPER 6 HF DB,COM.PER,W,L,0,WL0_10,0,0,0,11,1/14/18
CORCOR 15 HF DB,COR.COR,W,L,0,WL0_10,0,0,0,0,1/14/18
ACEPEN18 HF DB,ACE.PEN,W,L,0,WL0_1,0,9,0,0,1/14/18
BETALL32 HF DB,BET.ALL,W,L,0,WL0_1,0,0,0,0,1/14/18
CORCOR 17 HF DB,COR.COR,W,L,0,WL0_1,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,C,S,0,CS0_9,0,0,0,0,1/14/18
ILEVER09 HF DB1,ILE.VER,C,S,0,CS0_9,0,0,0,0,1/14/18
PRUPEN16 HF DB,PRU.PEN,C,S,0,CS0_9,0,0,0,0,1/14/18
ACERUB29 HF DB,ACE.RUB,C,S,0,CS0_8,0,0,0,0,1/14/18
BETALL32 HF DB,BET.ALL,C,S,0,CS0_8,0,0,0,0,1/14/18
COMPER 6 HF DB,COM.PER,C,S,0,CS0_8,0,0,0,0,1/14/18
BETALL26 HF DB,BET.ALL,C,S,0,CS0_7,0,0,0,0,1/14/18
VACCOR 7 HF DB,VAC.COR,C,S,0,CS0_7,NA,9,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_7,0,0,0,0,1/14/18
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_6,0,0,0,0,1/14/18
BETALL31 HF DB,BET.ALL,C,S,0,CS0_6,0,0,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,C,S,0,CS0_6,0,0,0,0,1/14/18
ILEVER03 HF DB,ILE.VER,C,S,0,CS0_5,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_5,0,0,0,9,1/14/18
VACCOR 10 HF DB,VAC.COR,C,S,0,CS0_5,7,1,NA,1,1/14/18
BETALL32 HF DB,BET.ALL,C,S,0,CS0_4,0,0,0,0,1/14/18
COMPER 2 HF DB,COM.PER,C,S,0,CS0_4,0,0,67-F,1,1/14/18
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_4,1,1,NA,0,1/14/18
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_3,0,0,0,0,1/14/18
CORCOR10_HF,COR.COR,C,S,0,CS0_3,0,0,0,0,1/14/18
PRUVIR 5 HF DB,PRU.VIR,C,S,0,CS0_3,0,0,0,0,1/14/18
CORCOR14 HF DB,COR.COR,C,S,0,CS0_24,0,0,0,0,1/14/18
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_24,0,9,0,7,1/14/18
PRUVIR 6 HF DB,PRU.VIR,C,S,0,CS0_24,0,0,0,0,1/14/18
CORCOR09_HF,COR.COR,C,S,0,CS0_23,0,0,0,0,1/14/18
ILEMUC 11 HF DB,ILE.MUC,C,S,0,CS0_23,0,0,0,0,1/14/18
VACCOR 8 HF DB,VAC.COR,C,S,0,CS0_23,67,15,NA,15,1/14/18
COMPER 4 HF DB,COM.PER,C,S,0,CS0_22,0,0,61-F,1,1/14/18
ILEMUC 14 HF DB,ILE.MUC,C,S,0,CS0_22,0,0,0,0,1/14/18
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_22,0,0,0,0,1/14/18
CORCOR 15_HF,COR.COR,C,S,0,CS0_21,0,0,0,0,1/14/18
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_21,0,0,0,0,1/14/18
VIBACE09 HF DB,VIB.ACE,C,S,0,CS0_21,0,0,0,0,1/14/18
COMPER 8 HF DB,COM.PER,C,S,0,CS0_20,0,0,0,0,1/14/18
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_20,0,0,0,0,1/14/18
PRUPEN16 HF DB,PRU.PEN,C,S,0,CS0_20,0,0,0,9,1/14/18
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_2,0,0,0,0,1/14/18
COMPER 5 HF DB,COM.PER,C,S,0,CS0_2,0,0,0,0,1/14/18
CORCOR09_HF,COR.COR,C,S,0,CS0_2,0,0,0,0,1/14/18
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_19,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,C,S,0,CS0_19,0,0,0,0,1/14/18
ILEVER08 HF DB,ILE.VER,C,S,0,CS0_19,0,0,0,0,1/14/18
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_18,0,0,0,0,1/14/18
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_18,0,0,0,0,1/14/18
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_18,0,0,0,0,1/14/18
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_17,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,C,S,0,CS0_17,0,0,0,0,1/14/18
VIBACE07 HF DB,VIB.ACE,C,S,0,CS0_17,0,0,0,0,1/14/18
ACERUB28 HF DB,ACE.RUB,C,S,0,CS0_16,0,0,0,0,1/14/18
ACESAC19 HF DB,ACE.SAC,C,S,0,CS0_16,0,0,0,0,1/14/18
VIBACE11 HF DB,VIB.ACE,C,S,0,CS0_16,0,0,0,0,1/14/18
ACEPEN16 HF DB,ACE.PEN,C,S,0,CS0_15,0,0,0,0,1/14/18
ACERUB23 HF DB,ACE.RUB,C,S,0,CS0_15,0,0,0,0,1/14/18
ILEVER01 HF DB,ILE.VER,C,S,0,CS0_15,0,0,0,7,1/14/18
BETALL31 HF DB,BET.ALL,C,S,0,CS0_14,0,0,0,0,1/14/18
ILEMUC 9 HF DB,ILE.MUC,C,S,0,CS0_14,0,0,0,0,1/14/18
PRUPEN 23 HF DB,PRU.PEN,C,S,0,CS0_14,0,0,0,0,1/14/18
BETALL31 HF DB,BET.ALL,C,S,0,CS0_13,0,0,0,0,1/14/18
COMPER 6 HF DB,COM.PER,C,S,0,CS0_13,0,0,0,0,1/14/18
ILEMUC 10 HF DB,ILE.MUC,C,S,0,CS0_13,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,C,S,0,CS0_12,0,0,0,0,1/14/18
PRUVIR 3 HF DB,PRU.VIR,C,S,0,CS0_12,0,0,0,0,1/14/18
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_12,NA,0,NA,0,1/14/18
ACESAC17 HF DB,ACE.SAC,C,S,0,CS0_11,0,0,0,0,1/14/18
VACCOR 3 HF DB,VAC.COR,C,S,0,CS0_11,1,1,NA,1,1/14/18
VIBACE4 HF DB,VIB.ACE,C,S,0,CS0_11,0,0,0,0,1/14/18
ACEPEN14 HF DB,ACE.PEN,C,S,0,CS0_10,0,0,0,0,1/14/18
ACESAC11 HF DB,ACE.SAC,C,S,0,CS0_10,0,0,0,0,1/14/18
PRUVIR 7 HF DB,PRU.VIR,C,S,0,CS0_10,0,0,0,0,1/14/18
ACEPEN20 HF DB,ACE.PEN,C,S,0,CS0_1,0,0,0,0,1/14/18
CORCOR06 HF,COR.COR,C,S,0,CS0_1,0,0,0,0,1/14/18
PRUVIR 2 HF DB,PRU.VIR,C,S,0,CS0_1,0,0,0,0,1/14/18
BETALL32 HF DB,BET.ALL,C,L,0,CL0_9,0,0,0,0,1/14/18
ILEVER06 HF DB,ILE.VER,C,L,0,CL0_9,0,0,0,0,1/14/18
VACCOR 6 HF DB,VAC.COR,C,L,0,CL0_9,0,0,0,0,1/14/18
ACESAC19 HF DB,ACE.SAC,C,L,0,CL0_8,0,0,0,0,1/14/18
COMPER 1 HF DB,COM.PER,C,L,0,CL0_8,0,0,0,0,1/14/18
PRUVIR 5 HF DB,PRU.VIR,C,L,0,CL0_8,0,0,0,0,1/14/18
ACEPEN20 HF DB,ACE.PEN,C,L,0,CL0_7,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_7,0,0,0,0,1/14/18
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_7,0,0,0,0,1/14/18
ACEPEN18 HF DB,ACE.PEN,C,L,0,CL0_6,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,C,L,0,CL0_6,0,0,0,0,1/14/18
ILEMUC 10 HF DB,ILE.MUC,C,L,0,CL0_6,0,0,0,0,1/14/18
ACEPEN16 HF DB,ACE.PEN,C,L,0,CL0_5,0,0,0,0,1/14/18
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_5,0,0,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_5,0,0,0,0,1/14/18
BETALL32 HF DB,BET.ALL,C,L,0,CL0_4,0,0,0,0,1/14/18
COMPER 2 HF DB,COM.PER,C,L,0,CL0_4,0,0,0,0,1/14/18
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_4,0,0,0,0,1/14/18
COMPER 4 HF DB,COM.PER,C,L,0,CL0_3,1,1,67-F,1,1/14/18
CORCOR07_HF,COR.COR,C,L,0,CL0_3,0,0,0,0,1/14/18
ILEMUC 13 HF DB,ILE.MUC,C,L,0,CL0_3,0,0,0,0,1/14/18
COMPER 4 HF DB,COM.PER,C,L,0,CL0_24,0,0,60-F,0,1/14/18
PRUPEN17 HF DB,PRU.PEN,C,L,0,CL0_24,0,0,0,9,1/14/18
PRUVIR 4 HF DB,PRU.VIR,C,L,0,CL0_24,0,0,0,0,1/14/18
ACESAC12 HF DB,ACE.SAC,C,L,0,CL0_23,0,0,0,0,1/14/18
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_23,0,0,0,0,1/14/18
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_23,65,1,NA,1,1/14/18
ACEPEN19 HF DB,ACE.PEN,C,L,0,CL0_22,0,0,0,0,1/14/18
ACESAC18 HF DB,ACE.SAC,C,L,0,CL0_22,0,0,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_22,0,0,0,0,1/14/18
ILEMUC 11 HF DB,ILE.MUC,C,L,0,CL0_21,0,0,0,0,1/14/18
PRUPEN 23 HF DB,PRU.PEN,C,L,0,CL0_21,0,0,0,0,1/14/18
VACCOR 3 HF DB,VAC.COR,C,L,0,CL0_21,0,0,0,0,1/14/18
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_20,0,0,0,0,1/14/18
CORCOR10_HF,COR.COR,C,L,0,CL0_20,0,0,60-M,0,1/14/18
PRUVIR 2 HF DB,PRU.VIR,C,L,0,CL0_20,0,0,0,0,1/14/18
BETALL33 HF DB,BET.ALL,C,L,0,CL0_2,0,0,0,0,1/14/18
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_2,0,0,0,0,1/14/18
PRUPEN 22 HF DB,PRU.PEN,C,L,0,CL0_2,0,0,0,11,1/14/18
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_19,0,0,0,0,1/14/18
PRUVIR 6 HF DB,PRU.VIR,C,L,0,CL0_19,0,0,0,0,1/14/18
VACCOR 11 HF DB,VAC.COR,C,L,0,CL0_19,NA,1,65,0,1/14/18
COMPER 6 HF DB,COM.PER,C,L,0,CL0_18,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_18,0,0,0,0,1/14/18
VIBACE10 HF DB,VIB.ACE,C,L,0,CL0_18,0,0,0,0,1/14/18
ACERUB23 HF DB,ACE.RUB,C,L,0,CL0_17,7,0,0,0,1/14/18
BETALL31 HF DB,BET.ALL,C,L,0,CL0_17,0,0,0,0,1/14/18
CORCOR 16 HF DB,COR.COR,C,L,0,CL0_17,0,0,0,0,1/14/18
CORCOR09_HF,COR.COR,C,L,0,CL0_16,0,0,0,0,1/14/18
VACCOR 1 HF DB,VAC.COR,C,L,0,CL0_16,65,1,65,0,1/14/18
VIBACE01 HF DB,VIB.ACE,C,L,0,CL0_16,0,0,0,0,1/14/18
BETALL34 HF DB,BET.ALL,C,L,0,CL0_15,0,0,0,0,1/14/18
CORCOR07_HF,COR.COR,C,L,0,CL0_15,0,0,0,0,1/14/18
ILEVER04 HF DB,ILE.VER,C,L,0,CL0_15,0,0,0,0,1/14/18
ACERUB26 HF DB,ACE.RUB,C,L,0,CL0_14,0,0,0,0,1/14/18
BETALL26 HF DB,BET.ALL,C,L,0,CL0_14,0,0,0,0,1/14/18
VIBACE4 HF DB,VIB.ACE,C,L,0,CL0_14,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,C,L,0,CL0_13,0,0,0,11,1/14/18
PRUVIR 7 HF DB,PRU.VIR,C,L,0,CL0_13,0,0,0,0,1/14/18
VACCOR 10 HF DB,VAC.COR,C,L,0,CL0_13,65,15,65,1,1/14/18
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_12,0,0,0,0,1/14/18
CORCOR09_HF,COR.COR,C,L,0,CL0_12,0,0,0,0,1/14/18
ILEVER08 HF DB,ILE.VER,C,L,0,CL0_12,0,0,0,0,1/14/18
ACEPEN17 HF DB,ACE.PEN,C,L,0,CL0_11,0,0,0,0,1/14/18
ACESAC11 HF DB,ACE.SAC,C,L,0,CL0_11,0,0,0,0,1/14/18
ILEVER05 HF DB,ILE.VER,C,L,0,CL0_11,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,C,L,0,CL0_10,0,0,0,0,1/14/18
ILEVER07 HF DB,ILE.VER,C,L,0,CL0_10,0,15,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,C,L,0,CL0_10,0,0,0,0,1/14/18
ACERUB27 HF DB,ACE.RUB,C,L,0,CL0_1,0,0,0,0,1/14/18
COMPER 2 HF DB,COM.PER,C,L,0,CL0_1,0,0,67-F,1,1/14/18
PRUPEN 21 HF DB,PRU.PEN,C,L,0,CL0_1,0,11,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_9,0,0,0,0,1/14/18
CORCOR10_HF,COR.COR,W,S,1,WS1_9,0,0,0,0,1/14/18
VACCOR 9 HF DB,VAC.COR,W,S,1,WS1_9,64,15,0,15,1/14/18
COMPER 3 HF DB,COM.PER,W,S,1,WS1_8,65-M,9,65-M,15,1/14/18
VACCOR 3 HF DB,VAC.COR,W,S,1,WS1_8,65,0,51,0,1/14/18
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_8,0,0,0,0,1/14/18
ACESAC19 HF DB,ACE.SAC,W,S,1,WS1_7,0,0,0,0,1/14/18
ILEVER10 HF DB,ILE.VER,W,S,1,WS1_7,0,0,0,0,1/14/18
VACCOR ? HF DB,VAC.COR,W,S,1,WS1_7,60,11,60,11,1/14/18
ACESAC16 HF DB,ACE.SAC,W,S,1,WS1_6,0,0,0,0,1/14/18
BETALL34 HF DB,BET.ALL,W,S,1,WS1_6,0,0,0,0,1/14/18
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_6,0,15,0,15,1/14/18
ACEPEN17 HF DB,ACE.PEN,W,S,1,WS1_5,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_5,0,15,0,15,1/14/18
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_5,0,0,0,0,1/14/18
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_4,0,7,0,0,1/14/18
CORCOR 17 HF DB,COR.COR,W,S,1,WS1_4,0,0,0,0,1/14/18
PRUVIR 5 HF DB,PRU.VIR,W,S,1,WS1_4,0,0,51,0,1/14/18
ACEPEN18 HF DB,ACE.PEN,W,S,1,WS1_3,0,7,0,0,1/14/18
ACESAC12 HF DB,ACE.SAC,W,S,1,WS1_3,0,0,0,0,1/14/18
VIBACE06 HF DB,VIB.ACE,W,S,1,WS1_3,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_24,0,15,65,15,1/14/18
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_24,0,0,0,0,1/14/18
VIBACE08 HF DB,VIB.ACE,W,S,1,WS1_24,0,11,0,11,1/14/18
BETALL33 HF DB,BET.ALL,W,S,1,WS1_23,0,0,0,0,1/14/18
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_23,0,0,0,0,1/14/18
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_23,67,0,51,0,1/14/18
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_22,0,0,0,0,1/14/18
BETALL33 HF DB,BET.ALL,W,S,1,WS1_22,0,0,0,0,1/14/18
VIBACE02 HF DB,VIB.ACE,W,S,1,WS1_22,0,0,0,0,1/14/18
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_21,0,0,0,0,1/14/18
COMPER 8 HF DB,COM.PER,W,S,1,WS1_21,69-M,11,69-M,11,1/14/18
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_21,0,0,0,0,1/14/18
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_20,0,0,0,0,1/14/18
CORCOR14 HF DB,COR.COR,W,S,1,WS1_20,0,0,65-M,1,1/14/18
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_20,65,15,65,15,1/14/18
BETALL32 HF DB,BET.ALL,W,S,1,WS1_2,0,0,0,0,1/14/18
CORCOR08_HF,COR.COR,W,S,1,WS1_2,0,0,0,0,1/14/18
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_2,0,11,0,15,1/14/18
ACEPEN19 HF DB,ACE.PEN,W,S,1,WS1_19,0,0,0,0,1/14/18
CORCOR07_HF,COR.COR,W,S,1,WS1_19,0,0,0,0,1/14/18
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_19,0,0,0,0,1/14/18
ACERUB29 HF DB,ACE.RUB,W,S,1,WS1_18,0,0,0,0,1/14/18
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_18,0,15,0,11,1/14/18
PRUVIR 3 HF DB,PRU.VIR,W,S,1,WS1_18,0,0,0,0,1/14/18
ACEPEN16 HF DB,ACE.PEN,W,S,1,WS1_17,0,7,0,0,1/14/18
ACERUB26 HF DB,ACE.RUB,W,S,1,WS1_17,0,0,0,0,1/14/18
VACCOR 7 HF DB,VAC.COR,W,S,1,WS1_17,0,11,NA,9,1/14/18
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_16,0,0,0,0,1/14/18
ILEMUC 10 HF DB,ILE.MUC,W,S,1,WS1_16,0,0,0,0,1/14/18
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_16,0,0,0,0,1/14/18
ACESAC18 HF DB,ACE.SAC,W,S,1,WS1_15,0,0,0,0,1/14/18
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_15,0,11,0,15,1/14/18
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_15,65,7,65,15,1/14/18
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_14,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_14,0,0,0,0,1/14/18
ILEVER 5 HF DB,ILE.VER,W,S,1,WS1_14,0,11,0,11,1/14/18
COMPER 3 HF DB,COM.PER,W,S,1,WS1_13,0,11,67-F,15,1/14/18
PRUVIR 4 HF DB,PRU.VIR,W,S,1,WS1_13,0,0,7,0,1/14/18
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_13,65,11,65,15,1/14/18
COMPER 3 HF DB,COM.PER,W,S,1,WS1_12,0,11,0,15,1/14/18
CORCOR10_HF,COR.COR,W,S,1,WS1_12,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_12,0,0,0,0,1/14/18
BETALL26 HF DB,BET.ALL,W,S,1,WS1_11,0,0,0,0,1/14/18
COMPER 2 HF DB,COM.PER,W,S,1,WS1_11,65-M,NA,"67-F,65-M",11,1/14/18
PRUPEN 22 HF DB,PRU.PEN,W,S,1,WS1_11,0,15,0,15,1/14/18
BETALL32 HF DB,BET.ALL,W,S,1,WS1_10,0,0,0,0,1/14/18
COMPER 3 HF DB,COM.PER,W,S,1,WS1_10,0,11,0,15,1/14/18
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_10,0,0,0,0,1/14/18
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_1,0,0,0,0,1/14/18
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_1,0,0,0,0,1/14/18
VIBACE07 HF DB,VIB.ACE,W,S,1,WS1_1,X,X,X,X,1/14/18
COMPER ? HF DB,COM.PER,W,L,1,WL1_9,69-M,0,69-M,1,1/14/18
ILEMUC 13 HF DB,ILE.MUC,W,L,1,WL1_9,0,9,0,0,1/14/18
VIBACE08 HF DB,VIB.ACE,W,L,1,WL1_9,0,15,0,11,1/14/18
ACERUB25 HF DB,ACE.RUB,W,L,1,WL1_8,0,0,0,0,1/14/18
BETALL31 HF DB,BET.ALL,W,L,1,WL1_8,0,0,0,0,1/14/18
COMPER 4 HF DB,COM.PER,W,L,1,WL1_8,51-M,11,67-F,11,1/14/18
BETALL31 HF DB,BET.ALL,W,L,1,WL1_7,0,0,0,0,1/14/18
CORCOR06 HF,COR.COR,W,L,1,WL1_7,0,15,0,11,1/14/18
PRUPEN 26 HF DB,PRU.PEN,W,L,1,WL1_7,0,15,0,17,1/14/18
ACEPEN17 HF DB,ACE.PEN,W,L,1,WL1_6,0,0,0,9,1/14/18
ACESAC18 HF DB,ACE.SAC,W,L,1,WL1_6,0,0,0,0,1/14/18
PRUPEN17 HF DB,PRU.PEN,W,L,1,WL1_6,NA,11,65,15,1/14/18
BETALL34 HF DB,BET.ALL,W,L,1,WL1_5,0,0,0,9,1/14/18
CORCOR10_HF,COR.COR,W,L,1,WL1_5,0,0,0,0,1/14/18
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_5,0,9,0,11,1/14/18
ACEPEN20 HF DB,ACE.PEN,W,L,1,WL1_4,0,0,0,0,1/14/18
CORCOR09_HF,COR.COR,W,L,1,WL1_4,0,0,0,0,1/14/18
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_4,0,11,0,0,1/14/18
ACESAC13 HF DB,ACE.SAC,W,L,1,WL1_3,0,0,0,0,1/14/18
BETALL31 HF DB,BET.ALL,W,L,1,WL1_3,0,0,0,0,1/14/18
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_3,60,15,65,15,1/14/18
ACEPEN14 HF DB,ACE.PEN,W,L,1,WL1_24,0,0,0,0,1/14/18
ILEMUC 12 HF DB,ILE.MUC,W,L,1,WL1_24,0,0,0,0,1/14/18
ILEVER06 HF DB,ILE.VER,W,L,1,WL1_24,0,15,0,15,1/14/18
ILEMUC 14 HF DB,ILE.MUC,W,L,1,WL1_23,0,15,0,15,1/14/18
ILEVER04 HF DB,ILE.VER,W,L,1,WL1_23,0,15,0,0,1/14/18
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_23,67,15,67,1,1/14/18
CORCOR 15 HF DB,COR.COR,W,L,1,WL1_22,0,0,0,0,1/14/18
