"id","leaf_day","flo_day","name","GEN.SPA","Force","Light","Chill","good_flaskid"
"VIBACE07 HF DB_CS1_21",51,NA,"VIBACE07 HF DB","VIB.ACE","C","S",1,"CS1_21"
"ACERUB27 HF DB_CS1_20",NA,NA,"ACERUB27 HF DB","ACE.RUB","C","S",1,"CS1_20"
"ILEMUC 13 HF DB_CS1_20",NA,NA,"ILEMUC 13 HF DB","ILE.MUC","C","S",1,"CS1_20"
"PRUPEN16 HF DB_CS1_20",37,NA,"PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_20"
"ILEMUC 14 HF DB_CS1_2",NA,NA,"ILEMUC 14 HF DB","ILE.MUC","C","S",1,"CS1_2"
"PRUPEN 21 HF DB_CS1_2",48,NA,"PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_2"
"VIBACE4 HF DB_CS1_2",68,NA,"VIBACE4 HF DB","VIB.ACE","C","S",1,"CS1_2"
"ACEPEN18 HF DB_CS1_19",54,54,"ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_19"
"ILEMUC 11 HF DB_CS1_19",NA,NA,"ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_19"
"PRUVIR 4 HF DB_CS1_19",NA,NA,"PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_19"
"ACEPEN19 HF DB_CS1_18",54,54,"ACEPEN19 HF DB","ACE.PEN","C","S",1,"CS1_18"
"PRUVIR 4 HF DB_CS1_18",NA,NA,"PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_18"
"VIBACE01 HF DB_CS1_18",73,NA,"VIBACE01 HF DB","VIB.ACE","C","S",1,"CS1_18"
"ACERUB25 HF DB_CS1_17",89,NA,"ACERUB25 HF DB","ACE.RUB","C","S",1,"CS1_17"
"ACESAC12 HF DB_CS1_17",97,NA,"ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_17"
"BETALL25 HF DB_CS1_17",51,NA,"BETALL25 HF DB","BET.ALL","C","S",1,"CS1_17"
"ACEPEN20 HF DB_CS1_16",56,NA,"ACEPEN20 HF DB","ACE.PEN","C","S",1,"CS1_16"
"ACESAC19 HF DB_CS1_16",NA,NA,"ACESAC19 HF DB","ACE.SAC","C","S",1,"CS1_16"
"ILEMUC 10 HF DB_CS1_16",NA,NA,"ILEMUC 10 HF DB","ILE.MUC","C","S",1,"CS1_16"
"COMPER 1 HF DB_CS1_15",48,30,"COMPER 1 HF DB","COM.PER","C","S",1,"CS1_15"
"CORCOR09_HF_CS1_15",65,40,"CORCOR09_HF","COR.COR","C","S",1,"CS1_15"
"ILEVER01 HF DB_CS1_15",28,NA,"ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_15"
"ILEMUC 11 HF DB_CS1_14",NA,NA,"ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_14"
"ILEVER05 HF DB_CS1_14",30,NA,"ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_14"
"PRUVIR 5 HF DB_CS1_14",NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_14"
"ILEVER6 HF DB_CS1_13",42,104,"ILEVER6 HF DB","ILE.VER","C","S",1,"CS1_13"
"PRUPEN16 HF DB_CS1_13",37,45,"PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_13"
"PRUVIR 5 HF DB_CS1_13",NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_13"
"ACEPEN14 HF DB_CS1_12",NA,NA,"ACEPEN14 HF DB","ACE.PEN","C","S",1,"CS1_12"
"COMPER 6 HF DB_CS1_12",48,NA,"COMPER 6 HF DB","COM.PER","C","S",1,"CS1_12"
"ILEVER05 HF DB_CS1_12",40,NA,"ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_12"
"ACERUB22 HF DB_CS1_11",NA,NA,"ACERUB22 HF DB","ACE.RUB","C","S",1,"CS1_11"
"PRUVIR 7 HF DB_CS1_11",104,NA,"PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_11"
"VACCOR 10 HF DB_CS1_11",37,33,"VACCOR 10 HF DB","VAC.COR","C","S",1,"CS1_11"
"ACESAC12 HF DB_CS1_10",82,NA,"ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_10"
"BETALL26 HF DB_CS1_10",51,NA,"BETALL26 HF DB","BET.ALL","C","S",1,"CS1_10"
"VIBACE? HF DB_CS1_10",NA,NA,"VIBACE? HF DB","VIB.ACE","C","S",1,"CS1_10"
"ACESAC17 HF DB_CS1_1",110,NA,"ACESAC17 HF DB","ACE.SAC","C","S",1,"CS1_1"
"BETALL34 HF DB_CS1_1",70,NA,"BETALL34 HF DB","BET.ALL","C","S",1,"CS1_1"
"CORCOR06 HF_CS1_1",48,NA,"CORCOR06 HF","COR.COR","C","S",1,"CS1_1"
"ACEPEN16 HF DB_CL1_9",48,56,"ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_9"
"ILEVER01 HF DB_CL1_9",33,NA,"ILEVER01 HF DB","ILE.VER","C","L",1,"CL1_9"
"VIBACE5 HF DB_CL1_9",45,NA,"VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_9"
"COMPER 3 HF DB_CL1_8",56,35,"COMPER 3 HF DB","COM.PER","C","L",1,"CL1_8"
"ILEVER06 HF DB_CL1_8",30,NA,"ILEVER06 HF DB","ILE.VER","C","L",1,"CL1_8"
"PRUPEN 21 HF DB_CL1_8",40,NA,"PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_8"
"ACEPEN16 HF DB_CL1_7",51,45,"ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_7"
"BETALL32 HF DB_CL1_7",65,NA,"BETALL32 HF DB","BET.ALL","C","L",1,"CL1_7"
"ILEMUC 12 HF DB_CL1_7",51,54,"ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_7"
"ILEMUC 11 HF DB_CL1_6",45,54,"ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_6"
"ILEVER09 HF DB_CL1_6",28,NA,"ILEVER09 HF DB","ILE.VER","C","L",1,"CL1_6"
"VIBACE07 HF DB_CL1_6",51,NA,"VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_6"
"ACESAC18 HF DB_CL1_5",NA,NA,"ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_5"
"COMPER 2 HF DB_CL1_5",62,35,"COMPER 2 HF DB","COM.PER","C","L",1,"CL1_5"
"PRUVIR 2 HF DB_CL1_5",NA,NA,"PRUVIR 2 HF DB","PRU.VIR","C","L",1,"CL1_5"
"ACEPEN20 HF DB_CL1_4",51,NA,"ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_4"
"ACERUB23 HF DB_CL1_4",NA,NA,"ACERUB23 HF DB","ACE.RUB","C","L",1,"CL1_4"
"BETALL25 HF DB_CL1_4",51,NA,"BETALL25 HF DB","BET.ALL","C","L",1,"CL1_4"
"COMPER 1 HF DB_CL1_3",54,30,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_3"
"CORCOR07_HF_CL1_3",65,62,"CORCOR07_HF","COR.COR","C","L",1,"CL1_3"
"ILEMUC 9 HF DB_CL1_3",45,42,"ILEMUC 9 HF DB","ILE.MUC","C","L",1,"CL1_3"
"ACEPEN17 HF DB_CL1_24",51,54,"ACEPEN17 HF DB","ACE.PEN","C","L",1,"CL1_24"
"COMPER 1 HF DB_CL1_24",48,19,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_24"
"ILEMUC 14 HF DB_CL1_24",42,NA,"ILEMUC 14 HF DB","ILE.MUC","C","L",1,"CL1_24"
"CORCOR 17 HF DB_CL1_23",56,45,"CORCOR 17 HF DB","COR.COR","C","L",1,"CL1_23"
"ILEVER03 HF DB_CL1_23",NA,NA,"ILEVER03 HF DB","ILE.VER","C","L",1,"CL1_23"
"PRUPEN 22 HF DB_CL1_23",22,35,"PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_23"
"CORCOR 15 HF DB_CL1_22",68,33,"CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_22"
"PRUPEN 22 HF DB_CL1_22",42,NA,"PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_22"
"VIBACE07 HF DB_CL1_22",40,73,"VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_22"
"BETALL26 HF DB_CL1_21",62,NA,"BETALL26 HF DB","BET.ALL","C","L",1,"CL1_21"
"CORCOR 15 HF DB_CL1_21",65,33,"CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_21"
"VACCOR 6 HF DB_CL1_21",37,33,"VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_21"
"ACESAC17 HF DB_CL1_20",89,NA,"ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_20"
"COMPER 1 HF DB_CL1_20",51,37,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_20"
"VACCOR 8 HF DB_CL1_20",26,26,"VACCOR 8 HF DB","VAC.COR","C","L",1,"CL1_20"
"ACESAC17 HF DB_CL1_2",86,NA,"ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_2"
"BETALL33 HF DB_CL1_2",76,NA,"BETALL33 HF DB","BET.ALL","C","L",1,"CL1_2"
"ILEVER07 HF DB_CL1_2",28,NA,"ILEVER07 HF DB","ILE.VER","C","L",1,"CL1_2"
"ACESAC13 HF DB_CL1_19",84,NA,"ACESAC13 HF DB","ACE.SAC","C","L",1,"CL1_19"
"PRUVIR 5 HF DB_CL1_19",NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","L",1,"CL1_19"
"VIBACE02 HF DB_CL1_19",51,NA,"VIBACE02 HF DB","VIB.ACE","C","L",1,"CL1_19"
"ACERUB22 HF DB_CL1_18",99,NA,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_18"
"PRUVIR 4 HF DB_CL1_18",65,79,"PRUVIR 4 HF DB","PRU.VIR","C","L",1,"CL1_18"
"VIBACE5 HF DB_CL1_18",40,76,"VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_18"
"ILEMUC 12 HF DB_CL1_17",42,45,"ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_17"
"PRUVIR 6 HF DB_CL1_17",NA,NA,"PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_17"
"VACCOR 2 HF DB_CL1_17",33,35,"VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_17"
"ACEPEN20 HF DB_CL1_16",59,NA,"ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_16"
"ACESAC18 HF DB_CL1_16",NA,NA,"ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_16"
"COMPER 1 HF DB_CL1_16",54,28,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_16"
"ACESAC19 HF DB_CL1_15",91,NA,"ACESAC19 HF DB","ACE.SAC","C","L",1,"CL1_15"
"ILEVER09 HF DB1_CL1_15",28,NA,"ILEVER09 HF DB1","ILE.VER","C","L",1,"CL1_15"
"PRUPEN 21 HF DB_CL1_15",42,NA,"PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_15"
"ACERUB27 HF DB_CL1_14",NA,NA,"ACERUB27 HF DB","ACE.RUB","C","L",1,"CL1_14"
"CORCOR09_HF_CL1_14",62,NA,"CORCOR09_HF","COR.COR","C","L",1,"CL1_14"
"VACCOR 2 HF DB_CL1_14",45,30,"VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_14"
"ACERUB26 HF DB_CL1_13",91,NA,"ACERUB26 HF DB","ACE.RUB","C","L",1,"CL1_13"
"ILEMUC 11 HF DB_CL1_13",35,NA,"ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_13"
"PRUVIR 6 HF DB_CL1_13",54,76,"PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_13"
"ACERUB22 HF DB_CL1_12",99,NA,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_12"
"PRUVIR 7 HF DB_CL1_12",NA,NA,"PRUVIR 7 HF DB","AME.SPP","C","L",1,"CL1_12"
"VIBACE10 HF DB_CL1_12",51,82,"VIBACE10 HF DB","VIB.ACE","C","L",1,"CL1_12"
"ACEPEN15 HF DB_CL1_11",62,59,"ACEPEN15 HF DB","ACE.PEN","C","L",1,"CL1_11"
"ACERUB22 HF DB_CL1_11",97,NA,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_11"
"PRUPEN 26 HF DB_CL1_11",35,33,"PRUPEN 26 HF DB","PRU.PEN","C","L",1,"CL1_11"
"BETALL31 HF DB_CL1_10",56,NA,"BETALL31 HF DB","BET.ALL","C","L",1,"CL1_10"
"PRUPEN 24 HF DB_CL1_10",45,NA,"PRUPEN 24 HF DB","PRU.PEN","C","L",1,"CL1_10"
"VACCOR 6 HF DB_CL1_10",35,NA,"VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_10"
"BETALL26 HF DB_CL1_1",56,NA,"BETALL26 HF DB","BET.ALL","C","L",1,"CL1_1"
"CORCOR07_HF_CL1_1",54,NA,"CORCOR07_HF","COR.COR","C","L",1,"CL1_1"
"VACCOR 1 HF DB_CL1_1",28,33,"VACCOR 1 HF DB","VAC.COR","C","L",1,"CL1_1"
