,nomen,name,flask_id,treat,new_num
351,Ilex_verticilata,ILEVER05 HF DB,WL1_13,WL1,
159,Betula_allagheniensis,BETALL31 HF DB,WL1_14,WL1,
203,Comptonia_peregrina,COMPER 1 HF DB,WL1_14,WL1,
268,Corylus_cornuta,CORCOR09_HF,WL1_14,WL1,
76,Acer_rubrum,ACERUB23 HF DB,WL1_15,WL1,
359,Ilex_verticilata,ILEVER05 HF DB,WL1_15,WL1,
462,Prunus_virginiana,PRUVIR 4 HF DB,WL1_15,WL1,
7,Acer_pensylvanicum,ACEPEN20 HF DB,WL1_16,WL1,
62,Acer_rubrum,ACERUB28 HF DB,WL1_16,WL1,
347,Ilex_verticilata,ILEVER01 HF DB,WL1_16,WL1,
44,Acer_pensylvanicum,ACEPEN20 HF DB,WL1_17,WL1,
99,Acer_saccharum,ACESAC17 HF DB,WL1_17,WL1,
102,Acer_saccharum,ACESAC11 HF DB,WL1_17,WL1,18
266,Corylus_cornuta,CORCOR06 HF,WL1_18,WL1,
535,Viburnum_acerifolium,VIBACE4 HF DB,WL1_18,WL1,
566,Viburnum_acerifolium,VIBACE11 HF DB,WL1_18,WL1,17
371,Ilex_verticilata,ILEVER07 HF DB,WL1_19,WL1,
461,Prunus_virginiana,PRUVIR 2 HF DB,WL1_19,WL1,
542,Viburnum_acerifolium,VIBACE06 HF DB,WL1_19,WL1,
20,Acer_pensylvanicum,ACEPEN19 HF DB,WL1_2,WL1,
198,Comptonia_peregrina,COMPER 5 HF DB,WL1_2,WL1,
543,Viburnum_acerifolium,VIBACE06 HF DB,WL1_2,WL1,
52,Acer_rubrum,ACERUB23 HF DB,WL1_20,WL1,
116,Acer_saccharum,ACESAC19 HF DB,WL1_20,WL1,
220,Comptonia_peregrina,COMPER 6 HF DB,WL1_20,WL1,
319,Ilex_mucronata,ILEMUC 13 HF DB,WL1_21,WL1,
500,Vaccinium_corymbosum,VACCOR 2 HF DB,WL1_21,WL1,
528,Vaccinium_corymbosum,VACCOR 7 HF DB,WL1_21,WL1,23
288,Corylus_cornuta,CORCOR 15 HF DB,WL1_22,WL1,
405,Prunus_pensylvanica,PRUPEN 23 HF DB,WL1_22,WL1,
486,Vaccinium_corymbosum,VACCOR 7 HF DB,WL1_22,WL1,
166,Betula_allagheniensis,BETALL26 HF DB,WL1_23,WL1,21
336,Ilex_mucronata,ILEMUC 14 HF DB,WL1_23,WL1,
372,Ilex_verticilata,ILEVER04 HF DB,WL1_23,WL1,
37,Acer_pensylvanicum,ACEPEN16 HF DB,WL1_24,WL1,
307,Ilex_mucronata,ILEMUC 12 HF DB,WL1_24,WL1,
357,Ilex_verticilata,ILEVER06 HF DB,WL1_24,WL1,
139,Acer_saccharum,ACESAC19 HF DB,WL1_3,WL1,
145,Betula_allagheniensis,BETALL31 HF DB,WL1_3,WL1,
428,Prunus_pensylvanica,PRUPEN 24 HF DB,WL1_3,WL1,
36,Acer_pensylvanicum,ACEPEN20 HF DB,WL1_4,WL1,
326,Ilex_mucronata,ILEMUC 13 HF DB,WL1_4,WL1,
331,Ilex_mucronata,ILEMUC 9 HF DB,WL1_4,WL1,5
162,Betula_allagheniensis,BETALL34 HF DB,WL1_5,WL1,
256,Corylus_cornuta,CORCOR09_HF,WL1_5,WL1,4
284,Corylus_cornuta,CORCOR10_HF,WL1_5,WL1,
48,Acer_pensylvanicum,ACEPEN17 HF DB,WL1_6,WL1,
127,Acer_saccharum,ACESAC18 HF DB,WL1_6,WL1,
400,Prunus_pensylvanica,PRUPEN17 HF DB,WL1_6,WL1,
155,Betula_allagheniensis,BETALL31 HF DB,WL1_7,WL1,
281,Corylus_cornuta,CORCOR06 HF,WL1_7,WL1,
406,Prunus_pensylvanica,PRUPEN 26 HF DB,WL1_7,WL1,
93,Acer_rubrum,ACERUB25 HF DB,WL1_8,WL1,
172,Betula_allagheniensis,BETALL31 HF DB,WL1_8,WL1,
547,Viburnum_acerifolium,VIBACE08 HF DB,WL1_8,WL1,9
197,Comptonia_peregrina,COMPER 4 HF DB,WL1_9,WL1,8
209,Comptonia_peregrina,COMPER 4 HF DB,WL1_9,WL1,
318,Ilex_mucronata,ILEMUC 13 HF DB,WL1_9,WL1,
54,Acer_rubrum,ACERUB29 HF DB,WS0_1,WS0,
254,Corylus_cornuta,CORCOR08_HF,WS0_1,WS0,
501,Vaccinium_corymbosum,VACCOR 11 HF DB,WS0_1,WS0,
35,Acer_pensylvanicum,ACEPEN20 HF DB,WS0_10,WS0,
313,Ilex_mucronata,ILEMUC 12 HF DB,WS0_10,WS0,
545,Viburnum_acerifolium,VIBACE07 HF DB,WS0_10,WS0,
205,Comptonia_peregrina,COMPER 5 HF DB,WS0_11,WS0,
279,Corylus_cornuta,CORCOR14 HF DB,WS0_11,WS0,
289,Ilex_mucronata,ILEMUC 11 HF DB,WS0_11,WS0,
63,Acer_rubrum,ACERUB23 HF DB,WS0_12,WS0,
173,Betula_allagheniensis,BETALL33 HF DB,WS0_12,WS0,
429,Prunus_pensylvanica,PRUPEN 24 HF DB,WS0_12,WS0,
135,Acer_saccharum,ACESAC18 HF DB,WS0_13,WS0,
183,Betula_allagheniensis,BETALL25 HF DB,WS0_13,WS0,
283,Corylus_cornuta,CORCOR07_HF,WS0_13,WS0,
138,Acer_saccharum,ACESAC19 HF DB,WS0_14,WS0,
468,Prunus_virginiana,PRUVIR 4 HF DB,WS0_14,WS0,
521,Vaccinium_corymbosum,VACCOR 4 HF DB,WS0_14,WS0,
202,Comptonia_peregrina,COMPER 6 HF DB,WS0_15,WS0,16
204,Comptonia_peregrina,COMPER 8 HF DB,WS0_15,WS0,
457,Prunus_virginiana,PRUVIR 6 HF DB,WS0_15,WS0,
90,Acer_rubrum,ACERUB22 HF DB,WS0_16,WS0,15
494,Vaccinium_corymbosum,VACCOR 2 HF DB,WS0_16,WS0,
573,Viburnum_acerifolium,VIBACE02 HF DB,WS0_16,WS0,
12,Acer_pensylvanicum,ACEPEN18 HF DB,WS0_17,WS0,
53,Acer_rubrum,ACERUB25 HF DB,WS0_17,WS0,
398,Prunus_pensylvanica,PRUPEN 24 HF DB,WS0_17,WS0,
122,Acer_saccharum,ACESAC18 HF DB,WS0_18,WS0,
328,Ilex_mucronata,ILEMUC 10 HF DB,WS0_18,WS0,
537,Viburnum_acerifolium,VIBACE02 HF DB,WS0_18,WS0,
270,Corylus_cornuta,CORCOR06 HF,WS0_19,WS0,
407,Prunus_pensylvanica,PRUPEN 23 HF DB,WS0_19,WS0,
440,Prunus_virginiana,PRUVIR 6 HF DB,WS0_19,WS0,
16,Acer_pensylvanicum,ACEPEN15 HF DB,WS0_2,WS0,
194,Comptonia_peregrina,COMPER 8 HF DB,WS0_2,WS0,
446,Prunus_virginiana,PRUVIR 6 HF DB,WS0_2,WS0,
334,Ilex_mucronata,ILEMUC 9 HF DB,WS0_20,WS0,
427,Prunus_pensylvanica,PRUPEN 22 HF DB,WS0_20,WS0,
553,Viburnum_acerifolium,VIBACE10 HF DB,WS0_20,WS0,
144,Acer_saccharum,ACESAC12 HF DB,WS0_21,WS0,
233,Comptonia_peregrina,COMPER 6 HF DB,WS0_21,WS0,
455,Prunus_virginiana,PRUVIR 4 HF DB,WS0_21,WS0,
23,Acer_pensylvanicum,ACEPEN15 HF DB,WS0_22,WS0,
362,Ilex_verticilata,ILEVER03 HF DB,WS0_22,WS0,
387,Prunus_pensylvanica,PRUPEN 22 HF DB,WS0_22,WS0,
368,Ilex_verticilata,ILEVER08 HF DB,WS0_23,WS0,
511,Vaccinium_corymbosum,VACCOR 3 HF DB,WS0_23,WS0,
516,Vaccinium_corymbosum,VACCOR 8 HF DB,WS0_23,WS0,24
86,Acer_rubrum,ACERUB23 HF DB,WS0_24,WS0,23
156,Betula_allagheniensis,BETALL31 HF DB,WS0_24,WS0,
376,Ilex_verticilata,ILEVER03 HF DB,WS0_24,WS0,
8,Acer_pensylvanicum,ACEPEN15 HF DB,WS0_3,WS0,
95,Acer_rubrum,ACERUB26 HF DB,WS0_3,WS0,
317,Ilex_mucronata,ILEMUC 13 HF DB,WS0_3,WS0,
167,Betula_allagheniensis,BETALL25 HF DB,WS0_4,WS0,
252,Corylus_cornuta,CORCOR 17 HF DB,WS0_4,WS0,
381,Ilex_verticilata,ILEVER05 HF DB,WS0_4,WS0,
185,Betula_allagheniensis,BETALL32 HF DB,WS0_5,WS0,
290,Ilex_mucronata,ILEMUC 9 HF DB,WS0_5,WS0,
563,Viburnum_acerifolium,VIBACE09 HF DB,WS0_5,WS0,
262,Corylus_cornuta,CORCOR 17 HF DB,WS0_6,WS0,
378,Ilex_verticilata,ILEVER05 HF DB,WS0_6,WS0,
399,Prunus_pensylvanica,PRUPEN 24 HF DB,WS0_6,WS0,
33,Acer_pensylvanicum,ACEPEN20 HF DB,WS0_7,WS0,
143,Acer_saccharum,ACESAC18 HF DB,WS0_7,WS0,
435,Prunus_virginiana,PRUVIR 5 HF DB,WS0_7,WS0,
120,Acer_saccharum,ACESAC12 HF DB,WS0_8,WS0,
349,Ilex_verticilata,ILEVER01 HF DB,WS0_8,WS0,
498,Vaccinium_corymbosum,VACCOR 5 HF DB,WS0_8,WS0,
192,Betula_allagheniensis,BETALL25 HF DB,WS0_9,WS0,
208,Comptonia_peregrina,COMPER 4 HF DB,WS0_9,WS0,
560,Viburnum_acerifolium,VIBACE02 HF DB,WS0_9,WS0,
80,Acer_rubrum,ACERUB25 HF DB,WS1_1,WS1,
332,Ilex_mucronata,ILEMUC 14 HF DB,WS1_1,WS1,
546,Viburnum_acerifolium,VIBACE07 HF DB,WS1_1,WS1,
147,Betula_allagheniensis,BETALL32 HF DB,WS1_10,WS1,
206,Comptonia_peregrina,COMPER 1 HF DB,WS1_10,WS1,
226,Comptonia_peregrina,COMPER 2 HF DB,WS1_10,WS1,11
169,Betula_allagheniensis,BETALL26 HF DB,WS1_11,WS1,
394,Prunus_pensylvanica,PRUPEN17 HF DB,WS1_11,WS1,10
408,Prunus_pensylvanica,PRUPEN 22 HF DB,WS1_11,WS1,
219,Comptonia_peregrina,COMPER 3 HF DB,WS1_12,WS1,
277,Corylus_cornuta,CORCOR10_HF,WS1_12,WS1,
311,Ilex_mucronata,ILEMUC 12 HF DB,WS1_12,WS1,
231,Comptonia_peregrina,COMPER 3 HF DB,WS1_13,WS1,
459,Prunus_virginiana,PRUVIR 4 HF DB,WS1_13,WS1,
495,Vaccinium_corymbosum,VACCOR 3 HF DB,WS1_13,WS1,
71,Acer_rubrum,ACERUB28 HF DB,WS1_14,WS1,
301,Ilex_mucronata,ILEMUC 12 HF DB,WS1_14,WS1,
360,Ilex_verticilata,ILEVER08 HF DB,WS1_14,WS1,
118,Acer_saccharum,ACESAC18 HF DB,WS1_15,WS1,
365,Ilex_verticilata,ILEVER05 HF DB,WS1_15,WS1,
413,Prunus_pensylvanica,PRUPEN17 HF DB,WS1_15,WS1,
40,Acer_pensylvanicum,ACEPEN19 HF DB,WS1_16,WS1,
324,Ilex_mucronata,ILEMUC 10 HF DB,WS1_16,WS1,
471,Prunus_virginiana,PRUVIR 7 HF DB,WS1_16,WS1,
18,Acer_pensylvanicum,ACEPEN17 HF DB,WS1_17,WS1,
82,Acer_rubrum,ACERUB26 HF DB,WS1_17,WS1,
503,Vaccinium_corymbosum,VACCOR 5 HF DB,WS1_17,WS1,
60,Acer_rubrum,ACERUB29 HF DB,WS1_18,WS1,
361,Ilex_verticilata,ILEVER08 HF DB,WS1_18,WS1,
467,Prunus_virginiana,PRUVIR 3 HF DB,WS1_18,WS1,
272,Corylus_cornuta,CORCOR07_HF,WS1_19,WS1,
280,Corylus_cornuta,CORCOR08_HF,WS1_19,WS1,2
286,Corylus_cornuta,CORCOR14 HF DB,WS1_19,WS1,20
190,Betula_allagheniensis,BETALL32 HF DB,WS1_2,WS1,
315,Ilex_mucronata,ILEMUC 14 HF DB,WS1_2,WS1,19
369,Ilex_verticilata,ILEVER05 HF DB,WS1_2,WS1,
47,Acer_pensylvanicum,ACEPEN19 HF DB,WS1_20,WS1,19
104,Acer_saccharum,ACESAC11 HF DB,WS1_20,WS1,
395,Prunus_pensylvanica,PRUPEN 21 HF DB,WS1_20,WS1,
85,Acer_rubrum,ACERUB28 HF DB,WS1_21,WS1,
195,Comptonia_peregrina,COMPER 1 HF DB,WS1_21,WS1,
530,Viburnum_acerifolium,VIBACE4 HF DB,WS1_21,WS1,
103,Acer_saccharum,ACESAC11 HF DB,WS1_22,WS1,
154,Betula_allagheniensis,BETALL33 HF DB,WS1_22,WS1,
572,Viburnum_acerifolium,VIBACE02 HF DB,WS1_22,WS1,
177,Betula_allagheniensis,BETALL33 HF DB,WS1_23,WS1,
291,Ilex_mucronata,ILEMUC 14 HF DB,WS1_23,WS1,
524,Vaccinium_corymbosum,VACCOR 1 HF DB,WS1_23,WS1,
390,Prunus_pensylvanica,PRUPEN 24 HF DB,WS1_24,WS1,
477,Prunus_virginiana,PRUVIR 7 HF DB,WS1_24,WS1,
548,Viburnum_acerifolium,VIBACE08 HF DB,WS1_24,WS1,
29,Acer_pensylvanicum,ACEPEN18 HF DB,WS1_3,WS1,
119,Acer_saccharum,ACESAC12 HF DB,WS1_3,WS1,
544,Viburnum_acerifolium,VIBACE06 HF DB,WS1_3,WS1,
274,Corylus_cornuta,CORCOR 17 HF DB,WS1_4,WS1,
453,Prunus_virginiana,PRUVIR 5 HF DB,WS1_4,WS1,
465,Prunus_virginiana,PRUVIR 7 HF DB,WS1_4,WS1,5
3,Acer_pensylvanicum,ACEPEN17 HF DB,WS1_5,WS1,4
14,Acer_pensylvanicum,ACEPEN17 HF DB,WS1_5,WS1,
415,Prunus_pensylvanica,PRUPEN 24 HF DB,WS1_5,WS1,
141,Acer_saccharum,ACESAC11 HF DB,WS1_6,WS1,
184,Betula_allagheniensis,BETALL34 HF DB,WS1_6,WS1,
350,Ilex_verticilata,ILEVER08 HF DB,WS1_6,WS1,
112,Acer_saccharum,ACESAC19 HF DB,WS1_7,WS1,
258,Corylus_cornuta,CORCOR10_HF,WS1_7,WS1,9
354,Ilex_verticilata,ILEVER09 HF DB,WS1_7,WS1,
201,Comptonia_peregrina,COMPER 3 HF DB,WS1_8,WS1,
493,Vaccinium_corymbosum,VACCOR 7 HF DB,WS1_8,WS1,
540,Viburnum_acerifolium,VIBACE4 HF DB,WS1_8,WS1,
59,Acer_rubrum,ACERUB25 HF DB,WS1_9,WS1,
497,Vaccinium_corymbosum,VACCOR 9 HF DB,WS1_9,WS1,
515,Vaccinium_corymbosum,VACCOR 10 HF DB,WS1_9,WS1,7
