s_id;lon;lat;alt;plant_id;cult_id;bbch;year;day
20450;19.0833;42.1;6;222;100;65;1952;97
20448;19.2833;42.4333;49;222;100;65;1953;87
20450;19.0833;42.1;6;222;100;65;1953;103
20450;19.0833;42.1;6;222;602;65;1954;104
20452;18.9167;42.3833;640;222;100;65;1955;111
20449;18.95;42.7667;647;222;603;65;1955;96
20448;19.2833;42.4333;49;222;100;65;1956;107
20448;19.2833;42.4333;49;222;100;65;1957;87
20448;19.2833;42.4333;49;222;100;65;1958;103
20449;18.95;42.7667;647;222;100;65;1958;122
20450;19.0833;42.1;6;222;100;65;1959;85
20449;18.95;42.7667;647;222;602;65;1959;104
20448;19.2833;42.4333;49;222;100;65;1960;86
20450;19.0833;42.1;6;222;100;65;1960;94
20449;18.95;42.7667;647;222;602;65;1960;122
6862;15.7;46.0167;179;222;100;65;1961;96
6863;15.25;46.25;244;222;100;65;1961;99
6866;15.95;46.5667;310;222;100;65;1961;94
6867;13.9333;45.8333;130;222;100;65;1961;79
6868;14.5167;46.0667;299;222;100;65;1961;92
6869;13.6333;45.9;55;222;100;65;1961;79
6870;15.1833;45.8;220;222;100;65;1961;96
6871;13.6167;45.4833;2;222;100;65;1961;84
6872;13.7167;46.5;864;222;100;65;1961;110
6873;15.7667;46.4667;240;222;100;65;1961;94
6874;16.3;46.8333;308;222;100;65;1961;95
6875;15.5333;46.2;245;222;100;65;1961;90
19296;18.233;45.367;231;222;100;65;1961;96
19299;17.983;42.75;60;222;100;65;1961;86
20448;19.2833;42.4333;49;222;100;65;1961;82
20449;18.95;42.7667;647;222;100;65;1961;97
20450;19.0833;42.1;6;222;100;65;1961;89
6863;15.25;46.25;244;222;130;65;1961;99
6864;15.5833;45.9333;150;222;130;65;1961;93
6865;14.25;45.5667;424;222;130;65;1961;96
6866;15.95;46.5667;310;222;130;65;1961;94
6867;13.9333;45.8333;130;222;130;65;1961;85
6868;14.5167;46.0667;299;222;130;65;1961;96
6869;13.6333;45.9;55;222;130;65;1961;84
6870;15.1833;45.8;220;222;130;65;1961;95
