"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flower","leaf","offset","taxa"
"8514","1623","51.6833,8.56667","8.56667","51.6833","95","106","20","1995",110,109,-1,"Betula pendula"
"8515","1631","51.9,9.16667","9.16667","51.9","200","106","20","1995",112,114,2,"Betula pendula"
"8519","1646","52.05,8.43333","8.43333","52.05","170","106","20","1995",132,118,-14,"Betula pendula"
"8520","1648","52.2,8.6","8.6","52.2","70","106","20","1995",104,101,-3,"Betula pendula"
"8522","1653","52.15,8.8","8.8","52.15","130","106","20","1995",123,112,-11,"Betula pendula"
"8525","1671","51.9833,8.66667","8.66667","51.9833","150","106","20","1995",118,110,-8,"Betula pendula"
"8527","1679","52.4167,8.61667","8.61667","52.4167","40","106","20","1995",125,121,-4,"Betula pendula"
"8529","1688","52.4333,8.61667","8.61667","52.4333","54","106","20","1995",110,104,-6,"Betula pendula"
"8530","1690","52.3,8.91667","8.91667","52.3","50","106","20","1995",114,110,-4,"Betula pendula"
"8532","1697","52.25,8.73333","8.73333","52.25","100","106","20","1995",112,108,-4,"Betula pendula"
"8533","1706","51.65,8.73333","8.73333","51.65","150","106","20","1995",126,114,-12,"Betula pendula"
"8534","1710","51.7333,8.71667","8.71667","51.7333","100","106","20","1995",125,106,-19,"Betula pendula"
"8535","1712","51.5833,9.25","9.25","51.5833","200","106","20","1995",121,112,-9,"Betula pendula"
"8536","1713","51.5833,9.3","9.3","51.5833","230","106","20","1995",110,102,-8,"Betula pendula"
"8538","1723","51.9167,8.38333","8.38333","51.9167","75","106","20","1995",100,108,8,"Betula pendula"
"8541","1749","51.3833,8.15","8.15","51.3833","240","106","20","1995",120,112,-8,"Betula pendula"
"8542","1752","51.35,7.95","7.95","51.35","350","106","20","1995",110,100,-10,"Betula pendula"
"8543","1754","51.3,8.03333","8.03333","51.3","270","106","20","1995",116,114,-2,"Betula pendula"
"8545","1756","51.3167,8.06667","8.06667","51.3167","340","106","20","1995",119,114,-5,"Betula pendula"
"8546","1758","51.45,8.35","8.35","51.45","320","106","20","1995",116,97,-19,"Betula pendula"
"8547","1759","51.4,8.58333","8.58333","51.4","460","106","20","1995",135,124,-11,"Betula pendula"
"8548","1762","51.3667,8.5","8.5","51.3667","340","106","20","1995",119,117,-2,"Betula pendula"
"8550","1768","51.2,8.7","8.7","51.2","410","106","20","1995",120,115,-5,"Betula pendula"
"8551","1771","51.2,8.46667","8.46667","51.2","780","106","20","1995",143,123,-20,"Betula pendula"
"8553","1782","51.6667,8.35","8.35","51.6667","75","106","20","1995",104,108,4,"Betula pendula"
"8555","1787","51.6167,8.33333","8.33333","51.6167","100","106","20","1995",119,111,-8,"Betula pendula"
"8556","1788","51.45,8.43333","8.43333","51.45","400","106","20","1995",118,116,-2,"Betula pendula"
"8557","1790","51.35,8.33333","8.33333","51.35","360","106","20","1995",125,109,-16,"Betula pendula"
"8558","1803","51.15,8.28333","8.28333","51.15","380","106","20","1995",115,120,5,"Betula pendula"
"8560","1811","51.1333,7.98333","7.98333","51.1333","300","106","20","1995",120,117,-3,"Betula pendula"
"8563","1815","51.0333,8.15","8.15","51.0333","410","106","20","1995",135,120,-15,"Betula pendula"
"8564","1816","51.1,8.06667","8.06667","51.1","280","106","20","1995",111,107,-4,"Betula pendula"
"8565","1821","50.75,8.08333","8.08333","50.75","380","106","20","1995",116,115,-1,"Betula pendula"
"8566","1822","50.7167,8.15","8.15","50.7167","350","106","20","1995",124,112,-12,"Betula pendula"
"8567","1827","50.9,7.86667","7.86667","50.9","320","106","20","1995",113,109,-4,"Betula pendula"
"8569","1831","50.8833,8.16667","8.16667","50.8833","320","106","20","1995",123,113,-10,"Betula pendula"
"8570","1832","50.9167,8.1","8.1","50.9167","350","106","20","1995",126,111,-15,"Betula pendula"
"8571","1839","51.5,8.05","8.05","51.5","200","106","20","1995",113,94,-19,"Betula pendula"
"8575","1850","50.9833,8.46667","8.46667","50.9833","460","106","20","1995",140,118,-22,"Betula pendula"
"8576","1851","51,8.36667","8.36667","51","520","106","20","1995",124,126,2,"Betula pendula"
"8579","1864","51.35,7.43333","7.43333","51.35","160","106","20","1995",111,107,-4,"Betula pendula"
"8581","1871","51.4667,7.36667","7.36667","51.4667","140","106","20","1995",115,111,-4,"Betula pendula"
"8582","1872","51.3,7.36667","7.36667","51.3","220","106","20","1995",113,111,-2,"Betula pendula"
"8583","1876","51.4,7.43333","7.43333","51.4","120","106","20","1995",106,105,-1,"Betula pendula"
"8585","1885","51.4333,7.58333","7.58333","51.4333","135","106","20","1995",119,112,-7,"Betula pendula"
"8586","1887","51.5833,7.66667","7.66667","51.5833","60","106","20","1995",105,96,-9,"Betula pendula"
"8590","1906","50.75,9.33333","9.33333","50.75","300","106","20","1995",120,116,-4,"Betula pendula"
"8591","1911","50.6167,9.11667","9.11667","50.6167","320","106","20","1995",115,123,8,"Betula pendula"
"8592","1920","49.6667,8.65","8.65","49.6667","210","106","20","1995",95,110,15,"Betula pendula"
"8593","1929","49.6833,8.73333","8.73333","49.6833","460","106","20","1995",121,114,-7,"Betula pendula"
"8595","1948","49.8,8.6","8.6","49.8","100","106","20","1995",99,95,-4,"Betula pendula"
"8597","1953","49.7667,8.88333","8.88333","49.7667","180","106","20","1995",109,102,-7,"Betula pendula"
"8598","1955","49.8667,9.01667","9.01667","49.8667","260","106","20","1995",104,97,-7,"Betula pendula"
"8599","1962","49.8833,9","9","49.8833","200","106","20","1995",105,95,-10,"Betula pendula"
"8600","1969","49.75,9.1","9.1","49.75","160","106","20","1995",87,109,22,"Betula pendula"
"8601","1974","49.7333,9","9","49.7333","180","106","20","1995",110,105,-5,"Betula pendula"
"8604","1980","49.7167,8.83333","8.83333","49.7167","210","106","20","1995",93,103,10,"Betula pendula"
"8605","1981","49.7833,9.03333","9.03333","49.7833","290","106","20","1995",112,100,-12,"Betula pendula"
"8606","1988","50.3333,8.75","8.75","50.3333","140","106","20","1995",106,104,-2,"Betula pendula"
"8608","2000","50.5833,8.75","8.75","50.5833","240","106","20","1995",129,119,-10,"Betula pendula"
"8610","2009","50.5167,8.81667","8.81667","50.5167","170","106","20","1995",118,108,-10,"Betula pendula"
"8611","2020","49.9667,8.56667","8.56667","49.9667","100","106","20","1995",97,99,2,"Betula pendula"
"8612","2022","50.0167,8.58333","8.58333","50.0167","100","106","20","1995",97,96,-1,"Betula pendula"
"8613","2023","50.6333,9.45","9.45","50.6333","270","106","20","1995",109,111,2,"Betula pendula"
"8614","2027","50.5667,9.35","9.35","50.5667","420","106","20","1995",125,115,-10,"Betula pendula"
"8616","2038","50,8.71667","8.71667","50","160","106","20","1995",111,104,-7,"Betula pendula"
"8618","2049","50.1167,8.91667","8.91667","50.1167","110","106","20","1995",96,102,6,"Betula pendula"
"8619","2050","50.55,9.66667","9.66667","50.55","270","106","20","1995",110,114,4,"Betula pendula"
"8620","2051","51.3167,9.43333","9.43333","51.3167","220","106","20","1995",112,110,-2,"Betula pendula"
"8621","2053","50.8167,8.78333","8.78333","50.8167","200","106","20","1995",116,113,-3,"Betula pendula"
"8622","2054","51.1833,9.93333","9.93333","51.1833","300","106","20","1995",106,100,-6,"Betula pendula"
"8623","2055","51.1833,10.1167","10.1167","51.1833","180","106","20","1995",111,110,-1,"Betula pendula"
"8624","2059","51.2,10.0667","10.0667","51.2","160","106","20","1995",104,97,-7,"Betula pendula"
"8626","2061","51.2167,10.0167","10.0167","51.2167","160","106","20","1995",111,109,-2,"Betula pendula"
"8627","2075","50.9667,8.5","8.5","50.9667","420","106","20","1995",120,116,-4,"Betula pendula"
"8629","2077","51.1667,8.9","8.9","51.1667","260","106","20","1995",115,111,-4,"Betula pendula"
"8630","2078","51.0667,8.98333","8.98333","51.0667","480","106","20","1995",118,115,-3,"Betula pendula"
"8631","2087","51.0333,9.4","9.4","51.0333","250","106","20","1995",112,107,-5,"Betula pendula"
"8633","2090","50.9833,9.26667","9.26667","50.9833","215","106","20","1995",140,116,-24,"Betula pendula"
"8637","2111","50.6167,9.71667","9.71667","50.6167","310","106","20","1995",114,112,-2,"Betula pendula"
"8638","2112","50.5667,9.76667","9.76667","50.5667","310","106","20","1995",117,115,-2,"Betula pendula"
"8640","2123","50.6333,10.0167","10.0167","50.6333","370","106","20","1995",119,109,-10,"Betula pendula"
"8641","2126","50.5,10.0167","10.0167","50.5","560","106","20","1995",125,119,-6,"Betula pendula"
"8643","2130","50.8333,9.56667","9.56667","50.8333","250","106","20","1995",114,108,-6,"Betula pendula"
"8645","2133","50.85,10","10","50.85","240","106","20","1995",112,113,1,"Betula pendula"
"8646","2137","51.45,9.41667","9.41667","51.45","180","106","20","1995",114,113,-1,"Betula pendula"
"8647","2153","50.75,9.81667","9.81667","50.75","370","106","20","1995",118,116,-2,"Betula pendula"
"8650","2164","51.2667,9.38333","9.38333","51.2667","270","106","20","1995",112,111,-1,"Betula pendula"
"8651","2165","51.2833,9.6","9.6","51.2833","190","106","20","1995",114,102,-12,"Betula pendula"
"8652","2166","51.2833,9.63333","9.63333","51.2833","220","106","20","1995",116,113,-3,"Betula pendula"
"8654","2168","51.3833,9.51667","9.51667","51.3833","170","106","20","1995",108,107,-1,"Betula pendula"
"8655","2170","51.2333,9.56667","9.56667","51.2333","290","106","20","1995",115,113,-2,"Betula pendula"
"8656","2182","50.6833,8.6","8.6","50.6833","220","106","20","1995",114,113,-1,"Betula pendula"
"8657","2187","50.7333,8.7","8.7","50.7333","180","106","20","1995",107,104,-3,"Betula pendula"
"8658","2194","50.8833,8.98333","8.98333","50.8833","225","106","20","1995",103,111,8,"Betula pendula"
"8659","2199","51.1667,9.66667","9.66667","51.1667","380","106","20","1995",118,114,-4,"Betula pendula"
"8660","2203","51.1,9.53333","9.53333","51.1","180","106","20","1995",116,104,-12,"Betula pendula"
"8662","2210","51.0333,9.9","9.9","51.0333","320","106","20","1995",116,114,-2,"Betula pendula"
"8663","2217","51.0167,9.93333","9.93333","51.0167","330","106","20","1995",115,114,-1,"Betula pendula"
"8665","2222","50.95,9.96667","9.96667","50.95","350","106","20","1995",114,111,-3,"Betula pendula"
"8667","2225","50.95,9.86667","9.86667","50.95","230","106","20","1995",117,113,-4,"Betula pendula"
"8671","2242","51.35,8.73333","8.73333","51.35","400","106","20","1995",123,115,-8,"Betula pendula"
"8673","2250","51.4667,9.01667","9.01667","51.4667","290","106","20","1995",110,103,-7,"Betula pendula"
"8674","2252","51.25,9","9","51.25","360","106","20","1995",116,106,-10,"Betula pendula"
"8675","2253","51.35,8.7","8.7","51.35","420","106","20","1995",127,114,-13,"Betula pendula"
"8679","2282","51.45,9.25","9.25","51.45","250","106","20","1995",118,106,-12,"Betula pendula"
"8680","2284","51.3333,9.16667","9.16667","51.3333","280","106","20","1995",115,110,-5,"Betula pendula"
"8681","2286","51.2333,9.26667","9.26667","51.2333","260","106","20","1995",114,110,-4,"Betula pendula"
"8683","2288","50.9,9.21667","9.21667","50.9","240","106","20","1995",112,103,-9,"Betula pendula"
"8684","2294","50.8833,9.35","9.35","50.8833","270","106","20","1995",119,114,-5,"Betula pendula"
"8685","2295","50.8667,9.46667","9.46667","50.8667","330","106","20","1995",121,116,-5,"Betula pendula"
"8686","2296","51,9.06667","9.06667","51","320","106","20","1995",114,111,-3,"Betula pendula"
"8690","2316","50.8,8.58333","8.58333","50.8","270","106","20","1995",115,113,-2,"Betula pendula"
"8692","2322","50.8167,8.51667","8.51667","50.8167","370","106","20","1995",110,105,-5,"Betula pendula"
"8695","2328","50.6833,8.3","8.3","50.6833","220","106","20","1995",120,101,-19,"Betula pendula"
"8697","2334","50.7167,8.43333","8.43333","50.7167","375","106","20","1995",119,114,-5,"Betula pendula"
"8698","2349","50.25,9.28333","9.28333","50.25","160","106","20","1995",96,104,8,"Betula pendula"
"8700","2351","50.15,8.75","8.75","50.15","120","106","20","1995",99,101,2,"Betula pendula"
"8701","2355","50.1667,8.98333","8.98333","50.1667","120","106","20","1995",113,98,-15,"Betula pendula"
"8706","2360","50.45,8.03333","8.03333","50.45","160","106","20","1995",103,96,-7,"Betula pendula"
"8708","2366","50.3833,8.03333","8.03333","50.3833","120","106","20","1995",104,103,-1,"Betula pendula"
"8710","2378","50.1167,8.36667","8.36667","50.1167","260","106","20","1995",104,100,-4,"Betula pendula"
"8713","2389","50.0333,8.06667","8.06667","50.0333","220","106","20","1995",99,98,-1,"Betula pendula"
"8714","2390","49.9833,7.96667","7.96667","49.9833","120","106","20","1995",103,97,-6,"Betula pendula"
"8715","2400","50.2667,9.51667","9.51667","50.2667","250","106","20","1995",114,113,-1,"Betula pendula"
"8716","2401","50.4,9.68333","9.68333","50.4","400","106","20","1995",113,109,-4,"Betula pendula"
"8717","2402","50.2833,9.36667","9.36667","50.2833","150","106","20","1995",114,109,-5,"Betula pendula"
"8719","2415","50.1667,8.06667","8.06667","50.1667","380","106","20","1995",118,110,-8,"Betula pendula"
"8721","2420","50.3,8.51667","8.51667","50.3","350","106","20","1995",111,106,-5,"Betula pendula"
"8722","2430","50.5667,8.28333","8.28333","50.5667","200","106","20","1995",113,104,-9,"Betula pendula"
"8723","2432","50.5167,8.38333","8.38333","50.5167","220","106","20","1995",158,129,-29,"Betula pendula"
"8724","2438","50.6167,8.35","8.35","50.6167","190","106","20","1995",114,112,-2,"Betula pendula"
"8728","2444","50.6667,8.7","8.7","50.6667","180","106","20","1995",104,109,5,"Betula pendula"
"8730","2462","50.45,7.21667","7.21667","50.45","250","106","20","1995",102,93,-9,"Betula pendula"
"8732","2474","50.6833,7.68333","7.68333","50.6833","250","106","20","1995",116,114,-2,"Betula pendula"
"8733","2475","50.7333,7.96667","7.96667","50.7333","300","106","20","1995",118,99,-19,"Betula pendula"
"8734","2476","50.7167,7.98333","7.98333","50.7167","420","106","20","1995",119,114,-5,"Betula pendula"
"8736","2485","50.8167,7.75","7.75","50.8167","270","106","20","1995",126,110,-16,"Betula pendula"
"8738","2489","49.6333,7.28333","7.28333","49.6333","420","106","20","1995",117,113,-4,"Betula pendula"
"8741","2496","49.75,7.3","7.3","49.75","450","106","20","1995",103,97,-6,"Betula pendula"
"8742","2514","49.8833,7.8","7.8","49.8833","210","106","20","1995",114,104,-10,"Betula pendula"
"8743","2521","49.8667,7.65","7.65","49.8667","370","106","20","1995",114,110,-4,"Betula pendula"
"8745","2531","50.3,7.16667","7.16667","50.3","290","106","20","1995",121,112,-9,"Betula pendula"
"8746","2536","50.3333,7.31667","7.31667","50.3333","200","106","20","1995",114,103,-11,"Betula pendula"
"8748","2545","50.5667,7.61667","7.61667","50.5667","230","106","20","1995",118,113,-5,"Betula pendula"
"8750","2552","50.1667,7.55","7.55","50.1667","450","106","20","1995",112,115,3,"Betula pendula"
"8752","2561","49.9667,7.6","7.6","49.9667","460","106","20","1995",115,118,3,"Betula pendula"
"8753","2565","49.9333,7.28333","7.28333","49.9333","440","106","20","1995",107,100,-7,"Betula pendula"
"8754","2566","49.9667,7.3","7.3","49.9667","450","106","20","1995",105,113,8,"Betula pendula"
"8755","2568","49.75,6.65","6.65","49.75","260","106","20","1995",108,105,-3,"Betula pendula"
"8756","2572","49.7333,6.65","6.65","49.7333","200","106","20","1995",118,110,-8,"Betula pendula"
"8757","2573","49.85,7.11667","7.11667","49.85","450","106","20","1995",117,114,-3,"Betula pendula"
"8758","2574","49.8833,7.21667","7.21667","49.8833","510","106","20","1995",125,124,-1,"Betula pendula"
"8759","2581","49.8833,6.96667","6.96667","49.8833","120","106","20","1995",99,99,0,"Betula pendula"
"8760","2585","49.7333,7","7","49.7333","470","106","20","1995",123,121,-2,"Betula pendula"
"8762","2589","49.9667,6.5","6.5","49.9667","340","106","20","1995",108,103,-5,"Betula pendula"
"8764","2597","49.9,6.61667","6.61667","49.9","280","106","20","1995",135,126,-9,"Betula pendula"
"8765","2599","50.2,6.83333","6.83333","50.2","400","106","20","1995",126,117,-9,"Betula pendula"
"8766","2608","50.3,6.73333","6.73333","50.3","440","106","20","1995",120,118,-2,"Betula pendula"
"8767","2613","50.2833,6.63333","6.63333","50.2833","450","106","20","1995",104,88,-16,"Betula pendula"
"8768","2615","50.2,6.41667","6.41667","50.2","450","106","20","1995",109,100,-9,"Betula pendula"
"8770","2624","50.35,6.41667","6.41667","50.35","570","106","20","1995",128,122,-6,"Betula pendula"
"8773","2638","49.6667,6.95","6.95","49.6667","530","106","20","1995",116,114,-2,"Betula pendula"
"8774","2639","49.7,6.91667","6.91667","49.7","510","106","20","1995",115,114,-1,"Betula pendula"
"8775","2644","49.8,6.71667","6.71667","49.8","140","106","20","1995",102,102,0,"Betula pendula"
"8776","2652","49.9833,6.88333","6.88333","49.9833","160","106","20","1995",116,114,-2,"Betula pendula"
"8778","2655","49.9833,6.76667","6.76667","49.9833","290","106","20","1995",116,115,-1,"Betula pendula"
"8779","2662","50.5167,7.91667","7.91667","50.5167","320","106","20","1995",116,115,-1,"Betula pendula"
"8783","2671","50.2333,7.86667","7.86667","50.2333","310","106","20","1995",122,114,-8,"Betula pendula"
"8784","2672","50.1333,7.75","7.75","50.1333","250","106","20","1995",94,91,-3,"Betula pendula"
"8785","2674","50.1667,7.73333","7.73333","50.1667","240","106","20","1995",113,117,4,"Betula pendula"
"8787","2678","50.3,7.6","7.6","50.3","80","106","20","1995",99,100,1,"Betula pendula"
"8791","2690","50.5667,7.83333","7.83333","50.5667","380","106","20","1995",138,122,-16,"Betula pendula"
"8792","2693","50.4333,7.83333","7.83333","50.4333","250","106","20","1995",130,115,-15,"Betula pendula"
"8793","2698","49.6333,8.36667","8.36667","49.6333","95","106","20","1995",98,96,-2,"Betula pendula"
"8794","2703","49.8333,8.01667","8.01667","49.8333","130","106","20","1995",112,108,-4,"Betula pendula"
"8795","2705","49.7167,8.11667","8.11667","49.7167","200","106","20","1995",99,95,-4,"Betula pendula"
"8799","2712","49.9333,8.1","8.1","49.9333","140","106","20","1995",97,97,0,"Betula pendula"
"8800","2715","49.9667,8.2","8.2","49.9667","200","106","20","1995",95,88,-7,"Betula pendula"
"8803","2733","49.35,8.13333","8.13333","49.35","140","106","20","1995",104,87,-17,"Betula pendula"
"8804","2736","49.2,7.96667","7.96667","49.2","250","106","20","1995",109,102,-7,"Betula pendula"
"8805","2739","49.1667,7.88333","7.88333","49.1667","240","106","20","1995",129,123,-6,"Betula pendula"
"8806","2742","49.5833,8.16667","8.16667","49.5833","150","106","20","1995",103,99,-4,"Betula pendula"
"8810","2752","49.1167,8.15","8.15","49.1167","130","106","20","1995",102,94,-8,"Betula pendula"
"8811","2761","49.4667,7.56667","7.56667","49.4667","250","106","20","1995",117,105,-12,"Betula pendula"
"8812","2762","49.5833,7.7","7.7","49.5833","260","106","20","1995",115,104,-11,"Betula pendula"
"8813","2763","49.5,7.76667","7.76667","49.5","250","106","20","1995",104,106,2,"Betula pendula"
"8814","2764","49.3833,7.63333","7.63333","49.3833","340","106","20","1995",125,118,-7,"Betula pendula"
"8815","2769","49.6,8.05","8.05","49.6","250","106","20","1995",98,113,15,"Betula pendula"
"8816","2773","49.45,7.31667","7.31667","49.45","300","106","20","1995",104,102,-2,"Betula pendula"
"8821","2786","49.2667,8.21667","8.21667","49.2667","120","106","20","1995",95,100,5,"Betula pendula"
"8823","2793","49.4333,8.28333","8.28333","49.4333","98","106","20","1995",82,101,19,"Betula pendula"
"8826","2808","49.1167,7.56667","7.56667","49.1167","280","106","20","1995",123,105,-18,"Betula pendula"
"8827","2809","49.1667,7.81667","7.81667","49.1667","220","106","20","1995",101,99,-2,"Betula pendula"
"8829","2813","49.2833,7.6","7.6","49.2833","390","106","20","1995",105,104,-1,"Betula pendula"
"8831","2820","49.5833,7.76667","7.76667","49.5833","270","106","20","1995",103,104,1,"Betula pendula"
"8833","2831","49.35,7.41667","7.41667","49.35","280","106","20","1995",105,105,0,"Betula pendula"
"8836","2842","48.7167,9.21667","9.21667","48.7167","391","106","20","1995",100,102,2,"Betula pendula"
"8837","2844","48.7667,9.28333","9.28333","48.7667","285","106","20","1995",100,97,-3,"Betula pendula"
"8839","2849","48.8333,10.1","10.1","48.8333","430","106","20","1995",125,112,-13,"Betula pendula"
"8840","2852","49.0167,10.2167","10.2167","49.0167","570","106","20","1995",127,119,-8,"Betula pendula"
"8841","2853","48.9667,10.1333","10.1333","48.9667","440","106","20","1995",116,111,-5,"Betula pendula"
"8842","2855","48.8667,10.25","10.25","48.8667","490","106","20","1995",122,110,-12,"Betula pendula"
"8843","2856","48.75,10.3333","10.3333","48.75","520","106","20","1995",112,109,-3,"Betula pendula"
"8844","2857","48.8833,9.96667","9.96667","48.8833","470","106","20","1995",98,100,2,"Betula pendula"
"8848","2864","48.9333,9.36667","9.36667","48.9333","300","106","20","1995",113,106,-7,"Betula pendula"
"8849","2865","49,9.76667","9.76667","49","330","106","20","1995",115,100,-15,"Betula pendula"
"8850","2867","48.9833,9.36667","9.36667","48.9833","290","106","20","1995",102,98,-4,"Betula pendula"
"8852","2876","48.6,8.86667","8.86667","48.6","440","106","20","1995",117,111,-6,"Betula pendula"
"8853","2879","48.7,9","9","48.7","450","106","20","1995",100,113,13,"Betula pendula"
"8855","2882","49.1333,10.0833","10.0833","49.1333","410","106","20","1995",112,113,1,"Betula pendula"
"8857","2886","49.25,9.95","9.95","49.25","440","106","20","1995",114,116,2,"Betula pendula"
"8859","2890","49.1333,10.2333","10.2333","49.1333","450","106","20","1995",114,112,-2,"Betula pendula"
"8861","2893","49.1333,10.1833","10.1833","49.1333","460","106","20","1995",118,112,-6,"Betula pendula"
"8863","2899","48.7333,9.26667","9.26667","48.7333","410","106","20","1995",94,99,5,"Betula pendula"
"8864","2900","48.75,9.48333","9.48333","48.75","470","106","20","1995",113,110,-3,"Betula pendula"
"8866","2908","48.6833,9.51667","9.51667","48.6833","350","106","20","1995",92,96,4,"Betula pendula"
"8867","2909","48.65,9.86667","9.86667","48.65","685","106","20","1995",118,116,-2,"Betula pendula"
"8869","2914","48.6333,10.0167","10.0167","48.6333","620","106","20","1995",120,113,-7,"Betula pendula"
"8871","2916","48.6833,10.1667","10.1667","48.6833","490","106","20","1995",119,116,-3,"Betula pendula"
"8873","2923","49.2167,9.1","9.1","49.2167","200","106","20","1995",95,91,-4,"Betula pendula"
"8875","2930","49.0833,9.1","9.1","49.0833","200","106","20","1995",106,93,-13,"Betula pendula"
"8876","2932","49.2667,9.4","9.4","49.2667","250","106","20","1995",112,104,-8,"Betula pendula"
"8877","2933","49.0833,9.15","9.15","49.0833","170","106","20","1995",92,100,8,"Betula pendula"
"8878","2937","49.15,9.28333","9.28333","49.15","220","106","20","1995",94,76,-18,"Betula pendula"
"8879","2941","49.0833,9.46667","9.46667","49.0833","490","106","20","1995",117,113,-4,"Betula pendula"
"8883","2953","48.8667,8.86667","8.86667","48.8667","350","106","20","1995",103,101,-2,"Betula pendula"
"8884","2954","48.7667,8.93333","8.93333","48.7667","410","106","20","1995",112,107,-5,"Betula pendula"
"8885","2958","48.9667,9.13333","9.13333","48.9667","200","106","20","1995",93,98,5,"Betula pendula"
"8886","2959","49.05,9.1","9.1","49.05","220","106","20","1995",95,100,5,"Betula pendula"
"8888","2966","48.9,9.08333","9.08333","48.9","280","106","20","1995",106,93,-13,"Betula pendula"
"8890","2976","49.4833,9.76667","9.76667","49.4833","250","106","20","1995",106,104,-2,"Betula pendula"
"8891","2978","49.4833,10","10","49.4833","300","106","20","1995",121,114,-7,"Betula pendula"
"8892","2980","49.4333,9.88333","9.88333","49.4333","370","106","20","1995",111,102,-9,"Betula pendula"
"8893","2985","48.65,9.46667","9.46667","48.65","310","106","20","1995",109,108,-1,"Betula pendula"
"8895","2990","48.6167,9.53333","9.53333","48.6167","380","106","20","1995",104,101,-3,"Betula pendula"
"8897","2994","49.2333,9.63333","9.63333","49.2333","340","106","20","1995",108,110,2,"Betula pendula"
"8898","2997","49.15,9.61667","9.61667","49.15","460","106","20","1995",113,112,-1,"Betula pendula"
"8900","3001","48.8,9.93333","9.93333","48.8","460","106","20","1995",128,114,-14,"Betula pendula"
"8902","3007","49.0167,9.9","9.9","49.0167","410","106","20","1995",113,111,-2,"Betula pendula"
"8903","3014","49.0833,9.88333","9.88333","49.0833","370","106","20","1995",114,106,-8,"Betula pendula"
"8905","3018","48.5,10.1167","10.1167","48.5","460","106","20","1995",113,110,-3,"Betula pendula"
"8906","3023","49.0667,8.8","8.8","49.0667","190","106","20","1995",95,105,10,"Betula pendula"
"8908","3036","48.8,9.4","9.4","48.8","250","106","20","1995",94,94,0,"Betula pendula"
"8910","3049","49.5333,8.48333","8.48333","49.5333","95","106","20","1995",92,98,6,"Betula pendula"
"8911","3051","49.5167,8.55","8.55","49.5167","100","106","20","1995",98,96,-2,"Betula pendula"
"8912","3052","49.1333,8.58333","8.58333","49.1333","130","106","20","1995",130,113,-17,"Betula pendula"
"8913","3053","49.1,8.65","8.65","49.1","140","106","20","1995",94,95,1,"Betula pendula"
"8915","3063","49.2167,8.51667","8.51667","49.2167","110","106","20","1995",118,110,-8,"Betula pendula"
"8916","3065","49.4,9.4","9.4","49.4","230","106","20","1995",99,105,6,"Betula pendula"
"8917","3067","49.4,9.56667","9.56667","49.4","300","106","20","1995",114,110,-4,"Betula pendula"
"8918","3068","49.5333,9.55","9.55","49.5333","370","106","20","1995",121,112,-9,"Betula pendula"
"8919","3069","49.5333,9.31667","9.31667","49.5333","340","106","20","1995",117,111,-6,"Betula pendula"
"8920","3071","49.3667,9.61667","9.61667","49.3667","240","106","20","1995",106,100,-6,"Betula pendula"
"8921","3076","49.4667,9.58333","9.58333","49.4667","340","106","20","1995",114,112,-2,"Betula pendula"
"8924","3087","49.25,8.73333","8.73333","49.25","140","106","20","1995",112,109,-3,"Betula pendula"
"8925","3088","49.3833,8.8","8.8","49.3833","130","106","20","1995",112,107,-5,"Betula pendula"
"8927","3091","49.2667,8.75","8.75","49.2667","180","106","20","1995",121,115,-6,"Betula pendula"
"8928","3092","49.3833,8.88333","8.88333","49.3833","220","106","20","1995",109,113,4,"Betula pendula"
"8929","3097","49.0333,8.7","8.7","49.0333","180","106","20","1995",100,96,-4,"Betula pendula"
"8930","3099","49.0833,8.38333","8.38333","49.0833","110","106","20","1995",99,91,-8,"Betula pendula"
"8931","3100","48.95,8.4","8.4","48.95","130","106","20","1995",96,92,-4,"Betula pendula"
"8932","3103","49.0167,8.5","8.5","49.0167","120","106","20","1995",104,98,-6,"Betula pendula"
"8933","3105","48.9667,8.3","8.3","48.9667","120","106","20","1995",93,91,-2,"Betula pendula"
"8934","3110","49.4,8.53333","8.53333","49.4","100","106","20","1995",118,112,-6,"Betula pendula"
"8938","3120","49.55,8.68333","8.68333","49.55","140","106","20","1995",110,93,-17,"Betula pendula"
"8940","3124","49.4667,9.21667","9.21667","49.4667","390","106","20","1995",111,112,1,"Betula pendula"
"8941","3127","49.4167,9.28333","9.28333","49.4167","290","106","20","1995",106,99,-7,"Betula pendula"
"8942","3133","48.9,8.56667","8.56667","48.9","200","106","20","1995",108,105,-3,"Betula pendula"
"8943","3135","48.8333,8.5","8.5","48.8333","370","106","20","1995",102,121,19,"Betula pendula"
"8945","3139","49.1833,8.98333","8.98333","49.1833","210","106","20","1995",109,106,-3,"Betula pendula"
"8948","3143","49.3333,8.91667","8.91667","49.3333","210","106","20","1995",108,101,-7,"Betula pendula"
"8949","3146","49.3333,8.95","8.95","49.3333","200","106","20","1995",112,110,-2,"Betula pendula"
"8950","3149","49.0833,8.85","8.85","49.0833","200","106","20","1995",102,97,-5,"Betula pendula"
"8952","3158","49.1,8.85","8.85","49.1","200","106","20","1995",118,111,-7,"Betula pendula"
"8954","3161","49.75,9.31667","9.31667","49.75","140","106","20","1995",113,101,-12,"Betula pendula"
"8955","3162","49.7,9.8","9.8","49.7","340","106","20","1995",118,115,-3,"Betula pendula"
