"specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass"
"munsoniana",19451483,"UCHT",2002,4,7,"2002-04-07","Tennessee","carter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451483",-82.1267900279991,36.2922866339245,"county_centroid"
"munsoniana",25203984,"APSC",NA,NA,NA,"","Kentucky","floyd","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203984",-82.736183370182,37.5640019937562,"county_centroid"
"munsoniana",11535451,"LSU",1914,8,NA,"1914-08-00","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535451",NA,NA,"county_centroid"
"munsoniana",21418062,"GA",NA,NA,NA,"","Missouri","dallas ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21418062",NA,NA,"county_centroid"
"munsoniana",6816189,"GMUF",1974,4,18,"1974-04-18","Virginia","fairfax","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816189",-77.2829630226379,38.8358869588842,"county_centroid"
"munsoniana",19451486,"UCHT",NA,NA,NA,"","Tennessee","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451486",-84.188045026565,36.1211877518232,"county_centroid"
"munsoniana",19451480,"UCHT",NA,NA,NA,"","Missouri","taney","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451480",-93.0488290743142,36.6588691625944,"county_centroid"
"munsoniana",16080435,"FLAS",2012,7,9,"2012-07-09","Massachusetts","suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080435",-71.1056226020657,42.309275170535,"county_centroid"
"munsoniana",17038314,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17038314",NA,NA,"county_centroid"
"munsoniana",22620156,"KANU",1965,8,13,"1965-08-13","Kansas","Cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620156",-94.63021,37.12606,"geo_referenced"
"munsoniana",3848965,"APSC",2001,4,22,"2001-04-22","Kentucky","cumberland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848965",-85.3990067343723,36.7916341023038,"county_centroid"
"munsoniana",21186204,"ANHC",2010,7,1,"2010-07-01","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186204",-94.48362,36.2209,"geo_referenced"
"munsoniana",12509356,"WCUH",NA,NA,NA,"","North Carolina","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509356",-82.4876282014857,35.3381025843124,"county_centroid"
"munsoniana",22620157,"KANU",1965,7,5,"1965-07-05","Kansas","Labette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620157",-95.10997,37.16032,"geo_referenced"
"munsoniana",16920156,"NCU",NA,NA,NA,"","Kentucky","menifee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920156",-83.5980995926132,37.948034378389,"county_centroid"
"munsoniana",13271300,"TENN",NA,NA,NA,"","Tennessee","carroll","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271300",-88.4525024268187,35.9704218062902,"county_centroid"
"munsoniana",22620235,"KANU",1964,4,14,"1964-04-14","Kansas","Neosho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620235",-95.25678,37.56806,"geo_referenced"
"munsoniana",11535447,"LSU",1981,3,14,"1981-03-14","Mississippi","pearl river","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535447",-89.5798895247382,30.7780052684696,"county_centroid"
"munsoniana",12743100,"UARK",NA,NA,NA,"","","ottawa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12743100",NA,NA,"county_centroid"
"munsoniana",11053506,"UARK",1968,4,13,"1968-04-13","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11053506",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",13271320,"TENN",NA,NA,NA,"","Tennessee","williamson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271320",-86.8938744447143,35.897658557898,"county_centroid"
"munsoniana",22620238,"KANU",1965,4,13,"1965-04-13","Kansas","Labette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620238",-95.10997,37.16032,"geo_referenced"
"munsoniana",15369852,"NCU",1992,0,0,"1992-00-00","Virginia","shenandoah","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369852",-78.5741323611603,38.8648083378046,"county_centroid"
"munsoniana",21350454,"APSC",NA,NA,NA,"","Kentucky","warren","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350454",-86.4201969171203,36.9977217929564,"county_centroid"
"munsoniana",22620243,"KANU",1967,5,3,"1967-05-03","Kansas","Neosho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620243",-95.24319,37.5343,"geo_referenced"
"munsoniana",22675256,"KANU",1969,4,14,"1969-04-14","Oklahoma","Osage","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675256",-96.19676,36.41401,"geo_referenced"
"munsoniana",22620249,"KANU",1971,8,13,"1971-08-13","Kansas","Bourbon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249",-94.66939,37.71866,"geo_referenced"
"munsoniana",16666978,"FSU",NA,NA,NA,"","Mississippi","pearl river","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666978",-89.5798895247382,30.7780052684696,"county_centroid"
"munsoniana",12911718,"UARK",1983,4,11,"1983-04-11","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",24666421,"NY",1946,3,24,"1946-03-24","Texas","travis ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24666421",NA,NA,"county_centroid"
"munsoniana",12911699,"UARK",1928,5,6,"1928-05-06","Arkansas","benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911699",-94.264025994959,36.3416775500572,"county_centroid"
"munsoniana",20777433,"BEREA",NA,NA,NA,"","Kentucky","fayette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20777433",-84.4562043520196,38.0381960081888,"county_centroid"
"munsoniana",22620237,"KANU",1965,4,14,"1965-04-14","Kansas","Cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620237",-94.640792,37.178813,"geo_referenced"
"munsoniana",9176002,"LSU",1987,9,14,"1987-09-14","Louisiana","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176002",-92.1593802032179,32.4833014034865,"county_centroid"
"munsoniana",22620227,"KANU",1969,4,22,"1969-04-22","Kansas","Labette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620227",-95.38878,37.20657,"geo_referenced"
"munsoniana",7188988,"ILL",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188988",NA,NA,"county_centroid"
"munsoniana",17041083,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17041083",NA,NA,"county_centroid"
"munsoniana",17050562,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17050562",NA,NA,"county_centroid"
"munsoniana",22620247,"KANU",1965,4,12,"1965-04-12","Kansas","Montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620247",-95.93518,37.30767,"geo_referenced"
"munsoniana",22689072,"KANU",2001,8,20,"2001-08-20","Kansas","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22689072",-95.3841629,38.5741653,"geo_referenced"
"munsoniana",22517481,"KANU",2004,4,13,"2004-04-13","Kansas","Cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517481",-94.6497222,37.1813889,"geo_referenced"
"munsoniana",9811324,"VSC",2014,6,4,"2014-06-04","Louisiana","Tensas Parish","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9811324",-91.4947,32.117551,"geo_referenced"
"munsoniana",13271311,"TENN",NA,NA,NA,"","Tennessee","knox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271311",-83.9379873056303,35.9929404371036,"county_centroid"
"munsoniana",21268903,"UAM",2004,4,8,"2004-04-08","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268903",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",20412851,"PH",1937,7,16,"1937-07-16","New Jersey","cumberland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412851",-75.1111545440002,39.3706432960638,"county_centroid"
"munsoniana",21350347,"APSC",1989,4,1,"1989-04-01","Kentucky","monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350347",-85.7202268728913,36.7143579070264,"county_centroid"
"munsoniana",22620226,"KANU",1969,4,21,"1969-04-21","Kansas","Wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620226",-95.84753,37.53339,"geo_referenced"
"munsoniana",17043673,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17043673",NA,NA,"county_centroid"
"munsoniana",17034573,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17034573",NA,NA,"county_centroid"
"munsoniana",17039454,"VDB",NA,NA,NA,"","Alabama","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17039454",NA,NA,"county_centroid"
"munsoniana",12509357,"WCUH",NA,NA,NA,"","North Carolina","henderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509357",-82.4876282014857,35.3381025843124,"county_centroid"
"munsoniana",13271315,"TENN",NA,NA,NA,"","Tennessee","roane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271315",-84.5127026270009,35.8523770353319,"county_centroid"
"munsoniana",22645445,"KANU",1994,3,31,"1994-03-31","Kansas","Labette","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22645445",-95.206403,37.268631,"geo_referenced"
"munsoniana",20562446,"EKY",NA,NA,NA,"2018-04-06","Kentucky","Menifee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20562446",-83.60861,37.83524,"geo_referenced"
"munsoniana",24663407,"NY",1935,7,17,"1935-07-17","Oklahoma","murray ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24663407",NA,NA,"county_centroid"
"munsoniana",24508008,"CHRB",NA,NA,NA,"","New Jersey","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508008",NA,NA,"county_centroid"
"munsoniana",12911709,"UARK",NA,NA,NA,"","Arkansas","pulaski","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911709",-92.3127228992504,34.7718331531253,"county_centroid"
"munsoniana",22620240,"KANU",1975,6,25,"1975-06-25","Kansas","Elk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620240",-96.08188,37.44941,"geo_referenced"
"munsoniana",21186206,"ANHC",2010,7,1,"2010-07-01","Arkansas","Benton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186206",-94.48362,36.2209,"geo_referenced"
"munsoniana",22620234,"KANU",1970,4,18,"1970-04-18","Kansas","Cherokee","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620234",-94.6498,37.17088,"geo_referenced"
"munsoniana",16666976,"FSU",NA,NA,NA,"","Tennessee","wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666976",-86.2929241244188,36.1564892480053,"county_centroid"
"munsoniana",24508010,"CHRB",NA,NA,NA,"","New Jersey","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508010",NA,NA,"county_centroid"
"munsoniana",16920130,"NCU",NA,NA,NA,"","Alabama","hale","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920130",-87.622197625348,32.7649017598769,"county_centroid"
"munsoniana",13271318,"TENN",NA,NA,NA,"","Tennessee","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271318",-84.4976517449758,36.4305308801729,"county_centroid"
"munsoniana",12911705,"UARK",NA,NA,NA,"","Arkansas","carroll","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911705",-93.547630936813,36.3378140869541,"county_centroid"
"munsoniana",22649749,"KANU",1994,4,13,"1994-04-13","Kansas","Miami","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649749",-94.685987,38.526893,"geo_referenced"
"munsoniana",22645591,"KANU",1994,3,27,"1994-03-27","Kansas","Neosho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22645591",-95.24331,37.68411,"geo_referenced"
"munsoniana",22710849,"KANU",2006,6,29,"2006-06-29","Kansas","Anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22710849",-95.2786,38.1828,"geo_referenced"
"munsoniana",21422843,"GA",NA,NA,NA,"","Missouri","jefferson ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21422843",NA,NA,"county_centroid"
"munsoniana",16920189,"NCU",NA,NA,NA,"","Tennessee","knox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920189",-83.9379873056303,35.9929404371036,"county_centroid"
"munsoniana",19749861,"CAU",1973,3,30,"1973-03-30","Arkansas","Randolph","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749861",-91.028255,36.455029,"geo_referenced"
"munsoniana",173738,"NAVA",2001,NA,NA,"","Arizona","navajo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=173738",-110.322763412492,35.3927659078086,"county_centroid"
"munsoniana",21199444,"EIU",1967,8,13,"1967-08-13","Illinois","coles","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199444",-88.2268028520681,39.51937042573,"county_centroid"
"munsoniana",7188987,"ILL",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188987",NA,NA,"county_centroid"
"munsoniana",17033124,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17033124",NA,NA,"county_centroid"
"munsoniana",21186531,"ANHC",2015,5,13,"2015-05-13","Arkansas","Washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186531",-94.12324,36.04877,"geo_referenced"
"munsoniana",6816192,"GMUF",1979,4,19,"1979-04-19","Virginia","prince william","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816192",-77.4839368366487,38.7082164185771,"county_centroid"
"munsoniana",17033141,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17033141",NA,NA,"county_centroid"
"munsoniana",13271317,"TENN",NA,NA,NA,"","Tennessee","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271317",-86.4041613684933,35.8498993735142,"county_centroid"
"munsoniana",25203849,"APSC",NA,NA,NA,"","Kentucky","hardin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203849",-85.9713995964356,37.7030117020965,"county_centroid"
"munsoniana",25203850,"APSC",NA,NA,NA,"","Kentucky","hardin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203850",-85.9713995964356,37.7030117020965,"county_centroid"
"munsoniana",19446379,"BEREA",NA,NA,NA,"","Kentucky","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446379",-84.003096316407,37.4220800678931,"county_centroid"
"munsoniana",9176004,"LSU",1975,2,23,"1975-02-23","Louisiana","lasalle","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176004",NA,NA,"county_centroid"
"munsoniana",19451477,"UCHT",NA,NA,NA,"","Georgia","bibb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451477",-83.7174269309494,32.8137590829473,"county_centroid"
"munsoniana",12911712,"UARK",1988,8,14,"1988-08-14","Arkansas","stone","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911712",-92.1609512828929,35.853219629155,"county_centroid"
"munsoniana",11535444,"LSU",1969,3,22,"1969-03-22","Alabama","choctaw","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535444",-88.2595369216504,32.0204684847954,"county_centroid"
"munsoniana",17038148,"VDB",NA,NA,NA,"","Alabama","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17038148",NA,NA,"county_centroid"
"munsoniana",16574061,"VDB",NA,NA,NA,"","Kansas","douglas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574061",-95.3121954896787,38.8892201984687,"county_centroid"
"munsoniana",19451487,"UCHT",NA,NA,NA,"","Tennessee","knox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451487",-83.9379873056303,35.9929404371036,"county_centroid"
"munsoniana",5465895,"EKY",1999,4,10,"1999-04-10","Kentucky","clinton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465895",-85.1378647079763,36.7298368722957,"county_centroid"
"munsoniana",16491708,"UOS",5,4,7,"2005-04-07","Tennessee","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16491708",-85.925619,35.195354,"geo_referenced"
"munsoniana",21422956,"GA",NA,NA,NA,"","Indiana","jay ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21422956",NA,NA,"county_centroid"
"munsoniana",7188980,"ILL",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188980",NA,NA,"county_centroid"
"munsoniana",13271301,"TENN",2002,4,7,"2002-04-07","Tennessee","carter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271301",-82.1267900279991,36.2922866339245,"county_centroid"
"munsoniana",20563568,"APSC",NA,NA,NA,"","Kentucky","franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20563568",-84.8770812037364,38.2296242127311,"county_centroid"
"munsoniana",20562462,"EKY",NA,NA,NA,"2018-04-15","Kentucky","Powell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20562462",-83.71751,37.8401,"geo_referenced"
"munsoniana",10426170,"MTSU",1987,4,2,"1987-04-02","Tennessee","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426170",-86.4041613684933,35.8498993735142,"county_centroid"
"munsoniana",13271310,"TENN",NA,NA,NA,"","Tennessee","knox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271310",-83.9379873056303,35.9929404371036,"county_centroid"
"munsoniana",22649750,"KANU",1994,4,13,"1994-04-13","Kansas","miami","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22649750",-94.8474311828613,38.5656133395037,"county_centroid"
"munsoniana",21431547,"ETSU",NA,NA,NA,"","Tennessee","carter","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21431547",-82.1267900279991,36.2922866339245,"county_centroid"
"munsoniana",22620248,"KANU",1968,4,6,"1968-04-06","Kansas","Miami","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620248",-94.66267,38.44041,"geo_referenced"
"munsoniana",25203979,"APSC",NA,NA,NA,"","Kentucky","marshall","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203979",-88.3257086768061,36.8803677304277,"county_centroid"
"munsoniana",19451474,"UCHT",NA,NA,NA,"","Tennessee","sumner","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451474",-86.4528016459951,36.4709442672388,"county_centroid"
"munsoniana",7188981,"ILL",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188981",NA,NA,"county_centroid"
"munsoniana",21199442,"EIU",1972,8,3,"1972-08-03","Illinois","Edwards","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199442",-88.094993,38.572364,"geo_referenced"
"munsoniana",12509354,"WCUH",NA,NA,NA,"","North Carolina","madison","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509354",-82.7106724222293,35.8607129740424,"county_centroid"
"munsoniana",21268905,"UAM",1984,9,17,"1984-09-17","Arkansas","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268905",NA,NA,"county_centroid"
"munsoniana",21268902,"UAM",2004,4,1,"2004-04-01","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268902",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",13271297,"TENN",NA,NA,NA,"","Tennessee","anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271297",-84.188045026565,36.1211877518232,"county_centroid"
"munsoniana",10246816,"APCR",2005,4,16,"2005-04-16","Arkansas","Monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246816",-91.28348,34.8399,"geo_referenced"
"munsoniana",22620224,"KANU",1966,6,5,"1966-06-05","Kansas","Cowley","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620224",-96.79101,37.05673,"geo_referenced"
"munsoniana",17045773,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17045773",NA,NA,"county_centroid"
"munsoniana",16920182,"NCU",NA,NA,NA,"","Mississippi","monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920182",-88.4765644033536,33.8897415464654,"county_centroid"
"munsoniana",22620242,"KANU",1975,6,21,"1975-06-21","Kansas","Montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620242",-95.77999,37.34207,"geo_referenced"
"munsoniana",5646245,"LSU",2008,4,23,"2008-04-23","Louisiana","caddo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5646245",-93.8884327797248,32.5912473883289,"county_centroid"
"munsoniana",11313778,"LSUS",1976,4,3,"1976-04-03","Arkansas","polk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313778",-94.2378527190756,34.4970142946061,"county_centroid"
"munsoniana",22690530,"KANU",2007,4,1,"2007-04-01","Kansas","Douglas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22690530",-95.33402,38.93748,"geo_referenced"
"munsoniana",22533890,"KANU",1996,6,4,"1996-06-04","Kansas","Anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22533890",-95.245733,38.194068,"geo_referenced"
"munsoniana",19451488,"UCHT",NA,NA,NA,"","Tennessee","knox","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451488",-83.9379873056303,35.9929404371036,"county_centroid"
"munsoniana",12508726,"DUKE",NA,NA,NA,"","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508726",-79.1273705014159,36.0547802778376,"county_centroid"
"munsoniana",22620250,"KANU",1965,7,20,"1965-07-20","Kansas","Crawford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250",-94.81301,37.63752,"geo_referenced"
"munsoniana",16920138,"NCU",NA,NA,NA,"","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920138",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",25254247,"CalBG",1971,7,5,"1971-07-05","Georgia","bulloch ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25254247",NA,NA,"county_centroid"
"munsoniana",19451482,"UCHT",NA,NA,NA,"","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451482",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",21199443,"EIU",1971,7,27,"1971-07-27","Illinois","crawford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199443",-87.7640022100396,39.0026980897654,"county_centroid"
"munsoniana",13271319,"TENN",NA,NA,NA,"","Tennessee","sumner","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271319",-86.4528016459951,36.4709442672388,"county_centroid"
"munsoniana",20412848,"PH",1923,4,28,"1923-04-28","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412848",-75.017743,39.915205,"geo_referenced"
"munsoniana",9519815,"GA",1941,6,25,"1941-06-25","Georgia","gwinnett ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9519815",NA,NA,"county_centroid"
"munsoniana",12911717,"UARK",1983,4,11,"1983-04-11","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911717",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",5803625,"MISSA",1956,6,29,"1956-06-29","Mississippi","adams","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5803625",-91.3534372241358,31.4878807305011,"county_centroid"
"munsoniana",20412846,"PH",1924,6,7,"1924-06-07","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412846",-74.555683,40.054127,"geo_referenced"
"munsoniana",20955741,"MISS",1998,8,8,"1998-08-08","Mississippi","calhoun","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20955741",-89.3335109176963,33.9411732785825,"county_centroid"
"munsoniana",24135977,"LFCC",NA,NA,NA,"","Virginia","warren","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24135977",-78.2130169033496,38.9162918206966,"county_centroid"
"munsoniana",22530360,"KANU",1969,4,16,"1969-04-16","Oklahoma","Washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22530360",-95.86236,36.89748,"geo_referenced"
"munsoniana",17038413,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17038413",NA,NA,"county_centroid"
"munsoniana",10426177,"MTSU",2009,3,19,"2009-03-19","Tennessee","wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426177",-86.2929241244188,36.1564892480053,"county_centroid"
"munsoniana",16782946,"APSC",NA,NA,NA,"","Arkansas","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16782946",-94.2216888134588,35.9760941259323,"county_centroid"
"munsoniana",9780360,"VSC",1973,4,2,"1973-04-02","Tennessee","williamson ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9780360",NA,NA,"county_centroid"
"munsoniana",21199440,"EIU",1973,4,4,"1973-04-04","Illinois","lawrence","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199440",-87.7338751867918,38.7195965741324,"county_centroid"
"munsoniana",17038801,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17038801",NA,NA,"county_centroid"
"munsoniana",20326081,"APSC",1984,4,18,"1984-04-18","Kentucky","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20326081",-85.1783839785374,37.7601273593511,"county_centroid"
"munsoniana",25203978,"APSC",NA,NA,NA,"","Kentucky","grayson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203978",-86.3439050689363,37.4705905564977,"county_centroid"
"munsoniana",21268901,"UAM",1995,5,19,"1995-05-19","Arkansas","fulton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268901",-91.8249056560474,36.3795683631908,"county_centroid"
"munsoniana",22831226,"VPI",NA,NA,NA,"","Virginia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22831226",NA,NA,"county_centroid"
"munsoniana",21204188,"EIU",1976,6,10,"1976-06-10","Illinois","greene","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204188",-90.3981887350999,39.3583998571641,"county_centroid"
"munsoniana",22620228,"KANU",1965,8,19,"1965-08-19","Kansas","Greenwood","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620228",-96.09843,37.62164,"geo_referenced"
"munsoniana",10246815,"APCR",2005,4,16,"2005-04-16","Arkansas","Monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246815",-91.28348,34.8399,"geo_referenced"
"munsoniana",10414397,"KNK",NA,NA,NA,"","Kentucky","kenton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10414397",-84.5288604509199,38.9300556648235,"county_centroid"
"munsoniana",6816193,"GMUF",1979,4,19,"1979-04-19","Virginia","prince william","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816193",-77.4839368366487,38.7082164185771,"county_centroid"
"munsoniana",7444094,"NCSC",NA,NA,NA,"","Tennessee","williamson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444094",-86.8938744447143,35.897658557898,"county_centroid"
"munsoniana",21268904,"UAM",1984,3,25,"1984-03-25","Arkansas","drew","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268904",-91.7233153302248,33.5863951559028,"county_centroid"
