"specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass"
"americana",13273716,"TENN",NA,NA,NA,"","Mississippi","washington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273716",-90.953208312956,33.2783301232415,"county_centroid"
"americana",24888928,"PAC",NA,NA,NA,"","Pennsylvania","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24888928",NA,NA,"county_centroid"
"americana",20393163,"PH",1939,5,6,"1939-05-06","Pennsylvania","lancaster","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393163",-76.2473544700346,40.0457961017922,"county_centroid"
"americana",24507192,"CHRB",1887,8,27,"1887-08-27","New Jersey","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24507192",NA,NA,"county_centroid"
"americana",15928958,"NCU",NA,NA,NA,"","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15928958",-79.1273705014159,36.0547802778376,"county_centroid"
"americana",20393209,"PH",1908,5,5,"1908-05-05","Pennsylvania","lehigh","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393209",-75.5916979793449,40.6164379267531,"county_centroid"
"americana",16782990,"APSC",NA,NA,NA,"","Alabama","blount","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16782990",-86.5627114049891,33.9904400117864,"county_centroid"
"americana",11584101,"IND",1951,9,5,"1951-09-05","Indiana","Daviess","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11584101",-87.120604,38.848285,"geo_referenced"
"americana",13269066,"TENN",NA,NA,NA,"","Tennessee","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13269066",-86.4041613684933,35.8498993735142,"county_centroid"
"americana",16080175,"FLAS",2010,5,26,"2010-05-26","Pennsylvania","Westmoreland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080175",-79.5793333,40.316,"geo_referenced"
"americana",20325687,"APSC",NA,NA,NA,"","Kentucky","lewis","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20325687",-83.3698219243851,38.5398712291216,"county_centroid"
"americana",16572840,"VDB",NA,NA,NA,"","Mississippi","amite","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16572840",-90.8094826630169,31.1763376449972,"county_centroid"
"americana",20393318,"PH",1910,6,20,"1910-06-20","New Jersey","camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393318",-74.9467993017746,39.7975760085389,"county_centroid"
"americana",23729359,"Harvard",NA,NA,NA,"","Michigan","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729359",NA,NA,"county_centroid"
"americana",16912634,"NCU",NA,NA,NA,"","Virginia","charlotte","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912634",-78.6652715734766,37.0126669261888,"county_centroid"
"americana",16574333,"VDB",NA,NA,NA,"","Pennsylvania","carbon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574333",-75.7096791614204,40.9192469447233,"county_centroid"
"americana",3849023,"APSC",1991,4,15,"1991-04-15","Tennessee","stewart","https://midwestherbaria.org/portal/collections/individual/index.php?occid=3849023",-87.8356141560279,36.5006150156435,"county_centroid"
"americana",15369645,"NCU",1937,8,11,"1937-08-11","North Carolina","Wake","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369645",-78.645018,35.799831,"geo_referenced"
"americana",22820170,"VPI",NA,NA,NA,"","Virginia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22820170",NA,NA,"county_centroid"
"americana",4209132,"BRY",1962,6,27,"1962-06-27","Colorado","boulder","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4209132",-105.354226959776,40.0936466733349,"county_centroid"
"americana",22819736,"VPI",NA,NA,NA,"","Virginia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22819736",NA,NA,"county_centroid"
"americana",23729285,"Harvard",NA,NA,NA,"","Kentucky","clark ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729285",NA,NA,"county_centroid"
"americana",23729854,"Harvard",NA,NA,NA,"","South Carolina","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729854",NA,NA,"county_centroid"
"americana",23636249,"Harvard",1951,5,9,"1951-05-09","Massachusetts","worcester ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23636249",NA,NA,"county_centroid"
"americana",16912500,"NCU",NA,NA,NA,"","Louisiana","morehouse","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912500",-91.8079092796157,32.8222182278227,"county_centroid"
"americana",13273817,"TENN",NA,NA,NA,"","Arkansas","logan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273817",-93.7242869754685,35.2106323256837,"county_centroid"
"americana",23729581,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729581",NA,NA,"county_centroid"
"americana",23729577,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729577",NA,NA,"county_centroid"
"americana",23729576,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729576",NA,NA,"county_centroid"
"americana",20563587,"APSC",NA,NA,NA,"","Kentucky","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20563587",-83.9069682196527,38.0336898828473,"county_centroid"
"americana",20683255,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683255",NA,NA,"county_centroid"
"americana",17045591,"VDB",NA,NA,NA,"","Tennessee","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17045591",NA,NA,"county_centroid"
"americana",23729246,"Harvard",1880,4,22,"1880-04-22","Kansas","ellis ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729246",NA,NA,"county_centroid"
"americana",25286613,"NY",1947,10,3,"1947-10-03","Oklahoma","pontotoc ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286613",NA,NA,"county_centroid"
"americana",11585243,"IND",1920,10,1,"1920-10-01","Indiana","Perry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585243",-86.625318,37.877011,"geo_referenced"
"americana",12500753,"WCUH",NA,NA,NA,"","North Carolina","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500753",-83.1399283647259,35.2835626373338,"county_centroid"
"americana",20393356,"PH",1876,7,13,"1876-07-13","Delaware","new castle","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393356",-75.6551912493428,39.5833575200314,"county_centroid"
"americana",9537225,"GA",1953,5,12,"1953-05-12","Georgia","walker ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9537225",NA,NA,"county_centroid"
"americana",20008887,"NY",1900,5,8,"1900-05-08","Colorado","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20008887",-104.856906,39.767203,"geo_referenced"
"americana",4957117,"WIS",1978,5,14,"1978-05-14","Wisconsin","richland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4957117",-90.4268056530437,43.3818592065983,"county_centroid"
"americana",12547993,"CHRB",NA,NA,NA,"","New Jersey","mercer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547993",-74.6945476290381,40.2863359617612,"county_centroid"
"americana",5129828,"WIS",1958,5,10,"1958-05-10","Wisconsin","iowa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5129828",-90.1335623541875,43.0016567750227,"county_centroid"
"americana",23729779,"Harvard",NA,NA,NA,"","Ohio","scioto ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729779",NA,NA,"county_centroid"
"americana",23729763,"Harvard",NA,NA,NA,"","North Carolina","cabarrus ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729763",NA,NA,"county_centroid"
"americana",23729037,"Harvard",NA,NA,NA,"","Alabama","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729037",NA,NA,"county_centroid"
"americana",23729161,"Harvard",NA,NA,NA,"","Illinois","cook ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729161",NA,NA,"county_centroid"
"americana",23729849,"Harvard",NA,NA,NA,"","Pennsylvania","huntingdon ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729849",NA,NA,"county_centroid"
"americana",16912642,"NCU",NA,NA,NA,"","Virginia","franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912642",-79.8884318461432,36.9894221224489,"county_centroid"
"americana",23729348,"Harvard",NA,NA,NA,"","Maryland","cecil ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729348",NA,NA,"county_centroid"
"americana",15928954,"NCU",NA,NA,NA,"","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15928954",-79.1273705014159,36.0547802778376,"county_centroid"
"americana",23729920,"Harvard",NA,NA,NA,"","West Virginia","greenbrier ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729920",NA,NA,"county_centroid"
"americana",13269055,"TENN",NA,NA,NA,"","Tennessee","roane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13269055",-84.5127026270009,35.8523770353319,"county_centroid"
"americana",14415706,"CLEMS",NA,NA,NA,"","South Carolina","berkeley","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14415706",-79.9464812753089,33.2037332734092,"county_centroid"
"americana",22883929,"UNCC",NA,NA,NA,"","North Carolina","durham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883929",-78.8828951386773,36.0298452769588,"county_centroid"
"americana",22619983,"KANU",1975,6,11,"1975-06-11","Kansas","McPherson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22619983",-97.756651,38.356307,"geo_referenced"
"americana",22883842,"UNCC",NA,NA,NA,"","North Carolina","mecklenburg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22883842",-80.8371420499421,35.2519938711983,"county_centroid"
"americana",23729236,"Harvard",1937,7,27,"1937-07-27","Kansas","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729236",NA,NA,"county_centroid"
"americana",5734177,"LSU",1974,5,12,"1974-05-12","Oklahoma","cimarron","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734177",-102.512063683289,36.7373650133402,"county_centroid"
"americana",16579007,"VDB",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16579007",NA,NA,"county_centroid"
"americana",10426261,"MTSU",1982,3,17,"1982-03-17","Tennessee","rutherford","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426261",-86.4041613684933,35.8498993735142,"county_centroid"
"americana",24923606,"BRIT",1947,3,30,"1947-03-30","Texas","denton","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24923606",-97.117621792662,33.2035710456738,"county_centroid"
"americana",23594157,"Harvard",1930,5,12,"1930-05-12","Massachusetts","franklin ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23594157",NA,NA,"county_centroid"
"americana",24888944,"PAC",NA,NA,NA,"","Pennsylvania","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24888944",NA,NA,"county_centroid"
"americana",21371643,"DOV",1891,8,NA,"1891-08-00","Pennsylvania","chester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371643",-75.7444560164617,39.9803390696694,"county_centroid"
"americana",23729373,"Harvard",NA,NA,NA,"","Mississippi","forrest ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729373",NA,NA,"county_centroid"
"americana",23729594,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729594",NA,NA,"county_centroid"
"americana",16912484,"NCU",NA,NA,NA,"","Florida","leon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912484",-84.2734271511782,30.4608522248895,"county_centroid"
"americana",16269556,"GA",NA,NA,NA,"","North Carolina","stanly ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16269556",NA,NA,"county_centroid"
"americana",13273822,"TENN",NA,NA,NA,"","Louisiana","west feliciana","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273822",-91.4212571543447,30.882361065208,"county_centroid"
"americana",23729595,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729595",NA,NA,"county_centroid"
"americana",16575061,"VDB",NA,NA,NA,"","North Carolina","durham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575061",-78.8828951386773,36.0298452769588,"county_centroid"
"americana",13269047,"TENN",NA,NA,NA,"","Tennessee","roane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13269047",-84.5127026270009,35.8523770353319,"county_centroid"
"americana",23594180,"Harvard",1913,9,3,"1913-09-03","Connecticut","fairfield ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23594180",NA,NA,"county_centroid"
"americana",20393173,"PH",1939,6,7,"1939-06-07","Pennsylvania","luzerne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393173",-75.9902073781516,41.1781050510832,"county_centroid"
"americana",21206544,"EIU",2001,5,29,"2001-05-29","Illinois","effingham","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21206544",-88.5917681537066,39.0594808380274,"county_centroid"
"americana",4995660,"WIS",1960,5,8,"1960-05-08","Wisconsin","trempealeau","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4995660",-91.3602303836989,44.3088604229672,"county_centroid"
"americana",20393121,"PH",1910,4,26,"1910-04-26","Pennsylvania","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393121",-75.3639498975645,40.2187831691893,"county_centroid"
"americana",20393130,"PH",1900,5,5,"1900-05-05","Pennsylvania","delaware","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393130",-75.3989039119709,39.9216999726926,"county_centroid"
"americana",6774766,"UWFP",1982,3,4,"1982-03-04","Florida","jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774766",-83.8881355350571,30.4394292460113,"county_centroid"
"americana",23729828,"Harvard",NA,NA,NA,"","North Dakota","ramsey ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729828",NA,NA,"county_centroid"
"americana",5465752,"EKY",1984,5,9,"1984-05-09","Kentucky","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465752",-83.9069682196527,38.0336898828473,"county_centroid"
"americana",13268980,"TENN",NA,NA,NA,"","Tennessee","loudon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13268980",-84.3131576691443,35.7347304806923,"county_centroid"
"americana",23729534,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729534",NA,NA,"county_centroid"
"americana",23729742,"Harvard",NA,NA,NA,"","New York","washington ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729742",NA,NA,"county_centroid"
"americana",20393162,"PH",1939,5,22,"1939-05-22","Pennsylvania","Lancaster","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393162",-76.170507,39.754397,"geo_referenced"
"americana",9110242,"DBG",2014,4,24,"2014-04-24","Colorado","Jefferson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9110242",-105.0932,39.4966,"geo_referenced"
"americana",23729172,"Harvard",NA,NA,NA,"","Illinois","clay ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729172",NA,NA,"county_centroid"
"americana",11585299,"IND",1951,8,28,"1951-08-28","Indiana","Sullivan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585299",-87.471218,39.023645,"geo_referenced"
"americana",12547988,"CHRB",NA,NA,NA,"","Wyoming","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547988",NA,NA,"county_centroid"
"americana",23729042,"Harvard",NA,NA,NA,"","Arkansas","montgomery ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729042",NA,NA,"county_centroid"
"americana",20683297,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683297",NA,NA,"county_centroid"
"americana",21298199,"APSC",NA,NA,NA,"","Indiana","clark","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21298199",-85.7127834628813,38.4820477935838,"county_centroid"
"americana",22819737,"VPI",NA,NA,NA,"","Virginia","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22819737",NA,NA,"county_centroid"
"americana",4979191,"WIS",1953,8,10,"1953-08-10","Wisconsin","dunn","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4979191",-91.9019771573485,44.9524951450958,"county_centroid"
"americana",4092512,"UNM",1958,8,21,"1958-08-21","Wisconsin","dane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4092512",-89.4205038345403,43.0681614498418,"county_centroid"
"americana",23729871,"Harvard",NA,NA,NA,"","Tennessee","grainger ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729871",NA,NA,"county_centroid"
"americana",9176131,"LSU",1970,3,5,"1970-03-05","Louisiana","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176131",-92.5580266719916,32.3047151644176,"county_centroid"
"americana",4092503,"UNM",1966,5,1,"1966-05-01","New Mexico","Santa Fe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=4092503",-105.9376598,35.68709607,"geo_referenced"
"americana",23729502,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729502",NA,NA,"county_centroid"
"americana",13269089,"TENN",NA,NA,NA,"","Tennessee","smith","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13269089",-85.9576374565454,36.2593529111058,"county_centroid"
"americana",23729525,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729525",NA,NA,"county_centroid"
"americana",15929049,"NCU",NA,NA,NA,"","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15929049",-79.1273705014159,36.0547802778376,"county_centroid"
"americana",7444157,"NCSC",NA,NA,NA,"","Virginia","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444157",-80.3879276680647,37.1676695799873,"county_centroid"
"americana",23729589,"Harvard",NA,NA,NA,"","Missouri","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729589",NA,NA,"county_centroid"
"americana",20393308,"PH",1948,7,1,"1948-07-01","Pennsylvania","Armstrong","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393308",-79.57086,40.870034,"geo_referenced"
"americana",9757214,"VSC",1965,9,1,"1965-09-01","West Virginia","wirt ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9757214",NA,NA,"county_centroid"
"americana",13268893,"TENN",NA,NA,NA,"","Tennessee","dekalb","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13268893",NA,NA,"county_centroid"
"americana",23729170,"Harvard",NA,NA,NA,"","Illinois","cook ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729170",NA,NA,"county_centroid"
"americana",8755408,"URV",NA,NA,NA,"","Virginia","chesterfield","https://midwestherbaria.org/portal/collections/individual/index.php?occid=8755408",-77.5763041744281,37.3887986887879,"county_centroid"
"americana",16912549,"NCU",NA,NA,NA,"","Maryland","allegany","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912549",-78.6957989709886,39.6244670598433,"county_centroid"
"americana",23594163,"Harvard",1918,7,6,"1918-07-06","Connecticut","tolland ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23594163",NA,NA,"county_centroid"
"americana",11585398,"IND",1919,8,15,"1919-08-15","Indiana","Posey","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585398",-88.00421,37.818802,"geo_referenced"
"americana",20683309,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683309",NA,NA,"county_centroid"
"americana",5069879,"WIS",1950,5,27,"1950-05-27","Wisconsin","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5069879",-89.7290503656798,45.3424054997587,"county_centroid"
"americana",23729084,"Harvard",NA,NA,NA,"","Arkansas","bradley ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729084",NA,NA,"county_centroid"
"americana",5465749,"EKY",1984,5,30,"1984-05-30","Kentucky","montgomery","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465749",-83.9069682196527,38.0336898828473,"county_centroid"
"americana",21860105,"PIHG",2015,3,3,"2015-03-03","Florida","marion","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21860105",-82.0545517600799,29.2032406000838,"county_centroid"
"americana",24507193,"CHRB",1977,5,2,"1977-05-02","New Jersey","warren","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24507193",-75.0016576191408,40.8624267203766,"county_centroid"
"americana",11584037,"IND",1920,8,28,"1920-08-28","Indiana","LaGrange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11584037",-85.25384,41.679884,"geo_referenced"
"americana",21204178,"EIU",1948,4,2,"1948-04-02","Illinois","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204178",-89.3829685512741,37.7874459140245,"county_centroid"
"americana",13269019,"TENN",NA,NA,NA,"","Tennessee","meigs","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13269019",-84.8063273500475,35.5165328953674,"county_centroid"
"americana",20683273,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683273",NA,NA,"county_centroid"
"americana",23729223,"Harvard",NA,NA,NA,"","Iowa","allamakee ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729223",NA,NA,"county_centroid"
"americana",13268856,"TENN",NA,NA,NA,"","Tennessee","claiborne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13268856",-83.6685186201986,36.4815669125171,"county_centroid"
"americana",7444164,"NCSC",NA,NA,NA,"","Texas","hardin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444164",-94.3986715765549,30.347250596986,"county_centroid"
"americana",11585381,"IND",1903,4,27,"1903-04-27","Indiana","Wells","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11585381",-85.155345,40.735528,"geo_referenced"
"americana",20683295,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683295",NA,NA,"county_centroid"
"americana",24888933,"PAC",NA,NA,NA,"","Pennsylvania","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24888933",NA,NA,"county_centroid"
"americana",5936500,"MISS",NA,NA,NA,"","Mississippi","tishomingo","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5936500",-88.2445222765255,34.7439273806147,"county_centroid"
"americana",20393144,"PH",1925,4,25,"1925-04-25","Pennsylvania","chester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20393144",-75.7444560164617,39.9803390696694,"county_centroid"
"americana",24584276,"GA",1955,3,26,"1955-03-26","Georgia","forsyth ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24584276",NA,NA,"county_centroid"
"americana",7188738,"ILL",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188738",NA,NA,"county_centroid"
"americana",16491693,"UOS",9,5,7,"2009-05-07","Tennessee","Franklin","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16491693",-85.903334,35.161339,"geo_referenced"
"americana",24507170,"CHRB",NA,NA,NA,"","New Jersey","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24507170",NA,NA,"county_centroid"
"americana",13731874,"MUHW",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13731874",NA,NA,"county_centroid"
"americana",16912803,"NCU",NA,NA,NA,"","Alabama","marshall","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912803",-86.3060672405675,34.3702960027396,"county_centroid"
"americana",5465747,"EKY",1972,6,24,"1972-06-24","Kentucky","mccreary","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465747",-84.4812227435202,36.7424131387564,"county_centroid"
"americana",16816116,"UA",1892,9,0,"1892-09-00","Alabama","Mobile","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16816116",-88.23333,30.36667,"geo_referenced"
"americana",5465764,"EKY",1989,4,18,"1989-04-18","Tennessee","cumberland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465764",-85.0100318160794,35.9497171570252,"county_centroid"
"americana",5042916,"WIS",1943,5,15,"1943-05-15","Wisconsin","dane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5042916",-89.4205038345403,43.0681614498418,"county_centroid"
"americana",19211221,"UCHT",NA,NA,NA,"","Georgia","catoosa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211221",-85.1447143312314,34.8894230364328,"county_centroid"
"americana",21268842,"UAM",1987,3,22,"1987-03-22","Arkansas","independence","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268842",-91.5785778989027,35.7354215074489,"county_centroid"
"americana",20412342,"PH",1939,4,29,"1939-04-29","Maryland","queen anne's","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412342",NA,NA,"county_centroid"
"americana",6816070,"GMUF",2001,7,20,"2001-07-20","Virginia","fairfax","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816070",-77.2829630226379,38.8358869588842,"county_centroid"
"americana",20683298,"WVA",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20683298",NA,NA,"county_centroid"
"americana",19782315,"DBG",2017,4,25,"2017-04-25","Colorado","Arapahoe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19782315",-104.97197,39.60818,"geo_referenced"
"americana",23594161,"Harvard",1914,8,19,"1914-08-19","Rhode Island","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23594161",NA,NA,"county_centroid"
"americana",11402825,"UCAC",1967,3,26,"1967-03-26","Arkansas","faulkner","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11402825",-92.3309435175229,35.1422425344511,"county_centroid"
"americana",20228364,"CalBG",1940,4,18,"1940-04-18","Missouri","boone ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20228364",NA,NA,"county_centroid"
"americana",11584055,"IND",1911,5,14,"1911-05-14","Indiana","Delaware","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11584055",-85.350891,40.341957,"geo_referenced"
"americana",13268907,"TENN",NA,NA,NA,"","Tennessee","gibson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13268907",-88.934103288136,35.9955073526115,"county_centroid"
"americana",17027402,"MCA",NA,NA,NA,"1910-04-16","Pennsylvania","Carbon","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17027402",-75.607964,40.787872,"geo_referenced"
"americana",23594183,"Harvard",NA,NA,NA,"","","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23594183",NA,NA,"county_centroid"
"americana",24888918,"PAC",NA,NA,NA,"","Pennsylvania","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24888918",NA,NA,"county_centroid"
"americana",5073523,"WIS",1956,7,22,"1956-07-22","Wisconsin","grant","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5073523",-90.6982773769934,42.8696515739717,"county_centroid"
"americana",23729049,"Harvard",NA,NA,NA,"","Arkansas","hempstead ","https://midwestherbaria.org/portal/collections/individual/index.php?occid=23729049",NA,NA,"county_centroid"
"americana",19211412,"UCHT",NA,NA,NA,"","Tennessee","putnam","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211412",-85.5049438141889,36.1453374942336,"county_centroid"
"americana",21384014,"ASC",NA,NA,NA,"","Louisiana","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21384014",-92.3802818848157,32.8335537786189,"county_centroid"
"americana",17040463,"VDB",NA,NA,NA,"","Alabama","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17040463",NA,NA,"county_centroid"
"americana",17566662,"SIM",1884,5,17,"1884-05-17","New York","Richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566662",-74.112087,40.602326,"geo_referenced"
