specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101567,1,1.512,153.15,120.613,180,82.648,6.795,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101568,2,0.898,182.232,139,212.667,33.69,3.919,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101569,3,1.087,161.261,131.03,190.667,125.838,4.827,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101570,4,1.087,170.185,139.848,199.89,50.528,4.788,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101571,5,1.087,176.228,118,201.667,39.472,4.788,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101572,6,1.181,179.086,164.178,198,45,5.226,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101573,7,1.418,176.707,98.837,202.414,43.603,6.304,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101574,8,1.701,152.909,106.28,173.814,27.3,7.584,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101575,9,1.323,154.794,141.346,169.444,81.573,5.934,SC,
nigra,5101567,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101576,10,1.607,163.333,138.333,182.333,180,7.174,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283222,1,2.499,138.168,95.333,163.667,19.747,10.107,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283223,2,2.142,134.528,108.639,161.333,106.39,8.644,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283224,3,2.736,128.894,106.73,178.333,99.039,10.867,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283225,4,2.796,139.498,66.812,169,6.203,11.286,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283226,5,2.261,133.478,98.766,148.775,175.365,9.054,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283227,6,2.796,156.622,139.91,170.568,152.879,11.235,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283228,7,3.093,147.921,116.333,164.098,109.502,12.42,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283229,8,3.153,163.762,122.667,193.667,-122.471,12.72,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283230,9,2.617,153.459,122.667,166.419,24.775,10.476,SC,
nigra,13283222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283231,10,2.974,144.009,110.333,174.333,85.333,11.991,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145189,1,1.333,206.49,193.813,219.333,157.38,5.778,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145190,2,1.185,202.039,168.667,210.174,92.49,5.116,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145191,3,1.877,208.884,190.881,220.465,159.624,8.297,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145192,4,1.728,202.87,187.333,211.962,40.236,7.569,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145193,5,1.58,205.262,193,214.981,160.974,6.817,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145194,6,1.926,211.1,199.785,217.494,153.435,8.447,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145195,7,1.383,195.739,172.667,212.775,61.557,6.065,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145196,8,1.432,201.109,181.571,215.333,120.256,6.174,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145197,9,1.778,216.425,194,224.286,176.73,7.79,SC,
nigra,5145189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145198,10,1.63,216.81,185,230.667,29.745,7.166,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097254,1,1.666,186.841,177.879,214.333,111.801,6.567,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097255,2,1.547,190.915,158.733,218.667,11.31,6.218,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097256,3,1.785,204.652,183,219.07,-155.225,6.984,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097257,4,1.785,204.596,187.608,227,123.69,7.035,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097258,5,2.082,188.83,121.588,215.333,-6.71,8.35,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097259,6,1.725,206.27,192.333,230.667,34.824,6.834,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097260,7,2.142,197.995,162.333,212.667,143.13,8.537,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097261,8,2.082,214.753,199.667,234,15.255,8.343,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097262,9,2.974,210.31,135,226.857,174.174,12.013,SC,
nigra,24097254,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24097263,10,2.38,207.745,196.667,222,46.042,9.487,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586970,1,1.866,108.81,74.714,173,174.56,8.79,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586971,2,1.519,104.629,86.135,133,45,7.071,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586972,3,1.736,137.375,95.43,162,-152.784,8.199,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586973,4,1.302,116.213,75,145.333,-9.782,6.131,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586974,5,1.562,129.496,73,144.121,166.759,7.277,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586975,6,1.519,144.669,99.667,165,-153.435,6.988,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586976,7,1.823,114.354,97,141.087,117.824,8.48,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586977,8,1.432,128.42,65.693,160.333,-167.276,6.621,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586978,9,1.259,118.94,83.456,166.667,158.962,5.803,SC,
nigra,11586970,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586979,10,1.606,115.876,73.333,131.407,-125.91,7.459,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937226,1,1.701,212.439,199.164,222.667,169.992,7.506,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937227,2,1.276,211.781,201.408,222,51.34,5.568,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937228,3,1.654,198.864,173.216,207.79,-100.305,7.292,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937229,4,1.749,202.431,157.667,223.333,146.31,7.838,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937230,5,1.323,194.512,186.333,219.333,180,5.87,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937231,6,1.701,201.366,183.333,222,4.899,7.637,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937232,7,1.654,188.463,124.25,203.436,17.354,7.288,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937233,8,1.181,200.654,173,210.667,34.992,5.307,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937234,9,1.181,207.929,199.426,217.241,145.008,5.307,SC,
nigra,4937226,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937235,10,1.56,209.13,202.917,221.875,7.125,7.011,SC,
nigra,4381469,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381469,,,,,,,,SC,no ruler
nigra,5175345,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175345,1,1.653,159.238,82,188.706,142.125,7.434,SC,
nigra,5175345,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175346,2,2.22,157.173,110.013,183.082,121.608,9.953,SC,
nigra,5175345,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175347,3,1.512,155.218,89.667,198,84.472,6.769,SC,
nigra,5175345,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175348,4,1.653,174.993,139.667,197.192,163.142,7.494,SC,only 4 
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109885,1,1.136,155.331,116.242,187,169.695,4.969,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109886,2,1.333,168.456,123.333,185.4,157.38,5.778,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109887,3,1.333,137.286,106.282,190,8.746,5.846,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109888,4,1.531,151.865,135.833,176.167,156.038,6.566,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109889,5,1.58,169.068,141.333,192.333,165.069,6.9,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109890,6,1.58,149.26,105,177.333,106.699,6.96,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109891,7,1.827,180.356,152.667,202,170.538,8.11,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109892,8,1.63,155.266,126.417,190.503,-14.47,7.115,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109893,9,1.531,158.479,119.667,189.274,64.29,6.659,SC,
nigra,5109885,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109894,10,1.827,175.976,136.012,213.667,33.69,8.012,SC,
nigra,5103197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103197,1,0.898,206.498,187.519,231,-33.69,3.919,SC,only 3
nigra,5103197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103198,2,0.851,201.185,178.667,218,-169.992,3.753,SC,
nigra,5103197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103199,3,0.945,209.104,188.333,222.648,53.746,4.044,SC,
nigra,11659106,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659106,1,2.558,150.104,99,175,-88.636,10.247,SC,only 2
nigra,11659106,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659107,2,2.32,140.238,106.667,166.333,122.005,9.204,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017850,1,2.079,195.145,152.667,207.803,125.538,9.35,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017851,2,1.749,179.168,139,193.333,26.565,7.778,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017852,3,2.032,193.99,152.33,209.333,51.766,9.133,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017853,4,2.127,171.121,96.667,206.118,164.055,9.496,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017854,5,1.796,154.446,90.333,179.686,34.992,7.961,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017855,6,1.749,155.99,121.278,179,74.055,7.913,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017856,7,1.749,154.797,114.667,183.314,129.401,7.877,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017857,8,1.796,153.764,120.396,179.667,72.553,7.976,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017858,9,2.079,157.787,98.273,209.667,166.608,9.386,SC,
nigra,5017850,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017859,10,1.89,161.545,127.462,188.667,150.803,8.467,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535466,1,1.84,85.869,43.029,142,36.027,6.973,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535467,2,1.971,92.455,65.904,118.412,130.815,7.451,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535468,3,1.577,108.866,79.609,145.333,72.35,5.918,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535469,4,2.102,128.754,81.667,151.79,114.905,7.913,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535470,5,1.511,95.606,56.35,206.43,54.162,5.691,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535471,6,1.511,86.717,32.333,115.088,161.565,5.674,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535472,7,1.38,64.894,31.667,135,81.469,5.184,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535473,8,1.445,111.347,36.333,182.381,-177.274,5.389,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535474,9,1.314,97.232,71.551,132.667,137.121,4.897,SC,
nigra,11535466,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535475,10,1.445,116.942,48,166.411,140.906,5.284,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084956,1,1.643,181.384,160.667,190.592,12.529,6.584,SC,only 8
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084957,2,2.153,196.355,131.667,219.351,4.635,8.836,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084958,3,2.096,165.304,148.753,211.333,62.021,8.625,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084959,4,1.926,212.608,131.667,245,90,7.855,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084960,5,1.7,195.153,130,209.69,84.094,6.94,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084961,6,1.53,168.632,126,191.859,173.418,6.23,SC,
nigra,24084956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24084962,7,1.473,185.738,142.333,212.498,158.629,5.879,SC,
