"specificEpithet","id","references"
"rivularis",11588902,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588902"
"rivularis",24926623,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926623"
"rivularis",16514069,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069"
"rivularis",24938452,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24938452"
"rivularis",25286620,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286620"
"rivularis",13573921,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573921"
"rivularis",13573919,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573919"
"rivularis",24660407,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660407"
"rivularis",13573917,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573917"
"rivularis",25286683,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286683"
"rivularis",25160667,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160667"
"rivularis",25160677,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160677"
"rivularis",13283348,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283348"
"rivularis",13463774,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13463774"
"rivularis",22620297,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620297"
"rivularis",5734222,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734222"
"rivularis",13573905,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573905"
"rivularis",13573909,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573909"
"rivularis",25160684,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160684"
"rivularis",16514066,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066"
"rivularis",13616194,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13616194"
"rivularis",24924388,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24924388"
"rivularis",7444265,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444265"
"rivularis",15422836,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422836"
"rivularis",13573911,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573911"
"rivularis",15837910,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837910"
"rivularis",5734225,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734225"
"rivularis",7444267,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444267"
"rivularis",16514070,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070"
"nigra",6816195,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195"
"nigra",7444231,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444231"
"nigra",5285102,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5285102"
"nigra",24114880,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114880"
"nigra",24047220,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24047220"
"nigra",5181710,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181710"
"nigra",24079339,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079339"
"nigra",5605726,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5605726"
"nigra",5210945,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210945"
"nigra",6816197,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197"
"nigra",5068046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5068046"
"nigra",11659110,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659110"
"nigra",24123161,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24123161"
"nigra",22988367,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988367"
"nigra",5199900,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199900"
"nigra",24074368,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=24074368"
"nigra",5094083,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094083"
"nigra",5144467,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144467"
"nigra",5000607,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5000607"
"nigra",5057274,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5057274"
"alleghaniensis",23603143,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=23603143"
"alleghaniensis",11166897,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11166897"
"alleghaniensis",16080180,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080180"
"alleghaniensis",19211144,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211144"
"alleghaniensis",16080179,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080179"
"alleghaniensis",7444141,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444141"
"alleghaniensis",15369860,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369860"
"alleghaniensis",11071046,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071046"
"alleghaniensis",19211139,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211139"
"alleghaniensis",3850956,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850956"
"alleghaniensis",17566696,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566696"
"alleghaniensis",6550184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550184"
"alleghaniensis",19211146,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211146"
"alleghaniensis",6816039,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816039"
"alleghaniensis",17566694,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566694"
"alleghaniensis",4595023,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595023"
"hortulana",21204162,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204162"
"hortulana",16080191,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191"
"hortulana",21204152,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204152"
"hortulana",16080413,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080413"
"hortulana",22620151,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620151"
"hortulana",5465829,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465829"
"hortulana",7188896,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188896"
"hortulana",21186187,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186187"
"hortulana",21204140,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204140"
"hortulana",21204153,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204153"
"hortulana",3848988,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848988"
"hortulana",16080184,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080184"
"hortulana",10258301,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258301"
"hortulana",10258302,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258302"
"hortulana",13273948,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273948"
"hortulana",21204156,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204156"
"hortulana",6816174,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174"
"hortulana",12876946,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876946"
"hortulana",6816167,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816167"
"hortulana",21204132,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204132"
"hortulana",6816172,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816172"
"hortulana",12876941,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876941"
"hortulana",16988203,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988203"
"hortulana",16080414,"https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080414"
