"","species","annualP"
"1","alleghaniensis",10.3490960429101
"2","americana",9.56323163933036
"3","angustifolia",11.5539687452472
"4","gracilis",7.51580226067014
"5","hortulana",9.90600576027522
"6","maritima",10.5804111128835
"7","mexicana",9.51952330422052
"8","munsoniana",10.4462137260436
"9","nigra",9.47992411763244
"10","rivularis",6.1581465367246
"11","subcordata",0.997408192706726
"12","texana",6.25042115765063
"13","umbellata",13.6203778801212
