specificEpithet,id,institutionCode,year,month,day,eventDate,stateProvince,county,references,lon,lat,geoclass,flowers,fruit,leaves,bbch.f,bbch.v,flagged,note,flagged_question,question_note,entered_by,imput_date/GPS
munsoniana,19451485,UCHT,2001,4,10,2001-04-10,Tennessee,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451485,-84.18804503,36.12118775,county_centroid,Y,N,N,65,0,,,,,SC,date
munsoniana,20412850,PH,1933,8,10,1933-08-10,New Jersey,Cumberland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412850,-74.985007,39.31407,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,22620249,KANU,1971,8,13,1971-08-13,Kansas,Bourbon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620249,-94.66939,37.71866,geo_referenced,N,Y,Y,89,19,,,,,SC,
munsoniana,11313778,LSUS,1976,4,3,1976-04-03,Arkansas,polk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11313778,-94.23785272,34.49701429,county_centroid,Y,N,N,65,0,,,,,SC,
munsoniana,16080483,FLAS,2012,10,4,2012-10-04,Massachusetts,suffolk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080483,-71.1056226,42.30927517,county_centroid,N,N,Y,,,,,,,SC,
munsoniana,13271311,TENN,2002,4,3,2002-04-03,Tennessee,knox,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271311,-83.93798731,35.99294044,county_centroid,Y,N,N,65,0,,,,,SC,date
munsoniana,7373864,EKY,2010,5,20,2010-05-20,Kentucky,Garrard,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7373864,-84.486597,37.532242,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,21199439,EIU,2000,4,14,2000-04-14,Illinois,clinton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199439,-89.42682644,38.60098933,county_centroid,Y,N,Y,67,17,,,,,SC,
munsoniana,20412852,PH,1942,5,24,1942-05-24,Pennsylvania,berks,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412852,-75.9271652,40.41919823,county_centroid,N,Y,Y,89,19,,,,,SC,
munsoniana,20562446,EKY,2018,4,6,2018-04-06,Kentucky,Menifee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20562446,-83.60861,37.83524,geo_referenced,Y,N,Y,60,9,,,,,SC,date
munsoniana,5465894,EKY,1999,4,10,1999-04-10,Kentucky,clinton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465894,-85.13786471,36.72983687,county_centroid,Y,N,Y,64,10,,,,,SC,
munsoniana,22620248,KANU,1968,4,6,1968-04-06,Kansas,Miami,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620248,-94.66267,38.44041,geo_referenced,Y,N,Y,65,9,,,,,SC,
munsoniana,22517481,KANU,2004,4,13,2004-04-13,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22517481,-94.6497222,37.1813889,geo_referenced,Y,N,Y,67,17,,,,,SC,
munsoniana,21431547,ETSU,1975,8,5,1975-08-05,Tennessee,carter,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21431547,-82.12679003,36.29228663,county_centroid,N,N,Y,,,,,,,SC,date
munsoniana,20412851,PH,1937,7,16,1937-07-16,New Jersey,cumberland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412851,-75.11115454,39.3706433,county_centroid,N,N,Y,,,,,,,SC,
munsoniana,13271305,TENN,1999,7,28,1999-07-28,Tennessee,giles,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271305,-87.02670454,35.21051646,county_centroid,N,N,Y,,,,,,,SC,date
munsoniana,10426177,MTSU,2009,3,19,2009-03-19,Tennessee,wilson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426177,-86.29292412,36.15648925,county_centroid,Y,N,Y,65,9,,,,,SC,
munsoniana,22689072,KANU,2001,8,20,2001-08-20,Kansas,Franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22689072,-95.3841629,38.5741653,geo_referenced,N,Y,Y,89,19,,,,,SC,
munsoniana,3848969,APSC,2009,3,24,2009-03-24,Tennessee,rutherford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848969,-86.40416137,35.84989937,county_centroid,Y,N,N,65,0,,,,,SC,
munsoniana,22620250,KANU,1965,7,20,1965-07-20,Kansas,Crawford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620250,-94.81301,37.63752,geo_referenced,N,Y,Y,89,19,,,,,SC,
munsoniana,22620227,KANU,1969,4,22,1969-04-22,Kansas,Labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620227,-95.38878,37.20657,geo_referenced,Y,N,Y,67,17,,,,,SC,
munsoniana,22620153,KANU,1967,4,11,1967-04-11,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620153,-95.09633,37.60144,geo_referenced,Y,N,Y,65,15,Y,two different collection dates,,,SC,
munsoniana,22620156,KANU,1965,8,13,1965-08-13,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620156,-94.63021,37.12606,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,16920156,NCU,1970,4,18,1970-04-18,Kentucky,menifee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920156,-83.59809959,37.94803438,county_centroid,Y,N,Y,67,9,,,,,SC,date
munsoniana,12911712,UARK,1988,8,14,1988-08-14,Arkansas,stone,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911712,-92.16095128,35.85321963,county_centroid,N,Y,Y,89,19,,,,,SC,
munsoniana,19451487,UCHT,2001,4,11,2001-04-11,Tennessee,knox,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451487,-83.93798731,35.99294044,county_centroid,Y,N,Y,65,15,,,,,SC,date
munsoniana,21186531,ANHC,2015,5,13,2015-05-13,Arkansas,Washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186531,-94.12324,36.04877,geo_referenced,N,Y,Y,89,19,,,,,SC,
munsoniana,20562462,EKY,2018,4,15,2018-04-15,Kentucky,Powell,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20562462,-83.71751,37.8401,geo_referenced,Y,N,Y,65,9,,,,,SC,date
munsoniana,22710849,KANU,2006,6,29,2006-06-29,Kansas,Anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22710849,-95.2786,38.1828,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,19451486,UCHT,2001,7,7,2001-07-07,Tennessee,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451486,-84.18804503,36.12118775,county_centroid,N,Y,Y,89,19,,,,,SC,date
munsoniana,12911699,UARK,1928,5,6,1928-05-06,Arkansas,benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911699,-94.26402599,36.34167755,county_centroid,N,N,Y,,,,,,,SC,
munsoniana,11535446,LSU,1989,4,9,1989-04-09,Missouri,jefferson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535446,-90.54184314,38.25596682,county_centroid,Y,N,N,65,0,,,,,SC,
munsoniana,20412848,PH,1923,4,28,1923-04-28,New Jersey,Camden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412848,-75.017743,39.915205,geo_referenced,Y,N,Y,65,17,,,,,SC,
munsoniana,9176002,LSU,1987,9,14,1987-09-14,Louisiana,ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176002,-92.1593802,32.4833014,county_centroid,N,N,Y,,,,,,,SC,
munsoniana,22674348,KANU,1885,3,29,1885-03-29,Texas,Hays,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22674348,-97.941394,29.883275,geo_referenced,Y,N,Y,65,15,,,,,SC,
munsoniana,10426164,MTSU,1996,3,30,1996-03-30,Tennessee,davidson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426164,-86.77878456,36.17525089,county_centroid,Y,N,Y,65,10,,,,,SC,
munsoniana,7444094,NCSC,1987,3,26,1987-03-26,Tennessee,williamson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444094,-86.89387444,35.89765856,county_centroid,Y,N,Y,65,10,,,,,SC,date
munsoniana,1027738,ASC,2001,5,10,2001-05-10,Arizona,Navajo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=1027738,-110.49402,36.75866,geo_referenced,Y,N,Y,67,19,,,,,SC,
munsoniana,22690530,KANU,2007,4,1,2007-04-01,Kansas,Douglas,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22690530,-95.33402,38.93748,geo_referenced,Y,N,Y,65,11,,,,,SC,
munsoniana,3848966,APSC,2001,4,11,2001-04-11,Tennessee,knox,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848966,-83.93798731,35.99294044,county_centroid,Y,N,Y,65,15,,,,,SC,
munsoniana,22620245,KANU,1964,4,17,1964-04-17,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620245,-95.18886,37.57035,geo_referenced,Y,N,Y,65,11,,,,,SC,
munsoniana,22515673,KANU,2013,4,21,2013-04-21,Kansas,Douglas,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22515673,-95.332423,38.942123,geo_referenced,Y,N,Y,60,11,,,,,SC,
munsoniana,16920130,NCU,1966,3,27,1966-03-27,Alabama,hale,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920130,-87.62219763,32.76490176,county_centroid,Y,N,N,65,0,,,,,SC,date
munsoniana,22645445,KANU,1994,3,31,1994-03-31,Kansas,Labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22645445,-95.206403,37.268631,geo_referenced,N,Y,Y,65,0,,,,,SC,
munsoniana,24660405,NY,2007,4,1,2007-04-01,Kansas,Douglas Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660405,-95.33402,38.93748,geo_referenced,Y,N,Y,65,9,,,,,SC,
munsoniana,16666979,FSU,1956,6,29,1956-06-29,Mississippi,adams,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666979,-91.35343722,31.48788073,county_centroid,N,Y,Y,89,19,,,,,SC,date
munsoniana,3848964,APSC,2001,4,10,2001-04-10,Tennessee,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848964,-84.18804503,36.12118775,county_centroid,Y,N,Y,65,11,,,,,SC,
munsoniana,20412845,PH,1951,8,3,1951-08-03,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412845,-74.775117,39.992085,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,21186200,ANHC,2008,6,11,2008-06-11,Arkansas,Benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186200,-94.48194,36.21869,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,24660404,NY,2007,4,1,2007-04-01,Kansas,Douglas Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660404,-95.2513,38.925,geo_referenced,Y,N,N,65,0,,,,,SC,
munsoniana,16666976,FSU,1968,4,15,1968-04-15,Tennessee,wilson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666976,-86.29292412,36.15648925,county_centroid,Y,N,Y,67,17,,,,,SC,date
munsoniana,19451476,UCHT,1952,3,30,1952-03-30,Oklahoma,payne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451476,-96.97514782,36.06934581,county_centroid,Y,N,N,65,0,,,,,SC,date
munsoniana,12911703,UARK,1968,4,16,1968-04-16,Arkansas,calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911703,-92.51042418,33.55396653,county_centroid,Y,N,Y,65,11,,,,,SC,date
munsoniana,12911705,UARK,1925,5,7,1925-05-07,Arkansas,carroll,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911705,-93.54763094,36.33781409,county_centroid,N,N,Y,,,,,,,SC,date
munsoniana,12911715,UARK,1968,4,13,1968-04-13,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911715,-94.22168881,35.97609413,county_centroid,Y,N,Y,65,17,,,,,SC,
munsoniana,22620238,KANU,1965,4,13,1965-04-13,Kansas,Labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620238,-95.10997,37.16032,geo_referenced,Y,N,Y,65,15,,,,,SC,
munsoniana,5465898,EKY,1975,4,6,1975-04-06,Tennessee,coffee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465898,-86.0629231,35.49199645,county_centroid,Y,N,N,65,0,Y,two collection dates,,,SC,
munsoniana,22499824,KANU,2003,8,8,2003-08-08,Kansas,Leavenworth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22499824,-94.9013889,39.3686111,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,7444228,NCSC,1951,8,3,1951-08-03,Indiana,jay,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444228,-85.01658125,40.43756596,county_centroid,N,N,Y,,,,,,,SC,date
munsoniana,21186208,ANHC,2010,7,1,2010-07-01,Arkansas,Benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186208,-94.48362,36.2209,geo_referenced,N,Y,Y,89,19,,,,,SC,
munsoniana,6816191,GMUF,1979,4,25,1979-04-25,Virginia,shenandoah,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816191,-78.57413236,38.86480834,county_centroid,Y,N,Y,65,10,,,,,SC,
munsoniana,12911706,UARK,7,4,1978,1978-04-07,Arkansas,franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911706,-93.89830963,35.50546758,county_centroid,Y,N,Y,65,15,,,,,SC,date
munsoniana,22620231,KANU,1968,4,9,1968-04-09,Kansas,Crawford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620231,-94.73616,37.66129,geo_referenced,Y,N,Y,65,17,Y,two collection dates,,,SC,
munsoniana,12509356,WCUH,1994,9,NA,1994-09-00,North Carolina,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509356,-82.4876282,35.33810258,county_centroid,N,N,Y,,,,,,,SC,date
munsoniana,22663732,KANU,2000,4,4,2000-04-04,Kansas,Linn,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22663732,-94.9499969,38.2333336,geo_referenced,Y,N,Y,65,17,,,,,SC,
munsoniana,21735196,APSC,2018,5,23,2018-05-23,Tennessee,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21735196,-87.3853334,36.4974526,county_centroid,Y,N,N,65,0,Y,two collection dates,,,SC,
munsoniana,22530360,KANU,1969,4,16,1969-04-16,Oklahoma,Washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22530360,-95.86236,36.89748,geo_referenced,Y,N,Y,65,15,,,,,SC,
munsoniana,22620241,KANU,1975,9,19,1975-09-19,Kansas,Elk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620241,-96.17041,37.46921,geo_referenced,N,N,Y,,,,,,,SC,
munsoniana,21268903,UAM,2004,4,8,2004-04-08,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268903,-94.22168881,35.97609413,county_centroid,Y,N,Y,65,11,,,,,SC,
munsoniana,16920144,NCU,1963,4,13,1963-04-13,Georgia,henry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920144,-84.15986114,33.44908397,county_centroid,Y,N,Y,65,11,,,,,SC,date
munsoniana,3848968,APSC,1973,3,21,1973-03-21,Tennessee,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848968,-87.3853334,36.4974526,county_centroid,Y,N,Y,65,9,,,,,SC,
munsoniana,22620240,KANU,1975,6,25,1975-06-25,Kansas,Elk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620240,-96.08188,37.44941,geo_referenced,N,Y,Y,89,19,,,,,DB,
munsoniana,12911708,UARK,1975,4,5,2975-04-05,Arkansas,madison,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911708,-93.73086152,36.00389701,county_centroid,Y,N,Y,65,10,,,,,DB,date
munsoniana,13271318,TENN,NA,NA,NA,,Tennessee,scott,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271318,-84.49765174,36.43053088,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,22620154,KANU,1967,4,3,1967-04-03,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620154,-95.18843,37.56809,geo_referenced,Y,N,Y,65,11,Y,two collection dates,,,DB,
munsoniana,22620225,KANU,1964,8,11,1964-08-11,Kansas,Labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620225,-95.10997,37.16032,geo_referenced,N,Y,Y,89,19,,,,,DB,
munsoniana,22526659,KANU,2003,8,8,2003-08-08,Kansas,Leavenworth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22526659,-94.9013889,39.3686111,geo_referenced,N,Y,Y,89,19,,,,,DB,
munsoniana,12911718,UARK,1983,4,11,1983-04-11,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911718,-94.22168881,35.97609413,county_centroid,Y,N,Y,65,15,,,,,DB,
munsoniana,21199444,EIU,1967,8,13,1967-08-13,Illinois,coles,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199444,-88.22680285,39.51937043,county_centroid,N,Y,Y,89,19,,,,,DB,
munsoniana,22709645,KANU,1999,5,1,1999-05-01,Kansas,Allen,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22709645,-95.140038,38.024257,geo_referenced,Y,N,Y,67,17,,,,,DB,
munsoniana,13271302,TENN,NA,NA,NA,,Tennessee,coffee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271302,-86.0629231,35.49199645,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,173738,NAVA,2001,NA,NA,,Arizona,navajo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=173738,-110.3227634,35.39276591,county_centroid,,,,,1,Y,no image,,,DB,
munsoniana,22620246,KANU,1965,4,17,1965-04-17,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620246,-94.65105,37.1661,geo_referenced,Y,N,Y,65,17,,,,,DB,
munsoniana,21350347,APSC,1989,4,1,1989-04-01,Kentucky,monroe,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350347,-85.72022687,36.71435791,county_centroid,Y,N,N,65,0,,,,,DB,
munsoniana,21186206,ANHC,2010,7,1,2010-07-01,Arkansas,Benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186206,-94.48362,36.2209,geo_referenced,N,N,Y,,,,,,,DB,
munsoniana,22650900,KANU,1994,7,27,1994-07-27,Kansas,Miami,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22650900,-94.788619,38.498363,geo_referenced,N,Y,Y,89,19,,,,,DB,
munsoniana,22620235,KANU,1964,4,14,1964-04-14,Kansas,Neosho,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620235,-95.25678,37.56806,geo_referenced,Y,N,Y,65,11,,,,,DB,
munsoniana,20955741,MISS,1998,8,8,1998-08-08,Mississippi,calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20955741,-89.33351092,33.94117328,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,10246814,APCR,2005,4,16,2005-04-16,Arkansas,Monroe,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246814,-91.28348,34.8399,geo_referenced,N,N,Y,,,,,,,DB,
munsoniana,16080435,FLAS,2012,7,9,2012-07-09,Massachusetts,suffolk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080435,-71.1056226,42.30927517,county_centroid,N,Y,Y,89,19,,,,,DB,
munsoniana,22620229,KANU,1965,7,23,1965-07-23,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620229,-94.63021,37.14048,geo_referenced,N,Y,Y,89,19,,,,,DB,
munsoniana,12509354,WCUH,NA,NA,NA,,North Carolina,madison,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509354,-82.71067242,35.86071297,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,20412844,PH,1957,6,7,1957-06-07,New Jersey,Monmouth,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412844,-74.559877,40.120063,geo_referenced,N,N,Y,,,,,,,DB,
munsoniana,19451480,UCHT,1984,4,15,1984-04-15,Missouri,taney,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451480,-93.04882907,36.65886916,county_centroid,Y,N,N,65,0,,,,,DB,date
munsoniana,16666978,FSU,1981,3,14,1981-03-14,Mississippi,pearl river,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666978,-89.57988952,30.77800527,county_centroid,Y,N,Y,67,15,,,,,DB,date
munsoniana,25203979,APSC,1983,4,8,1983-04-08,Kentucky,marshall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203979,-88.32570868,36.88036773,county_centroid,Y,N,Y,67,9,,,,,DB,date
munsoniana,13271314,TENN,2002,4,7,2002-04-07,Tennessee,rhea,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271314,-84.92720955,35.60748189,county_centroid,Y,N,Y,65,10,,,,,DB,date
munsoniana,21199440,EIU,1973,4,4,1973-04-04,Illinois,lawrence,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199440,-87.73387519,38.71959657,county_centroid,Y,N,Y,65,15,,,,,DB,
munsoniana,21268907,UAM,1994,3,31,1994-03-31,Kansas,labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268907,-95.31115367,37.19977557,county_centroid,Y,N,N,65,0,,,,,DB,
munsoniana,22988365,ASU,1989,4,15,1989-04-15,Missouri,barry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988365,-93.84152373,36.71533273,county_centroid,Y,N,Y,65,9,,,,,DB,
munsoniana,22675256,KANU,1969,4,14,1969-04-14,Oklahoma,Osage,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22675256,-96.19676,36.41401,geo_referenced,Y,N,Y,65,15,,,,,DB,
munsoniana,16920189,NCU,1936,4,8,1936-04-08,Tennessee,knox,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920189,-83.93798731,35.99294044,county_centroid,N,N,N,,,,,,,DB,date
munsoniana,20453555,VCU,1969,4,20,1969-04-20,Virginia,chesterfield,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453555,-77.57630417,37.38879869,county_centroid,Y,N,Y,65,11,Y,two collection dates,,,DB,date
munsoniana,5895099,MISS,1997,3,12,1997-03-12,Mississippi,Calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895099,-89.300104,33.940452,geo_referenced,Y,N,N,65,0,,,,,DB,
munsoniana,16574061,VDB,2000,3,26,2000-03-26,Kansas,douglas,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16574061,-95.31219549,38.8892202,county_centroid,Y,N,Y,62,9,,,,,DB,date
munsoniana,19752198,APSC,1983,4,19,1983-04-19,Kentucky,franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752198,-84.8770812,38.22962421,county_centroid,Y,N,N,65,0,,,,,DB,date
munsoniana,20412818,PH,1937,12,12,1937-12-12,New Jersey,mercer,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412818,-74.69454763,40.28633596,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,13271308,TENN,NA,NA,NA,,Tennessee,knox,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271308,-83.93798731,35.99294044,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,20412846,PH,1924,6,7,1924-06-07,New Jersey,Burlington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412846,-74.555683,40.054127,geo_referenced,N,N,Y,,,,,,,DB,
munsoniana,15369852,NCU,1992,0,0,1992-00-00,Virginia,shenandoah,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369852,-78.57413236,38.86480834,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,13271313,TENN,2015,4,12,2015-04-12,Tennessee,marshall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271313,-86.76219348,35.47690411,county_centroid,Y,N,N,65,0,Y,probably 2 collection dates,,,DB,date
munsoniana,13271296,TENN,2001,4,10,2001-04-10,Tennessee,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271296,-84.18804503,36.12118775,county_centroid,Y,N,Y,65,9,,,,,DB,date
munsoniana,13271320,TENN,NA,NA,NA,,Tennessee,williamson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271320,-86.89387444,35.89765856,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,21350453,APSC,1972,4,17,1972-04-17,Kentucky,warren,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350453,-86.42019692,36.99772179,county_centroid,Y,N,Y,67,17,,,,,DB,date
munsoniana,22620155,KANU,1965,4,18,1965-04-18,Kansas,Miami,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620155,-94.783961,38.40703,geo_referenced,Y,N,Y,65,15,,,,,DB,
munsoniana,12911709,UARK,1988,3,23,1988-03-23,Arkansas,pulaski,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911709,-92.3127229,34.77183315,county_centroid,Y,N,N,65,0,,,,,DB,date
munsoniana,10426170,MTSU,1987,4,2,1987-04-02,Tennessee,rutherford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426170,-86.40416137,35.84989937,county_centroid,Y,N,N,65,0,,,,,DB,
munsoniana,12911714,UARK,1967,3,28,1967-03-28,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911714,-94.22168881,35.97609413,county_centroid,Y,N,Y,65,11,Y,probably 2 colelction dates,,,DB,
munsoniana,5465896,EKY,1999,4,10,1999-04-10,Kentucky,clinton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465896,-85.13786471,36.72983687,county_centroid,Y,N,N,65,0,,,,,DB,
munsoniana,25203980,APSC,1983,4,10,1983-04-10,Kentucky,bullitt,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25203980,-85.69815512,37.96743528,county_centroid,Y,N,Y,67,11,,,,,DB,date
munsoniana,21199443,EIU,1971,7,27,1971-07-27,Illinois,crawford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21199443,-87.76400221,39.00269809,county_centroid,N,Y,Y,89,19,,,,,DB,
munsoniana,12509357,WCUH,NA,NA,NA,,North Carolina,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12509357,-82.4876282,35.33810258,county_centroid,N,N,Y,,,,,,,DB,
munsoniana,21268904,UAM,1984,3,25,1984-03-25,Arkansas,drew,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268904,-91.72331533,33.58639516,county_centroid,Y,N,N,65,0,,,,,DB,
munsoniana,21268902,UAM,2004,4,1,2004-04-01,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268902,-94.22168881,35.97609413,county_centroid,Y,N,Y,65,15,,,,,DB,
munsoniana,22620223,KANU,1975,10,7,1975-10-07,Kansas,Labette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620223,-95.13348,37.08423,geo_referenced,N,N,Y,,,,,,,DB,
munsoniana,13271312,TENN,1959,4,5,1959-04-05,Tennessee,marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271312,-85.61795333,35.12598209,county_centroid,Y,N,N,65,0,,,,,DB,date
munsoniana,173737,NAVA,2001,NA,NA,,Arizona,navajo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=173737,-110.3227634,35.39276591,county_centroid,,,,,,Y,no image,,,DB,
munsoniana,13271315,TENN,1951,4,2,1951-04-03,Tennessee,roane,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271315,-84.51270263,35.85237704,county_centroid,Y,N,Y,63,7,,,,,DB,date
