specificEpithet,id,institutionCode,year,month,day,eventDate,stateProvince,county,references,lon,lat,geoclass,flowers,fruit,leaves,bbch.f,bbch.v,flagged,note,flagged_question,question_note,entered_by,imput_date/GPS
subcordata,23538076,ASU,1979,3,19,1979-03-19,California,San Diego,https://midwestherbaria.org/portal/collections/individual/index.php?occid=23538076,-116.40427,33.24621,geo_referenced,Y,N,Y,65,15,,,,,SC,
subcordata,2790560,NY,1995,4,24,1995-04-24,California,Glenn Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=2790560,-122.65,39.62,geo_referenced,Y,N,Y,67,19,,,,,SC,
subcordata,24642044,NY,1981,6,10,1981-06-10,California,Modoc Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24642044,-120.919049,41.494373,geo_referenced,N,Y,Y,89,19,,,,,SC,
subcordata,13939792,COLO,1941,9,5,1941-09-05,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939792,-122.5630896,41.60363418,county_centroid,N,N,Y,,,,,Y,Ambigous date format,SC,date
subcordata,11535479,LSU,1937,7,24,1937-07-24,Oregon,deschutes,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535479,-121.2258583,43.90948108,county_centroid,N,N,Y,,,,,,,SC,
subcordata,19452730,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452730,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
subcordata,2862581,NY,1998,5,30,1998-05-30,California,Modoc Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=2862581,-120.1819,41.7786,geo_referenced,Y,N,Y,65,17,,,,,SC,
subcordata,13939794,COLO,1902,4,4,1902-04-04,California,sonoma,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939794,-122.8763292,38.53307783,county_centroid,Y,N,Y,67,17,,,,,SC,date
subcordata,20966797,UT,2016,8,19,2016-08-19,California,modoc,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20966797,-120.7383261,41.60846865,county_centroid,N,Y,Y,89,19,,,,,SC,date
subcordata,22719164,KANU,1965,4,26,1965-04-26,California,Madera,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22719164,-119.64833,37.32806,geo_referenced,Y,N,Y,67,17,,,,,SC,
subcordata,8627293,OBI,1965,4,26,1965-04-26,California,Madera,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627293,-119.64833,37.329425,geo_referenced,Y,N,Y,65,17,,,,,SC,
subcordata,14740311,NY,1989,5,8,1989-05-08,California,Modoc Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14740311,-120.957384,41.480017,geo_referenced,Y,N,Y,65,15,,,,,SC,
subcordata,13939793,COLO,1892,5,17,1892-05-17,Idaho,nez perce,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939793,-116.7331991,46.3190625,county_centroid,Y,N,Y,65,11,,,,,SC,date
subcordata,8627291,OBI,1931,5,23,1931-05-23,California,Modoc,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627291,-120.33514,41.55664,geo_referenced,Y,N,Y,65,17,,,,,SC,
subcordata,8627290,OBI,2012,5,19,2012-05-19,California,Fresno,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627290,-119.309924,37.119758,geo_referenced,Y,N,Y,65,17,,,,,SC,
subcordata,8627289,OBI,2004,4,26,2004-04-26,California,Kern,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627289,-118.585801,35.746933,geo_referenced,Y,N,Y,67,19,,,,,SC,
subcordata,11535476,LSU,1937,7,24,1937-07-24,Oregon,deschutes,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535476,-121.2258583,43.90948108,county_centroid,N,Y,Y,89,19,,,,,SC,
subcordata,7356603,BRY,1923,8,10,1923-08-10,California,el dorado,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7356603,-120.5285454,38.78075659,county_centroid,N,Y,Y,89,17,,,,,SC,
subcordata,19452734,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452734,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
subcordata,8627292,OBI,1936,4,21,1936-04-21,California,Santa Clara,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8627292,-121.53551,37.497536,geo_referenced,Y,N,Y,67,15,,,,,SC,
subcordata,23538073,ASU,1971,6,9,1971-06-09,Oregon,klamath,https://midwestherbaria.org/portal/collections/individual/index.php?occid=23538073,-121.6545199,42.6950334,county_centroid,Y,N,Y,65,17,,,,,SC,
subcordata,12652586,UT,NA,NA,NA,,California,san mateo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652586,-122.2981593,37.43682908,county_centroid,Y,N,Y,67,15,,,Y,cant read date,SC,
subcordata,11535480,LSU,1927,5,28,1927-05-28,California,del norte,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535480,-123.9036495,41.76026868,county_centroid,Y,N,Y,67,17,,,,,SC,
subcordata,12522587,WCUH,2000,8,6,2000-08-06,Washington,grays harbor,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12522587,-123.7403328,47.15944575,county_centroid,Y,N,Y,89,19,,,,,SC,date
subcordata,19452726,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452726,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
subcordata,19452732,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452732,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
subcordata,19452731,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452731,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
subcordata,12652585,UT,NA,NA,NA,,California,santa clara,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652585,-121.6922741,37.23001509,county_centroid,Y,N,Y,67,15,,,Y,cant read date,SC,
subcordata,19452729,UCHT,2001,NA,NA,,California,siskiyou,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452729,-122.5630896,41.60363418,county_centroid,N,N,Y,,,Y,incomplete date,,,SC,date
umbellata,13422322,LL,1942,3,25,1942-03-25,Texas,tyler,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422322,-94.38683284,30.79082789,county_centroid,Y,N,Y,65,17,,,,,SC,
umbellata,15834054,FLAS,1939,5,27,1939-05-27,Florida,clay,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834054,-81.8454228,29.97157462,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,16668533,FSU,1978,4,8,1978-04-08,Georgia,elbert,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668533,-82.83863532,34.1122056,county_centroid,Y,N,Y,65,9,,,,,SC,date
umbellata,25330494,MMNS,1986,4,8,1986-04-08,Georgia,Lowndes,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25330494,-83.3392,30.8464,geo_referenced,N,Y,Y,89,17,,,,,SC,date
umbellata,21269005,UAM,1984,4,15,1984-04-15,Arkansas,perry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269005,-92.9415163,34.94234579,county_centroid,Y,N,Y,65,11,,,,,SC,
umbellata,3850984,APSC,2002,4,6,2002-04-06,Georgia,cobb,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850984,-84.59204242,33.93685037,county_centroid,N,N,Y,,,,,,,SC,
umbellata,15837480,FLAS,1967,8,4,1967-08-04,Florida,calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837480,-85.21358719,30.4146682,county_centroid,N,N,Y,,,,,,,SC,date
umbellata,16040540,FLAS,1990,2,14,1990-02-14,Florida,duval,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16040540,-81.6658339,30.31514695,county_centroid,Y,N,Y,65,10,,,,,SC,
umbellata,16064794,FLAS,2003,2,23,2003-02-23,Florida,alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16064794,-82.357751,29.66917793,county_centroid,Y,N,Y,65,10,,,,,SC,
umbellata,24924833,BRIT,1945,5,13,1945-05-13,Texas,newton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24924833,-93.75126275,30.80378587,county_centroid,,,,,,,,Y,wont load,,
umbellata,16894680,NCU,1949,8,31,1949-08-31,South Carolina,horry,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894680,-78.98568417,33.92201567,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,16894658,NCU,1945,7,28,1945-07-28,South Carolina,georgetown,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894658,-79.33078027,33.44510554,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,16080137,FLAS,2010,4,28,2010-04-28,Florida,Madison,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080137,-83.1932,30.39175,geo_referenced,N,N,Y,,,,,,,DB,
umbellata,4161804,TTRS,1980,4,22,1980-04-22,Florida,Franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161804,-84.79966536,29.89014672,geo_referenced,N,Y,Y,89,19,,,,,DB,
umbellata,24486765,NCU,1993,5,19,0199-05-19,North Carolina,rutherford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24486765,-81.92773988,35.40717943,county_centroid,N,Y,Y,89,19,,,,,DB,date
umbellata,11589692,IND,1941,8,4,1941-08-04,Georgia,Oglethorpe,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589692,-83.002787,33.966539,geo_referenced,N,Y,Y,89,19,,,,,DB,
umbellata,13378668,HTTU,1998,4,4,1998-04-04,Tennessee,scott,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13378668,-84.49765174,36.43053088,county_centroid,Y,N,Y,65,9,,,,,DB,date
umbellata,6774915,UWFP,2010,8,18,2010-08-18,Florida,calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774915,-85.21358719,30.4146682,county_centroid,N,N,Y,,,,,,,DB,
umbellata,16080106,FLAS,2010,3,16,2010-03-16,Florida,Alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080106,-82.3545167,29.6115,geo_referenced,Y,N,Y,67,17,,,,,DB,
umbellata,4161797,TTRS,1994,3,4,1994-03-04,Florida,Leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161797,-84.27766976,30.45845973,geo_referenced,Y,N,Y,65,0,,,,,DB,
umbellata,6774909,UWFP,1984,3,27,1984-03-27,Florida,santa rosa,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774909,-87.03013891,30.74563142,county_centroid,N,N,Y,,,,,,,DB,
umbellata,13939878,COLO,1966,6,19,1966-06-19,South Carolina,mccormick,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939878,-82.31945393,33.91153965,county_centroid,N,N,Y,,,,,,,DB,date
umbellata,19701727,CLEMS,1975,6,6,1975-06-06,South Carolina,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701727,-82.64607506,34.51971496,county_centroid,N,Y,Y,89,19,,,,,DB,
umbellata,15833807,FLAS,1940,7,7,1940-07-07,Florida,alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833807,-82.357751,29.66917793,county_centroid,N,Y,Y,89,19,,,,,DB,date
umbellata,15838014,FLAS,1980,5,8,1980-05-08,Florida,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15838014,-85.22699975,30.79919469,county_centroid,N,Y,Y,89,19,,,,,DB,date
umbellata,15834248,FLAS,1947,7,16,1947-07-16,Florida,walton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15834248,-86.17177883,30.67216876,county_centroid,N,Y,Y,89,19,,,,,DB,date
umbellata,12522638,WCUH,1986,9,1,1986-09-01,Florida,marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12522638,-82.05455176,29.2032406,county_centroid,N,N,Y,,,,,,,DB,date
umbellata,19705284,CLEMS,1978,4,8,1978-04-08,Georgia,elbert,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705284,-82.83863532,34.1122056,county_centroid,N,N,Y,,,,,,,DB,
umbellata,22879305,NCU,1996,3,31,1996-03-31,Alabama,autauga,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22879305,-86.64564861,32.54009148,county_centroid,Y,N,Y,67,0,,,,,DB,date
umbellata,7444132,NCSC,1948,8,14,1948-08-14,Georgia,bartow,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444132,-84.85525287,34.22976581,county_centroid,N,N,Y,,,,,,,DB,date
umbellata,15369743,NCU,1966,7,8,1966-07-08,Georgia,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369743,-82.54079025,32.17190838,county_centroid,N,N,Y,,,,,,,SC,
umbellata,14367708,FMUH,1985,4,23,1985-04-23,South Carolina,florence,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14367708,-79.68868443,34.02407522,county_centroid,N,N,Y,,,,,,,SC,date
umbellata,24517829,ICHAUWAY,2018,6,26,2018-06-26,Georgia,Baker,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24517829,-84.4789,31.2611,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,16080120,FLAS,2010,4,28,2010-04-28,Florida,Marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080120,-82.15915,29.0295167,geo_referenced,N,Y,Y,89,19,,,,,SC,
umbellata,16080205,FLAS,2010,7,7,2010-07-07,Florida,Lafayette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080205,-83.2595333,30.1164333,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,16912252,NCU,1970,6,20,1970-06-20,Alabama,macon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912252,-85.69511359,32.39385812,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,13285028,TENN,1950,7,7,1950-07-07,North Carolina,cabarrus,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285028,-80.56026675,35.38596494,county_centroid,N,N,Y,,,,,,,SC,date
umbellata,13422318,LL,1959,3,14,1959-03-14,Texas,henderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422318,-95.86532004,32.22844912,county_centroid,Y,N,Y,65,10,,,,,SC,
umbellata,5895062,MISS,1970,5,9,1970-05-09,Mississippi,De Soto,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895062,-90.160557,34.835795,geo_referenced,N,Y,Y,89,19,,,,,SC,
umbellata,13285043,TENN,2002,2,2,2002-02-02,Florida,sumter,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285043,-82.07723731,28.69131589,county_centroid,Y,N,Y,65,9,,,,,SC,date
umbellata,16668594,FSU,1957,3,14,1957-03-14,Mississippi,george,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668594,-88.63992101,30.8637824,county_centroid,Y,N,N,65,0,,,,,SC,date
umbellata,6774900,UWFP,1981,3,11,1981-03-11,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774900,-87.39657433,30.7209762,county_centroid,Y,N,N,65,0,,,,,SC,
umbellata,22877005,USCH,1953,6,16,1953-06-16,South Carolina,Aiken County,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22877005,-81.631127,33.351896,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,15369837,NCU,2005,6,22,2005-06-22,North Carolina,rutherford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369837,-81.92773988,35.40717943,county_centroid,N,N,Y,,,,,,,SC,
umbellata,13285044,TENN,2002,2,2,2002-02-02,Florida,sumter,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285044,-82.07723731,28.69131589,county_centroid,Y,N,Y,65,11,Y,two collection dates,,,SC,date
umbellata,21517546,CM,1995,5,8,1995-05-08,Pennsylvania,Bedford,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21517546,-78.25,39.98333,geo_referenced,Y,N,Y,65,9,,,,,SC,
umbellata,19705281,CLEMS,1979,4,10,1979-04-10,North Carolina,cabarrus,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19705281,-80.56026675,35.38596494,county_centroid,Y,N,Y,65,11,Y,two collection dates,,,SC,
umbellata,7444123,NCSC,1955,3,9,1955-03-09,Florida,leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444123,-84.27342715,30.46085222,county_centroid,Y,N,N,65,0,,,,,SC,date
umbellata,10246843,APCR,1996,7,11,1996-07-11,Arkansas,jefferson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246843,-91.93175235,34.27586793,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,16668613,FSU,1987,4,2,1987-04-02,South Carolina,chester,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668613,-81.15685049,34.69310951,county_centroid,Y,N,Y,64,9,,,,,SC,date
umbellata,15819355,MISS,1999,10,2,1999-10-02,Alabama,barbour,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15819355,-85.39732718,31.87402989,county_centroid,N,N,Y,,,,,,,SC,
umbellata,16668544,FSU,1975,6,8,1975-06-08,Arkansas,ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16668544,-92.88709996,33.59759164,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,16080487,FLAS,2012,10,26,2012-10-26,Florida,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080487,-85.22699975,30.79919469,county_centroid,N,N,Y,,,,,,,SC,
umbellata,13176439,GEO,1938,7,17,1938-07-17,Georgia,DeKalb County,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13176439,-84.146728,33.806062,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,11327058,LSUS,1976,3,27,1976-03-27,Louisiana,claiborne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11327058,-92.99514158,32.82545749,county_centroid,Y,N,N,65,0,,,,,SC,
umbellata,19701728,CLEMS,2007,7,13,2007-07-13,South Carolina,aiken,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701728,-81.64693794,33.55117923,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,22081737,SALK,2018,3,9,2018-03-09,South Carolina,Colleton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22081737,-80.68018,32.89614,geo_referenced,Y,N,N,65,0,,,,,SC,
umbellata,5741374,LSU,2005,7,14,2005-07-14,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5741374,-93.88843278,32.59124739,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,16041063,FLAS,1992,6,25,1992-06-25,Florida,columbia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16041063,-82.62115508,30.21276594,county_centroid,N,Y,Y,89,17,,,,,SC,
umbellata,4161812,TTRS,1980,7,29,1980-07-29,Florida,Gadsden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161812,-84.61353416,30.57974529,geo_referenced,N,Y,Y,89,19,,,,,SC,
umbellata,3850988,APSC,2010,7,0,2010-07-00,Arkansas,Ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850988,-93.024777,33.660317,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,16056016,FLAS,2002,2,17,2002-02-17,Florida,alachua,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16056016,-82.357751,29.66917793,county_centroid,Y,N,Y,65,11,,,,,SC,
umbellata,10246846,APCR,1972,5,12,1972-05-12,Arkansas,union,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246846,-92.6011337,33.17079784,county_centroid,N,N,Y,,,,,,,SC,date
umbellata,9328130,USCH,1952,7,18,1952-07-18,South Carolina,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9328130,-81.651407,33.345547,geo_referenced,N,Y,Y,89,19,,,,,SC,
umbellata,4161805,TTRS,1981,3,12,1981-03-12,Florida,Leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161805,-84.27766976,30.45845973,geo_referenced,Y,N,N,65,0,,,,,SC,
umbellata,5667988,LSU,1969,4,5,1969-04-05,Louisiana,rapides,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667988,-92.53011007,31.20510797,county_centroid,Y,N,Y,65,11,,,,,SC,
umbellata,13285045,TENN,2002,2,6,2002-04-06,Georgia,cobb,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285045,-84.59204242,33.93685037,county_centroid,Y,N,Y,67,17,,,,,SC,date
umbellata,19701712,CLEMS,2012,3,15,2012-03-15,South Carolina,oconee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701712,-83.07875547,34.74728856,county_centroid,Y,N,Y,65,11,,,,,SC,date
umbellata,15833450,FLAS,1937,3,15,1937-03-15,Florida,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15833450,-85.22699975,30.79919469,county_centroid,Y,N,N,65,0,,,,,SC,date
umbellata,5667993,LSU,1989,4,1,1989-04-01,Louisiana,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5667993,-90.03378723,30.85867525,county_centroid,N,N,Y,,,,,,,SC,
umbellata,9177251,LSU,1974,7,20,1974-07-20,Louisiana,bienville,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9177251,-93.04846889,32.35019442,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,13278810,GAS,1963,3,16,1963-03-16,Georgia,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13278810,-81.7,32.4666667,geo_referenced,Y,N,Y,65,9,,,,,SC,
umbellata,19396565,USF,1963,3,7,1963-03-07,Louisiana,Lincoln Parish,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19396565,-92.75,32.5167,geo_referenced,Y,N,N,65,0,,,,,SC,
umbellata,15369799,NCU,1967,4,22,1967-04-22,Georgia,burke,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369799,-82.00541411,33.06229074,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,16080142,FLAS,2010,5,5,2010-05-05,Florida,Pasco,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080142,-82.2419167,28.4134833,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,15835298,FLAS,1954,8,8,1954-08-08,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835298,-87.39657433,30.7209762,county_centroid,N,N,Y,,,,,,,SC,date
umbellata,13449702,LL,1946,6,6,1946-06-06,Texas,morris,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449702,-94.73222877,33.13982653,county_centroid,N,N,Y,,,,,,,SC,
umbellata,6774893,UWFP,1981,3,9,1981-03-09,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774893,-87.39657433,30.7209762,county_centroid,Y,N,N,65,0,,,,,SC,
umbellata,13285036,TENN,2002,2,2,2002-02-02,Florida,highlands,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13285036,-81.336228,27.34477902,county_centroid,Y,N,Y,65,15,,,,,SC,date
umbellata,13759918,GA,1995,5,10,1995-05-10,Georgia,DeKalb County,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13759918,-84.131996,33.804244,geo_referenced,,,,,,Y,no image,,,SC,
umbellata,13179012,GEO,1938,7,17,1938-07-17,Georgia,DeKalb County,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13179012,-84.146728,33.806062,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,5706474,LSU,2003,8,26,2003-08-26,Louisiana,caddo,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5706474,-93.88843278,32.59124739,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,19701704,CLEMS,1997,4,1,1997-04-01,South Carolina,pickens,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701704,-82.73522407,34.89297149,county_centroid,Y,N,Y,65,0,,,,,DB,
umbellata,21269016,UAM,1988,7,16,1988-07-16,Arkansas,union,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269016,-92.6011337,33.17079784,county_centroid,N,Y,Y,89,19,,,,,DB,
umbellata,10246840,APCR,NA,NA,NA,,Arkansas,hot spring,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246840,-92.9384467,34.32236611,county_centroid,N,N,Y,,,,,,,DB,
umbellata,11589666,IND,1949,7,18,1949-07-18,North Carolina,Union,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11589666,-80.455119,35.163676,geo_referenced,N,N,Y,,,,,,,DB,
umbellata,15835277,FLAS,1954,7,29,1954-07-24,Florida,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15835277,-85.68366894,30.62671676,county_centroid,N,Y,Y,89,19,,,,,DB,date
umbellata,21269010,UAM,1986,4,23,1986-04-23,Louisiana,lincoln,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21269010,-92.66494598,32.60565502,county_centroid,N,Y,Y,89,19,,,,,DB,
umbellata,16080449,FLAS,2012,7,9,2012-07-09,Arkansas,Saline,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080449,-92.37143,34.58145,geo_referenced,N,N,Y,,,,,,,DB,
umbellata,6774895,UWFP,1981,3,11,1981-03-11,Florida,escambia,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6774895,-87.39657433,30.7209762,county_centroid,Y,N,Y,65,7,,,,,DB,
umbellata,16912289,NCU,1978,4,4,1978-04-04,Georgia,elbert,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16912289,-82.83863532,34.1122056,county_centroid,Y,N,Y,65,11,,,,,SC,date
umbellata,16894717,NCU,1939,5,28,1939-05-28,South Carolina,richland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16894717,-80.89816959,34.02554611,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,24926094,BRIT,1947,5,21,1947-05-21,Texas,sabine,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926094,-93.86698265,31.35713515,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,5895087,MISS,1997,2,23,1997-02-23,Louisiana,ouachita,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5895087,-92.1593802,32.4833014,county_centroid,Y,N,N,60,0,,,,,SC,
umbellata,16521702,NCU,1956,7,17,1956-07-17,South Carolina,anderson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16521702,-82.64607506,34.51971496,county_centroid,N,Y,Y,89,19,,,,,SC,date
umbellata,19701720,CLEMS,1987,7,6,1987-07-06,South Carolina,colleton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701720,-80.67103212,32.87146292,county_centroid,N,N,Y,,,,,,,SC,
umbellata,4161801,TTRS,1988,10,8,1988-10-08,Florida,Leon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4161801,-84.27766976,30.45845973,geo_referenced,N,N,Y,,,,,,,SC,
umbellata,19701725,CLEMS,1984,4,15,1984-04-15,South Carolina,calhoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19701725,-80.77839878,33.68681338,county_centroid,N,Y,Y,89,19,,,,,SC,
umbellata,15837014,FLAS,1969,2,14,1969-02-14,Florida,hillsborough,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837014,-82.30823576,27.92836425,county_centroid,Y,N,Y,60,9,Y,more than one collection date,Y,unsure on bbch,SC,date
umbellata,16080484,FLAS,2012,10,26,2012-10-26,Florida,Holmes,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080484,-85.93558,30.714168,geo_referenced,N,N,Y,,,,,,,SC,
