specificEpithet,id,references,fruit_type,obs_number,,,,,,fruit_diam_mm,who_done_it,note,certain
alleghaniensis,11071046,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071048,dried,3,1.757,63.548,43.611,135.278,-170.538,7.241,SC,,
alleghaniensis,19211139,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211139,fleshy,1,3.938,72.938,54.364,122.94,-106.39,15.505,SC,,
alleghaniensis,19211139,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211140,fleshy,2,3.938,75.803,55.041,136.5,0.932,15.377,SC,,
alleghaniensis,3850956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850956,pit,1,1.557,28.633,20.099,86.271,67.249,4.943,SC,,U
alleghaniensis,3850956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850957,pit,2,1.557,32.48,18.211,138,-93.366,5.009,SC,,U
alleghaniensis,3850956,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3850958,pit,3,1.384,22.679,13.896,83.083,38.367,4.502,SC,,U
alleghaniensis,17566696,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566696,pit,1,0.614,34.922,26.167,46.333,109.983,2.544,SC,,U
alleghaniensis,6550184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550184,dried,1,0.62,70.94,27.892,111.323,-13.465,9.481,SC,,
alleghaniensis,6550184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550185,dried,2,0.607,82.677,37.113,128.608,15.396,9.295,SC,,
alleghaniensis,6550184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550186,dried,3,0.599,72.432,32.287,110.833,56.535,9.185,SC,,
alleghaniensis,6550184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6550187,dried,4,0.704,68.921,37.997,116.667,31.201,10.78,SC,,
alleghaniensis,19211146,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211146,pit,1,0.952,57.53,51.167,66.667,-115.71,3.654,SC,,U
alleghaniensis,19211146,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211147,pit,2,0.892,60.482,51.554,91,56.889,3.348,SC,,U
alleghaniensis,19211146,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211148,pit,3,0.892,59.265,47.876,99.333,-70.907,3.355,SC,,U
alleghaniensis,19211146,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211149,pit,4,1.071,51.407,43.051,65.583,-83.089,4.054,SC,,U
alleghaniensis,19211146,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211150,pit,5,0.654,53.014,43.671,77,165.256,2.396,SC,,U
alleghaniensis,6816039,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816039,dried,1,2.794,82.629,62.111,99.014,-96.203,11.282,SC,,
alleghaniensis,6816039,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816040,dried,2,2.794,79.091,59.717,95.452,73.54,11.187,SC,,
alleghaniensis,6816039,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816041,dried,3,2.794,78.608,62.919,143,-130.601,11.24,SC,,
alleghaniensis,6816039,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816042,dried,4,2.675,80.176,60.047,110.548,55.222,10.687,SC,,
alleghaniensis,6816039,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816043,dried,5,2.556,80.073,53.133,131.333,22.306,10.279,SC,,
alleghaniensis,17566694,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566694,pit,1,1.033,50.452,37.61,75.544,15.524,4.246,SC,,
alleghaniensis,17566694,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566695,pit,2,0.775,38.437,19.165,65.185,39.289,3.23,SC,,
alleghaniensis,17566694,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566696,pit,3,0.775,38.43,20.5,77,77.905,3.254,SC,,
alleghaniensis,17566694,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566697,pit,4,0.671,41.308,30.833,84.667,-109.983,2.66,SC,,
alleghaniensis,4595023,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595023,dried,1,2.839,61.362,21.194,97.556,-95.711,10.579,SC,,
alleghaniensis,4595023,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595024,dried,2,2.978,43.948,19.637,133.417,-35.218,10.952,SC,,
alleghaniensis,4595023,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595025,dried,3,3.186,51.724,13.606,125.833,-51.34,11.795,SC,,
alleghaniensis,4595023,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595026,dried,4,3.255,49.918,22.208,107.527,23.199,12.025,SC,,
alleghaniensis,4595023,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595027,dried,5,3.116,41.445,14.333,94.939,-1.302,11.582,SC,,
hortulana,21204162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204162,dried,1,3.401,27.746,3.374,67.833,-88.386,15.437,SC,,
hortulana,21204162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204163,dried,2,3.165,27.672,7.721,60.599,-24.228,14.3,SC,,
hortulana,21204162,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204164,dried,3,2.976,18.558,6.42,32.578,-9.31,13.435,SC,,
hortulana,16080191,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191,dried,1,4.762,42.53,22.19,118.667,-40.601,19.756,SC,,
hortulana,16080191,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080192,dried,2,3.855,93.053,20.667,215.408,27.719,15.869,SC,,
hortulana,16080191,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080193,dried,3,4.422,94.72,31.106,219.583,-70.145,18.226,SC,,
hortulana,16080191,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080194,dried,4,4.365,43.363,20.805,86.635,65.807,18.01,SC,,
hortulana,21204152,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204152,dried,1,3.403,35.909,15.339,93.593,-85.17,15.49,SC,,
hortulana,16080413,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080413,,,,,,,,,SC,fruit is obscured,
hortulana,22620151,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620151,dried,1,1.073,33.534,10.34,93,-42.044,12.673,SC,,
hortulana,5465829,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465829,dried,1,4.521,89.832,66.073,119.408,-50.389,18.362,SC,,U
hortulana,5465829,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465830,dried,2,4.521,76.684,28.611,117.137,55.257,18.403,SC,,U
hortulana,7188896,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188896,dried,1,11.603,50.709,36.184,104.574,55.337,20.779,SC,,
hortulana,21186187,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186187,dried,1,7.246,24.505,10.469,81.833,-10.84,18.402,SC,,
hortulana,21186187,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186188,dried,2,7.985,24.41,9.088,79.667,-58.109,20.381,SC,,
hortulana,21186187,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186189,dried,3,8.577,23.042,10.653,84.333,64.772,22.105,SC,,
hortulana,21204140,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204140,dried,1,3.949,41.774,18.019,141.104,49.635,17.495,SC,,
hortulana,21204140,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204141,dried,2,3.751,55.539,13.175,99.567,124.114,16.637,SC,,
hortulana,21204153,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204153,dried,1,4.294,33.745,6.257,84.832,-59.265,19.127,SC,,
hortulana,3848988,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848988,dried,1,4.408,19.269,7.26,129.056,124.33,14.596,SC,,U
hortulana,3848988,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848989,dried,2,4.235,21.556,8.913,41.203,-52.651,14.053,SC,,U
hortulana,3848988,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848990,dried,3,3.976,22.81,9.933,44.049,-71.966,13.295,SC,,U
hortulana,3848988,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848991,dried,4,4.494,27.064,9.108,99.521,123.071,15.085,SC,,U
hortulana,16080184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080184,dried,1,3.191,52.474,21.237,80.983,-0.988,13.49,SC,,
hortulana,16080184,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080185,dried,2,3.624,54.21,21.775,141.722,127.569,15.257,SC,,
hortulana,10258301,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258301,dried,1,4.074,60.121,46.243,171.667,-53.696,15.585,SC,,
hortulana,10258301,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258302,dried,2,4.336,57.948,46.561,89.13,36.87,16.661,SC,,
hortulana,10258301,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258303,dried,3,2.76,45.616,25.764,60.829,-6.953,10.587,SC,,
hortulana,10258301,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258304,dried,4,4.205,69.292,51.839,147.556,84.56,16.222,SC,,
hortulana,10258301,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258305,dried,5,3.679,66.726,53.187,116.778,62.049,14.219,SC,,
hortulana,10258302,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258302,dried,1,2.875,49.116,34.956,103.083,35.981,11.275,SC,,
hortulana,10258302,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258303,dried,2,3.874,91.663,13.511,163.466,43.002,15.211,SC,,
hortulana,10258302,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258304,dried,3,4.437,112.817,53.06,166.505,51.404,17.432,SC,,
hortulana,10258302,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10258305,dried,4,4.249,140.221,62.567,195.013,56.31,16.674,SC,,
hortulana,13273948,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273948,fleshy,1,5.5,65.647,43.643,110.926,82.711,21.675,SC,,U
hortulana,21204156,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204156,dried,1,4.017,26.433,5.417,84.822,60.68,18.201,SC,,
hortulana,6816174,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174,fleshy,1,7.823,58.264,0.959,137.056,-90.836,32.623,SC,fruit broken,U
hortulana,12876946,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876946,dried,1,4.024,70.833,38.849,117.333,-47.49,16.078,SC,,
hortulana,6816167,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816167,dried,1,3.045,44.976,29.685,113.167,46.123,12.73,SC,,
hortulana,21204132,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204132,dried,1,4.84,41.775,17.679,154.889,162.681,21.648,SC,,
hortulana,21204132,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204133,dried,2,5.037,44.304,16.831,103.222,118.339,22.471,SC,,
hortulana,21204132,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204134,dried,3,4.79,35.271,13.272,111.037,36.511,21.289,SC,,
hortulana,6816172,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816172,dried,1,1.974,57.299,37.027,147.333,73.465,8.043,SC,,
hortulana,6816172,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816173,dried,2,2.148,65.089,48.479,86.583,-43.332,8.778,SC,,
hortulana,6816172,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816174,dried,3,2.148,55.604,37.75,71.197,175.17,8.584,SC,,
hortulana,6816172,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816175,dried,4,1.916,59.043,38.645,77.082,-107.038,7.812,SC,,
hortulana,6816172,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816176,dried,5,2.09,60.249,42.492,141.833,-63.435,8.351,SC,,
hortulana,12876941,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876941,pit,1,3.625,102.327,43.908,139.397,-74.261,14.286,SC,,U
hortulana,12876941,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876942,pit,2,4,103.286,42.682,142.597,53.403,15.725,SC,,U
hortulana,16988203,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988203,fleshy,1,5.938,54.012,39.054,103.917,-19.983,23.409,SC,,U
hortulana,16988203,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988204,fleshy,2,6.938,53.886,31.92,84.667,-21.898,27.483,SC,,U
hortulana,16988203,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16988205,fleshy,3,5.688,55.327,34.53,105,167.816,22.507,SC,,U
hortulana,16080414,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080414,dried,1,4.543,45.192,20.807,129,168.147,19.248,SC,,
hortulana,16080414,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080415,dried,2,4.705,54.501,29.611,142.778,-104.199,19.911,SC,,
hortulana,16080414,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080416,dried,3,4.327,43.837,20.786,88.167,51.68,18.378,SC,,
hortulana,16080414,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080417,dried,4,4.651,35.724,19.988,72.583,140.711,19.832,SC,,
hortulana,16080414,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080418,dried,5,4.327,32.012,19.158,45.029,-78.261,18.289,SC,,
